cytokine,collection,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
ccl2,C2,MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22,MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_22,11,0.983005224899538,1.91376409905689,6.53946306576238e-5,0.371964659180564,0.371964659180564,60,"tags=18%, list=0%, signal=18%",EWSR1/CLTCL1
ccl2,C2,FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,31,0.941812739959009,1.94434018435366,2.0872914999727e-4,0.593625702592257,0.593625702592257,18,"tags=6%, list=0%, signal=6%",CD69/TOMM20
ccl2,C2,PID_WNT_SIGNALING_PATHWAY,PID_WNT_SIGNALING_PATHWAY,25,-0.947154421940796,-2.06824276803032,3.4020251333603e-4,0.645023965285115,0.645023965285115,3,"tags=8%, list=0%, signal=8%",WNT7B/CTHRC1
ccl2,C2,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119,20,-0.950253938321711,-2.08149862305032,9.2218300595032e-4,0.777848438154488,0.777848438154488,29,"tags=15%, list=0%, signal=15%",USP7/BCORL1/PCGF1
ccl2,C2,PID_WNT_NONCANONICAL_PATHWAY,PID_WNT_NONCANONICAL_PATHWAY,31,-0.925671437039439,-2.05354116836921,0.00109402030682769,0.777848438154488,0.777848438154488,187,"tags=6%, list=1%, signal=6%",CHD7/CTHRC1
ccl2,C2,NABA_MATRISOME_HGSOC_OMENTAL_METASTASIS,NABA_MATRISOME_HGSOC_OMENTAL_METASTASIS,52,-0.898173906768192,-2.02085714946802,9.2530030194871e-4,0.777848438154488,0.777848438154488,8,"tags=6%, list=0%, signal=6%",COL5A1/S100A11/CTHRC1
ccl2,C2,REACTOME_BICARBONATE_TRANSPORTERS,REACTOME_BICARBONATE_TRANSPORTERS,10,0.978867077354186,1.9064051074496,0.00100777602324214,0.777848438154488,0.777848438154488,30,"tags=10%, list=0%, signal=10%",SLC4A1
ccl2,C2,JIANG_MELANOMA_TRM5_CD8,JIANG_MELANOMA_TRM5_CD8,139,0.819267787491727,1.77716783927855,8.2844324342053e-4,0.777848438154488,0.777848438154488,208,"tags=5%, list=2%, signal=5%",CD69/ORAI1/ANXA1/SERTAD1/PPP1R11/HIVEP2/CD44
ccl2,C2,REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,49,-0.889423449924712,-1.98099020120854,0.00159837314228752,0.909154643333142,0.909154643333142,37,"tags=8%, list=0%, signal=8%",RARA/RORA/NR1D1/NR5A2
ccl2,C2,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,67,-0.85629397682212,-1.93800496902552,0.00157195208759178,0.909154643333142,0.909154643333142,107,"tags=6%, list=1%, signal=6%",ATG4C/ULK1/CRY1/CTHRC1
ccl2,C2,TSENG_ADIPOGENIC_POTENTIAL_UP,TSENG_ADIPOGENIC_POTENTIAL_UP,21,-0.930162530547695,-2.01281969132217,0.00691174377639372,1,1,172,"tags=14%, list=1%, signal=14%",PRSS23/WNT10A/MAPK12
ccl2,C2,GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN,GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN,16,-0.950155605205015,-2.00555931488684,0.0039519590954491,1,1,191,"tags=19%, list=1%, signal=19%",MLYCD/SPTLC2/NR5A2
ccl2,C2,WP_NUCLEAR_RECEPTORS,WP_NUCLEAR_RECEPTORS,37,-0.889630364689588,-2.00485753986444,0.00348057367916265,1,1,4,"tags=8%, list=0%, signal=8%",RARA/RORA/NR5A2
ccl2,C2,REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,21,-0.92559510958979,-2.00293604782901,0.0106231388062501,1,1,257,"tags=14%, list=2%, signal=14%",WNT11/WNT9B/WNT10A
ccl2,C2,WP_WNT_SIGNALING_IN_KIDNEY_DISEASE,WP_WNT_SIGNALING_IN_KIDNEY_DISEASE,32,-0.895628805996761,-1.99724465809366,0.00959305724753816,1,1,257,"tags=9%, list=2%, signal=9%",WNT11/WNT9B/WNT10A
ccl2,C2,KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY,KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY,23,-0.914131363001354,-1.99649629422849,0.0148428848279683,1,1,154,"tags=13%, list=1%, signal=13%",PTCH1/WNT9B/WNT10A
ccl2,C2,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,23,-0.914131363001354,-1.99649629422849,0.0148428848279683,1,1,154,"tags=13%, list=1%, signal=13%",PTCH1/WNT9B/WNT10A
ccl2,C2,KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION,KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION,14,-0.958803571816069,-1.9941399409357,0.00526408334123008,1,1,30,"tags=21%, list=0%, signal=21%",WNT2B/WNT9B/WNT10A
ccl2,C2,NOUSHMEHR_GBM_SILENCED_BY_METHYLATION,NOUSHMEHR_GBM_SILENCED_BY_METHYLATION,38,-0.881039942043951,-1.9836150866602,0.0128364272524327,1,1,3,"tags=5%, list=0%, signal=5%",CNMD/CTHRC1
ccl2,C2,WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA,WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA,17,-0.938438098140353,-1.98303756239078,0.00684016194161521,1,1,5,"tags=12%, list=0%, signal=12%",SUZ12/PCGF1
ccl2,C2,WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM,WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM,22,-0.90235175374583,-1.97731081299301,0.0139567499932298,1,1,191,"tags=14%, list=1%, signal=13%",MLYCD/HMGCLL1/MCCC2
ccl2,C2,MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP,MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP,18,-0.927144141593256,-1.97535541627206,0.0106657165168964,1,1,3,"tags=11%, list=0%, signal=11%",SESN2/CTHRC1
ccl2,C2,REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,30,-0.898498726314924,-1.97431395609397,0.0137706628016666,1,1,253,"tags=7%, list=2%, signal=7%",SMAD3/CCNC
ccl2,C2,KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY,KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY,38,-0.876737343313051,-1.97392801193501,0.0143555142787507,1,1,30,"tags=8%, list=0%, signal=8%",CTNNB1/WNT9B/WNT10A
ccl2,C2,WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,25,-0.902903507201444,-1.9716147712979,0.0167067815850915,1,1,14,"tags=8%, list=0%, signal=8%",MAPK9/MAPK12
ccl2,C2,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,19,-0.922332878628664,-1.96900388327431,0.0268564736651758,1,1,188,"tags=11%, list=1%, signal=10%",NKX6-1/NR5A2
ccl2,C2,NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON,NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON,15,-0.934302249722471,-1.96717441819411,0.0217745724694001,1,1,14,"tags=13%, list=0%, signal=13%",HDAC10/MAPK12
ccl2,C2,KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY,KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY,39,-0.876220532450567,-1.96604183922182,0.0113507524212341,1,1,30,"tags=8%, list=0%, signal=8%",CTNNB1/WNT9B/WNT10A
ccl2,C2,TOMLINS_METASTASIS_DN,TOMLINS_METASTASIS_DN,16,-0.930122276473518,-1.96327357892366,0.0149023237287385,1,1,16,"tags=12%, list=0%, signal=12%",TMEM98/TM9SF2
ccl2,C2,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,39,-0.874786343623707,-1.9628238420002,0.0116596117316641,1,1,253,"tags=5%, list=2%, signal=5%",SMAD3/CCNC
ccl2,C2,HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN,HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN,29,-0.898328225730362,-1.96181271129166,0.00504357075778415,1,1,246,"tags=10%, list=2%, signal=10%",CDK1/GLRX/CTHRC1
ccl2,C2,WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,18,-0.920694153062709,-1.96161319517922,0.0137982593203072,1,1,235,"tags=17%, list=2%, signal=16%",ABCC3/KEAP1/MAPK12
ccl2,C2,SILIGAN_BOUND_BY_EWS_FLT1_FUSION,SILIGAN_BOUND_BY_EWS_FLT1_FUSION,42,-0.863116446830855,-1.96125402875837,0.0126879730125798,1,1,4,"tags=5%, list=0%, signal=5%",ZFAT/NR5A2
ccl2,C2,KALMA_E2F1_TARGETS,KALMA_E2F1_TARGETS,10,-0.969038884727351,-1.95992468630871,0.00588161466855029,1,1,6,"tags=20%, list=0%, signal=20%",POLA2/CCNC
ccl2,C2,KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY,KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY,30,-0.890489028913387,-1.95671386730052,0.0178033774194762,1,1,30,"tags=10%, list=0%, signal=10%",CTNNB1/WNT9B/WNT10A
ccl2,C2,MEISSNER_BRAIN_HCP_WITH_H3_UNMETHYLATED,MEISSNER_BRAIN_HCP_WITH_H3_UNMETHYLATED,26,-0.893109780662733,-1.9546633838923,0.0239908304643451,1,1,51,"tags=19%, list=0%, signal=19%",DES/TTC22/SYCP1/KCNG1/FKBP6
ccl2,C2,MEISSNER_BRAIN_ICP_WITH_H3K4ME3,MEISSNER_BRAIN_ICP_WITH_H3K4ME3,23,-0.89495156015148,-1.95460690407773,0.0286450144865545,1,1,36,"tags=13%, list=0%, signal=13%",PPP2R3C/PAK6/PAK5
ccl2,C2,BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN,BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN,20,-0.891876628279313,-1.95362512990254,0.0255676481815685,1,1,8,"tags=10%, list=0%, signal=10%",IL10RA/S100A11
ccl2,C2,ZHOU_TNF_SIGNALING_4HR,ZHOU_TNF_SIGNALING_4HR,34,-0.875527854011559,-1.95067582677006,0.021393597265968,1,1,6,"tags=6%, list=0%, signal=6%",PPP1R10/CCNC
