UniqueCount	AmbigCount
0	0
0	0
0	316
0	294
0	0
0	0
4	0
0	0
0	0
0	290
0	250
0	131
0	251
0	5
2	5
0	55
28	54
1	55
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5263	22
0	0
0	0
4	7
370	2
0	0
0	0
0	0
0	0
0	0
266	3
24	0
0	0
201	0
0	0
0	0
0	0
706	2
34	99
0	99
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
103	0
2	12
0	12
0	11
0	0
0	0
0	0
0	0
0	0
0	8
0	8
5	8
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	4
0	1
0	0
0	1
0	0
0	0
5	9
0	0
0	0
4	692
38	710
681	666
4	0
0	12
0	27
0	27
0	0
78	511
0	511
0	511
0	69
0	60
0	61
0	0
0	0
0	4
0	4
0	2
0	1132
1	0
39	142
0	142
21	0
0	0
0	2
0	2
0	27
0	0
0	141
0	159
3	69
0	140
0	89
0	0
15	23
0	0
0	0
0	0
0	0
0	0
0	0
0	75
62	131
24	136
0	131
27	17
0	2
388	999
6	418
114	869
0	0
0	0
3	0
0	0
1	0
0	0
0	11
3	0
187	3
39	0
0	98
0	90
0	91
0	100
0	83
0	95
0	42
0	0
0	0
0	0
0	0
0	0
1	0
158	0
0	695
0	0
0	0
0	0
0	0
0	0
0	29
0	28
0	28
1	75
0	75
0	0
0	4
0	4
5	15
0	10
0	11
0	0
525	1131
16	1243
1	6
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	2
3	59
83	59
2	579
1	74
243	0
61	37
0	37
2	37
5	1
49	268
0	0
0	0
0	0
0	53
0	70
0	66
0	57
0	0
209	1
0	142
0	132
0	133
0	0
1	425
223	425
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
26	1041
5	54
0	57
0	56
0	52
37	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	13
0	13
0	9
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	104
0	118
5	120
0	140
0	2
0	2
0	2
0	2
0	2
0	2
0	1
0	0
0	0
