cytokine,collection,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
ccl2,C7,SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_CORRELATED_WITH_AGE_1DY_POSITIVE,SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_CORRELATED_WITH_AGE_1DY_POSITIVE,23,0.941077774767357,2.00800943650007,5.8222615721309e-4,0.593172008968704,0.588722575388318,96,"tags=13%, list=1%, signal=13%",HDAC4/MXI1/IGFBP3
ccl2,C7,GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_UP,GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_UP,122,-0.820936096818322,-1.90903501026315,4.9584323821638e-4,0.593172008968704,0.588722575388318,25,"tags=4%, list=0%, signal=4%",VDAC3/BIN3/KLHL24/RPL35A/THYN1
ccl2,C7,GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_UP,GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_UP,118,0.846462984434146,1.82728623913757,4.9994811983776e-4,0.593172008968704,0.588722575388318,58,"tags=4%, list=0%, signal=4%",CLPTM1L/LSM12/VAV2/PLK3/RAPSN
ccl2,C7,GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP,GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP,142,0.840234570725959,1.81592824437497,1.1664460090305e-4,0.593172008968704,0.588722575388318,346,"tags=8%, list=3%, signal=8%",CD69/MXI1/ANXA1/VAV2/PLK3/TKTL1/IGFBP3/STOM/ADRA2A/SLC16A10/MYBL1
ccl2,C7,GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN,GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN,155,0.815313466964121,1.77880742862296,3.317012418582e-4,0.593172008968704,0.588722575388318,211,"tags=5%, list=2%, signal=5%",DNAJC4/VAV2/NOCT/CTNNA1/ATP8B1/KIAA0825/INO80D/SPATA9
ccl2,C7,GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN,GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN,94,-0.836732338590024,-1.90085630045259,9.1736459267683e-4,0.686921079389273,0.681768426075399,18,"tags=4%, list=0%, signal=4%",XKR4/CASP3/FKBP6/CTHRC1
ccl2,C7,GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN,GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN,158,-0.783315328833546,-1.7982877984352,9.4394337568215e-4,0.686921079389273,0.681768426075399,221,"tags=7%, list=2%, signal=7%",RPF2/CCDC88B/CD40/EBI3/UBXN8/RPP40/RAB3GAP2/MCCC2/ADAT2/NOL6/DNAH1
ccl2,C7,HOEK_MYELOID_DENDRITIC_CELL_2011_2012_TIV_ADULT_1DY_UP,HOEK_MYELOID_DENDRITIC_CELL_2011_2012_TIV_ADULT_1DY_UP,18,0.943594699678971,1.95093319984503,0.00240591048605323,0.735089288293876,0.729575321157086,130,"tags=22%, list=1%, signal=22%",CD69/P2RY12/FCGR1A/DEPTOR
ccl2,C7,ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_7DY_UP,ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_7DY_UP,18,0.942604861826789,1.94888665642025,0.00277891289401954,0.735089288293876,0.729575321157086,9,"tags=6%, list=0%, signal=6%",TAOK3
ccl2,C7,GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_24H_UP,GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_24H_UP,146,-0.769530872061001,-1.77140751140547,0.00251074852614226,0.735089288293876,0.729575321157086,3,"tags=8%, list=0%, signal=8%",GUCY1A1/ZNF704/GATA2/WWC2/PSMA8/ANGPTL4/CENPM/RYR3/SPARC/CTHRC1/THYN1
ccl2,C7,GSE3982_CTRL_VS_LPS_48H_DC_UP,GSE3982_CTRL_VS_LPS_48H_DC_UP,142,-0.7711315629993,-1.76977580356771,0.00128051745310977,0.735089288293876,0.729575321157086,586,"tags=7%, list=4%, signal=7%",DNASE2B/SLC29A2/ARHGEF6/ALDH3A1/NCAPH/ZNF710/UBXN8/WDR12/PAK6/THYN1
ccl2,C7,GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP,GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP,117,0.820495057209592,1.76733994009253,0.00307109474096893,0.735089288293876,0.729575321157086,104,"tags=4%, list=1%, signal=4%",CD69/ORAI1/PLK3/DKK2/HTRA4
ccl2,C7,GSE8835_HEALTHY_VS_CLL_CD8_TCELL_DN,GSE8835_HEALTHY_VS_CLL_CD8_TCELL_DN,146,0.801404522685476,1.7365642108205,0.00204917203467293,0.735089288293876,0.729575321157086,89,"tags=3%, list=1%, signal=3%",DNAJC4/TAOK3/ZC3H18/DKK2
ccl2,C7,GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP,GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP,133,0.802374032965247,1.73494423931062,0.00219207939102388,0.735089288293876,0.729575321157086,146,"tags=5%, list=1%, signal=5%",TAOK3/ARHGEF2/NOCT/PLK3/ADTRP/CFLAR/HIVEP2
ccl2,C7,GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP,GSE22589_HEALTHY_VS_SIV_INFECTED_DC_UP,160,0.787724421182033,1.73306510519462,0.00140262783326235,0.735089288293876,0.729575321157086,241,"tags=4%, list=2%, signal=4%",DNAJC4/CNP/NOCT/HYI/CSNK1E/HGFAC
ccl2,C7,GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN,GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN,149,0.794009858695116,1.72992543160839,0.00200763476369983,0.735089288293876,0.729575321157086,180,"tags=5%, list=1%, signal=5%",CD69/ORAI1/PLK3/RAPSN/PLVAP/ZFP64/AAR2/KDM2A
ccl2,C7,GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN,GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN,151,-0.752981410887138,-1.72441333881975,0.00317470835148513,0.735089288293876,0.729575321157086,321,"tags=6%, list=2%, signal=6%",AKAP1/MAT2A/PAAF1/SLC25A6/PTER/ARHGAP33/RAB3GAP2/RPL35A/CCNC
ccl2,C7,GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN,GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN,158,0.78734403634246,1.72441142909682,0.0016249632896052,0.735089288293876,0.729575321157086,351,"tags=5%, list=3%, signal=5%",YEATS2/LSM12/MXI1/SGF29/PHF1/RAB33A/MFSD12/ATG9A
ccl2,C7,GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN,GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN,145,0.792875553581218,1.71256489582235,0.00266658607864766,0.735089288293876,0.729575321157086,99,"tags=4%, list=1%, signal=4%",CD69/HDAC4/CNP/GDF10/MAP4K4/HDAC7
ccl2,C7,GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP,GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP,158,0.77414315805303,1.6954993597273,0.00295014378627656,0.735089288293876,0.729575321157086,130,"tags=3%, list=1%, signal=3%",DNAJC4/SPARCL1/CTNNA1/BBX/DEPTOR
ccl2,C7,GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_DN,GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_DN,160,0.770294396209468,1.69471747085659,0.00240963360285443,0.735089288293876,0.729575321157086,257,"tags=4%, list=2%, signal=4%",TAOK3/CD69/HDAC4/GGPS1/RTCA/DCBLD2/JPT2
