UniqueCount	AmbigCount
0	0
0	1
7	191
0	169
0	0
0	0
4	0
0	0
0	0
0	184
0	186
0	121
0	186
0	2
0	2
0	55
48	52
0	54
9	0
0	0
0	7
0	7
0	238
0	276
0	217
0	0
0	0
1	94
1	92
0	92
20	90
7537	5
0	0
0	0
8	46
574	0
0	0
7	0
3	0
23	0
9	0
407	0
315	0
4	36
626	0
0	0
0	0
1	0
621	0
32	134
0	134
0	0
0	0
0	0
0	1
0	1
0	1
0	1
1	0
31	1002
0	1002
0	0
0	0
0	50
0	59
0	59
0	0
0	0
0	0
0	50
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
44	35
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	6
0	6
0	0
0	0
0	0
0	0
0	0
10	0
300	0
0	17
0	17
0	13
0	0
0	0
0	0
0	0
0	0
1	50
0	50
23	33
0	0
3	0
0	25
0	25
0	25
0	17
0	17
0	13
1	10
0	0
0	6
0	0
0	6
1	0
5	0
22	178
1	0
0	0
32	1380
107	1436
1440	1333
13	6
0	138
0	244
0	241
5	0
12	98
0	98
0	98
0	49
0	42
0	43
0	0
0	0
0	3
0	3
0	0
4	3768
5	0
110	163
2	163
23	0
0	0
1	1
0	1
2	26
0	0
2	351
0	470
0	199
0	446
0	338
0	0
51	136
0	0
0	0
0	0
0	2
0	2
0	2
0	17
121	185
45	262
0	185
76	828
0	757
20428	42260
159	16121
614	39036
0	0
0	1
14	5
0	1
0	0
1	0
0	5
40	0
426	0
162	1
0	310
2	288
2	287
0	276
2	255
0	253
0	26
4	5
0	13
0	13
0	13
0	13
0	0
148	0
1	458
0	0
0	0
0	0
0	0
0	0
0	181
1	167
0	181
16	714
36	714
8	0
0	6
1	6
30	54
0	39
0	36
296	1
12	24
71	566
4	7
0	3
0	4
0	4
0	4
0	4
0	4
0	0
0	0
0	0
0	0
0	0
3	0
9	54
68	47
2	243
2	173
297	0
1711	706
0	706
13	701
6	0
36	279
7	0
0	0
0	0
0	223
0	238
0	217
0	174
0	0
270	0
0	119
0	100
0	108
0	0
0	1076
142	1076
0	12
9	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	752
0	26
0	26
0	26
0	23
70	0
2	1
1	1
0	0
0	0
0	0
0	0
0	0
0	64
0	0
0	64
0	64
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	1
0	1
0	0
0	0
0	13
0	14
0	14
0	10
0	0
0	14
1	14
0	6
1	5
0	5
0	6
0	6
5	159
1	173
5	174
0	193
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	11
0	0
20	49
3	296
3	734
186	634
2	846
0	64
4	64
0	0
0	382
2	489
0	580
3	473
0	537
0	538
0	474
0	0
0	40
1	31
0	38
0	38
0	39
0	0
0	3
0	3
0	3
0	1772
26	776
0	776
8	487
0	232
142	311
2	316
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
4	1
0	0
0	167
0	127
0	123
9	361
0	301
1	346
1	0
0	77
0	61
0	66
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	174
0	237
0	237
24	241
0	0
13	101
9	2598
0	0
0	0
0	0
0	0
0	0
1	4
0	0
0	0
0	0
0	137
2	147
42	147
91	137
3	484
0	527
9	241
0	169
3390	2
122	17
1	3
0	3
0	190
3	195
0	1546
84	1541
0	0
0	0
0	585
0	516
0	535
0	534
1	0
0	5
0	5
0	4
0	5
0	5
0	0
0	0
0	19
0	0
0	19
0	19
0	19
0	0
108	382
2	382
0	2
0	2
0	2
0	2
0	568
0	514
0	549
0	0
0	8
1	8
0	0
6	1
94	245
0	0
0	0
0	0
0	0
0	6
1	0
0	0
34	731
0	0
0	32
0	32
0	0
0	32
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	118
190	108
0	0
0	0
0	0
1	0
0	1
0	0
0	0
0	2192
0	3
0	0
0	0
309	1
0	0
0	1
0	0
0	0
0	0
7	0
0	0
0	0
0	0
3	84
45	1255
0	96
13	100
0	105
0	100
0	6
5	113
0	102
0	101
1	107
0	109
0	104
0	0
0	167
0	156
0	176
0	176
1	47
