UniqueCount	AmbigCount
0	0
0	0
0	128
0	113
0	0
0	0
1	0
0	0
0	0
5	144
0	136
0	78
0	137
0	2
0	2
0	104
76	92
0	104
4	0
0	0
13	33
0	33
0	434
0	515
11	392
1	3
0	3
0	7
0	6
0	6
3	6
9142	7
0	0
0	0
1	0
260	1
0	0
0	0
1	0
0	0
0	0
320	0
248	0
0	0
359	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	23
0	23
20	11
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
13	1859
245	1871
2256	1733
0	0
0	2
0	2
0	2
0	0
17	100
0	100
0	100
0	125
0	112
0	115
0	0
0	0
0	0
0	0
0	0
0	829
3	0
97	200
0	200
91	0
0	0
0	0
0	0
2	156
0	0
6	582
0	777
8	344
0	724
0	483
0	0
8	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
253	350
22	350
0	350
7	3898
0	3898
26681	10748
173	2130
2298	10528
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
928	0
282	0
0	150
1	133
1	138
0	170
0	142
1	150
0	2
0	0
0	0
0	0
0	0
0	0
0	0
358	0
0	36
0	0
0	0
0	0
0	0
0	0
0	316
0	278
0	310
37	998
42	998
3	0
0	0
0	0
14	30
0	26
0	31
2	0
1250	1094
17	1105
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2
3	2
1	5
11	308
312	0
606	291
0	291
44	288
8	0
9	59
0	0
0	0
0	0
0	402
15	443
0	415
0	336
0	0
266	0
0	187
3	155
0	165
0	0
0	1805
493	1805
5	126
83	126
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	11
0	0
0	0
0	0
0	0
0	0
4	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	10
0	9
0	8
0	0
0	6
3	6
0	2
0	2
0	2
0	2
0	2
4	64
0	64
5	65
0	71
0	0
0	0
0	0
0	0
0	0
0	0
