UniqueCount	AmbigCount
0	0
0	0
0	94
0	87
0	0
0	0
4	0
0	0
0	0
0	81
0	71
0	39
0	71
0	0
0	0
0	40
31	39
0	40
2	0
0	0
5	24
0	24
0	117
0	139
1	108
0	0
0	0
0	5
0	5
0	4
3	4
4953	39
0	0
0	0
1	9
173	4
0	0
0	0
0	0
0	0
0	0
172	0
168	1
0	0
305	3
0	0
0	0
0	0
24	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	15
5	12
0	0
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	3
0	2
0	0
0	0
0	0
1	0
4	0
6	2
0	0
0	0
3	978
95	1009
953	977
0	0
0	1
0	1
0	1
0	0
12	103
0	103
0	103
0	94
0	81
0	90
0	0
0	0
0	2
1	2
0	1
0	643
0	0
50	94
0	94
147	1
0	0
0	0
0	0
6	79
0	0
1	417
0	475
7	229
0	452
0	298
0	0
14	11
0	0
0	0
0	0
0	0
0	0
0	0
0	56
107	270
12	276
0	269
21	1136
0	1113
7805	14112
144	5289
2275	11051
0	0
0	0
0	1
0	0
0	0
0	0
0	21
5	1
336	4
73	1
0	79
1	72
0	76
0	83
0	69
0	71
0	78
0	0
0	0
0	0
0	0
0	0
0	0
196	4
0	125
0	0
0	0
0	0
0	0
0	0
0	47
0	42
0	46
5	388
22	388
2	0
0	1
0	1
6	7
0	6
0	6
11	1
582	974
11	1085
0	1
0	12
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	1
4	9
10	10
0	493
0	119
191	2
377	167
2	161
8	157
5	1
35	259
0	0
0	0
0	0
0	193
0	222
0	213
0	188
0	0
234	2
0	83
0	68
0	77
0	0
0	720
244	721
0	78
37	79
0	0
1	0
0	0
0	0
0	0
0	0
0	0
5	431
0	0
0	0
0	0
0	0
0	0
0	5
3	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	6
0	6
0	6
0	0
0	6
1	6
0	4
0	3
0	3
0	2
0	2
0	46
0	41
2	42
0	52
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
