"GeneID","GeneName","Spearman_Correlation_Coefficient","P_value","fdrtool_qvalue","BH_qvalue"
"ENSCAFG00000025396",NA,0.794430900436814,5.99008638991972e-06,0.148441805584172,0.159426149267713
"ENSCAFG00000041292",NA,0.724934457542555,9.11628787902162e-05,0.454685288067518,0.549334420454959
"ENSCAFG00000002441",NA,-0.718186860998918,0.000113747013052581,0.468172179937052,0.549334420454959
"ENSCAFG00000015750","IQSEC3",0.714603431748961,0.000127613858985687,0.474343648135553,0.549334420454959
"ENSCAFG00000005139","JMJD6",0.715415019762846,0.000186695557141849,0.491150195779258,0.549334420454959
"ENSCAFG00000005725","SLC38A10",0.713438735177866,0.000198145645419043,0.493331889521826,0.549334420454959
"ENSCAFG00000030285","CDR2L",0.713438735177866,0.000198145645419043,0.493331889521826,0.549334420454959
"ENSCAFG00000029475","B3GALT5",0.699467623824589,0.000203724746946503,0.494312341990292,0.549334420454959
"ENSCAFG00000014475","HOMER3",0.712450592885375,0.000204086330883619,0.49437416620407,0.549334420454959
"ENSCAFG00000010913","C18H11orf24",0.708498023715415,0.000229355461061502,0.498242408807199,0.549334420454959
"ENSCAFG00000002588","IL11",0.704545454545454,0.000257182559990623,0.50167267977995,0.549334420454959
"ENSCAFG00000017367","NIPAL4",0.690782500408988,0.000263150869521913,0.502319159884612,0.549334420454959
"ENSCAFG00000004805","WBP4",0.701581027667984,0.000279855709733673,0.503989691491504,0.549334420454959
"ENSCAFG00000004473","ESD",0.699604743083004,0.000295880466417392,0.505423754508092,0.549334420454959
"ENSCAFG00000028834","FAM104A",0.696640316205534,0.000321352504998771,0.507422423984872,0.549334420454959
"ENSCAFG00000010999","PRKAR1A",0.695652173913043,0.000330240493228606,0.508050508314427,0.549334420454959
"ENSCAFG00000049158",NA,0.673400152517917,0.000428387323815588,0.513313698257974,0.569292942942049
"ENSCAFG00000001141","NDRG1",0.684782608695652,0.000442408354220437,0.513881394086838,0.569292942942049
"ENSCAFG00000030211","SDC4",0.684782608695652,0.000442408354220437,0.513881394086838,0.569292942942049
"ENSCAFG00000032632","WNT7A",0.67111442622067,0.000455670296900348,0.514387260867166,0.569292942942049
"ENSCAFG00000043844",NA,0.669279265910208,0.000478647435067583,0.515199427253913,0.569292942942049
"ENSCAFG00000012082","SEMA4B",0.678853754940711,0.000516007723979667,0.51637007080414,0.569292942942049
"ENSCAFG00000048548",NA,0.664864560058177,0.000538053533793351,0.516986715168637,0.569292942942049
"ENSCAFG00000018188","TNFAIP2",0.674901185770751,0.000570581032169895,0.517811820026249,0.569292942942049
"ENSCAFG00000015361","FGF6",-0.659698581122128,0.000615535148114841,0.518812122411467,0.569292942942049
"ENSCAFG00000041771",NA,0.65938216863341,0.000620577620316123,0.518915505919505,0.569292942942049
"ENSCAFG00000005051","SCN5A",0.66600790513834,0.000711349401104312,0.52053122243286,0.569292942942049
"ENSCAFG00000017916","SEMA7A",0.66600790513834,0.000711349401104312,0.52053122243286,0.569292942942049
"ENSCAFG00000041375",NA,0.66600790513834,0.000711349401104312,0.52053122243286,0.569292942942049
"ENSCAFG00000023521",NA,-0.653185077559758,0.000726753598189219,0.520766190273695,0.569292942942049
"ENSCAFG00000048854","MESD",0.66304347826087,0.000764325528432084,0.521300359312134,0.569292942942049
"ENSCAFG00000018406","DRC3",0.661067193675889,0.000801458849780505,0.52178001502613,0.569292942942049
"ENSCAFG00000046322",NA,-0.646837142768535,0.000851328049522805,0.522359525303458,0.569292942942049
"ENSCAFG00000012803","RIN1",0.658102766798419,0.000860004339182472,0.522453606679937,0.569292942942049
"ENSCAFG00000004584","TSC22D1",0.657114624505929,0.000880303337338477,0.522666599050742,0.569292942942049
"ENSCAFG00000017396","KATNIP",0.657114624505929,0.000880303337338477,0.522666599050742,0.569292942942049
"ENSCAFG00000037819",NA,0.656126482213439,0.000901004914938298,0.522874097934916,0.569292942942049
"ENSCAFG00000045320",NA,0.656126482213439,0.000901004914938298,0.522874097934916,0.569292942942049
"ENSCAFG00000005073","SPHK1",0.654150197628458,0.000943641960976997,0.523273240748084,0.569292942942049
"ENSCAFG00000013132","FOSL1",0.654150197628458,0.000943641960976997,0.523273240748084,0.569292942942049
"ENSCAFG00000014026","SAR1A",0.654150197628458,0.000943641960976997,0.523273240748084,0.569292942942049
"ENSCAFG00000009104","STC1",0.64146283154229,0.00097069164934906,0.523508570049428,0.569292942942049
"ENSCAFG00000004664",NA,0.651185770750988,0.00101078247813142,0.523834537259768,0.569292942942049
"ENSCAFG00000043522",NA,0.651185770750988,0.00101078247813142,0.523834537259768,0.569292942942049
"ENSCAFG00000037443",NA,0.638743770955237,0.00103635348260186,0.524029468733606,0.569292942942049
"ENSCAFG00000019998","SLC30A7",0.649209486166008,0.00105774600931739,0.524185410831076,0.569292942942049
"ENSCAFG00000042559",NA,0.636520899095893,0.00109282141621476,0.524428067894322,0.569292942942049
"ENSCAFG00000001216","SLC35D2",0.646245059288537,0.00113163726159863,0.524679304217871,0.569292942942049
"ENSCAFG00000041122",NA,0.634807125958953,0.00113813373261369,0.524719701135655,0.569292942942049
"ENSCAFG00000030470",NA,0.634414281453375,0.0011487438359192,0.524784708359629,0.569292942942049
"ENSCAFG00000013243","LAMC2",0.634026027263984,0.00115931290457009,0.524848296741534,0.569292942942049
"ENSCAFG00000012080","COG2",0.644268774703557,0.00118328026389654,0.524988340997995,0.569292942942049
"ENSCAFG00000004047",NA,0.631137212118813,0.00124059420041118,0.525301562218242,0.569292942942049
