"GeneID","GeneName","Spearman_Correlation_Coefficient","P_value","fdrtool_qvalue","BH_qvalue"
"ENSCAFG00000004145","MLLT10",-0.765810276679842,3.17926498210837e-05,0.999999999998975,0.62253187614664
"ENSCAFG00000039724",NA,-0.69313374354901,0.000245743771859115,0.999999999999851,0.833849918473488
"ENSCAFG00000003738","SOBP",-0.692858928984816,0.000247725380751663,0.999999999999852,0.833849918473488
"ENSCAFG00000022742","MT-CYB",-0.702569169960474,0.000272119594886704,0.999999999999864,0.833849918473488
"ENSCAFG00000028127",NA,-0.685774691037308,0.000303820063891368,0.999999999999876,0.833849918473488
"ENSCAFG00000009292","NIT2",-0.683963450581302,0.000319813090470958,0.999999999999881,0.833849918473488
"ENSCAFG00000011046","BCL9",-0.695652173913043,0.000330240493228606,0.999999999999884,0.833849918473488
"ENSCAFG00000031283","ZNF134",-0.692687747035573,0.000358149459365925,0.999999999999892,0.833849918473488
"ENSCAFG00000022734","ND4L",-0.683794466403162,0.000454022123588347,0.999999999999911,0.833849918473488
"ENSCAFG00000034360",NA,0.6678091185193,0.00049776846464307,0.999999999999917,0.833849918473488
"ENSCAFG00000003994","NUDT6",-0.663701527551075,0.000554721710761725,0.999999999999925,0.833849918473488
"ENSCAFG00000022713","MT-ND1",-0.675889328063241,0.000556502727450907,0.999999999999925,0.833849918473488
"ENSCAFG00000022729","MT-ATP6",-0.673913043478261,0.000584957759057719,0.999999999999929,0.833849918473488
"ENSCAFG00000016132",NA,-0.66897233201581,0.000661500964418734,0.999999999999936,0.833849918473488
"ENSCAFG00000022717","MT-ND2",-0.66798418972332,0.000677779156661891,0.999999999999937,0.833849918473488
"ENSCAFG00000043662",NA,0.655732745259793,0.000681354307521363,0.999999999999938,0.833849918473488
"ENSCAFG00000026374",NA,-0.646991613230151,0.000848092395321023,0.999999999999949,0.866456189631659
"ENSCAFG00000013085","HMGCL",-0.658102766798419,0.000860004339182474,0.999999999999949,0.866456189631659
"ENSCAFG00000025744",NA,-0.643395492222556,0.000926215819280212,0.999999999999952,0.866456189631659
"ENSCAFG00000000442","MDC1",-0.653162055335968,0.000965590709685871,0.999999999999954,0.866456189631659
"ENSCAFG00000032629",NA,-0.641285714071829,0.000974857552716801,0.999999999999955,0.866456189631659
"ENSCAFG00000026225",NA,-0.636183963043878,0.00110160610215431,0.999999999999959,0.866456189631659
"ENSCAFG00000021357",NA,-0.635532512606614,0.0011187622159379,0.99999999999996,0.866456189631659
"ENSCAFG00000010568","NEPRO",-0.635038319361974,0.00113192880731546,0.99999999999996,0.866456189631659
"ENSCAFG00000002500","SLC2A1",0.643280632411067,0.00120983876270486,0.999999999999962,0.866456189631659
"ENSCAFG00000000423","RMND1",-0.642292490118577,0.00123689873253963,0.999999999999963,0.866456189631659
"ENSCAFG00000012197","CCDC14",-0.641304347826087,0.0012644678900893,0.999999999999964,0.866456189631659
"ENSCAFG00000048927",NA,-0.629161891193021,0.00129893213133011,0.999999999999964,0.866456189631659
"ENSCAFG00000003381","IAH1",-0.636363636363636,0.00141022795590421,0.999999999999967,0.866456189631659
"ENSCAFG00000027041",NA,-0.624922967038448,0.00143206735969503,0.999999999999967,0.866456189631659
"ENSCAFG00000022732","MT-ND3",-0.634387351778656,0.0014723766408345,0.999999999999968,0.866456189631659
"ENSCAFG00000000147","C1H18orf54",-0.623671874735262,0.00147351711544682,0.999999999999968,0.866456189631659
"ENSCAFG00000016286","DNAJB1",0.629446640316205,0.00163794892985319,0.99999999999997,0.866456189631659
"ENSCAFG00000025390","SLC22A17",-0.626482213438735,0.00174463797055014,0.999999999999972,0.866456189631659
"ENSCAFG00000020023","PHYHD1",-0.615080515270127,0.00178673950979191,0.999999999999972,0.866456189631659
"ENSCAFG00000046183",NA,0.614461847006268,0.00181132755528898,0.999999999999973,0.866456189631659
"ENSCAFG00000022726","MT-CO2",-0.624505928853755,0.00181897586525515,0.999999999999973,0.866456189631659
"ENSCAFG00000017945","CSK",0.622529644268775,0.00189597072143467,0.999999999999974,0.866456189631659
"ENSCAFG00000012508","TP53BP1",-0.621541501976285,0.00193548844906966,0.999999999999974,0.866456189631659
"ENSCAFG00000016330","CLN8",0.621541501976285,0.00193548844906966,0.999999999999974,0.866456189631659
"ENSCAFG00000005327","TGDS",-0.608846077396072,0.0020479799540731,0.999999999999975,0.866456189631659
"ENSCAFG00000004909","ZNF513",-0.617588932806324,0.00210059022445787,0.999999999999976,0.866456189631659
"ENSCAFG00000011411","MST1",-0.607663949571532,0.00210100208837813,0.999999999999976,0.866456189631659
"ENSCAFG00000022735","MT-ND4",-0.615612648221344,0.00218750025777308,0.999999999999976,0.866456189631659
"ENSCAFG00000040979",NA,-0.604951681114154,0.00222707232190685,0.999999999999977,0.866456189631659
"ENSCAFG00000008880","PIK3AP1",0.602787966751139,0.00233218872977041,0.999999999999977,0.866456189631659
"ENSCAFG00000017261","MEGF11",-0.602433977966151,0.00234977968481254,0.999999999999977,0.866456189631659
"ENSCAFG00000011246","ALDH3B2",0.60230133726908,0.00235639994636411,0.999999999999978,0.866456189631659
"ENSCAFG00000021569",NA,-0.602037389985422,0.0023696208810222,0.999999999999978,0.866456189631659
"ENSCAFG00000022413",NA,-0.601851551621014,0.00237896702889758,0.999999999999978,0.866456189631659
"ENSCAFG00000041006",NA,0.601737943366557,0.00238469595212793,0.999999999999978,0.866456189631659
"ENSCAFG00000008315","FNBP4",-0.610671936758893,0.00241815459365688,0.999999999999978,0.866456189631659
