UniqueCount	AmbigCount
0	0
0	0
1	196
1	184
0	0
0	0
3	0
0	0
0	0
6	184
0	192
0	96
0	192
0	5
0	5
0	90
44	85
0	90
8	0
0	0
5	22
0	22
0	18
0	20
0	13
2	8
0	8
0	13
0	12
0	13
0	13
14437	5
0	0
0	0
0	0
431	0
0	0
0	0
0	0
20	0
2	0
496	0
170	1
0	0
1228	0
1	0
15	0
0	0
791	2
421	534
3	534
0	10
0	14
0	14
0	0
0	0
0	0
0	0
0	0
3	20
0	20
0	0
8	0
0	8
0	11
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
344	0
0	11
0	11
0	7
0	0
0	0
0	0
0	0
0	0
2	33
0	33
21	14
0	0
0	0
0	35
0	35
0	37
0	34
0	34
0	26
0	3
0	0
0	10
0	0
0	10
9	0
2	0
4	0
0	0
0	0
9	2778
348	2816
3333	2636
20	0
0	378
0	575
0	545
4	0
21	70
0	70
0	70
0	85
0	77
0	73
0	0
0	0
0	1
0	1
0	0
0	2199
2	0
118	275
0	275
313	0
0	0
0	0
0	0
5	117
0	0
2	611
0	804
13	348
0	738
0	503
0	0
18	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
260	368
32	369
0	368
1	368
0	368
32477	16824
42	3083
3537	16376
0	0
0	0
0	0
0	0
0	0
0	0
0	0
29	0
513	3
175	0
0	268
6	230
0	228
0	296
3	253
2	261
0	1
8	15
0	22
0	22
0	22
0	22
0	0
332	0
0	297
0	0
0	0
0	0
0	0
0	0
0	147
0	133
2	146
25	363
7	363
0	0
0	5
0	5
22	32
0	21
0	27
97	0
2126	1837
20	1843
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	191
494	192
2	9
10	231
205	0
777	205
0	205
10	199
0	0
18	98
1	0
0	0
0	0
0	10
0	10
0	11
0	6
0	0
455	0
0	256
0	202
0	231
0	0
7	2093
520	2093
0	20
9	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	13
1	2
0	2
0	2
0	0
91	0
95	13
25	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	120
0	120
0	121
0	36
0	59
0	0
0	0
0	53
2	55
0	55
0	48
1	0
0	0
0	0
0	4
0	3
0	3
0	3
0	4
1	153
0	171
7	170
0	183
1	6
0	6
0	6
0	6
0	6
0	6
