UniqueCount	AmbigCount
1	0
1	0
0	94
0	80
0	0
0	0
6	0
0	0
0	0
1	108
0	100
0	60
0	100
0	8
0	8
0	107
113	100
0	106
30	0
0	0
4	27
0	27
0	231
0	308
3	267
0	16
0	16
0	16
0	15
0	16
5	16
12253	2
0	0
0	0
1	21
397	0
0	0
2	0
2	0
21	0
1	0
171	0
296	0
1	9
698	1
1	1
2	1
0	0
858	0
30	110
0	110
0	4
0	4
0	4
0	0
0	0
0	0
0	0
2	0
2	26
0	26
0	0
0	0
0	15
0	19
0	19
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
19	26
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
1	0
256	0
0	11
0	11
0	9
0	0
0	0
0	0
0	0
0	0
0	28
0	28
14	17
0	0
0	0
0	18
0	18
0	20
0	15
0	14
0	16
0	18
0	0
0	7
1	0
0	7
1	0
4	0
13	102
0	0
0	0
11	1092
134	1156
2968	1030
0	1
0	12
0	44
0	43
11	0
1	14
0	14
0	14
0	105
0	91
0	93
0	0
0	0
0	2
0	2
0	0
1	2413
3	0
115	130
1	130
41	0
0	0
0	0
0	0
0	59
0	0
0	234
0	373
2	119
0	365
0	286
0	0
33	84
0	0
0	0
0	0
0	5
0	5
0	5
0	41
34	68
33	131
0	67
41	277
0	233
19207	36241
59	14870
584	33299
0	0
0	0
4	6
0	0
0	0
0	0
0	4
32	0
491	0
229	0
0	349
0	316
1	324
0	373
1	311
1	361
2	38
43	51
0	218
0	218
0	218
0	218
0	0
297	1
0	548
1	9
0	9
0	0
0	0
0	0
0	54
0	50
3	53
35	1073
75	1073
93	0
0	7
0	7
9	26
0	17
0	17
201	0
41	23
36	377
3	5
0	2
0	2
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
7	0
4	33
32	28
0	590
2	378
508	0
1560	612
3	612
4	605
1	0
66	589
0	0
0	0
0	0
1	179
0	190
0	183
0	141
0	0
371	0
0	103
3	92
0	100
0	0
2	1563
118	1563
0	10
8	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	442
0	3
0	3
0	3
0	3
68	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	31
0	0
0	31
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	11
0	11
0	9
0	0
0	9
0	9
0	4
0	3
0	3
0	4
0	4
12	201
0	284
7	286
0	296
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	0
19	31
1	134
1	406
160	366
3	486
0	98
2	98
0	0
0	387
5	468
0	547
2	438
0	510
0	510
0	410
0	0
0	29
0	23
0	25
0	29
0	29
0	0
0	9
0	11
0	11
0	1263
8	695
0	695
10	622
0	378
182	391
0	342
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	137
0	112
0	97
8	1020
1	855
0	1001
0	0
0	23
0	21
0	22
0	0
0	0
0	0
0	2
0	2
1	0
6	0
6	111
0	136
0	136
50	137
0	0
10	41
2	1548
5	0
0	0
0	0
0	0
0	0
0	3
0	1
0	1
0	0
0	511
15	543
206	541
257	510
2	842
0	922
11	441
1	267
6250	1
196	29
0	2
0	2
0	69
0	69
0	2660
122	2660
0	0
0	0
0	95
0	86
0	86
0	87
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	7
0	7
0	7
0	0
94	281
1	281
0	2
0	2
0	2
0	2
0	495
1	454
0	480
0	0
0	0
0	0
0	0
17	1
84	162
0	0
0	0
0	0
0	0
0	9
1	0
0	0
29	524
0	0
0	24
0	24
0	0
0	24
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	8
