gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000031912,NA,15.99164714,1.112728104,1.648239647,0.000839772,0.141128875
ENSCAFG00000045994,NA,1263.849106,1.341387982,2.412301027,0.000864369,0.143648468
ENSCAFG00000002483,TBC1D2,785.7039421,0.537605816,0.902392426,0.000970156,0.149662948
ENSCAFG00000004611,GRIN2C,112.8347853,0.967114148,1.497304958,0.000931671,0.149662948
ENSCAFG00000005766,SYT1,661.6774629,-1.243548204,2.367298098,0.000954517,0.149662948
ENSCAFG00000009993,ST14,795.8128408,1.303469789,2.191418578,0.000952404,0.149662948
ENSCAFG00000010953,PLCL1,424.7537796,-1.214184118,1.944516986,0.000970603,0.149662948
ENSCAFG00000011806,PRR29,39.6642302,-1.298023919,2.152827504,0.000951374,0.149662948
ENSCAFG00000012098,PGBD5,26.43457934,1.145668614,1.799857638,0.000960732,0.149662948
ENSCAFG00000001998,CDK6,4836.755169,-0.900229925,1.450313813,0.001028754,0.153650825
ENSCAFG00000003981,SULT2B1,86.40526435,1.241212851,2.138090795,0.00102843,0.153650825
ENSCAFG00000019715,POLR3K,1631.450586,0.206751471,0.139605744,0.001036666,0.153650825
ENSCAFG00000041006,NA,19.25513989,0.224769658,0.337965276,0.001037557,0.153650825
ENSCAFG00000011157,CASP7,179.8912357,0.247941472,0.413252618,0.001101189,0.154675708
ENSCAFG00000015756,SLC6A12,111.827165,1.094845524,1.847593718,0.001122101,0.154675708
ENSCAFG00000019014,SEMA6B,128.8330748,0.85715315,1.423564755,0.001111348,0.154675708
ENSCAFG00000022728,MT-ATP8,3702.564649,-0.390025996,0.693828473,0.001083913,0.154675708
ENSCAFG00000022729,MT-ATP6,123967.0244,-0.353631479,0.626225243,0.001065622,0.154675708
ENSCAFG00000022734,ND4L,4032.470596,-0.352861096,0.626899311,0.001077092,0.154675708
ENSCAFG00000029249,ABT1,1512.324464,0.197986254,0.16482483,0.001109887,0.154675708
ENSCAFG00000031952,NA,15930.46554,-0.208289606,0.118193038,0.001127208,0.154675708
ENSCAFG00000001623,SLC24A2,110.9158652,-1.124582264,2.047005195,0.001199882,0.159407128
ENSCAFG00000002063,SIT1,69.34544628,-0.892469994,1.532601127,0.001221007,0.159407128
ENSCAFG00000002756,STAP1,131.356879,-0.847160968,1.439808392,0.001183354,0.159407128
ENSCAFG00000004223,NA,543.2832016,0.474624617,0.861280097,0.001212664,0.159407128
ENSCAFG00000008324,CP,30.93876645,-0.229958909,0.380796171,0.001198153,0.159407128
ENSCAFG00000014067,PALD1,406.4220404,0.94504259,1.634113105,0.001236292,0.159407128
ENSCAFG00000020317,NA,24.73215073,-0.578464021,1.033600365,0.001234917,0.159407128
ENSCAFG00000001302,NA,47.88659096,-0.189181708,0.194130534,0.001258108,0.159625447
ENSCAFG00000013004,CACNA1E,129.7725298,-1.070663733,1.938117283,0.00125933,0.159625447
ENSCAFG00000010781,GPATCH2,282.4583629,-0.188931009,0.224873132,0.001282176,0.160205954
ENSCAFG00000014599,GOLIM4,1356.865823,0.279420075,0.51428829,0.001285332,0.160205954
ENSCAFG00000031727,STC2,149.0140276,0.891431689,1.576790652,0.001313412,0.162352973
ENSCAFG00000032120,C1QTNF6,428.4863242,1.001847098,1.8212,0.001332248,0.163331433
ENSCAFG00000002255,CILK1,982.3967437,-0.254107819,0.471296102,0.001396673,0.167120335
ENSCAFG00000018203,SLC6A7,7.664369665,0.713644511,1.293955238,0.001380655,0.167120335
ENSCAFG00000041174,NA,13.07904793,-0.67515858,1.232276768,0.001389774,0.167120335
ENSCAFG00000001779,ASB15,78.36158351,-0.708229481,1.300314651,0.001429837,0.169730767
ENSCAFG00000016330,CLN8,339.3430351,0.190186145,0.279209007,0.001447091,0.170426289
ENSCAFG00000002500,SLC2A1,3623.781494,0.217568527,0.383610605,0.00147009,0.171782296
ENSCAFG00000011180,MXRA5,325.577668,0.960492702,2.020313521,0.001527581,0.176069224
ENSCAFG00000012661,RFX5,972.6265855,-0.387634351,0.769602799,0.001559671,0.176069224
ENSCAFG00000013728,MYL4,210.6366693,0.708873043,1.343777248,0.001565635,0.176069224
ENSCAFG00000046006,NA,37.15098032,-0.276015476,0.543225467,0.001563327,0.176069224
ENSCAFG00000046117,NA,3.238684848,0.495985426,0.964062341,0.001547226,0.176069224
ENSCAFG00000014474,IGFBP5,1006.864135,0.904282848,2.01791074,0.001630238,0.179290227
ENSCAFG00000031588,NA,2396.46376,0.176435683,0.213657507,0.001629688,0.179290227
ENSCAFG00000038961,NA,32.15838687,0.651951853,1.255385791,0.001616787,0.179290227
ENSCAFG00000021569,NA,7.740495213,-0.223548713,0.429963672,0.001712266,0.186936973
ENSCAFG00000015455,ECT2,3612.887721,0.176139658,0.262787377,0.001785496,0.193519282
ENSCAFG00000022742,MT-CYB,34224.46032,-0.333740407,0.699244291,0.001829006,0.195403155
ENSCAFG00000043662,NA,5.802103968,0.394961739,0.82218771,0.001827132,0.195403155
ENSCAFG00000016579,CCDC177,19.2344884,-0.432173101,0.899617681,0.001863038,0.196235631
ENSCAFG00000031675,COL8A1,312.5628631,0.682066765,1.378008078,0.00185079,0.196235631
ENSCAFG00000004938,UNC13D,496.3403035,-0.782101495,1.61797711,0.001886131,0.196453103
ENSCAFG00000011012,PLA1A,22.92895498,-0.648892318,1.322169339,0.001891372,0.196453103
ENSCAFG00000004858,CIC,6586.340378,-0.176598702,0.157347224,0.001914376,0.197471162
ENSCAFG00000014323,EPHB2,1055.266323,0.811730654,1.746949922,0.001935438,0.197773847
ENSCAFG00000014957,PRKAG3,250.6556711,0.815828365,1.864361668,0.001956979,0.197773847
ENSCAFG00000023616,SURF1,486.5384929,-0.180470114,0.146068903,0.001947892,0.197773847
ENSCAFG00000006805,ADRA2B,8.283916286,0.46151406,0.976118576,0.001991335,0.199895243
ENSCAFG00000005673,LGALS4,11.52599234,-0.494842134,1.043996048,0.002007801,0.200204544
ENSCAFG00000005252,TMC6,630.3832704,-0.620206644,1.302212801,0.002044774,0.201300187
ENSCAFG00000005719,TEPSIN,831.7272985,-0.179344727,0.143784448,0.0020585,0.201300187
ENSCAFG00000010906,INTS12,291.2928504,0.169211342,0.171529218,0.002059165,0.201300187
ENSCAFG00000002788,TRA2A,1546.379484,-0.162636005,0.210863698,0.002160978,0.209652014
ENSCAFG00000003381,IAH1,583.1302025,-0.163758865,0.18855136,0.002172632,0.209652014
ENSCAFG00000044222,NA,188.3296286,-0.173728439,0.310044935,0.002196736,0.210619146
ENSCAFG00000028127,NA,3.399074483,-0.384387122,0.854550316,0.00224515,0.213889863
ENSCAFG00000010102,SEMA5A,76.53401871,0.725979158,1.665707378,0.002281072,0.214893635
ENSCAFG00000017047,TRIM46,120.0497236,-0.425077537,0.944576816,0.002284421,0.214893635
ENSCAFG00000007279,PDE7A,413.2776836,-0.391266278,0.8784561,0.002323229,0.217178365
ENSCAFG00000022726,MT-CO2,93415.6299,-0.165690077,0.29419933,0.002408712,0.223770831
ENSCAFG00000016401,TMEM229B,109.1893766,-0.565448477,1.272372234,0.002447609,0.224594362
ENSCAFG00000020354,CARMIL2,1394.121334,-0.670367184,1.542880679,0.002437266,0.224594362
ENSCAFG00000008782,PLLP,201.374584,0.305481085,0.705582638,0.002477075,0.225912284
ENSCAFG00000016962,AREL1,840.3574335,-0.15826059,0.177858092,0.00253488,0.229783026
ENSCAFG00000046936,NA,8.70347854,-0.388546254,0.899372369,0.002552338,0.229971759
ENSCAFG00000017365,TMEM100,17.19353106,0.604213406,1.400870885,0.002590571,0.232018954
ENSCAFG00000001289,LY6E,212.6816882,0.666260277,1.658068909,0.002630854,0.233066489
ENSCAFG00000047541,OTOGL,7.805785888,-0.589358012,1.372397907,0.002633432,0.233066489
ENSCAFG00000009970,RBBP5,1331.867865,-0.172538151,0.137089095,0.002691857,0.236835889
ENSCAFG00000011471,PPP1R3E,259.4189021,-0.239926891,0.564930741,0.002730213,0.23880579
ENSCAFG00000005303,NA,5.976991797,0.343163359,0.82528097,0.002825088,0.245667687
ENSCAFG00000002579,EDN2,230.9043319,0.580001261,1.414676324,0.002896723,0.247578817
ENSCAFG00000003156,MYH14,215.2776778,0.360627364,0.872741147,0.002896157,0.247578817
ENSCAFG00000022717,MT-ND2,44214.60145,-0.191481189,0.434168252,0.002872912,0.247578817
ENSCAFG00000011171,ALDH3B1,553.4203934,0.509965225,1.238766918,0.002981194,0.253350652
ENSCAFG00000001977,PEX1,1185.038084,-0.153092881,0.295349715,0.003092927,0.253904492
ENSCAFG00000012320,TMEM89,19.06191902,-0.42155215,1.038825657,0.00310654,0.253904492
ENSCAFG00000012743,OAT,2268.166808,0.147257388,0.250557183,0.003080444,0.253904492
