ensembl_gene_id,Hugo_Symbol,DEN-HSA,Cindy,SB,FACC-19-CHP25,DH82,Nike,1771,CLBL1,CLL1390,OSW,CMT12,BRMCT,C2,CML-10C2,CML-6M,Parks,17CM98,Jones,FACC-19-CMN18,D-17,MacKinley,Abrams,FACC-18-COS03,FACC-19-COS12,FACC-19-COS17,FACC-19-COS32,Gracie,HMPOS,Moresco,OS2-4,OSA8,Yamane,STSA-1,FACC-19-CSTS36,FACC-19-CPU26,FACC-19-CSC27,CTAC,Angus,Bliley,Kinsey,Tyler1,Tyler2
ENSCAFG00000018167,CCL3,0,0,0,0,366.9527489,4109.850017,0,9.305522869,0,171.5536459,0,88.41375439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
