ID,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000005311,STEAP3,5.582053128,-1.788010461,1.504820275,-1.188188709,0.234759071,0.70954693
ENSCAFG00000005312,DIAPH3,1784.587435,-0.106461526,0.247743555,-0.429724706,0.667395909,0.921698603
ENSCAFG00000005313,KDM4A,0.255627394,-0.746112436,2.842586215,-0.262476625,0.792954004,NA
ENSCAFG00000005318,CAND2,0,0,0,0,1,NA
ENSCAFG00000005320,ITGB4,2.310094916,-0.49979506,0.772517466,-0.646969269,0.517651833,NA
ENSCAFG00000005321,AQP11,25.77352188,-0.365503186,0.27326667,-1.337532991,0.181048721,0.662834799
ENSCAFG00000005323,NA,47.17221151,5.711533901,1.827699054,3.124985971,0.001778135,0.101337551
ENSCAFG00000005324,ZNF513,1555.44726,-0.049348948,0.192026395,-0.256990439,0.797186154,0.960669608
ENSCAFG00000005326,C1QL2,444.2460386,-0.177360779,0.196467836,-0.902747152,0.366660105,0.802771609
ENSCAFG00000005327,POU2F2,503.5318083,0.385320949,0.22044914,1.747890465,0.080482996,0.501443276
ENSCAFG00000005328,PRKAG2,0.70864464,-2.586816681,2.325352412,-1.112440707,0.26594871,NA
ENSCAFG00000005329,MARCO,250.4134984,0.138589419,0.512185647,0.270584346,0.786710737,0.956689281
ENSCAFG00000005330,GALK1,56.36716731,1.271136776,1.407766012,0.902946061,0.366554523,0.802771609
ENSCAFG00000005331,NA,308.4918777,0.52504877,0.558629457,0.939887368,0.347275338,0.790015131
ENSCAFG00000005332,NA,1248.705359,0.52184078,0.24078477,2.167249949,0.030215801,0.355167538
ENSCAFG00000005333,PPM1G,1344.797231,0.07263579,0.182097245,0.398884615,0.689978226,0.927541093
ENSCAFG00000005334,NA,505.5151061,0.175577484,0.197789862,0.887697085,0.374703715,0.808055967
ENSCAFG00000005335,UNK,5.014227705,-2.529850279,1.359260557,-1.861195976,0.062716506,0.45469834
ENSCAFG00000005336,CCDC93,5530.419191,-0.138424346,0.191312068,-0.723552609,0.469340445,0.853538629
ENSCAFG00000005337,TMEM40,926.1139628,1.091866482,0.71440467,1.528358545,0.126423541,0.584559874
ENSCAFG00000005338,GRIK5,2714.434626,-0.219520842,0.517244384,-0.424404496,0.671270842,0.922444492
ENSCAFG00000005339,PLCD1,17.72612899,0.981992808,0.644918369,1.522662178,0.127843245,0.587368882
ENSCAFG00000005340,GALNT11,867.4837265,-0.017658806,0.231278881,-0.076352869,0.939138365,0.990305435
ENSCAFG00000005343,NA,6.651316099,0.185632083,0.631371596,0.294013991,0.768747212,0.9513969
ENSCAFG00000005344,PCDH20,146.5027018,-0.041090182,0.327708438,-0.125386403,0.900217652,0.982271086
ENSCAFG00000005345,UNC13D,620.10171,-0.183047867,0.308403919,-0.593532882,0.552824584,0.885430729
ENSCAFG00000005346,GALNTL5,903.7849012,-0.138204887,0.30969187,-0.446265792,0.655405263,0.917314846
ENSCAFG00000005348,NA,375.7047072,0.8891304,0.940842134,0.945036759,0.34464011,0.788895375
ENSCAFG00000005350,PCDH9,101.4838291,0.914532007,0.51416246,1.77868296,0.075291754,0.489873559
ENSCAFG00000005354,WBP2,3320.45255,-0.244552449,0.418449772,-0.58442486,0.558934505,0.886600631
ENSCAFG00000005355,DLEC1,0.7264061,0.402879414,1.35084426,0.298242681,0.765517949,NA
ENSCAFG00000005358,NA,3.240487945,0.325278485,0.806834908,0.403153708,0.686835152,0.927491465
ENSCAFG00000005360,DDX18,4.72020628,0.12947758,0.373725681,0.346450851,0.729003915,0.940381776
ENSCAFG00000005362,RAF1,3776.182179,0.011548746,0.37618589,0.030699574,0.975509131,0.99749147
ENSCAFG00000005363,TRIM47,1087.083318,-0.166854493,0.535674582,-0.311484805,0.755432093,0.949135225
ENSCAFG00000005365,NRBP1,99.6088536,-1.341001711,0.70430307,-1.904012304,0.056908582,0.437416008
ENSCAFG00000005368,KMT2C,7.998546124,1.074344328,0.932144068,1.152551805,0.249094395,0.723889971
ENSCAFG00000005369,PAK1,1374.586033,0.07679011,0.237141572,0.32381547,0.746077743,0.945739485
ENSCAFG00000005372,ATP1A3,528.9840266,0.172971232,0.197495538,0.875823495,0.381125996,0.810565787
ENSCAFG00000005373,ACAA1,18.10271474,1.6872499,1.596254531,1.057005551,0.290509054,0.753653191
ENSCAFG00000005374,MRPL38,13.1366971,-2.761319425,1.433233101,-1.926636653,0.054024927,0.431848109
ENSCAFG00000005377,CCT8L2,13.42848501,0.914073637,0.867304808,1.053924328,0.291917564,0.754748954
ENSCAFG00000005378,NA,1312.756711,-0.072591907,0.249583625,-0.290852041,0.771164482,0.951883736
ENSCAFG00000005381,NA,9.220066166,-2.207114812,0.884974303,-2.493987457,0.012631701,0.248964438
ENSCAFG00000005383,XRCC2,833.8124112,-0.003883901,0.165015545,-0.023536578,0.981222261,0.997689763
ENSCAFG00000005384,MYD88,16.55703572,-0.863024204,0.557695101,-1.547483925,0.121746598,0.580921088
ENSCAFG00000005385,MKRN2,1936.999264,-0.148312864,0.174840151,-0.848276917,0.39628377,0.82045075
ENSCAFG00000005386,FBF1,19459.05381,-1.34473654,0.927085047,-1.450499654,0.146919236,0.618593763
ENSCAFG00000005387,KLHL1,167.613442,0.623751229,0.262312114,2.377897154,0.017411681,0.288787276
ENSCAFG00000005388,DPP10,1950.760157,0.08126212,0.202533012,0.40122901,0.688251524,0.927491465
ENSCAFG00000005389,ACTR3B,1041.293692,0.264732071,0.341284078,0.775694174,0.437929581,0.839679093
ENSCAFG00000005390,OXSR1,1293.653703,-0.165605853,0.184335798,-0.898392256,0.368976463,0.80419908
ENSCAFG00000005392,CELF2,5237.582946,-0.137612292,0.287167703,-0.479205325,0.631792566,0.912630254
ENSCAFG00000005393,RABAC1,339.3575322,0.091494051,0.235464821,0.388567815,0.697595879,0.93054748
ENSCAFG00000005395,NA,134.9197734,-0.849683691,0.58207451,-1.459750731,0.144358594,0.615208391
ENSCAFG00000005396,DACH1,269.8499839,0.129378744,0.29637146,0.436542521,0.662443156,0.920314599
ENSCAFG00000005397,CD79A,746.2385155,0.647386473,0.447835605,1.445589555,0.148292358,0.620116582
ENSCAFG00000005398,BORA,3485.766873,-0.198001065,0.167244672,-1.183900583,0.236452419,0.710805155
ENSCAFG00000005399,ACTR3,96.08742298,0.386330666,0.690865248,0.559198291,0.576026399,0.893573164
ENSCAFG00000005400,GDPD4,10.91264377,0.367133733,0.436034518,0.841983187,0.399797364,0.822597578
ENSCAFG00000005401,DMRTC2,519.3665296,0.132513478,0.380424511,0.348330546,0.727591956,0.940110405
ENSCAFG00000005402,ACOX1,22056.41866,0.10866901,0.24665444,0.440571878,0.659522966,0.91970091
ENSCAFG00000005403,SLC35F5,31.133055,-2.299527784,0.947165972,-2.427798138,0.015190796,0.271530509
ENSCAFG00000005404,PPARG,1230.406296,-0.239891739,0.303856056,-0.789491387,0.429824862,0.837006842
ENSCAFG00000005405,SYN2,4285.746414,-0.221700608,0.196447907,-1.128546552,0.259089169,0.729563542
ENSCAFG00000005406,DMAC2,6.064673272,-0.369993752,0.924403689,-0.400251272,0.688971454,0.927491465
ENSCAFG00000005407,NA,1123.735371,0.105222741,0.224286484,0.469144369,0.638966447,0.912992561
ENSCAFG00000005408,GPR39,1771.787345,0.131728961,0.270380883,0.487197759,0.626118193,0.911112237
ENSCAFG00000005411,LYPD1,846.4658397,0.134554101,0.585261995,0.229904046,0.818166332,0.96600051
ENSCAFG00000005412,NA,8856.823271,0.053895831,0.24466025,0.220288467,0.825646501,0.967771678
ENSCAFG00000005414,TIMP4,457.6216378,0.205949262,0.241464164,0.852918539,0.39370448,0.818287113
ENSCAFG00000005415,NCKAP5,15.67179811,-1.055826369,1.192079362,-0.885701408,0.37577845,0.809050979
ENSCAFG00000005417,TAMM41,179.478422,0.107882166,0.242802047,0.444321486,0.656810169,0.918291984
ENSCAFG00000005418,NA,184.1540944,0.04434638,0.171476897,0.258614315,0.795932837,0.960152881
ENSCAFG00000005419,CDK3,4705.499087,-0.890974082,0.331213945,-2.690025878,0.007144648,0.197211142
ENSCAFG00000005421,MGAT5,2.977575818,-3.122411756,1.289772941,-2.420900344,0.015482121,0.274161092
ENSCAFG00000005423,TMEM163,5426.341275,0.05207276,0.195512697,0.266339532,0.78997773,0.958190235
ENSCAFG00000005425,SLC22A13,77.48510758,-0.311067144,0.348429143,-0.892770167,0.371980266,0.806093923
ENSCAFG00000005426,TGFB1,28.8080791,0.040655993,0.644884211,0.063043865,0.949731574,0.992023447
ENSCAFG00000005428,CCDC97,27797.82917,0.254826881,0.165396211,1.540705674,0.123388435,0.581723012
ENSCAFG00000005431,DIS3,4.011192485,-5.084929063,2.917353626,-1.742993725,0.081334711,0.505242759
ENSCAFG00000005432,ATG7,0.578864087,-1.809099785,1.948811667,-0.928309193,0.353247207,NA
ENSCAFG00000005433,GATA3,2002.060831,-0.246152186,0.478411125,-0.514520196,0.606888344,0.905727558
ENSCAFG00000005434,ACMSD,22.86721122,0.318485856,0.575063942,0.553826857,0.579697346,0.894810342
ENSCAFG00000005435,EVPL,577.0384479,-0.247715715,0.239947131,-1.032376233,0.301895901,0.761891347
ENSCAFG00000005437,TAF3,72.13992305,0.245143871,0.352034273,0.696363648,0.486201123,0.859324022
ENSCAFG00000005438,HRH1,2.554315038,-0.787322091,0.66364215,-1.186365409,0.235478026,0.709593645
ENSCAFG00000005439,ATP5F1C,2.437597902,1.213105127,0.712629415,1.70229449,0.088700177,NA
ENSCAFG00000005442,SLC22A14,39.64881647,0.291553859,0.49774452,0.585750014,0.558043519,0.886297097
ENSCAFG00000005445,HNRNPUL1,2688.700527,0.023216294,0.189518119,0.122501714,0.902501689,0.982377349
ENSCAFG00000005449,SRP68,3898.63749,0.026014519,0.591216438,0.044001684,0.964903062,0.996140502
ENSCAFG00000005450,XYLB,251.9296987,0.049293722,0.220692989,0.223358805,0.823256264,0.967208899
ENSCAFG00000005453,GALR2,132.4067619,-0.800598637,1.235427922,-0.648033465,0.516963306,0.871865292
ENSCAFG00000005454,ZACN,270.2360138,0.200421828,0.237754331,0.842978664,0.399240377,0.822298373
ENSCAFG00000005458,CCNT2,18.02560395,-0.6432361,1.50595324,-0.427128866,0.669285469,0.921920223
ENSCAFG00000005459,PIBF1,702.5381942,0.032504686,0.24507365,0.132632318,0.894484172,0.981845828
ENSCAFG00000005461,SLC6A1,173.3848848,-1.613725901,0.830337,-1.943458982,0.051960727,0.427972533
ENSCAFG00000005462,KIN,28.47266841,0.064457761,0.343696083,0.187542903,0.851234989,0.974453972
ENSCAFG00000005463,ACVR2B,3204.976723,0.093391846,0.15283406,0.611066969,0.541155246,0.88092588
ENSCAFG00000005464,DPP6,45.15613195,1.032941701,0.939217229,1.099789984,0.271423638,0.737679701
ENSCAFG00000005465,KLF5,4173.227478,-0.504532444,0.57085487,-0.88381911,0.376793869,0.809050979
ENSCAFG00000005466,MAP3K19,1.419133033,3.527893957,3.086268926,1.143093503,0.252999772,NA
ENSCAFG00000005468,EXOG,14770.77916,-0.027816419,0.295113284,-0.09425675,0.924905205,0.987676763
ENSCAFG00000005469,KLF12,7807.628921,0.085152823,0.152874096,0.557012763,0.577518709,0.894252617
ENSCAFG00000005470,AXL,440.0089217,-0.057645149,0.249185087,-0.231334665,0.817054818,0.96600051
ENSCAFG00000005472,RAB3GAP1,325.7498278,-0.198234242,0.340453608,-0.582265066,0.560388152,0.88691805
ENSCAFG00000005473,EXOC7,8.004659999,0.641710038,1.887876459,0.339911033,0.733923528,0.941421368
ENSCAFG00000005474,TBC1D4,1.11526914,-2.395075547,1.264474355,-1.89412742,0.058208099,NA
ENSCAFG00000005475,NA,4.206399694,-2.245430262,1.141757897,-1.966643075,0.049224374,0.421598814
ENSCAFG00000005479,IFT172,17104.91561,-0.375912824,0.327078733,-1.149303781,0.25043074,0.723919518
ENSCAFG00000005480,CYP2S1,2283.161479,-0.322572768,0.252089784,-1.279594767,0.200687691,0.683915475
ENSCAFG00000005483,FOXJ1,4227.553362,-0.023102092,0.463341615,-0.049859739,0.960234161,0.995458753
ENSCAFG00000005484,SCN5A,711.3714126,-0.076371962,0.170320987,-0.448400187,0.653864407,0.916587521
ENSCAFG00000005485,CYP2B6,250.997975,-0.51036666,0.776522082,-0.657246808,0.511022232,0.869494492
ENSCAFG00000005486,ZRANB3,2596.010429,0.251074916,0.208442444,1.204528748,0.228385278,0.704742774
ENSCAFG00000005488,RNF157,35.74612813,0.613746091,0.31309572,1.960250656,0.0499665,0.423699096
ENSCAFG00000005489,SCN10A,166.5649395,-0.004759974,0.245815864,-0.019363982,0.984550743,0.997691359
ENSCAFG00000005490,ITIH2,4.725348582,2.727967165,1.396644131,1.953229964,0.050792352,0.425860614
ENSCAFG00000005491,SCN1A,518.8036093,0.222336182,0.211977754,1.048865636,0.294239963,0.756862689
ENSCAFG00000005492,LMO7,277.1792271,0.318872473,0.29474029,1.081876095,0.279307588,0.744374769
ENSCAFG00000005493,PAXIP1,99.75646098,0.45058081,0.548921494,0.820847453,0.411733165,0.827761776
ENSCAFG00000005494,QRICH2,2503.168992,-0.022983915,0.541696127,-0.042429536,0.966156283,0.996284886
ENSCAFG00000005497,NA,1388.272879,0.210524567,0.884412798,0.238038807,0.811850996,0.965427194
ENSCAFG00000005498,WDR48,5.479733057,-0.192774232,1.26379187,-0.152536376,0.878763902,0.98096227
ENSCAFG00000005499,KCTD12,1200.927389,-0.116320872,0.132021853,-0.881072863,0.378278384,0.80939987
ENSCAFG00000005500,PTPRF,1340.635801,-0.620577094,0.507695636,-1.222340809,0.221578773,0.701512182
ENSCAFG00000005502,ACOD1,2416.955264,0.087398097,0.213437181,0.409479251,0.682187991,0.925941688
ENSCAFG00000005504,CLN5,11227.95111,0.015903141,0.124135817,0.128110819,0.898061274,0.982183102
ENSCAFG00000005505,FBXL3,88.09260891,0.479536405,0.41736575,1.148959649,0.25057262,0.723919518
ENSCAFG00000005506,SPHK1,1059.1772,0.280934863,0.290159542,0.968208253,0.332940374,0.782810419
ENSCAFG00000005507,MYO7A,339.0729687,-0.717503298,0.313493209,-2.288736332,0.022094677,0.316639835
ENSCAFG00000005508,R3HDM1,5.613034432,-0.044892078,0.683386486,-0.065690614,0.947624145,0.991940984
ENSCAFG00000005510,ATP2B2,26.97728384,-1.254868645,0.971193393,-1.292089355,0.196326202,0.679500974
ENSCAFG00000005511,HTR5A,74.02118189,0.119316214,0.298422024,0.399823755,0.689286333,0.927491465
ENSCAFG00000005517,UBE2O,338.8418269,0.116118558,0.236287005,0.491430149,0.623122245,0.910397027
ENSCAFG00000005519,EGLN2,1006.764534,0.220624637,0.223824022,0.985705803,0.324277501,0.776769027
ENSCAFG00000005520,GORASP1,3784.022643,-0.223691331,0.166075818,-1.346922954,0.178005048,0.659262196
ENSCAFG00000005521,INSIG1,590.1765481,0.000898446,0.320772102,0.002800887,0.997765218,0.999523633
ENSCAFG00000005522,RAB4B,1382.310736,-0.095050275,0.270161141,-0.351828078,0.7249672,0.938867078
ENSCAFG00000005523,NA,1610.635025,-0.333789894,0.5863664,-0.569251399,0.569185544,0.89083833
ENSCAFG00000005524,RBM33,2765.367415,0.020358466,0.224856481,0.090539821,0.927858251,0.988177908
ENSCAFG00000005526,TTC21A,1211.095662,0.261480933,0.295554722,0.884712421,0.376311755,0.809050979
ENSCAFG00000005527,CSRNP1,848.2294684,-0.227214417,0.626405428,-0.362727407,0.716808524,0.935990501
ENSCAFG00000005528,AANAT,1279.057714,0.031408556,0.740415462,0.042420179,0.966163743,0.996284886
ENSCAFG00000005529,NA,6.088365599,0.307652946,0.449793035,0.683987795,0.493982873,0.86229313
ENSCAFG00000005530,CCR8,1199.973789,-0.91521555,0.439782402,-2.081064515,0.037428001,0.38252104
ENSCAFG00000005532,SLC25A38,16.30583065,-1.287464289,0.723436408,-1.779650946,0.075133103,0.489654505
ENSCAFG00000005533,ITIH5,852.4286867,-0.205093968,0.221053136,-0.927803929,0.353509285,0.794822808
ENSCAFG00000005534,RHBDF2,401.76583,0.244358735,0.233457753,1.046693595,0.295240919,0.757645028
ENSCAFG00000005535,NA,6.567996747,-1.42572187,0.708794406,-2.011474495,0.044275362,0.405170479
ENSCAFG00000005536,RPSA,5582.36961,0.104056827,0.231986241,0.448547409,0.653758179,0.916587521
ENSCAFG00000005537,C1H19orf54,7224.325901,-0.268212728,0.357663362,-0.749902719,0.453313297,0.847663334
ENSCAFG00000005538,ITPKC,229.1601446,0.514977217,0.24239897,2.124502495,0.033628148,0.365382618
ENSCAFG00000005539,MYCBP2,902.5315791,-0.119289179,0.228517037,-0.522014379,0.601660319,0.903450923
ENSCAFG00000005542,MOBP,203.1413224,-2.635694278,1.043494597,-2.525834139,0.011542396,0.242865514
ENSCAFG00000005544,NA,1872.492827,-0.278835846,0.516793519,-0.539549813,0.589507535,0.899100307
ENSCAFG00000005545,COQ8B,287.0083648,0.064395632,0.271179386,0.23746507,0.812296015,0.965508212
ENSCAFG00000005548,CXCR4,454.7969987,-0.158045748,0.222359564,-0.710766589,0.477228888,0.855999863
ENSCAFG00000005549,CYGB,972.0411401,-0.027486365,0.167127965,-0.164462988,0.869366681,0.978388823
ENSCAFG00000005550,UBXN4,2955.252843,0.060193631,0.204917219,0.293746084,0.768951937,0.9513969
ENSCAFG00000005553,MYRIP,0.568385808,-2.26059158,2.294657648,-0.985154183,0.324548342,NA
ENSCAFG00000005554,RNF32,1.832557437,0.085871373,0.759550578,0.113055504,0.909986552,NA
ENSCAFG00000005557,CST8,0,0,0,0,1,NA
ENSCAFG00000005560,SEC13,343.2638062,-0.274217686,1.137375214,-0.241096942,0.809479982,0.964955493
ENSCAFG00000005561,NA,8856.405393,-0.030613342,0.196101477,-0.156109694,0.875946557,0.980051354
ENSCAFG00000005563,SFMBT2,0.430189549,-0.835416113,3.154132528,-0.264863986,0.791114243,NA
ENSCAFG00000005564,ST6GALNAC2,2325.436812,-0.117258959,0.469391598,-0.249810519,0.802733885,0.962561273
ENSCAFG00000005565,CST11,853.1045608,0.211448274,0.211788974,0.998391319,0.318089641,0.773781043
ENSCAFG00000005566,LCT,10.63377377,0.013343753,0.652883646,0.020438179,0.983693828,0.997689763
ENSCAFG00000005568,ENTPD3,2480.261554,-0.2391826,0.20441922,-1.17005925,0.241977126,0.717593104
ENSCAFG00000005569,GHRL,11.1587702,0.11222372,0.363013408,0.309144833,0.757211356,0.949486357
ENSCAFG00000005570,NAPB,401.6154605,-0.314484097,1.291099711,-0.243578474,0.807557301,0.963946175
ENSCAFG00000005571,NA,503.9245382,-0.181269894,0.192626389,-0.941043928,0.346682348,0.790015131
ENSCAFG00000005572,ST6GALNAC1,1319.000816,0.390728358,0.259596289,1.505138461,0.132288483,0.597928197
ENSCAFG00000005575,LTBP4,3006.636563,-1.995514352,1.055819577,-1.890014539,0.058756016,0.443857604
ENSCAFG00000005576,LMBR1,6266.709319,0.093239128,0.199321304,0.467783052,0.639939742,0.912992561
ENSCAFG00000005578,RPL14,7.805909712,-0.490323657,1.292835553,-0.379262201,0.704493166,0.932574759
ENSCAFG00000005579,JMJD6,358.9857607,-0.501593101,0.466663795,-1.074848973,0.282442351,0.745833296
ENSCAFG00000005581,IRAK2,277.6863425,-0.029565834,0.212578084,-0.139082231,0.88938517,0.981845828
ENSCAFG00000005582,SHKBP1,0.300889515,1.358144826,2.164744514,0.627392663,0.530401876,NA
ENSCAFG00000005583,GZF1,3.550071609,-2.614264783,1.658834258,-1.575965031,0.115033862,0.567695169
ENSCAFG00000005585,MCM6,311.3597749,-0.295512698,0.296938232,-0.995199221,0.31963938,0.774437416
ENSCAFG00000005586,FNDC4,135.6996999,0.191630916,0.371680721,0.51557938,0.606148215,0.905483343
ENSCAFG00000005587,METTL23,1195.005451,0.123666072,0.215110221,0.574896308,0.565361427,0.888523188
ENSCAFG00000005589,SRSF2,2057.630034,0.150167616,0.272604087,0.550863406,0.581727315,0.895433946
ENSCAFG00000005591,MNX1,390.5485085,0.215258624,0.174488844,1.233652645,0.217332367,0.697450326
ENSCAFG00000005593,GCKR,9.532315959,-1.011014937,1.61635517,-0.625490583,0.531649127,0.876964436
ENSCAFG00000005595,BRK1,2629.77777,-0.307727144,0.814828084,-0.377658981,0.705683943,0.932621282
ENSCAFG00000005598,CD93,679.311595,0.129859207,0.19691655,0.659463142,0.509598407,0.868897564
ENSCAFG00000005600,MFSD11,258.5973889,0.119521335,0.258814911,0.461802352,0.644223064,0.915417269
ENSCAFG00000005603,THBD,35.10187458,-0.773753729,0.600773364,-1.287929484,0.197770511,0.681070677
ENSCAFG00000005605,UBE3C,239.1695672,-0.717633324,0.663832172,-1.081046316,0.279676512,0.744836398
ENSCAFG00000005606,NA,1315.66798,-0.193347937,0.212361431,-0.910466348,0.362576621,0.801409436
ENSCAFG00000005607,GPN1,290.9417087,0.681260998,1.041309855,0.654234659,0.512960635,0.870475496
ENSCAFG00000005608,DARS1,1458.769789,0.233754028,0.31039848,0.753077231,0.451403506,0.846666582
ENSCAFG00000005609,NA,19.81282197,-0.572524739,0.947988361,-0.603936464,0.545885885,0.88281797
ENSCAFG00000005610,MGAT5B,1536.877998,0.819983253,0.636161646,1.288954244,0.197413994,0.680864364
ENSCAFG00000005613,NA,1053.254328,0.619023402,0.352986569,1.753674096,0.079486367,0.499730191
ENSCAFG00000005614,FOXA2,6583.06494,-0.089025651,0.16770553,-0.53084505,0.595526159,0.901438907
ENSCAFG00000005615,PRKCQ,4.127459171,-1.056380157,0.725075274,-1.456924811,0.145137136,0.615387351
ENSCAFG00000005617,PAX1,655.4149899,-0.355210697,0.240093644,-1.479467307,0.139015463,0.607346824
ENSCAFG00000005618,NKX2-2,1.168117893,-0.260043839,1.542897441,-0.168542531,0.866156488,NA
ENSCAFG00000005619,DNAJB6,1416.90976,-0.793027962,0.743302068,-1.066898636,0.286017611,0.74982025
ENSCAFG00000005621,SCEL,3515.658749,-0.228759389,0.387002504,-0.591105708,0.554449596,0.885558795
ENSCAFG00000005622,SEC14L1,173.7607092,-0.933015338,0.841787399,-1.108374086,0.267700292,0.73541177
ENSCAFG00000005623,HYI,1727.086486,0.043050423,0.143701036,0.299583248,0.764495064,0.950791678
ENSCAFG00000005624,HNMT,913.8869973,0.142922998,0.658486125,0.21704785,0.828171055,0.968311955
ENSCAFG00000005625,CAPN5,2645.425689,-0.180042399,0.23115135,-0.778893999,0.436042159,0.838829364
ENSCAFG00000005626,SLC4A1AP,4302.769083,0.208629613,0.239447893,0.871294422,0.383593416,0.812092484
ENSCAFG00000005627,FANCD2,2492.346998,-0.669632427,0.864611263,-0.774489595,0.438641319,0.840004273
ENSCAFG00000005628,SLAIN1,16.26150363,0.976497863,0.669499381,1.458549316,0.144689192,0.6153787
ENSCAFG00000005629,XRN2,510.7990949,0.190755914,0.237439463,0.80338757,0.421750757,0.833229505
ENSCAFG00000005630,NA,263.0158457,-0.720480392,0.717090528,-1.004727247,0.315028204,0.772204972
ENSCAFG00000005632,EDNRB,1549.692916,0.544134645,0.209666895,2.595233957,0.009452655,0.219269175
ENSCAFG00000005633,SPOPL,423.9478815,1.122861036,0.422285324,2.659010325,0.007837056,0.202317607
ENSCAFG00000005634,B3GNT6,1593.379583,-0.030045942,0.20801495,-0.144441263,0.885152035,0.981845828
ENSCAFG00000005637,SEPTIN9,3076.389656,-0.097569895,0.218359775,-0.446830902,0.654997157,0.917241672
ENSCAFG00000005638,RBKS,785.1773904,-0.141198482,0.258310764,-0.546622526,0.58463809,0.896862868
ENSCAFG00000005640,ACER3,834.1298196,-0.363807029,0.420271385,-0.865647869,0.386683296,0.813397142
ENSCAFG00000005641,PFKFB3,992.7793113,-0.146833923,0.202759554,-0.724177579,0.468956721,0.853538629
ENSCAFG00000005642,NA,15.54297914,2.147293883,0.745037226,2.882129656,0.003949972,0.146813502
ENSCAFG00000005647,NXPH2,2857.715792,0.051875194,0.178947257,0.289890973,0.771899648,0.952195712
ENSCAFG00000005648,EMC3,57.06785873,-0.046702549,0.162497885,-0.28740404,0.773802968,0.952820385
ENSCAFG00000005651,TSKU,4136.229526,-0.094034914,0.146259647,-0.642931363,0.520268637,0.872739531
ENSCAFG00000005652,CTNNB1,12454.60154,0.067420115,0.092631593,0.727830676,0.466717244,0.853192051
ENSCAFG00000005654,BABAM2,434.1607923,-0.361390121,0.583827977,-0.619001034,0.535915678,0.87950897
ENSCAFG00000005655,RBM17,155.3844918,0.409501053,0.447657205,0.9147648,0.360315117,0.800059812
ENSCAFG00000005656,IL2RA,0.566016583,-1.33086216,1.630004476,-0.816477611,0.414227024,NA
ENSCAFG00000005657,PRRT3,1535.510676,-0.190797772,0.217570235,-0.876947952,0.380514909,0.809884618
ENSCAFG00000005659,FOSL2,1302.671533,0.181749366,0.355411896,0.511376712,0.609087299,0.906058746
ENSCAFG00000005660,IL15RA,8.198535295,-1.62440062,1.10756935,-1.466635584,0.142475215,0.612950568
ENSCAFG00000005661,KIZ,818.892601,0.429441163,0.22662674,1.894927155,0.058102053,0.441914113
ENSCAFG00000005662,IL17RC,12.6194343,-2.345680836,1.569017211,-1.495000067,0.134914425,0.601936375
ENSCAFG00000005663,ULK4,98.45514178,-0.054451506,0.436530928,-0.12473688,0.900731859,0.982271086
ENSCAFG00000005665,NCAPG2,751.7265221,-0.161996761,0.19204267,-0.843545659,0.398923341,0.822166839
ENSCAFG00000005666,FBH1,15.90360611,0.533368133,0.276379536,1.929839458,0.053626733,0.431848109
ENSCAFG00000005667,SZT2,144.6415155,0.679168051,0.556580363,1.220251551,0.22236953,0.702153222
ENSCAFG00000005669,ANKRD16,2501.89987,0.062277689,0.17785251,0.350164801,0.726215021,0.939245589
ENSCAFG00000005670,GDI2,2152.072518,0.277215631,0.244484257,1.133879269,0.256845194,0.727672545
ENSCAFG00000005671,TNRC6C,1.695732701,1.269850181,1.495408539,0.849166063,0.395788894,NA
ENSCAFG00000005672,PLB1,8.162987828,0.116278635,0.373257496,0.31152391,0.755402369,0.949135225
ENSCAFG00000005673,TASOR2,8.620621126,1.604417723,0.676538541,2.371509717,0.017715581,0.291120099
ENSCAFG00000005674,ESYT2,307.109867,0.292838935,0.225326872,1.299618342,0.19373181,0.677787809
ENSCAFG00000005675,NA,1182.639024,0.655259471,0.725609047,0.903047549,0.36650066,0.802771609
ENSCAFG00000005676,ASB13,479.0688968,0.570359488,0.356533412,1.599736433,0.109657066,0.555937369
ENSCAFG00000005677,CALML5,1402.114799,-0.578355709,0.432310423,-1.337825039,0.180953477,0.662834799
ENSCAFG00000005681,TRAK1,8.708319865,0.953213038,0.645235475,1.477310338,0.139592468,0.607346824
ENSCAFG00000005682,NA,420.7237909,0.694186052,0.309876791,2.240200212,0.025077928,0.333493611
ENSCAFG00000005683,PPP1CB,34.10331448,0.180140338,0.286557022,0.628636972,0.52958675,0.876798587
ENSCAFG00000005684,DYNC2I1,384.2487599,0.130971133,0.209220752,0.625994947,0.531318255,0.876964436
ENSCAFG00000005685,NET1,26.1262201,2.260829725,1.565793887,1.443887183,0.148770712,0.620116582
ENSCAFG00000005686,RBM26,0.528731275,0.350823516,1.428178427,0.245644038,0.805957796,NA
ENSCAFG00000005688,LRRC32,1051.279204,-0.32520961,0.603908447,-0.538508133,0.590226292,0.899498628
ENSCAFG00000005689,ELOVL1,125.1099278,-2.226633744,1.047206268,-2.126260901,0.033481542,0.365382618
ENSCAFG00000005691,CCK,114.6575802,-0.578173503,0.912898518,-0.633338199,0.526512814,0.875229861
ENSCAFG00000005692,TUBAL3,2733.645993,0.001648202,0.182350666,0.009038642,0.992788305,0.998362305
ENSCAFG00000005693,UCN3,5.496885039,-2.387976096,1.236408613,-1.931380994,0.053435954,0.431848109
