ID,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000014973,DPF2,4.437153277,0.152029995,0.495640115,0.306734646,0.759045356,0.949919033
ENSCAFG00000014975,HMCN1,4724.529644,0.383963765,0.143407336,2.677434608,0.007418833,0.199601284
ENSCAFG00000014976,NA,2486.375052,0.010431015,0.194787827,0.053550651,0.957293175,0.995002075
ENSCAFG00000014978,NR0B1,1689.993584,-0.128069805,0.351844894,-0.363995063,0.715861696,0.935575551
ENSCAFG00000014979,EIF4A2,5371.866443,-0.197446995,0.159693938,-1.236408834,0.216306634,0.695896006
ENSCAFG00000014980,TMIE,62.9148799,0.424184268,0.52027116,0.815313821,0.414892699,0.829840259
ENSCAFG00000014983,CDC42EP2,14.58204616,-1.267642927,0.894821969,-1.416642606,0.156587445,0.62959004
ENSCAFG00000014987,GNAZ,3.508495445,-1.964314521,1.261955542,-1.556563964,0.119574045,0.577699446
ENSCAFG00000014989,TERB2,1595.101026,0.117941671,0.191440694,0.616074191,0.537845555,0.87950897
ENSCAFG00000014991,KCND3,492.8389387,-0.017230483,0.558029487,-0.03087737,0.975367337,0.99749147
ENSCAFG00000014992,ARHGEF10,5.639515105,1.242629614,1.044823146,1.189320526,0.234313561,0.70954693
ENSCAFG00000014993,NA,553.5037174,-0.901998008,0.335589322,-2.68780306,0.00719238,0.197577352
ENSCAFG00000014995,MAPT,1.509386193,0.462333664,1.106201364,0.417947111,0.675985787,NA
ENSCAFG00000014996,EFL1,6.776012846,-2.410102467,1.130219596,-2.132419643,0.032972364,0.365382618
ENSCAFG00000015000,SORD,4642.927865,0.187608951,0.242783554,0.772741597,0.439675324,0.840558988
ENSCAFG00000015002,DDX20,2165.843892,-0.702711736,1.344668073,-0.522591225,0.601258748,0.903425102
ENSCAFG00000015005,RAB36,1898.790745,0.276012244,0.198969552,1.387208454,0.165378208,0.641316861
ENSCAFG00000015006,POLA2,7.799160401,0.238948987,0.821081891,0.291017241,0.771038133,0.951883736
ENSCAFG00000015007,MBIP,1752.117194,0.288580902,0.169056693,1.707006673,0.087820812,0.519088544
ENSCAFG00000015008,RUFY2,239.7344064,-0.298926945,0.281538123,-1.061763648,0.288342997,0.751700162
ENSCAFG00000015009,GNAT3,666.2959199,0.314242328,0.218970887,1.435087251,0.151262236,0.621212685
ENSCAFG00000015011,NA,809.6252499,-0.001382808,0.183421751,-0.007538953,0.993984843,0.998362305
ENSCAFG00000015012,PIKFYVE,548.2786692,-0.071557647,0.145130101,-0.493058618,0.62197117,0.909935316
ENSCAFG00000015013,RAP1A,9541.707304,-0.541551406,0.751543663,-0.72058542,0.471164627,0.853871391
ENSCAFG00000015014,USP28,10.07041097,-2.004515704,1.768548795,-1.133424031,0.257036227,0.727732186
ENSCAFG00000015015,RFC4,79.40947482,-0.26717975,0.230907994,-1.157083158,0.247238387,0.722312255
ENSCAFG00000015016,PAX9,1817.469719,0.221776549,0.252187364,0.87941182,0.379178026,0.80939987
ENSCAFG00000015017,PRG4,1231.837155,0.138280819,0.237885463,0.581291592,0.561043946,0.88691805
ENSCAFG00000015021,ADORA3,9568.323897,-0.396349284,0.288238325,-1.375074893,0.169108227,0.645278629
ENSCAFG00000015022,DUOX2,32.40238481,0.799304006,0.552634489,1.446352013,0.148078494,0.620116582
ENSCAFG00000015023,NA,606.3433018,-0.182559754,0.258983865,-0.704907828,0.480867599,0.858013622
ENSCAFG00000015024,ALS2CL,77.3952089,-0.666812139,0.35722574,-1.866640795,0.061951767,0.452940106
ENSCAFG00000015026,C17H1orf162,3863.390697,0.061383731,0.187216577,0.327875513,0.743005789,0.944728864
ENSCAFG00000015028,ST6GAL1,1.004442253,2.206027368,1.50153485,1.469181596,0.141783541,NA
ENSCAFG00000015030,LRWD1,28.56174835,0.124747396,0.405250439,0.30782791,0.758213283,0.949542378
ENSCAFG00000015031,DUOXA2,70.70929036,0.008022383,0.38503099,0.020835682,0.983376734,0.997689763
ENSCAFG00000015033,PTH2R,222.5933363,-0.896704177,0.699252828,-1.282374759,0.199711214,0.682840715
ENSCAFG00000015034,RTP1,5175.33171,0.56189222,0.284325609,1.976227962,0.048128964,0.420041091
ENSCAFG00000015035,NA,26.48188664,-0.975723528,0.75393963,-1.294166654,0.195607862,0.678838501
ENSCAFG00000015036,ADGRA1,504.353844,-0.031743101,0.17230962,-0.184221295,0.853839855,0.974899299
ENSCAFG00000015037,DUOXA1,1512.769712,0.09043037,0.208933163,0.432819609,0.665145826,0.920964764
ENSCAFG00000015039,KANSL1,685.3002954,0.525212565,0.25531174,2.05714224,0.039672546,0.389957786
ENSCAFG00000015040,WDR77,1052.093208,-0.208906247,0.201785935,-1.035286464,0.300535149,0.761214583
ENSCAFG00000015041,DNA2,9434.407812,-0.23944484,0.189471383,-1.263752002,0.206319054,0.688464278
ENSCAFG00000015042,ALKBH4,39.74001864,-0.190466502,0.271374281,-0.701859075,0.482767053,0.858654176
ENSCAFG00000015043,NA,151.9136767,-2.770016673,1.09204311,-2.536545168,0.01119523,0.239222881
ENSCAFG00000015045,ORAI2,815.3781874,-0.24540388,0.330892978,-0.741641245,0.458304727,0.850449175
ENSCAFG00000015046,DUOX1,159.5718049,-0.116045697,0.162769078,-0.712946824,0.475878663,0.855842209
ENSCAFG00000015047,LRRC2,524.6396706,1.092543789,0.468670922,2.331153346,0.019745275,0.30131831
ENSCAFG00000015049,TPR,36.36956855,-1.635884054,1.814586348,-0.901518991,0.367312441,0.802955375
ENSCAFG00000015050,RTP3,501.0809302,0.543036508,0.212252241,2.558448885,0.010514028,0.231474836
ENSCAFG00000015051,ZW10,1.313569802,1.289292419,0.879356709,1.466176815,0.142600123,NA
ENSCAFG00000015052,CDC27,0.552128113,-0.362319197,1.292663747,-0.28028882,0.779255927,NA
ENSCAFG00000015053,SHF,643.5879611,-0.129528276,0.232024561,-0.558252434,0.576672021,0.893812213
ENSCAFG00000015054,NA,122.0211013,-1.230269843,1.014512574,-1.212670868,0.225255682,0.703818708
ENSCAFG00000015055,SLC25A16,651.0705868,-0.108015346,0.157123431,-0.687455368,0.491795817,0.861041231
ENSCAFG00000015056,NA,1529.372961,0.166337751,0.240688833,0.691090437,0.48950871,0.85987675
ENSCAFG00000015058,MYL4,584.8938763,-0.109457731,0.201268421,-0.543839564,0.58655188,0.897306777
ENSCAFG00000015060,OVGP1,3.877679281,-0.93965407,0.848727909,-1.107132285,0.268236739,0.73541177
ENSCAFG00000015061,TMPRSS5,165.4268985,0.018887098,0.408404403,0.046246069,0.963114124,0.996113219
ENSCAFG00000015063,MIPOL1,63.15137989,-0.862102241,0.84823466,-1.016348755,0.309463339,0.769055978
ENSCAFG00000015064,GATM,7398.970273,0.070436218,0.17670745,0.398603557,0.69018534,0.927588404
ENSCAFG00000015065,ITGB3,1922.364617,-0.60312605,0.166620969,-3.619748784,0.000294889,0.038346141
ENSCAFG00000015067,SPATA5L1,1498.352097,-0.551612889,0.383430967,-1.438623733,0.150257158,0.620562807
ENSCAFG00000015071,TET1,1404.51974,-0.377252343,0.242643145,-1.554762005,0.120002761,0.577816592
ENSCAFG00000015072,MAP2,0.561246143,-0.177008208,1.970169632,-0.089844146,0.928411067,NA
ENSCAFG00000015073,SLC30A4,3969.778981,-0.139904241,0.215651378,-0.6487519,0.516498752,0.871786176
ENSCAFG00000015074,FOXA1,3823.418115,-0.46173346,0.225379509,-2.048693168,0.040492128,0.392034029
ENSCAFG00000015075,ODR4,0.94379776,3.372976138,2.697135997,1.250576961,0.211088861,NA
ENSCAFG00000015076,BLOC1S6,0.478018303,-0.990252642,2.776528708,-0.356651325,0.721352849,NA
ENSCAFG00000015077,NA,100538.6027,0.498918845,0.23523,2.120983058,0.033923228,0.366122599
ENSCAFG00000015078,TAB3,302.4903921,0.435733939,1.009000526,0.431847088,0.665852553,0.921219565
ENSCAFG00000015080,CUX1,0.243389349,-1.161168334,3.157689792,-0.367727171,0.713076678,NA
ENSCAFG00000015081,NA,7607.401605,-0.516018089,0.358649761,-1.438779962,0.150212875,0.620533288
ENSCAFG00000015082,PDC,25.42949296,-0.697721694,0.768589804,-0.907794626,0.363986738,0.801919755
ENSCAFG00000015083,NA,2191.136306,-0.124167877,0.162874212,-0.762354431,0.445848496,0.843251654
ENSCAFG00000015086,SSTR1,10.79214845,-1.384463355,0.813855655,-1.701116587,0.088921097,0.520893931
ENSCAFG00000015087,CLEC14A,97.73860129,-1.90990051,0.89657986,-2.130206796,0.033154544,0.365382618
ENSCAFG00000015088,MEX3B,354.2475073,0.61315916,0.292250276,2.098061869,0.03589968,0.376574802
ENSCAFG00000015089,NA,1315.012421,-0.226416208,0.274761958,-0.824044962,0.409914011,0.827054229
ENSCAFG00000015091,CCAR1,0.591126312,-1.42288374,1.660144132,-0.857084462,0.391398208,NA
ENSCAFG00000015092,PTGS2,51.84134033,-0.327209911,1.042022261,-0.31401432,0.753510163,0.948221703
ENSCAFG00000015093,LTF,1012.978837,-0.550321047,0.348709836,-1.578163245,0.114528112,0.56713734
ENSCAFG00000015094,MYL10,6447.92279,-0.333668112,0.217045281,-1.537320277,0.124214898,0.583195534
ENSCAFG00000015095,SQOR,3622.201872,-0.15184619,0.183154843,-0.829059104,0.407070964,0.825692003
ENSCAFG00000015096,NA,0.534661272,-0.190173181,1.680145313,-0.113188532,0.909881087,NA
ENSCAFG00000015098,STOX1,1791.209795,-0.013096396,0.15066458,-0.086924184,0.930731777,0.988884338
ENSCAFG00000015104,UNC80,542.1949542,0.029000672,0.222456262,0.130365723,0.896277084,0.981845828
ENSCAFG00000015105,BCR,752.1462189,-0.98282141,0.419658194,-2.341956918,0.019182929,0.298526501
ENSCAFG00000015107,MAP3K14,401.2926013,0.366391944,0.170653964,2.146987594,0.031794269,0.361550562
ENSCAFG00000015112,TMC3,0.544401011,-2.205234375,3.140061937,-0.702290088,0.482498273,NA
ENSCAFG00000015113,DDX50,7674.008177,-0.281230036,0.158713958,-1.771930074,0.076406165,0.492245306
ENSCAFG00000015115,NA,2663.724076,-0.112113619,0.231158482,-0.485007594,0.627670959,0.911306667
ENSCAFG00000015118,PLA2G4A,14.81915299,0.39961821,0.768681898,0.519874621,0.603150965,0.903700247
ENSCAFG00000015122,NA,19953.64518,0.16782079,0.134621291,1.246614027,0.212539056,0.693104323
ENSCAFG00000015124,NA,7975.935994,0.717505723,0.242368778,2.960388411,0.003072514,0.133634144
ENSCAFG00000015125,COL26A1,0.707953432,0.892043492,1.314213122,0.678766234,0.497285991,NA
ENSCAFG00000015126,CCRL2,428.7165632,0.172659267,0.204547401,0.844103941,0.398611325,0.82204381
ENSCAFG00000015127,CCR5,110.439558,-0.236660477,0.794107048,-0.298020875,0.765687232,0.950791678
ENSCAFG00000015128,CCR2,330.136055,0.302689297,0.437865979,0.691282975,0.489387729,0.859857801
ENSCAFG00000015130,NA,2063.130183,-0.539774013,0.310999959,-1.735607989,0.082633172,0.508431498
ENSCAFG00000015131,DDX21,19.81379469,-0.852944243,0.697501284,-1.22285688,0.221383758,0.701404579
ENSCAFG00000015133,STARD5,999.3865715,-0.119929727,0.25589461,-0.468668436,0.639306651,0.912992561
ENSCAFG00000015135,IFT22,717.6753433,-0.086737373,0.946556672,-0.091634633,0.926988334,0.987944069
ENSCAFG00000015137,CCR3,1431.545135,0.189459157,0.210009264,0.902146665,0.366978962,0.802955375
ENSCAFG00000015138,NA,361.094583,1.084355597,0.447268996,2.424392493,0.015334023,0.272297045
ENSCAFG00000015141,NA,896.1770589,0.077028559,0.242533203,0.317600058,0.75078833,0.947347809
ENSCAFG00000015143,FIS1,79.17583619,1.542618426,0.783098739,1.969890065,0.048850971,0.420614718
ENSCAFG00000015145,OSBPL6,3526.056335,-0.592658318,0.381740825,-1.552514896,0.120539071,0.578748193
ENSCAFG00000015146,CCR1,91.14024459,-0.390373082,0.648393521,-0.602061971,0.547132887,0.883321369
ENSCAFG00000015148,M6PR,502.683654,-0.134363378,0.198499848,-0.676894109,0.498473142,0.864987171
ENSCAFG00000015149,TMEM47,0.833838708,0.37678945,1.103356185,0.34149394,0.732731766,NA
ENSCAFG00000015151,KIFBP,933.5396522,0.159576738,0.212662747,0.750374669,0.453029083,0.847453402
ENSCAFG00000015152,NA,6366.629448,0.183531345,0.244268452,0.751350997,0.452441446,0.846931916
ENSCAFG00000015154,ZNHIT1,1294.977086,0.024450395,0.194872865,0.125468443,0.900152707,0.982271086
ENSCAFG00000015155,NA,15281.09282,-1.244675008,0.686978369,-1.811811061,0.070015395,0.475399129
ENSCAFG00000015156,FAM163A,54.78303954,-0.349411893,0.277856767,-1.257525223,0.208563512,0.689282283
ENSCAFG00000015157,XCR1,1947.100981,-0.116533506,0.790962554,-0.147331255,0.882870564,0.981276179
ENSCAFG00000015158,SRGN,25.8437478,0.110566885,0.270306356,0.40904286,0.682508208,0.925983485
ENSCAFG00000015159,FMNL1,54.36616795,3.152409097,1.458984146,2.160687699,0.030719472,0.355979454
ENSCAFG00000015160,TDRD5,5.125188088,0.250749688,0.684757028,0.366187826,0.714224926,0.935426083
ENSCAFG00000015161,SPECC1L,967.4346461,0.196718384,0.207646666,0.947370782,0.343449874,0.788114172
ENSCAFG00000015162,PHC1,10488.72078,-0.213952599,0.188398549,-1.135638255,0.256107992,0.726719826
ENSCAFG00000015163,SEC23A,10.07907134,-0.531800865,0.742684082,-0.716052596,0.473958873,0.855295112
ENSCAFG00000015164,VPS26A,282.00097,-0.022664558,0.291076602,-0.077864582,0.937935773,0.990014465
ENSCAFG00000015166,ADORA2A,479.5446876,-0.129365441,0.163566794,-0.790902833,0.429000695,0.836658144
ENSCAFG00000015167,CAPN1,1.242438124,-1.107255405,1.074118898,-1.030849943,0.302611194,NA
ENSCAFG00000015168,HEXIM2,1.013311679,0.286568587,0.923733225,0.310228731,0.756387023,NA
ENSCAFG00000015169,IL16,4.396169913,-1.627180092,1.08263974,-1.502974658,0.132845579,0.598461408
ENSCAFG00000015170,NPHS2,58.53115191,0.107922681,0.23906596,0.451434745,0.651676246,0.916587521
ENSCAFG00000015172,KANSL1L,6820.575031,0.544822596,0.663992427,0.820525315,0.411916704,0.827896094
ENSCAFG00000015174,NA,176.8192345,0.153109606,0.262290572,0.583740409,0.559394976,0.886606283
ENSCAFG00000015177,MASP1,4.533297564,1.150865564,0.732050635,1.572111967,0.115924587,0.570205329
ENSCAFG00000015178,SUPV3L1,762.0124557,0.160897882,0.245394561,0.655670123,0.512036396,0.869979307
ENSCAFG00000015180,NA,44.11694588,-1.196542455,1.187613806,-1.007518142,0.313685844,0.772188098
ENSCAFG00000015181,UPB1,1302.445764,0.216522796,0.242071118,0.894459437,0.371076124,0.805429916
ENSCAFG00000015182,NCAM1,277.6020892,0.352645199,0.36938129,0.954691558,0.3397337,0.786156654
ENSCAFG00000015183,CFAP161,763.3776156,0.047302978,0.239556892,0.19746031,0.843467338,0.97199707
ENSCAFG00000015184,PRKRA,4113.560858,0.468875118,0.56128707,0.835357062,0.403516698,0.824083592
ENSCAFG00000015188,FYCO1,1268.701921,-0.427130614,0.280100244,-1.524920536,0.127278919,0.586464709
ENSCAFG00000015189,MATN2,2756.459106,0.137390647,0.249653516,0.550325302,0.582096273,0.895903907
ENSCAFG00000015190,A2ML1,6702.169276,-0.307631602,0.711484353,-0.432379996,0.665465255,0.921096084
ENSCAFG00000015192,TLNRD1,7.712258298,-6.029151834,3.115626046,-1.935133339,0.052973935,0.431848109
ENSCAFG00000015193,NA,23.62336726,-0.051049163,0.317773014,-0.160646627,0.872371729,0.979344716
ENSCAFG00000015194,ACADL,0.778120121,-2.722242931,2.805912053,-0.970181131,0.331956214,NA
ENSCAFG00000015196,NA,325.3071916,1.728977942,0.473905348,3.648361321,0.000263918,0.03645556
ENSCAFG00000015197,GEMIN2,2679.358862,0.037757957,0.298293902,0.126579714,0.899273053,0.982271086
ENSCAFG00000015198,PLOD3,6.494788168,-1.869722148,1.627605149,-1.148756594,0.250656362,0.724016944
ENSCAFG00000015200,AXDND1,1338.65128,-0.241216126,0.25281326,-0.954127669,0.340019022,0.78624523
ENSCAFG00000015201,CEMIP,1172.237957,-0.231447658,0.216756252,-1.067778462,0.285620456,0.749484582
ENSCAFG00000015203,NA,45.02208026,0.385483415,0.465680429,0.827785303,0.4077921,0.826093996
ENSCAFG00000015204,PRRG1,583.9111793,0.080168882,0.230442473,0.347891086,0.72792198,0.940110405
ENSCAFG00000015205,LRRC75B,152.9901834,-4.490297147,1.289380425,-3.482523123,0.000496712,0.05061014
ENSCAFG00000015206,NMT1,591.9602963,-2.877778108,1.479983889,-1.944465834,0.051839302,0.427972533
ENSCAFG00000015209,TRAPPC6B,3167.487459,-0.367311157,0.707698872,-0.51902182,0.603745525,0.90391432
ENSCAFG00000015212,CXCR6,260.3064809,0.186135198,0.711826293,0.261489636,0.793714941,0.959278467
ENSCAFG00000015213,MYL1,2399.483448,-0.01437026,0.286731173,-0.050117537,0.960028725,0.995458753
ENSCAFG00000015215,PNN,20.82677862,-1.690075365,1.101403061,-1.534474912,0.124912861,0.583631581
ENSCAFG00000015217,CCR9,424.8130501,-0.338201629,0.764699914,-0.44226712,0.658295921,0.919281701
ENSCAFG00000015219,RIMKLB,2083.353773,0.528582758,0.317320397,1.665769872,0.095759259,0.530715258
ENSCAFG00000015221,NA,7331.168335,-0.162642329,0.274772615,-0.591916077,0.553906788,0.885558795
ENSCAFG00000015223,LANCL3,1706.59981,-0.3813678,0.238187975,-1.601121131,0.109350093,0.554886138
ENSCAFG00000015227,LZTFL1,385.5795032,0.348566531,0.269491385,1.293423653,0.195864574,0.679107325
ENSCAFG00000015228,RTP4,63.14874375,1.672582282,0.972473448,1.719925912,0.08544591,0.51507978
ENSCAFG00000015229,DRD2,2763.89524,0.052995419,0.159921147,0.331384683,0.740353933,0.943487363
ENSCAFG00000015230,SST,1537.401337,-0.468119366,0.37151224,-1.260037532,0.207655823,0.689218243
ENSCAFG00000015231,MFAP5,2776.4559,0.419224502,0.19373051,2.163957052,0.030467646,0.355167538
ENSCAFG00000015233,SOAT1,26.00715491,-2.91334282,1.486608063,-1.959724888,0.050027955,0.423699096
ENSCAFG00000015235,ACBD4,588.329185,-0.00582704,0.291163136,-0.020012974,0.984033023,0.997689763
ENSCAFG00000015237,MOGAT3,1286.138745,0.02273936,0.179224053,0.126876722,0.899037971,0.982271086
ENSCAFG00000015239,AICDA,131.7858059,-0.375710534,0.43648613,-0.860761679,0.389369315,0.815229279
ENSCAFG00000015242,ANKK1,3976.256132,0.113935496,0.170683984,0.667523068,0.50443808,0.867054673
ENSCAFG00000015244,NA,382.030078,-0.268277263,0.989318107,-0.271173913,0.786257276,0.956689281
ENSCAFG00000015246,AP1S1,1068.379333,0.39565405,0.743099514,0.532437503,0.594423016,0.901241122
ENSCAFG00000015247,APOBEC1,602.5695914,-0.277921579,0.17073634,-1.627782222,0.103571071,0.543001183
ENSCAFG00000015248,TTC12,4682.281565,0.042072962,0.200694885,0.209636446,0.833951432,0.969361675
ENSCAFG00000015249,BCL6,530.9630443,0.189092735,0.154097708,1.227096343,0.219786382,0.699659766
ENSCAFG00000015250,NA,214.7696174,-1.43951066,0.491718252,-2.927511142,0.003416868,0.140575652
ENSCAFG00000015251,VGF,560.6122388,0.032042617,0.126297707,0.253707037,0.799721897,0.961478308
ENSCAFG00000015252,SERPINE1,304.2681945,-0.458924242,0.223701241,-2.051505127,0.040217781,0.391366159
ENSCAFG00000015253,TRIM56,0.687276765,3.44798092,3.095652985,1.113813769,0.265359089,NA
ENSCAFG00000015254,NA,8195.500736,-0.337515074,0.471960786,-0.715133722,0.474526419,0.855519732
ENSCAFG00000015256,PTS,12.81445386,-1.535414536,1.010454595,-1.519528482,0.128629524,0.588983358
ENSCAFG00000015258,SYVN1,3175.661879,-0.873506993,0.383269217,-2.279095096,0.022661413,0.318391139
ENSCAFG00000015259,HK1,1327.938687,-3.69808613,1.501258237,-2.463324455,0.013765528,0.257643689
ENSCAFG00000015264,SLC2A3,577.5019452,-0.455900813,0.519123408,-0.878212782,0.379828257,0.809580679
ENSCAFG00000015266,LPP,18905.57893,0.023971292,0.256339667,0.093513782,0.925495401,0.987944069
ENSCAFG00000015268,ABL2,1346.966854,-0.17044474,0.154215907,-1.105234497,0.269057993,0.73583618
ENSCAFG00000015269,ARNT2,1966.981667,-0.139287413,0.138585411,-1.005065484,0.314865319,0.772188098
ENSCAFG00000015270,SUSD2,1562.726268,-0.399312338,0.165237871,-2.416590913,0.015666613,0.274420648
ENSCAFG00000015271,PLCD3,1.06879607,0.471787633,0.9377068,0.503129158,0.614873467,NA
ENSCAFG00000015272,SEMA6D,0.519510837,0.293382142,3.139820396,0.093439148,0.925554691,NA
ENSCAFG00000015277,FBXO33,39.70120244,0.166220605,0.234997581,0.707329004,0.479362045,0.856958687
ENSCAFG00000015278,MRPL49,3.415300726,-2.085616766,2.099013676,-0.993617521,0.320409111,0.774712233
ENSCAFG00000015281,TOR3A,4.563787602,-2.437595548,1.440915006,-1.691699745,0.090703237,0.522098206
ENSCAFG00000015282,NECAP1,3.309977982,-3.672495245,1.201378207,-3.056901835,0.002236375,0.115338971
ENSCAFG00000015284,TPRG1,3356.20765,-0.313049832,0.166916074,-1.875492424,0.060725011,0.45043359
ENSCAFG00000015287,CYBB,5069.728911,-0.098061173,0.121503296,-0.807065945,0.419628491,0.831691624
ENSCAFG00000015289,FAU,1.049369435,0.506641586,1.423341508,0.355952232,0.721876339,NA
ENSCAFG00000015291,FAM20B,2129.398405,-1.277654394,0.298617087,-4.278570957,1.88E-05,0.00729705
ENSCAFG00000015292,CLEC4E,68.36822763,-1.322725297,0.57307366,-2.3081244,0.020992218,0.308242504
ENSCAFG00000015293,LRFN5,26.38374689,-1.739417342,1.158860503,-1.500972152,0.133362765,0.599377451
ENSCAFG00000015298,C1QL1,8.588962009,-0.388040929,0.731522654,-0.530456476,0.595795478,0.901438907
ENSCAFG00000015300,SLC6A20,2555.228245,-0.785650364,0.437698195,-1.794959115,0.072660214,0.48313195
ENSCAFG00000015302,NA,0.778493962,-0.985965384,1.355021156,-0.727638369,0.466834987,NA
ENSCAFG00000015307,TM7SF2,0.854799296,-2.432723782,1.758134773,-1.383695846,0.166451606,NA
ENSCAFG00000015309,TACR2,1390.497318,-0.198095424,0.354748773,-0.558410457,0.576564134,0.893727892
ENSCAFG00000015310,FSCB,1.37888648,-0.579737801,0.855714423,-0.677489809,0.498095234,NA
ENSCAFG00000015312,KIF18B,195.5537815,-0.621199707,0.3681185,-1.687499287,0.091507387,0.523334195
ENSCAFG00000015313,DYNLT3,138.8776007,0.997289171,0.742259021,1.343586462,0.17908215,0.66077258
ENSCAFG00000015314,TSPAN15,7868.699658,0.185332978,0.222234458,0.833952483,0.40430776,0.824083592
ENSCAFG00000015315,FAH,453.6362004,-0.093008656,0.335445398,-0.277269138,0.781573455,0.955715226
ENSCAFG00000015316,TP63,278.7851963,-0.265100932,0.561006671,-0.472545062,0.636537785,0.912630254
ENSCAFG00000015318,BCO2,824.853114,-0.641295934,0.44568806,-1.438889644,0.150181792,0.620533288
ENSCAFG00000015320,VPS51,2646.786803,0.31770594,0.237779572,1.336136397,0.181504695,0.663228397
ENSCAFG00000015321,SLC24A5,623.7903409,0.188361083,0.241659751,0.779447477,0.435716166,0.838751479
ENSCAFG00000015323,CPS1,4.837506919,0.542891088,0.907753653,0.598059932,0.549799944,0.884317085
ENSCAFG00000015324,CD163,67.61023075,-0.456664065,1.301801104,-0.350794038,0.725742871,0.93900883
ENSCAFG00000015325,SYTL5,23.67645125,1.263431542,0.557837317,2.26487455,0.023520379,0.32374426
ENSCAFG00000015326,TMEM262,1148.806628,-0.530736769,1.233992429,-0.430097265,0.667124889,0.921698603
ENSCAFG00000015328,ATP2A3,5.564369353,-0.398478821,1.059712011,-0.376025577,0.706897881,0.932997633
ENSCAFG00000015329,ZFAND6,1.594060354,-1.060947638,0.939173248,-1.129661263,0.258618986,NA
ENSCAFG00000015330,GFAP,3.989922954,1.392044728,0.641478678,2.170056114,0.030002595,0.354640869
ENSCAFG00000015331,ZFPL1,11.15041715,1.563431888,1.292166202,1.209930956,0.226305387,0.704064572
ENSCAFG00000015332,C8H14orf28,735.7921774,-0.507181355,0.175742663,-2.885931887,0.003902566,0.146214975
ENSCAFG00000015333,KLHL28,379.4114455,-0.709457738,1.17179613,-0.605444684,0.544883569,0.882544491
ENSCAFG00000015334,BCL2A1,2328.745862,0.494981314,0.259614441,1.906601619,0.056572195,0.436638053
ENSCAFG00000015337,CDCA5,1.244309744,-3.402799134,2.37904438,-1.43032184,0.152624669,NA
ENSCAFG00000015338,RALGPS2,1.012786865,-0.402407586,1.299395056,-0.309688408,0.756797919,NA
ENSCAFG00000015339,FAM187A,2097.845961,-0.08816767,0.206935204,-0.426064143,0.670061107,0.921920223
ENSCAFG00000015340,COL13A1,1675.777982,0.140980679,0.228216382,0.617750042,0.53674012,0.87950897
ENSCAFG00000015342,CCDC103,1419.881388,0.815983339,0.329233222,2.478435604,0.013195993,0.254733043
ENSCAFG00000015343,P3H2,1092.747881,0.124699081,0.20419349,0.610690775,0.541404314,0.881129132
ENSCAFG00000015345,NA,316.6838429,0.420912178,0.534738952,0.787135808,0.431202369,0.837154827
ENSCAFG00000015346,NA,633.0490226,0.025944335,0.190857998,0.135935277,0.891872447,0.981845828
ENSCAFG00000015349,MINAR1,3627.462092,-0.713421489,0.457049764,-1.560927375,0.118540887,0.576154226
ENSCAFG00000015351,TEX12,647.0069822,-0.04805277,0.762723906,-0.063001526,0.949765289,0.992023447
ENSCAFG00000015354,NA,664.2209895,0.600105538,0.2681557,2.237899618,0.025227602,0.334008963
ENSCAFG00000015357,ANKRD34C,952.8806318,0.224817663,0.289515314,0.776531162,0.437435429,0.839173818
ENSCAFG00000015358,NAALADL1,1229.421418,-0.244008724,0.190888854,-1.278276438,0.201151973,0.684293457
ENSCAFG00000015359,CABIN1,2.935861393,0.775688555,0.497782491,1.558288146,0.119164958,0.577005104
ENSCAFG00000015360,SACM1L,53.75508843,-8.467495436,1.669825489,-5.070886443,3.96E-07,0.000485914
ENSCAFG00000015361,NKAPD1,0.523658876,2.733060336,3.104829736,0.880260938,0.378717968,NA
ENSCAFG00000015362,SAC3D1,1288.560669,-0.636157555,0.319877361,-1.988754546,0.046728302,0.414310348
ENSCAFG00000015363,TOGARAM1,101.0834728,-1.794720899,0.876459142,-2.047694881,0.040589906,0.392040344
ENSCAFG00000015364,MACROH2A2,1276.665534,0.12131466,0.192177733,0.631262831,0.527868686,0.875846011
ENSCAFG00000015368,RPGR,29.2872326,-3.926164653,1.484977826,-2.6439214,0.008195168,0.205309241
ENSCAFG00000015372,ANGPTL1,333.5112629,-0.089742665,0.352607704,-0.254511356,0.799100532,0.961238518
ENSCAFG00000015376,SNX15,0.599037586,-1.890822292,2.830800885,-0.667946058,0.504168026,NA
ENSCAFG00000015377,MYEF2,1147.113746,0.56246192,0.209108484,2.689809176,0.007149289,0.197211142
ENSCAFG00000015378,CLDN16,599.8729067,0.118925942,0.257879832,0.461168059,0.644678036,0.915489928
ENSCAFG00000015381,TEX35,3919.738354,1.155494715,0.658028742,1.755994294,0.079089383,0.499276006
ENSCAFG00000015383,NA,634.0101951,0.052497712,0.498448585,0.105322221,0.916120131,0.984609669
ENSCAFG00000015387,LIMD1,1.81044115,0.804842886,1.121520075,0.717635738,0.472981916,NA
ENSCAFG00000015388,AIFM2,217.7390544,0.12582505,0.264426157,0.475841918,0.634187004,0.912630254
ENSCAFG00000015394,DLAT,456.1999613,0.314077225,0.222984981,1.408512909,0.158979247,0.632232336
ENSCAFG00000015395,BATF2,9.39176447,-0.145690795,0.349935722,-0.416335875,0.677164245,0.924671015
