gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000025209,AREL1,482.5460696,-0.02742626,0.107924451,0.254353536,0.897246562
ENSCAFG00000013138,TIRAP,1297.78645,-0.027450645,0.10859239,0.2474546,0.894398257
ENSCAFG00000029050,IL4R,1292.312764,-0.027454885,0.095738391,0.411533843,0.952284796
ENSCAFG00000003595,FAM221A,10389.94013,-0.027459369,0.089503342,0.459478342,0.957977741
ENSCAFG00000030097,NRK,541.5320349,-0.027477497,0.08510061,0.478407891,0.961379394
ENSCAFG00000046488,NA,979.6525291,-0.027489132,0.114751541,0.203252244,0.875815891
ENSCAFG00000016629,H2AJ,248.4107411,-0.027493353,0.10715997,0.261849387,0.898757695
ENSCAFG00000004100,TPO,559.0256426,-0.027503754,0.10427036,0.297960366,0.918358996
ENSCAFG00000042204,ESPN,6.780752818,-0.027507515,0.117576161,0.190266561,0.866570327
ENSCAFG00000004146,FBXO48,475.5671639,-0.027508669,0.091702032,0.4451317,0.956856831
ENSCAFG00000037206,VASN,9.17766668,-0.027526884,0.25639452,0.166538228,0.847537352
ENSCAFG00000045299,NA,23.50528279,-0.027554537,0.24390567,0.158281288,0.833596206
ENSCAFG00000006887,OVOL2,1013.188612,-0.027557725,0.096948511,0.397123922,0.950540728
ENSCAFG00000014825,NA,2393.291221,-0.027574356,0.099569386,0.364201184,0.945475913
ENSCAFG00000000335,HEBP2,568.7903868,-0.027576302,0.103596189,0.306602602,0.92434798
ENSCAFG00000009092,GRAMD1A,90.92795024,-0.027585404,0.106531221,0.268076548,0.902721964
ENSCAFG00000001615,TCP11,45995.18282,-0.027592782,0.097174571,0.394078993,0.950182124
ENSCAFG00000000251,CCDC112,504.7558012,-0.027600344,0.127531286,0.161808254,0.839460997
ENSCAFG00000026256,YPEL3,66.30329383,-0.027618996,0.112555493,0.214646076,0.880514348
ENSCAFG00000000231,INHBC,1407.139796,-0.02763256,0.095021913,0.416207518,0.952284796
ENSCAFG00000020181,SHLD2,2140.53731,-0.027632613,0.081221061,0.486095558,0.962889961
ENSCAFG00000031958,IL7R,482.4549127,-0.027634773,0.096377219,0.402408381,0.951442009
ENSCAFG00000025994,NONO,17.9725447,-0.027641516,0.107864373,0.252813191,0.897246562
ENSCAFG00000005581,CENPA,261.6728444,-0.027644468,0.098356152,0.379169509,0.946872952
ENSCAFG00000030396,CENPV,775.6381425,-0.027646543,0.095766235,0.408662438,0.952284796
ENSCAFG00000005628,ERCC3,21.44966767,-0.027656164,0.159896966,0.134261544,0.802951044
ENSCAFG00000001601,OR2T27,1723.51037,-0.027670058,0.106917372,0.262762745,0.899136919
ENSCAFG00000012054,CHUK,3280.14366,-0.027680192,0.122883965,NA,NA
ENSCAFG00000010170,OR5AL2,154.7390614,-0.02768897,0.120570906,0.178128084,0.857464016
ENSCAFG00000049759,NA,157.6897,-0.027689276,0.099427149,0.364672811,0.945475913
ENSCAFG00000012999,NA,371.4795575,-0.027697642,0.108549407,0.245430481,0.894346993
ENSCAFG00000004564,RAB14,642.0154813,-0.027703377,0.094662254,0.418624017,0.952284796
ENSCAFG00000030250,TNIP1,2406.218486,-0.027708954,0.100558752,0.3488273,0.939572384
ENSCAFG00000028375,ATXN2L,16.12080469,-0.0277256,0.105851028,0.274822177,0.906242929
ENSCAFG00000030419,KNOP1,51.76411915,-0.027732096,0.113387306,0.208543452,0.876128031
ENSCAFG00000025859,ACSF2,46.80030548,-0.02773228,0.111695164,0.219312154,0.883389433
ENSCAFG00000048514,NA,48.33647361,-0.027743857,0.130404569,0.155646547,0.829743758
ENSCAFG00000006059,CRSP-3,4644.201229,-0.02776645,0.096042609,0.404201847,0.952167122
ENSCAFG00000005854,CDNF,24.42768849,-0.027774039,0.219969122,0.143350783,0.813836042
