"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSCAFG00000000001",481.815595633231,0.441273098658965,0.51569071564345,0.855693316309505,0.39216743814801,0.947942080745578
"ENSCAFG00000000002",2.53130468338434,0.525563432680305,0.917805015685539,0.572630813406205,0.566894691770921,NA
"ENSCAFG00000000005",317.069730249728,0.623274919403193,0.842637344600678,0.739671607717031,0.459499279938288,0.960098119255592
"ENSCAFG00000000007",931.467235137315,-0.0775507962348677,0.224560077932903,-0.345345428041931,0.729834698317471,0.978063544749303
"ENSCAFG00000000008",1460.2768878307,0.154752512744841,0.303773939994312,0.509433142117915,0.610448650608971,0.976415017732296
"ENSCAFG00000000009",1678.10130599528,-0.164698301202772,0.385972760789166,-0.426709648800156,0.669590821845688,0.976415017732296
"ENSCAFG00000000010",2653.34897381076,0.0143829362157621,0.325605352058887,0.0441729109328673,0.964766574913699,0.997997856041814
"ENSCAFG00000000011",1064.23833166669,0.00131387442077109,0.933792051956187,0.00140703106009381,0.998877352011006,0.99993325162127
"ENSCAFG00000000012",1152.8094983452,-0.263694235013153,0.394710207147218,-0.668070473573542,0.504088608309461,0.965449348005071
"ENSCAFG00000000013",50.1539297886789,-5.25840497130856,2.96399521390879,-1.77409361075655,NA,NA
"ENSCAFG00000000014",46.5516335998757,0.739528605045516,0.625006178714616,1.18323407068779,0.23671639359961,0.899295984736603
"ENSCAFG00000000015",5.10376401291926,-4.25708331024776,2.85885224577037,-1.48908825790002,NA,NA
"ENSCAFG00000000016",200.269312409508,0.619776125446995,1.43021707915509,0.433344094739192,0.66476480838796,0.976415017732296
"ENSCAFG00000000017",532.477565641222,-0.00484593838889266,0.371344073935058,-0.0130497259254503,0.98958812067798,0.998590126413386
"ENSCAFG00000000019",845.468383685636,-0.246335871000108,0.480821251212611,-0.512323177020274,0.60842484698659,0.976415017732296
"ENSCAFG00000000020",1249.62561092229,0.0040100208606935,0.400583694950289,0.0100104445369179,0.992012954253087,0.998590126413386
"ENSCAFG00000000021",563.931304034271,0.424303017979113,0.348511341970392,1.21747262393303,0.223424446167939,0.893534331177147
"ENSCAFG00000000022",753.832529750452,-0.0371461491771821,0.283438113133951,-0.131055590112636,0.89573133202805,0.991842322003107
"ENSCAFG00000000024",4.20267132821063,0.740450420135986,0.929306839563623,0.796777112373004,0.425580489862231,0.95554151993384
"ENSCAFG00000000025",34.2630446282836,21.927704027111,3.11749911029327,7.03374828711601,NA,NA
"ENSCAFG00000000026",2662.94215254267,-0.0908002408714367,0.574919755054367,-0.157935503299674,0.874507621552781,0.989841665802591
"ENSCAFG00000000027",38.3083455067823,-0.663401181371411,0.412567373034293,-1.60798265866814,0.107838976813099,0.774450214021806
"ENSCAFG00000000028",1357.97532290584,0.164325353161875,0.333356245731507,0.492942176023385,0.622053445311043,0.976415017732296
"ENSCAFG00000000029",20.8059215152306,-0.515982290386777,0.688127539402099,-0.749835257044217,0.453353931424587,0.960098119255592
"ENSCAFG00000000030",82.6094612134594,-0.248844368841729,0.392306806019693,-0.634310608491553,0.52587813460593,0.968521042993253
"ENSCAFG00000000031",316.621262130244,1.00212704413132,2.37922576662435,0.421198802647946,0.673609918621152,0.976808199826476
"ENSCAFG00000000032",1.91661647695559,1.90318968541368,2.44251762802389,0.779191791116551,0.435866744977806,NA
"ENSCAFG00000000033",84.1957424135048,-0.718354780127553,0.342257325678249,-2.09887335122482,0.0358280665692811,0.563378067176145
"ENSCAFG00000000034",0.0942065061830829,0.458515275674279,3.22591852485292,0.142134797311778,0.886973532910251,NA
"ENSCAFG00000000036",533.833022029898,0.557770663708371,0.461038382367335,1.20981394400253,0.226350294389392,0.893915437350212
"ENSCAFG00000000037",960.379257427718,0.0896365767576329,0.366008566973538,0.244902947214658,0.806531579625099,0.983017464580632
"ENSCAFG00000000038",4.66268720444091,-2.16948726788194,1.47211753463642,-1.47371878728267,0.140557322294381,0.821609104885313
"ENSCAFG00000000039",145.396593021717,1.87466086199137,2.36344022578436,0.793191569450091,0.42766621859144,0.955643079908601
"ENSCAFG00000000040",1.44973053629683,0.429876329878983,1.32794182885015,0.323716235560716,0.746152877989328,NA
"ENSCAFG00000000042",10.3985665334707,0.13741154374346,0.556089071413383,0.247103478214755,0.804828141964783,0.983017464580632
"ENSCAFG00000000043",778.816994810468,0.154613413965764,0.464317918008107,0.332990410167769,0.739141522054117,0.978385194915192
"ENSCAFG00000000044",6.93321740621016,0.535039022550368,0.70507741032366,0.758837277604402,0.447949903168179,0.960098119255592
"ENSCAFG00000000045",8.96613732430775,0.407744248875272,0.976697840953164,0.417472253729314,0.676333015007977,0.976808199826476
"ENSCAFG00000000047",506.106824202102,-0.00965564177044104,1.13665417873882,-0.00849479283237627,0.993222217467758,0.998590126413386
"ENSCAFG00000000049",33.8608400359515,0.027003169684874,0.614217963749498,0.0439634971273601,0.96493350079133,0.997997856041814
"ENSCAFG00000000051",0,NA,NA,NA,NA,NA
"ENSCAFG00000000052",0,NA,NA,NA,NA,NA
"ENSCAFG00000000054",228.794003063672,-0.149675910549925,0.412858516342142,-0.362535601484084,0.716951824190064,0.977368815995041
"ENSCAFG00000000056",1.43041085090518,-2.68331328470176,2.24297270777457,-1.19632007799332,0.231571676491888,NA
"ENSCAFG00000000058",901.116843665093,-0.208727023612556,1.27875328791443,-0.163226969256108,0.870339732563839,0.989339585907878
"ENSCAFG00000000059",2610.23372005558,-3.13418662751214,1.9631347624312,-1.59652138380489,NA,NA
"ENSCAFG00000000060",328.146554765556,-0.647538770884232,1.28276647028054,-0.50479864097369,0.613700270447596,0.976415017732296
"ENSCAFG00000000061",255.90357630713,-0.440714399384406,0.458760344083665,-0.960663677817872,0.336721299808918,0.935596883762773
"ENSCAFG00000000062",0.798531009020357,1.93762621298032,1.76178048244085,1.09981137394362,0.271414315613173,NA
"ENSCAFG00000000063",219.360345281358,-0.285222312547826,0.598016601716859,-0.476947147836657,0.633399757425919,0.976415017732296
"ENSCAFG00000000064",14666.7127389966,0.369535825410822,0.294100177972651,1.25649643586814,0.208936037335597,0.882119382131048
"ENSCAFG00000000065",420.136198637375,0.473297369507749,0.791320946881119,0.598110502916907,0.549766202657326,0.968912443212131
"ENSCAFG00000000066",2074.36892965403,-0.119897004267755,0.266189431379137,-0.450419851932377,0.65240773329766,0.976415017732296
"ENSCAFG00000000067",677.1624036404,0.263326852631189,0.450847137587729,0.584071253152737,0.559172374498975,0.971148206493636
"ENSCAFG00000000068",297.344917015943,-0.221671520540916,0.53382410893242,-0.415251984374086,0.677957447128124,0.976887345121116
"ENSCAFG00000000069",1298.36554157663,0.159319365668326,0.374102066186659,0.425871386630711,0.670201565746423,0.976415017732296
"ENSCAFG00000000070",1384.54978704701,-0.309028317978842,0.450428124107498,-0.686076870957308,0.49266463513902,0.963967076498256
"ENSCAFG00000000071",707.853292624199,-0.12686929127641,0.301806190603216,-0.420366762599659,0.674217544962666,0.976808199826476
"ENSCAFG00000000072",495.502879210154,0.470957753214595,0.898858806560441,0.523950758202786,0.600312789513303,0.976271192810793
"ENSCAFG00000000073",1207.45065579309,-0.451211130021253,0.31505009798167,-1.43218850878601,0.152089879484831,0.834546296929513
"ENSCAFG00000000074",1132.54560786379,1.08682006793865,1.11231102450888,0.977082887781784,0.328528118763965,0.93199622072781
"ENSCAFG00000000075",512.363198053032,-4.34791708144384,1.1882752764824,-3.65901501739126,NA,NA
"ENSCAFG00000000076",812.204543521331,-0.00670293124508583,0.428844951177196,-0.0156301974097772,0.987529414573558,0.998590126413386
"ENSCAFG00000000078",4269.66522064364,0.489780404993945,0.668959140252886,0.732152945557771,0.464075220870742,0.960712325869207
"ENSCAFG00000000079",857.729881115392,-0.0531462658744573,0.445863762838554,-0.11919844199965,0.905118140954457,0.992387921832988
"ENSCAFG00000000080",50.5933293117173,1.36324944204844,0.545797263873246,2.4977212827601,0.0124994426374067,0.371129886401613
"ENSCAFG00000000081",424.544791673521,0.323063435470146,0.445762212930837,0.724743879356755,0.468609170496102,0.96084344967507
"ENSCAFG00000000082",1168.23322450078,0.172427855723545,0.323302567515586,0.53333277569852,0.593803243151156,0.975325940839834
"ENSCAFG00000000083",475.555881108552,0.146391172959481,0.493414740152889,0.296689906171267,0.76670326395964,0.979589873526756
"ENSCAFG00000000086",0.215204338367121,-1.5285955234257,3.2176919376517,-0.475059624427963,0.634744475693674,NA
"ENSCAFG00000000087",1551.68772105884,0.682970935772326,0.491218944985576,1.39035951838621,0.164419732702725,0.85287601825537
"ENSCAFG00000000088",583.251551102205,-0.139861674478546,0.591115028054515,-0.236606528070959,0.81296205532634,0.983707208826626
"ENSCAFG00000000089",0,NA,NA,NA,NA,NA
"ENSCAFG00000000090",0,NA,NA,NA,NA,NA
"ENSCAFG00000000093",194.153991060938,-0.565412559588652,1.63306733283292,-0.346227340551732,0.729171869102368,0.977972630047618
"ENSCAFG00000000094",5986.9644069057,0.105346922146981,0.368297378968342,0.286037664568981,0.774849274003336,0.980010620943595
"ENSCAFG00000000096",0.112363805916732,0.458515275674278,3.22591852485292,0.142134797311778,0.886973532910251,NA
"ENSCAFG00000000097",319.827961275432,1.41374136985909,1.46279041755713,0.966468848093804,NA,NA
"ENSCAFG00000000098",1.55944348331359,-3.85166548390458,1.86420795110287,-2.06611364447079,0.0388177501813102,NA
"ENSCAFG00000000099",0,NA,NA,NA,NA,NA
"ENSCAFG00000000100",2727.42477150537,-1.04773324306073,0.600460468797792,-1.7448829648327,NA,NA
"ENSCAFG00000000101",0.110775555856716,0.458515275674279,3.22591852485292,0.142134797311778,0.886973532910251,NA
"ENSCAFG00000000102",13258.5174643841,-0.328175019673894,0.262710185403373,-1.24919031658405,0.211595472900645,0.883611725051864
"ENSCAFG00000000103",902.801106249991,-0.0530469793504338,1.31854330188231,-0.0402315034134303,0.967908561862492,0.997997856041814
"ENSCAFG00000000105",811.895954171449,0.141241850241519,0.32590475431258,0.433383828779779,0.664735946708314,0.976415017732296
"ENSCAFG00000000107",2236.88928943491,-0.0142200260789142,1.48312214649999,-0.00958789949463838,0.992350080229615,0.998590126413386
"ENSCAFG00000000108",6746.43336824409,-0.632600771755231,0.38741582737157,-1.63287281277877,0.102495749175358,0.771828137607475
"ENSCAFG00000000109",4041.46254615757,-0.44055839632271,0.33675935768163,-1.30822911456913,0.190795609773348,0.868520400487851
"ENSCAFG00000000110",381.119057425939,-0.169063569171081,0.600650501666856,-0.281467456868704,0.778351885183448,0.980442833960402
"ENSCAFG00000000111",731.62749346628,-0.0820409549371226,0.313889478785617,-0.261368922763912,0.793808020331702,0.982590418181314
"ENSCAFG00000000113",2887.74022623462,-0.0556706290868148,0.547544771924504,-0.10167319996709,0.919016075211491,0.993408930906921
"ENSCAFG00000000115",11195.0953658851,-0.473333919081724,0.407647300786567,-1.161135908832,0.245586633684897,0.901293767098283
"ENSCAFG00000000116",5578.80576596273,0.632692972175496,0.682470558894261,0.927062660696435,0.353894001460309,0.93867594853447
"ENSCAFG00000000118",2881.19741294556,-0.0626025405766584,0.296444920887157,-0.211177646050776,0.832748653279699,0.986140429710258
"ENSCAFG00000000119",844.437199865461,-0.782220253523422,0.359200552105223,-2.17766996442222,0.0294306165907543,0.527752396430517
"ENSCAFG00000000120",30.5698537595042,0.783917838487322,0.755804940482759,1.03719597014887,0.299644535782892,0.922712207824578
"ENSCAFG00000000121",1512.99955825497,-0.533950946038612,0.426892116434695,-1.25078661676409,0.211012338923297,0.883374121925566
"ENSCAFG00000000122",2.48360004280966,-0.433336799730762,1.13044375588609,-0.383333356900267,0.701472609494762,NA
"ENSCAFG00000000123",2295.95935394901,0.484310496448818,0.814173297617956,0.594849398605647,0.551944143972681,0.969835719340823
"ENSCAFG00000000124",1659.08246805277,-0.681806566914231,0.345488745309231,-1.97345521719955,0.0484437219393854,0.636417523517416
"ENSCAFG00000000125",6097.75418416448,0.0732962543253534,0.31605725842922,0.231908150724429,0.816609353733817,0.984231559241238
"ENSCAFG00000000126",1289.43547631712,-0.121965068116185,0.348806731085378,-0.349663745698565,0.726591064855583,0.977972630047618
"ENSCAFG00000000127",8.66892231905462,0.0373296510234089,1.06220743291557,0.0351434662069212,0.971965341781677,0.998590126413386
"ENSCAFG00000000128",1.37122009327451,-1.01367092395753,1.46497271276852,-0.691938433475588,0.488975993272768,NA
"ENSCAFG00000000129",0,NA,NA,NA,NA,NA
"ENSCAFG00000000130",281.275650250513,0.0637865525492551,0.420518518405744,0.151685478183174,0.879435011360629,0.990172777957733
"ENSCAFG00000000131",66.6438630638266,-0.744426718455014,0.580903745868184,-1.28149753509067,0.200018965165661,0.875259427034208
"ENSCAFG00000000132",79.2822110068236,-0.139507499809637,0.456074378051348,-0.305887606327954,0.759690222685295,0.979328667799394
"ENSCAFG00000000133",1596.57237662085,-0.102877277433716,0.389550743916885,-0.264092108769444,0.791708944394169,0.982548561458888
"ENSCAFG00000000134",821.929742312899,0.37561449988178,1.0058347944108,0.373435580046532,0.70882428258448,0.977368815995041
"ENSCAFG00000000135",3666.0464858087,-0.131053327461113,0.439494815073724,-0.298190838586183,0.765557513667751,0.979589873526756
"ENSCAFG00000000136",34698.972185448,-0.235158668611281,0.366091638059496,-0.642349193927952,0.520646479731774,0.968296633743358
"ENSCAFG00000000137",4296.15780986956,-0.116391994356644,0.274302592489449,-0.424319702195746,0.671332672438899,0.97677321248853
"ENSCAFG00000000140",1892.47830427775,0.215551634403662,0.833250011918713,0.25868782636716,0.795876113079007,0.982590418181314
"ENSCAFG00000000141",13937.7491392298,-0.410177525054665,0.382372119871144,-1.07271818142204,0.283397580279329,0.91771088988179
"ENSCAFG00000000142",822.008472623424,-0.211596953642211,0.335477389309979,-0.6307338747253,0.528214546006406,0.968759975807737
"ENSCAFG00000000143",176.337412453757,0.329505063169897,0.657866749079018,0.500869003686823,0.616463318309919,0.976415017732296
"ENSCAFG00000000144",29.5451547579904,2.32262573076311,1.44906520510048,1.60284418022587,0.108969060028283,0.775976531901957
"ENSCAFG00000000145",72.6557945602055,5.24385867356744,1.92351562136414,2.72618460454641,0.00640711527754754,0.267570857525766
"ENSCAFG00000000147",377.3362582688,0.338943849656922,0.307488788142681,1.10229661284315,0.270332741442481,0.908862470973983
"ENSCAFG00000000148",37.6818768289683,1.14468779804466,1.34945786154429,0.848257534129075,0.396294561874424,0.94854054356561
"ENSCAFG00000000149",214.133981674371,0.402459694733651,0.495723309278433,0.811863568246298,0.416869921232703,0.952121755772335
"ENSCAFG00000000150",253.697145693514,0.471587872352769,0.362566895109984,1.30069203425126,0.193363889979062,0.870250451103196
"ENSCAFG00000000153",197.434262570394,0.0593227915666181,0.447622141202582,0.132528724801775,0.894566104298323,0.991842322003107
"ENSCAFG00000000156",20.8867511517128,0.245512410860011,0.699367464246146,0.351049231500426,0.725551414375064,0.977972630047618
"ENSCAFG00000000157",0.516960951991447,2.22512868861864,3.18011459990184,0.699700787099725,0.484114184823681,NA
"ENSCAFG00000000158",1693.53254490643,-0.274876749135367,0.476610926910129,-0.576731949721326,0.564120545864982,0.971148206493636
"ENSCAFG00000000159",348.169878382238,-0.0183157121609272,0.513544965256257,-0.0356652550410804,0.97154927537647,0.998504357313019
"ENSCAFG00000000160",1161.16188383004,0.825524950405462,0.635072522609674,1.29989083296057,0.193638387429919,0.870600835758173
"ENSCAFG00000000162",1324.48178755562,0.40582574714839,0.381145049016784,1.06475408298041,0.286987228862321,0.920347872456884
"ENSCAFG00000000163",3379.67412402791,-0.219751705734563,0.455798197145937,-0.482124999858661,0.62971715137783,0.976415017732296
"ENSCAFG00000000164",1173.59405506154,0.412649111105667,0.391057679354568,1.05521290819998,0.291327961876196,0.922461877354519
"ENSCAFG00000000165",173.695607929694,-0.561391584142273,1.13286460131805,-0.49555046868718,0.620211606226289,0.976415017732296
"ENSCAFG00000000166",277.698374521289,0.232790119996316,0.257240601340526,0.904950924477729,0.365491386729018,0.941165600631571
