UniqueCount	AmbigCount
0	0
0	0
9	142
0	135
0	0
0	0
7	0
0	0
0	0
0	97
0	104
0	59
0	104
0	0
1	0
1	131
59	120
0	131
9	0
0	0
0	0
0	0
0	9
0	9
0	6
0	0
0	0
0	3
0	3
0	3
0	3
11253	4
0	0
0	0
0	0
271	0
0	0
0	0
0	0
0	0
0	0
265	0
167	0
0	0
400	0
0	0
2	0
0	0
264	0
90	140
0	140
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
160	0
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	30
0	30
14	16
0	0
0	0
0	8
0	8
0	9
0	5
0	5
0	4
0	16
0	0
0	3
0	0
0	3
3	0
1	0
0	0
0	0
0	0
4	1029
121	1045
1290	986
0	0
0	0
0	0
0	0
0	0
49	345
0	345
0	345
0	495
0	429
1	410
0	0
0	0
0	7
2	7
0	3
2	583
10	0
283	522
0	522
243	0
0	0
0	0
0	0
0	235
0	0
1	603
0	785
13	348
2	727
0	477
0	0
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
220	323
18	323
0	323
0	204
0	203
18006	8842
33	1625
1372	8645
0	0
0	0
0	0
0	0
0	0
1	0
0	0
63	0
994	1
433	0
0	352
8	295
4	305
0	398
1	334
1	362
0	1
0	0
0	0
0	0
0	0
0	0
0	0
393	0
0	320
0	0
0	0
0	0
0	0
0	0
0	272
0	242
3	269
43	1794
68	1794
10	0
0	5
0	5
30	29
0	18
0	21
311	0
774	626
15	630
0	1
0	0
0	1
29	270
0	234
0	240
0	268
0	1
0	0
0	0
0	0
0	0
0	0
5	253
633	253
2	20
0	225
937	0
3080	1053
2	1052
45	1044
2	0
13	115
1	0
0	0
0	0
0	276
17	301
0	260
0	204
0	0
633	0
0	188
4	147
0	164
0	0
1	2786
748	2786
1	40
19	40
0	0
4	0
0	1
5	0
0	1
0	0
0	0
7	13
1	61
0	62
0	62
0	53
78	0
7	2
3	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	17
0	16
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	102
0	109
8	108
0	115
0	0
0	0
0	0
0	0
0	0
0	0
