,ensembl_gene_id,Hugo_Symbol
7667,ENSCAFG00000010738,SEC22B
7668,ENSCAFG00000010739,TERT
7669,ENSCAFG00000010740,GNAI2
7670,ENSCAFG00000010741,KCNJ16
7671,ENSCAFG00000010742,PGAP1
7672,ENSCAFG00000010744,NAV1
7673,ENSCAFG00000010745,IGHMBP2
7674,ENSCAFG00000010747,NA
7675,ENSCAFG00000010749,GPR55
7676,ENSCAFG00000010750,ZDHHC23
7677,ENSCAFG00000010752,C25H2orf72
7678,ENSCAFG00000010754,SLC38A3
7679,ENSCAFG00000010755,CCDC191
7680,ENSCAFG00000010756,CRCP
7681,ENSCAFG00000010757,CPT1A
7682,ENSCAFG00000010758,MAP2K6
7683,ENSCAFG00000010759,QTRT2
7684,ENSCAFG00000010760,NA
7685,ENSCAFG00000010761,TPST1
7686,ENSCAFG00000010762,SMC3
7687,ENSCAFG00000010763,NA
7688,ENSCAFG00000010764,GNAT1
7689,ENSCAFG00000010765,TCHP
7690,ENSCAFG00000010766,TESMIN
7691,ENSCAFG00000010767,ESRRG
7692,ENSCAFG00000010768,IPO8
7693,ENSCAFG00000010769,MANBA
7694,ENSCAFG00000010770,NA
7695,ENSCAFG00000010772,GAL
7696,ENSCAFG00000010773,RABGEF1
7697,ENSCAFG00000010775,MEF2A
7698,ENSCAFG00000010776,OR2W11
7699,ENSCAFG00000010777,KHDRBS1
7700,ENSCAFG00000010779,CISD2
7701,ENSCAFG00000010780,STT3A
7702,ENSCAFG00000010781,GPATCH2
7703,ENSCAFG00000010782,NA
7704,ENSCAFG00000010783,TMEM248
7705,ENSCAFG00000010784,TNNI1
7706,ENSCAFG00000010785,RBM20
7707,ENSCAFG00000010787,DRD3
7708,ENSCAFG00000010789,NA
7709,ENSCAFG00000010790,SLC9B1
7710,ENSCAFG00000010791,ANKRD44
7711,ENSCAFG00000010792,OR6AA7
7712,ENSCAFG00000010793,SLC12A7
7713,ENSCAFG00000010794,SPATA17
7714,ENSCAFG00000010795,OR6C4
7715,ENSCAFG00000010796,TRPV4
7716,ENSCAFG00000010797,SBDS
7717,ENSCAFG00000010798,TNNT2
7718,ENSCAFG00000010801,SLC9B2
7719,ENSCAFG00000010803,PDE4DIP
7720,ENSCAFG00000010804,SEMA3F
7721,ENSCAFG00000010805,TMEM39B
7722,ENSCAFG00000010807,PDCD4
7723,ENSCAFG00000010808,OR4L1
7724,ENSCAFG00000010811,LRRC28
7725,ENSCAFG00000010812,NCOA3
7726,ENSCAFG00000010813,BDH2
7727,ENSCAFG00000010815,TGFB2
7728,ENSCAFG00000010816,PTP4A2
7729,ENSCAFG00000010817,TIGIT
7730,ENSCAFG00000010818,NA
7731,ENSCAFG00000010819,PPP6R3
7732,ENSCAFG00000010820,CATSPERB
7733,ENSCAFG00000010821,TMTC1
7734,ENSCAFG00000010822,ACTN2
7735,ENSCAFG00000010823,ZBTB20
7736,ENSCAFG00000010824,ZNF106
7737,ENSCAFG00000010825,SPOCD1
7738,ENSCAFG00000010826,SF3B1
7739,ENSCAFG00000010827,TTC23
7740,ENSCAFG00000010828,FAM222A
7741,ENSCAFG00000010829,NA
7742,ENSCAFG00000010831,SHOC2
7743,ENSCAFG00000010832,TC2N
7744,ENSCAFG00000010833,NKD2
7745,ENSCAFG00000010834,MVK
7746,ENSCAFG00000010835,RRP15
7747,ENSCAFG00000010836,CENPE
7748,ENSCAFG00000010838,TRIP13
7749,ENSCAFG00000010839,LYPLAL1
7750,ENSCAFG00000010840,ADRA2A
7751,ENSCAFG00000010841,NA
7752,ENSCAFG00000010842,SLC30A10
7753,ENSCAFG00000010846,PFKL
7754,ENSCAFG00000010848,GAP43
7755,ENSCAFG00000010849,BTN2A2
7756,ENSCAFG00000010850,NA
7757,ENSCAFG00000010852,SYNM
7758,ENSCAFG00000010853,FBLN5
7759,ENSCAFG00000010854,NA
7760,ENSCAFG00000010855,TACR3
7761,ENSCAFG00000010856,PSMD1
7762,ENSCAFG00000010857,MMAB
7763,ENSCAFG00000010858,LSAMP
7764,ENSCAFG00000010859,PRKAB2
7765,ENSCAFG00000010860,ERGIC2
7766,ENSCAFG00000010861,NA
7767,ENSCAFG00000010863,BRD9
7768,ENSCAFG00000010864,SCN3A
7769,ENSCAFG00000010865,NA
7770,ENSCAFG00000010866,RBM5
7771,ENSCAFG00000010867,NA
7772,ENSCAFG00000010868,GPAM
7773,ENSCAFG00000010870,UBE3B
7774,ENSCAFG00000010871,LRP5
7775,ENSCAFG00000010872,ADGRB2
7776,ENSCAFG00000010873,EPRS1
7777,ENSCAFG00000010874,SULF2
7778,ENSCAFG00000010876,TET2
7779,ENSCAFG00000010877,ABCA5
7780,ENSCAFG00000010878,TCERG1L
7781,ENSCAFG00000010879,IGSF11
7782,ENSCAFG00000010880,TRIP11
7783,ENSCAFG00000010881,IGF1R
7784,ENSCAFG00000010882,PPP2R2D
7785,ENSCAFG00000010883,FMO5
7786,ENSCAFG00000010884,CACNA1S
7787,ENSCAFG00000010885,TPPP
7788,ENSCAFG00000010886,TEX55
7789,ENSCAFG00000010887,PPA2
7790,ENSCAFG00000010888,UPK1B
7791,ENSCAFG00000010889,CEP72
7792,ENSCAFG00000010890,COQ10B
7793,ENSCAFG00000010891,PGPEP1L
7794,ENSCAFG00000010892,KCTD10
7795,ENSCAFG00000010895,NA
7796,ENSCAFG00000010896,ARRDC4
7797,ENSCAFG00000010897,ARHGEF38
7798,ENSCAFG00000010898,EI24
7799,ENSCAFG00000010899,NA
7800,ENSCAFG00000010901,FAR2
7801,ENSCAFG00000010902,SLC9A3
7802,ENSCAFG00000010904,TECTB
7803,ENSCAFG00000010905,B4GALT4
7804,ENSCAFG00000010906,INTS12
7805,ENSCAFG00000010908,NA
7806,ENSCAFG00000010909,CPSF2
7807,ENSCAFG00000010910,FEZ1
7808,ENSCAFG00000010911,NR2F2
7809,ENSCAFG00000010913,C18H11orf24
7810,ENSCAFG00000010914,RBM6
7811,ENSCAFG00000010915,FOXN4
7812,ENSCAFG00000010916,GSTCD
7813,ENSCAFG00000010917,ARHGAP31
7814,ENSCAFG00000010918,EXOC3
7815,ENSCAFG00000010919,HEATR1
7816,ENSCAFG00000010920,KMT5B
7817,ENSCAFG00000010923,NA
7818,ENSCAFG00000010924,PKNOX2
7819,ENSCAFG00000010925,HFE
7820,ENSCAFG00000010926,TMEM39A
7821,ENSCAFG00000010927,BPNT1
7822,ENSCAFG00000010928,ACSL5
7823,ENSCAFG00000010930,COL16A1
7824,ENSCAFG00000010931,GTPBP6
7825,ENSCAFG00000010932,H1-6
7826,ENSCAFG00000010934,RFTN2
7827,ENSCAFG00000010936,NPNT
7828,ENSCAFG00000010937,CHKA
7829,ENSCAFG00000010939,MON1A
7830,ENSCAFG00000010940,MCTP2
7831,ENSCAFG00000010941,SLC24A4
7832,ENSCAFG00000010942,CCDC91
7833,ENSCAFG00000010943,POGLUT1
7834,ENSCAFG00000010944,CHD1L
7835,ENSCAFG00000010945,PPP2R3B
7836,ENSCAFG00000010947,BOLL
7837,ENSCAFG00000010948,PREX1
7838,ENSCAFG00000010949,SLC37A2
7839,ENSCAFG00000010951,SDHA
7840,ENSCAFG00000010952,IARS2
7841,ENSCAFG00000010953,PLCL1
7842,ENSCAFG00000010955,PTHLH
7843,ENSCAFG00000010956,PEF1
7844,ENSCAFG00000010957,KLHL42
7845,ENSCAFG00000010958,RIN3
7846,ENSCAFG00000010959,TBCK
7847,ENSCAFG00000010960,ZDHHC6
7848,ENSCAFG00000010961,LGALS8
7849,ENSCAFG00000010962,DPYSL4
7850,ENSCAFG00000010963,MRPS35
7851,ENSCAFG00000010964,HTR2B
7852,ENSCAFG00000010966,SHOX
7853,ENSCAFG00000010967,NA
7854,ENSCAFG00000010968,HCRTR1
7855,ENSCAFG00000010970,NA
7856,ENSCAFG00000010971,SATB2
7857,ENSCAFG00000010972,TCIRG1
7858,ENSCAFG00000010973,RGMA
7859,ENSCAFG00000010974,MST1R
7860,ENSCAFG00000010977,TIMMDC1
7861,ENSCAFG00000010979,ARMC9
7862,ENSCAFG00000010982,FAM20A
7863,ENSCAFG00000010984,VTI1A
7864,ENSCAFG00000010987,SLC25A6
7865,ENSCAFG00000010988,CFAP410
7866,ENSCAFG00000010990,NA
7867,ENSCAFG00000010991,ACACB
7868,ENSCAFG00000010994,PPFIBP1
7869,ENSCAFG00000010995,LGMN
7870,ENSCAFG00000010996,CCDC15
7871,ENSCAFG00000010997,CD80
7872,ENSCAFG00000010998,CHD2
7873,ENSCAFG00000010999,PRKAR1A
7874,ENSCAFG00000011000,C37H2orf69
7875,ENSCAFG00000011001,TYW5
7876,ENSCAFG00000011002,TINAGL1
7877,ENSCAFG00000011003,MAIP1
7878,ENSCAFG00000011005,TCF7L2
7879,ENSCAFG00000011006,ADPRH
7880,ENSCAFG00000011008,CAMKV
7881,ENSCAFG00000011010,TSPEAR
7882,ENSCAFG00000011011,HEPACAM
7883,ENSCAFG00000011012,PLA1A
7884,ENSCAFG00000011014,AIMP1
7885,ENSCAFG00000011015,SPATS2L
7886,ENSCAFG00000011016,HABP2
7887,ENSCAFG00000011017,NA
7888,ENSCAFG00000011018,NA
7889,ENSCAFG00000011022,ROBO4
7890,ENSCAFG00000011023,C27H12orf71
7891,ENSCAFG00000011029,COX17
7892,ENSCAFG00000011030,GOLGA5
7893,ENSCAFG00000011031,SMCO2
7894,ENSCAFG00000011032,NA
7895,ENSCAFG00000011034,CRLF2
7896,ENSCAFG00000011035,NA
7897,ENSCAFG00000011037,NCL
7898,ENSCAFG00000011038,WIPI1
7899,ENSCAFG00000011039,ITGB2
7900,ENSCAFG00000011040,EDARADD
7901,ENSCAFG00000011041,CSF2RA
7902,ENSCAFG00000011043,OR13L2
7903,ENSCAFG00000011044,PDCD6
7904,ENSCAFG00000011045,CFAP91
7905,ENSCAFG00000011046,BCL9
7906,ENSCAFG00000011047,IL3RA
7907,ENSCAFG00000011048,CCDC127
7908,ENSCAFG00000011049,FAM207A
7909,ENSCAFG00000011054,PLEKHG4B
7910,ENSCAFG00000011056,ITPK1
7911,ENSCAFG00000011057,TRAIP
7912,ENSCAFG00000011059,ACP6
7913,ENSCAFG00000011061,KCTD18
7914,ENSCAFG00000011063,SERINC2
7915,ENSCAFG00000011065,SGO2
7916,ENSCAFG00000011067,DHRSX
7917,ENSCAFG00000011068,FOXN3
7918,ENSCAFG00000011069,GJA5
7919,ENSCAFG00000011070,ARSG
7920,ENSCAFG00000011071,GJA8
7921,ENSCAFG00000011072,ERO1B
7922,ENSCAFG00000011075,ZBED1
7923,ENSCAFG00000011077,ADARB1
7924,ENSCAFG00000011081,ZMAT3
7925,ENSCAFG00000011082,CAMSAP2
7926,ENSCAFG00000011083,NDUFS8
7927,ENSCAFG00000011085,NA
7928,ENSCAFG00000011086,SLC16A6
7929,ENSCAFG00000011087,DKK2
7930,ENSCAFG00000011088,TEX44
7931,ENSCAFG00000011089,ARNTL2
7932,ENSCAFG00000011091,XG
7933,ENSCAFG00000011094,NR1I2
7934,ENSCAFG00000011096,TRAV29DV5
7935,ENSCAFG00000011098,NA
7936,ENSCAFG00000011099,AMZ2
7937,ENSCAFG00000011100,PRSS16
7938,ENSCAFG00000011101,GPR137B
7939,ENSCAFG00000011103,NRAP
7940,ENSCAFG00000011104,PDE6D
7941,ENSCAFG00000011105,SNAP23
7942,ENSCAFG00000011106,CALN1
7943,ENSCAFG00000011107,STK32C
7944,ENSCAFG00000011108,GNA13
7945,ENSCAFG00000011109,NDUFV1
7946,ENSCAFG00000011110,NA
7947,ENSCAFG00000011113,GYG2
7948,ENSCAFG00000011115,ROBO3
7949,ENSCAFG00000011117,FABP3
7950,ENSCAFG00000011118,COPS7B
7951,ENSCAFG00000011120,DDX59
7952,ENSCAFG00000011121,NA
7953,ENSCAFG00000011122,GSK3B
7954,ENSCAFG00000011123,LRRC27
7955,ENSCAFG00000011124,NA
7956,ENSCAFG00000011125,RAB3GAP2
7957,ENSCAFG00000011126,HAUS2
7958,ENSCAFG00000011130,SCN2A
7959,ENSCAFG00000011131,NA
7960,ENSCAFG00000011134,NA
7961,ENSCAFG00000011135,NPPC
7962,ENSCAFG00000011136,INPP5A
7963,ENSCAFG00000011138,MSANTD2
7964,ENSCAFG00000011140,KIF14
7965,ENSCAFG00000011144,UNG
7966,ENSCAFG00000011145,STK38L
7967,ENSCAFG00000011146,ABHD4
7968,ENSCAFG00000011147,ESAM
7969,ENSCAFG00000011148,RGS9
7970,ENSCAFG00000011149,SNRNP40
7971,ENSCAFG00000011150,GALNT17
7972,ENSCAFG00000011151,ZNF281
7973,ENSCAFG00000011152,ALKBH2
7974,ENSCAFG00000011153,NA
7975,ENSCAFG00000011154,GPR156
7976,ENSCAFG00000011155,STARD9
7977,ENSCAFG00000011157,CASP7
7978,ENSCAFG00000011158,CFAP46
7979,ENSCAFG00000011159,OXA1L
7980,ENSCAFG00000011160,LRRC58
7981,ENSCAFG00000011161,NA
7982,ENSCAFG00000011162,VSIG2
7983,ENSCAFG00000011163,ARSF
7984,ENSCAFG00000011164,UBA7
7985,ENSCAFG00000011165,USP30
7986,ENSCAFG00000011166,NA
7987,ENSCAFG00000011167,PAPSS1
7988,ENSCAFG00000011168,NRGN
7989,ENSCAFG00000011169,PLEKHS1
7990,ENSCAFG00000011170,DIS3L2
7991,ENSCAFG00000011171,ALDH3B1
7992,ENSCAFG00000011172,FSTL1
7993,ENSCAFG00000011174,CDAN1
7994,ENSCAFG00000011175,NKAIN1
7995,ENSCAFG00000011176,NR5A2
7996,ENSCAFG00000011177,SLC7A7
7997,ENSCAFG00000011178,CD160
7998,ENSCAFG00000011179,FAM20C
7999,ENSCAFG00000011180,MXRA5
8000,ENSCAFG00000011181,ARFGEF2
8001,ENSCAFG00000011182,NA
8002,ENSCAFG00000011183,TM7SF3
8003,ENSCAFG00000011184,SIAE
8004,ENSCAFG00000011185,SVOP
8005,ENSCAFG00000011186,DCLRE1A
8006,ENSCAFG00000011187,PRKX
8007,ENSCAFG00000011188,GALNT3
8008,ENSCAFG00000011191,MRPL52
8009,ENSCAFG00000011192,NA
8010,ENSCAFG00000011193,PDGFA
8011,ENSCAFG00000011195,NA
8012,ENSCAFG00000011196,NID1
8013,ENSCAFG00000011197,MMP14
8014,ENSCAFG00000011198,ST8SIA2
8015,ENSCAFG00000011200,SGMS2
8016,ENSCAFG00000011202,LRP10
8017,ENSCAFG00000011203,CYP2U1
8018,ENSCAFG00000011204,NDUFB4
8019,ENSCAFG00000011205,PUM1
8020,ENSCAFG00000011206,NHLRC2
8021,ENSCAFG00000011207,DAG1
8022,ENSCAFG00000011210,UNC93B1
8023,ENSCAFG00000011211,ECEL1
8024,ENSCAFG00000011212,PIK3CA
8025,ENSCAFG00000011215,TBRG1
8026,ENSCAFG00000011216,HADH
8027,ENSCAFG00000011217,RBM23
8028,ENSCAFG00000011219,ADRB1
8029,ENSCAFG00000011221,FGFR1OP2
8030,ENSCAFG00000011222,TTBK2
8031,ENSCAFG00000011224,DAO
8032,ENSCAFG00000011225,NA
8033,ENSCAFG00000011226,IP6K1
8034,ENSCAFG00000011227,PRSS56
8035,ENSCAFG00000011229,AUTS2
8036,ENSCAFG00000011230,PANX3
8037,ENSCAFG00000011231,LYST
8038,ENSCAFG00000011233,PRKAR1B
8039,ENSCAFG00000011234,SDC3
8040,ENSCAFG00000011235,ZNF184
8041,ENSCAFG00000011236,AXIN2
8042,ENSCAFG00000011237,OR8A1
8043,ENSCAFG00000011239,CCDC186
8044,ENSCAFG00000011240,OR8B12
8045,ENSCAFG00000011241,SLCO3A1
8046,ENSCAFG00000011242,NA
8047,ENSCAFG00000011243,PRMT5
8048,ENSCAFG00000011246,ALDH3B2
8049,ENSCAFG00000011247,LAPTM5
8050,ENSCAFG00000011248,AMIGO3
8051,ENSCAFG00000011251,NA
8052,ENSCAFG00000011252,LEF1
8053,ENSCAFG00000011253,INTS13
8054,ENSCAFG00000011254,HGD
8055,ENSCAFG00000011255,OR8B4
8056,ENSCAFG00000011256,DNAAF5
8057,ENSCAFG00000011257,POLR3C
8058,ENSCAFG00000011260,CSE1L
8059,ENSCAFG00000011261,SSH1
8060,ENSCAFG00000011262,OR8B3
8061,ENSCAFG00000011263,NA
8062,ENSCAFG00000011264,TBX10
8063,ENSCAFG00000011265,PTPRC
8064,ENSCAFG00000011266,TDRD1
8065,ENSCAFG00000011267,AJUBA
8066,ENSCAFG00000011268,B3GALNT2
8067,ENSCAFG00000011271,KCNMB3
8068,ENSCAFG00000011273,SUN1
8069,ENSCAFG00000011274,SV2B
8070,ENSCAFG00000011275,MARK1
8071,ENSCAFG00000011278,PUDP
8072,ENSCAFG00000011279,ZNF639
8073,ENSCAFG00000011281,APOH
8074,ENSCAFG00000011283,CHRND
8075,ENSCAFG00000011284,C8H14orf93
8076,ENSCAFG00000011285,NUDT17
8077,ENSCAFG00000011286,OSTC
8078,ENSCAFG00000011287,STS
8079,ENSCAFG00000011290,RNF123
8080,ENSCAFG00000011291,TBCE
8081,ENSCAFG00000011293,OR8D2
8082,ENSCAFG00000011295,PSMB5
8083,ENSCAFG00000011298,VWA2
8084,ENSCAFG00000011300,OR8D6
8085,ENSCAFG00000011301,CORO1C
8086,ENSCAFG00000011303,GGPS1
8087,ENSCAFG00000011306,GTF2E1
8088,ENSCAFG00000011308,MFN1
8089,ENSCAFG00000011309,GET4
8090,ENSCAFG00000011310,OR10D3
8091,ENSCAFG00000011314,ETNPPL
8092,ENSCAFG00000011317,SELPLG
8093,ENSCAFG00000011318,ANOS1
8094,ENSCAFG00000011319,PIAS3
8095,ENSCAFG00000011322,ATP6V1G3
8096,ENSCAFG00000011323,NA
8097,ENSCAFG00000011324,ISCU
8098,ENSCAFG00000011325,NA
8099,ENSCAFG00000011326,PRKCA
8100,ENSCAFG00000011328,EIF4E2
8101,ENSCAFG00000011329,NA
8102,ENSCAFG00000011330,NEK7
8103,ENSCAFG00000011331,ANKRD35
8104,ENSCAFG00000011332,MTARC2
8105,ENSCAFG00000011334,RCC1L
8106,ENSCAFG00000011335,GNB4
8107,ENSCAFG00000011336,MTARC1
8108,ENSCAFG00000011339,LHX9
8109,ENSCAFG00000011340,HLX
8110,ENSCAFG00000011342,NA
8111,ENSCAFG00000011344,ADAP1
8112,ENSCAFG00000011345,ITPR2
8113,ENSCAFG00000011346,ITGA10
8114,ENSCAFG00000011347,STAU1
8115,ENSCAFG00000011348,AFAP1L2
8116,ENSCAFG00000011349,GSTP1
8117,ENSCAFG00000011350,COX19
8118,ENSCAFG00000011352,SART3
8119,ENSCAFG00000011353,DENND1B
8120,ENSCAFG00000011354,CASTOR2
8121,ENSCAFG00000011356,VWA5A
8122,ENSCAFG00000011357,PEX11B
8123,ENSCAFG00000011358,DISP1
8124,ENSCAFG00000011361,COL25A1
8125,ENSCAFG00000011362,NA
8126,ENSCAFG00000011363,CABP2
8127,ENSCAFG00000011364,ACTL6A
8128,ENSCAFG00000011365,CRB1
8129,ENSCAFG00000011366,KCNB1
8130,ENSCAFG00000011367,NA
8131,ENSCAFG00000011368,TLR5
8132,ENSCAFG00000011370,CDK2AP2
8133,ENSCAFG00000011371,LIX1L
8134,ENSCAFG00000011372,CACNG1
8135,ENSCAFG00000011373,SUSD4
8136,ENSCAFG00000011376,AKAP13
8137,ENSCAFG00000011378,ANKRD34A
8138,ENSCAFG00000011379,FICD
8139,ENSCAFG00000011380,MRPL47
8140,ENSCAFG00000011381,ZBTB41
8141,ENSCAFG00000011382,RPL31
8142,ENSCAFG00000011383,CMKLR1
8143,ENSCAFG00000011384,DDX27
8144,ENSCAFG00000011388,SHROOM2
8145,ENSCAFG00000011389,NA
8146,ENSCAFG00000011390,WSCD2
8147,ENSCAFG00000011392,SSPN
8148,ENSCAFG00000011393,CLDN34
8149,ENSCAFG00000011394,KLHL25
8150,ENSCAFG00000011396,NA
8151,ENSCAFG00000011397,OR10G6
8152,ENSCAFG00000011398,CDH24
8153,ENSCAFG00000011399,RASSF8
8154,ENSCAFG00000011401,KIRREL1
8155,ENSCAFG00000011403,ASPM
8156,ENSCAFG00000011404,AGBL1
8157,ENSCAFG00000011405,TXNIP
8158,ENSCAFG00000011407,SEC24B
8159,ENSCAFG00000011408,ZNFX1
8160,ENSCAFG00000011411,MST1
8161,ENSCAFG00000011415,MCUB
8162,ENSCAFG00000011416,F13B
8163,ENSCAFG00000011417,NA
8164,ENSCAFG00000011418,HJV
8165,ENSCAFG00000011421,LMNTD1
8166,ENSCAFG00000011422,HELZ
8167,ENSCAFG00000011426,PTGIS
8168,ENSCAFG00000011427,ACIN1
8169,ENSCAFG00000011428,KRAS
8170,ENSCAFG00000011429,DYRK3
8171,ENSCAFG00000011430,STXBP5L
8172,ENSCAFG00000011431,NA
8173,ENSCAFG00000011433,CEBPE
8174,ENSCAFG00000011434,UBR1
8175,ENSCAFG00000011435,NA
8176,ENSCAFG00000011436,OR10S1
8177,ENSCAFG00000011438,SCN9A
8178,ENSCAFG00000011439,ARID4B
8179,ENSCAFG00000011441,CFAP94
8180,ENSCAFG00000011443,IL10
8181,ENSCAFG00000011444,NA
8182,ENSCAFG00000011445,B4GALT5
8183,ENSCAFG00000011446,USP13
8184,ENSCAFG00000011449,APEH
8185,ENSCAFG00000011450,IL19
8186,ENSCAFG00000011451,PITPNM1
8187,ENSCAFG00000011452,NA
8188,ENSCAFG00000011453,PSMD12
8189,ENSCAFG00000011454,SLC7A8
8190,ENSCAFG00000011456,OR4D5
8191,ENSCAFG00000011457,NTRK3
8192,ENSCAFG00000011458,IRAG2
8193,ENSCAFG00000011459,IL20
8194,ENSCAFG00000011460,SLC9A8
8195,ENSCAFG00000011461,WWC3
8196,ENSCAFG00000011462,CFI
8197,ENSCAFG00000011465,NA
8198,ENSCAFG00000011466,IL24
8199,ENSCAFG00000011468,HOMEZ
8200,ENSCAFG00000011470,OR8D4
8201,ENSCAFG00000011471,PPP1R3E
8202,ENSCAFG00000011472,OR10T2
8203,ENSCAFG00000011474,FCMR
8204,ENSCAFG00000011476,PITPNC1
8205,ENSCAFG00000011477,BSN
8206,ENSCAFG00000011479,POLQ
8207,ENSCAFG00000011481,IL29L
8208,ENSCAFG00000011482,PABPN1
8209,ENSCAFG00000011484,GIGYF2
8210,ENSCAFG00000011485,NICN1
8211,ENSCAFG00000011486,SPATA2
8212,ENSCAFG00000011487,BCAT1
8213,ENSCAFG00000011489,AMT
8214,ENSCAFG00000011490,RNF114
8215,ENSCAFG00000011491,OR2B7
8216,ENSCAFG00000011492,MRPL46
8217,ENSCAFG00000011493,TCTA
8218,ENSCAFG00000011494,PEX5L
8219,ENSCAFG00000011495,GPX1
8220,ENSCAFG00000011496,PIGR
8221,ENSCAFG00000011497,OR6M1
8222,ENSCAFG00000011498,SGSM1
8223,ENSCAFG00000011499,SNAI1
8224,ENSCAFG00000011500,NOL11
8225,ENSCAFG00000011501,OR6X1
8226,ENSCAFG00000011502,MRPS11
8227,ENSCAFG00000011503,GAR1
8228,ENSCAFG00000011504,FCGR1A
8229,ENSCAFG00000011506,RRH
8230,ENSCAFG00000011507,RBM34
8231,ENSCAFG00000011509,ZNF202
8232,ENSCAFG00000011510,DET1
8233,ENSCAFG00000011512,FBXO40
8234,ENSCAFG00000011513,ABLIM1
8235,ENSCAFG00000011514,GTF2I
8236,ENSCAFG00000011515,AIP
8237,ENSCAFG00000011516,TOMM20
8238,ENSCAFG00000011517,NA
8239,ENSCAFG00000011518,FCAMR
8240,ENSCAFG00000011519,LRIT3
8241,ENSCAFG00000011520,TTC14
8242,ENSCAFG00000011521,AEN
8243,ENSCAFG00000011522,IRF2BP2
8244,ENSCAFG00000011523,C7H1orf116
8245,ENSCAFG00000011524,PTPRU
8246,ENSCAFG00000011525,ISG20
8247,ENSCAFG00000011526,YOD1
8248,ENSCAFG00000011530,OR10K2
8249,ENSCAFG00000011531,PTPN1
8250,ENSCAFG00000011532,EGF
8251,ENSCAFG00000011533,TARBP1
8252,ENSCAFG00000011534,ACAN
8253,ENSCAFG00000011535,TMEM134
8254,ENSCAFG00000011536,ZKSCAN8
8255,ENSCAFG00000011537,CLCN4
8256,ENSCAFG00000011538,SCN3B
8257,ENSCAFG00000011540,CCDC39
8258,ENSCAFG00000011541,COA6
8259,ENSCAFG00000011542,HAPLN3
8260,ENSCAFG00000011544,AOX4
8261,ENSCAFG00000011547,CABP4
8262,ENSCAFG00000011548,SLC35F3
8263,ENSCAFG00000011549,ELOVL6
8264,ENSCAFG00000011550,PFKFB2
8265,ENSCAFG00000011551,CYP2W1
8266,ENSCAFG00000011552,BPTF
8267,ENSCAFG00000011554,GPR152
8268,ENSCAFG00000011555,MFGE8
8269,ENSCAFG00000011556,RIPOR3
8270,ENSCAFG00000011559,HCLS1
8271,ENSCAFG00000011564,KCNK1
8272,ENSCAFG00000011565,CORO1B
8273,ENSCAFG00000011566,MAP3K21
8274,ENSCAFG00000011567,USP19
8275,ENSCAFG00000011570,MID1
8276,ENSCAFG00000011571,SOX5
8277,ENSCAFG00000011572,KCNG1
8278,ENSCAFG00000011573,CRYBB3
8279,ENSCAFG00000011576,ADNP
8280,ENSCAFG00000011577,KCNJ13
8281,ENSCAFG00000011580,ENPEP
8282,ENSCAFG00000011582,FXR1
8283,ENSCAFG00000011583,ABHD2
8284,ENSCAFG00000011584,GRAMD1B
8285,ENSCAFG00000011585,PCNX2
8286,ENSCAFG00000011587,NGEF
8287,ENSCAFG00000011588,SV2A
8288,ENSCAFG00000011590,RPS6KB2
8289,ENSCAFG00000011591,HCCS
8290,ENSCAFG00000011592,TTC21B
8291,ENSCAFG00000011594,RLBP1
8292,ENSCAFG00000011595,ARHGAP6
8293,ENSCAFG00000011596,MOCS3
8294,ENSCAFG00000011597,CARNS1
8295,ENSCAFG00000011598,NA
8296,ENSCAFG00000011599,TBC1D10C
8297,ENSCAFG00000011602,AMELX
8298,ENSCAFG00000011603,GRK3
8299,ENSCAFG00000011605,EFS
8300,ENSCAFG00000011607,MSMO1
8301,ENSCAFG00000011608,OR6P1
8302,ENSCAFG00000011610,IL25
8303,ENSCAFG00000011611,MSL3
8304,ENSCAFG00000011612,NA
8305,ENSCAFG00000011613,CMTM5
8306,ENSCAFG00000011615,GOLGB1
8307,ENSCAFG00000011616,MAP10
8308,ENSCAFG00000011617,SF3B4
8309,ENSCAFG00000011618,RAD9A
8310,ENSCAFG00000011619,MYH7
8311,ENSCAFG00000011620,FANCI
8312,ENSCAFG00000011625,NFATC2
8313,ENSCAFG00000011627,FRMPD4
8314,ENSCAFG00000011628,PITX2
8315,ENSCAFG00000011629,CLCF1
8316,ENSCAFG00000011630,NA
8317,ENSCAFG00000011631,NGDN
8318,ENSCAFG00000011633,FAM160B1
8319,ENSCAFG00000011636,FAM241A
8320,ENSCAFG00000011637,IQCB1
8321,ENSCAFG00000011638,SPTA1
8322,ENSCAFG00000011643,AP1AR
8323,ENSCAFG00000011644,NA
8324,ENSCAFG00000011646,ZFHX2
8325,ENSCAFG00000011648,SCN7A
8326,ENSCAFG00000011650,INPP5D
8327,ENSCAFG00000011651,THTPA
8328,ENSCAFG00000011652,MTMR11
8329,ENSCAFG00000011654,TIFA
8330,ENSCAFG00000011655,SSH3
8331,ENSCAFG00000011656,CLMP
8332,ENSCAFG00000011657,EAF2
8333,ENSCAFG00000011659,ATP9A
8334,ENSCAFG00000011660,MYO18B
8335,ENSCAFG00000011661,C20H3orf62
8336,ENSCAFG00000011662,PRPS2
8337,ENSCAFG00000011663,MECR
8338,ENSCAFG00000011665,SIPA1L2
8339,ENSCAFG00000011666,HSPA8
8340,ENSCAFG00000011667,ETNK1
8341,ENSCAFG00000011668,IHO1
8342,ENSCAFG00000011669,SRSF4
8343,ENSCAFG00000011670,ALPK1
