,ensembl_gene_id,Hugo_Symbol
24813,ENSCAFG00000044299,NA
24814,ENSCAFG00000044300,NA
24815,ENSCAFG00000044301,NA
24816,ENSCAFG00000044302,NA
24817,ENSCAFG00000044303,NA
24818,ENSCAFG00000044304,NA
24819,ENSCAFG00000044305,NA
24820,ENSCAFG00000044306,NA
24821,ENSCAFG00000044307,NA
24822,ENSCAFG00000044308,NA
24823,ENSCAFG00000044309,NA
24824,ENSCAFG00000044310,NA
24825,ENSCAFG00000044311,NA
24826,ENSCAFG00000044312,NA
24827,ENSCAFG00000044313,NA
24828,ENSCAFG00000044314,NA
24829,ENSCAFG00000044315,NA
24830,ENSCAFG00000044316,NA
24831,ENSCAFG00000044317,NA
24832,ENSCAFG00000044318,NA
24833,ENSCAFG00000044319,NA
24834,ENSCAFG00000044320,ZNF576
24835,ENSCAFG00000044321,NA
24836,ENSCAFG00000044322,OR2T22
24837,ENSCAFG00000044323,NA
24838,ENSCAFG00000044324,NA
24839,ENSCAFG00000044325,NA
24840,ENSCAFG00000044326,NA
24841,ENSCAFG00000044327,NA
24842,ENSCAFG00000044328,NA
24843,ENSCAFG00000044329,OR9S3
24844,ENSCAFG00000044330,NA
24845,ENSCAFG00000044331,NA
24846,ENSCAFG00000044332,NA
24847,ENSCAFG00000044333,NA
24848,ENSCAFG00000044334,NA
24849,ENSCAFG00000044335,NA
24850,ENSCAFG00000044336,NA
24851,ENSCAFG00000044337,NA
24852,ENSCAFG00000044338,NA
24853,ENSCAFG00000044339,NA
24854,ENSCAFG00000044340,NA
24855,ENSCAFG00000044341,NA
24856,ENSCAFG00000044342,OR8S1
24857,ENSCAFG00000044343,NA
24858,ENSCAFG00000044344,NA
24859,ENSCAFG00000044345,NA
24860,ENSCAFG00000044346,NA
24861,ENSCAFG00000044347,NA
24862,ENSCAFG00000044348,NA
24863,ENSCAFG00000044349,NA
24864,ENSCAFG00000044350,NA
24865,ENSCAFG00000044352,NA
24866,ENSCAFG00000044353,C8orf88
24867,ENSCAFG00000044354,NA
24868,ENSCAFG00000044355,NA
24869,ENSCAFG00000044356,NA
24870,ENSCAFG00000044357,NA
24871,ENSCAFG00000044358,NA
24872,ENSCAFG00000044359,POLR2K
24873,ENSCAFG00000044360,NA
24874,ENSCAFG00000044361,NA
24875,ENSCAFG00000044362,NA
24876,ENSCAFG00000044363,NA
24877,ENSCAFG00000044364,NA
24878,ENSCAFG00000044365,NA
24879,ENSCAFG00000044366,NA
24880,ENSCAFG00000044367,NA
24881,ENSCAFG00000044368,NA
24882,ENSCAFG00000044369,NA
24883,ENSCAFG00000044370,NA
24884,ENSCAFG00000044371,NA
24885,ENSCAFG00000044372,NA
24886,ENSCAFG00000044373,NA
24887,ENSCAFG00000044374,NA
24888,ENSCAFG00000044375,NA
24889,ENSCAFG00000044376,NA
24890,ENSCAFG00000044377,NA
24891,ENSCAFG00000044378,NA
24892,ENSCAFG00000044379,NA
24893,ENSCAFG00000044380,NA
24894,ENSCAFG00000044381,NA
24895,ENSCAFG00000044382,NA
24896,ENSCAFG00000044383,NA
24897,ENSCAFG00000044384,NA
24898,ENSCAFG00000044385,NA
24899,ENSCAFG00000044386,NA
24900,ENSCAFG00000044387,NA
24901,ENSCAFG00000044388,NA
24902,ENSCAFG00000044389,NA
24903,ENSCAFG00000044390,NA
24904,ENSCAFG00000044392,NA
24905,ENSCAFG00000044393,NA
24906,ENSCAFG00000044394,NA
24907,ENSCAFG00000044395,NA
24908,ENSCAFG00000044396,NA
24909,ENSCAFG00000044397,NA
24910,ENSCAFG00000044398,NA
24911,ENSCAFG00000044399,NA
24912,ENSCAFG00000044400,NA
24913,ENSCAFG00000044401,NA
24914,ENSCAFG00000044402,NA
24915,ENSCAFG00000044403,NA
24916,ENSCAFG00000044404,NA
24917,ENSCAFG00000044405,NA
24918,ENSCAFG00000044406,NA
24919,ENSCAFG00000044407,NA
24920,ENSCAFG00000044408,SGK2
24921,ENSCAFG00000044409,NA
24922,ENSCAFG00000044410,NA
24923,ENSCAFG00000044411,NA
24924,ENSCAFG00000044412,NA
24925,ENSCAFG00000044413,NA
24926,ENSCAFG00000044415,NA
24927,ENSCAFG00000044416,NA
24928,ENSCAFG00000044417,NA
24929,ENSCAFG00000044418,NA
24930,ENSCAFG00000044419,NA
24931,ENSCAFG00000044420,NA
24932,ENSCAFG00000044421,NA
24933,ENSCAFG00000044422,NA
24934,ENSCAFG00000044423,OR11G2B
24935,ENSCAFG00000044424,NA
24936,ENSCAFG00000044425,NA
24937,ENSCAFG00000044426,NA
24938,ENSCAFG00000044428,NA
24939,ENSCAFG00000044429,NA
24940,ENSCAFG00000044430,NA
24941,ENSCAFG00000044432,NA
24942,ENSCAFG00000044433,NA
24943,ENSCAFG00000044434,NA
24944,ENSCAFG00000044435,NA
24945,ENSCAFG00000044436,NA
24946,ENSCAFG00000044437,NA
24947,ENSCAFG00000044438,NA
24948,ENSCAFG00000044439,OR6Z3
24949,ENSCAFG00000044440,NA
24950,ENSCAFG00000044441,NA
24951,ENSCAFG00000044442,NA
24952,ENSCAFG00000044443,NA
24953,ENSCAFG00000044444,NA
24954,ENSCAFG00000044445,NA
24955,ENSCAFG00000044446,NA
24956,ENSCAFG00000044447,NA
24957,ENSCAFG00000044448,NA
24958,ENSCAFG00000044449,NA
24959,ENSCAFG00000044450,NA
24960,ENSCAFG00000044451,NA
24961,ENSCAFG00000044452,NA
24962,ENSCAFG00000044453,NA
24963,ENSCAFG00000044454,NA
24964,ENSCAFG00000044455,NA
24965,ENSCAFG00000044456,NA
24966,ENSCAFG00000044457,NA
24967,ENSCAFG00000044458,NA
24968,ENSCAFG00000044459,HYPK
24969,ENSCAFG00000044460,NA
24970,ENSCAFG00000044461,NA
24971,ENSCAFG00000044462,NA
24972,ENSCAFG00000044463,NA
24973,ENSCAFG00000044464,NA
24974,ENSCAFG00000044465,FBLL1
24975,ENSCAFG00000044466,NA
24976,ENSCAFG00000044467,NA
24977,ENSCAFG00000044468,NA
24978,ENSCAFG00000044469,NA
24979,ENSCAFG00000044470,NA
24980,ENSCAFG00000044471,NA
24981,ENSCAFG00000044472,NA
24982,ENSCAFG00000044473,NA
24983,ENSCAFG00000044474,NA
24984,ENSCAFG00000044475,NA
24985,ENSCAFG00000044476,NA
24986,ENSCAFG00000044477,NA
24987,ENSCAFG00000044478,NA
24988,ENSCAFG00000044479,NA
24989,ENSCAFG00000044480,NA
24990,ENSCAFG00000044481,NA
24991,ENSCAFG00000044482,NA
24992,ENSCAFG00000044483,NA
24993,ENSCAFG00000044484,NA
24994,ENSCAFG00000044485,NA
24995,ENSCAFG00000044486,NA
24996,ENSCAFG00000044487,NA
24997,ENSCAFG00000044488,DAP
24998,ENSCAFG00000044489,NA
24999,ENSCAFG00000044490,NA
25000,ENSCAFG00000044491,NA
25001,ENSCAFG00000044492,NA
25002,ENSCAFG00000044493,NA
25003,ENSCAFG00000044494,NA
25004,ENSCAFG00000044495,NA
25005,ENSCAFG00000044496,NA
25006,ENSCAFG00000044497,NA
25007,ENSCAFG00000044498,NA
25008,ENSCAFG00000044499,NA
25009,ENSCAFG00000044500,NA
25010,ENSCAFG00000044501,NA
25011,ENSCAFG00000044502,NA
25012,ENSCAFG00000044503,NA
25013,ENSCAFG00000044504,NA
25014,ENSCAFG00000044505,NA
25015,ENSCAFG00000044506,NA
25016,ENSCAFG00000044507,OR5BS1P
25017,ENSCAFG00000044508,NA
25018,ENSCAFG00000044509,NA
25019,ENSCAFG00000044510,NA
25020,ENSCAFG00000044511,NA
25021,ENSCAFG00000044512,NA
25022,ENSCAFG00000044514,NA
25023,ENSCAFG00000044515,NA
25024,ENSCAFG00000044516,NA
25025,ENSCAFG00000044517,NA
25026,ENSCAFG00000044518,NA
25027,ENSCAFG00000044519,NA
25028,ENSCAFG00000044520,NA
25029,ENSCAFG00000044521,NA
25030,ENSCAFG00000044522,OR11K2
25031,ENSCAFG00000044523,NA
25032,ENSCAFG00000044524,NA
25033,ENSCAFG00000044526,NA
25034,ENSCAFG00000044527,NA
25035,ENSCAFG00000044528,NA
25036,ENSCAFG00000044529,NA
25037,ENSCAFG00000044530,NA
25038,ENSCAFG00000044531,OR5AK7
25039,ENSCAFG00000044532,NA
25040,ENSCAFG00000044533,OR5AN1
25041,ENSCAFG00000044534,NA
25042,ENSCAFG00000044535,NA
25043,ENSCAFG00000044536,NA
25044,ENSCAFG00000044537,NA
25045,ENSCAFG00000044538,NA
25046,ENSCAFG00000044539,NA
25047,ENSCAFG00000044540,NA
25048,ENSCAFG00000044541,NA
25049,ENSCAFG00000044542,NA
25050,ENSCAFG00000044543,NA
25051,ENSCAFG00000044544,NA
25052,ENSCAFG00000044545,NA
25053,ENSCAFG00000044546,NA
25054,ENSCAFG00000044547,NA
25055,ENSCAFG00000044548,NA
25056,ENSCAFG00000044549,NA
25057,ENSCAFG00000044550,NA
25058,ENSCAFG00000044551,NA
25059,ENSCAFG00000044552,NA
25060,ENSCAFG00000044553,NA
25061,ENSCAFG00000044554,NA
25062,ENSCAFG00000044555,NA
25063,ENSCAFG00000044556,NA
25064,ENSCAFG00000044557,NA
25065,ENSCAFG00000044558,NA
25066,ENSCAFG00000044559,NA
25067,ENSCAFG00000044560,NA
25068,ENSCAFG00000044561,NA
25069,ENSCAFG00000044562,NA
25070,ENSCAFG00000044563,NA
25071,ENSCAFG00000044564,NA
25072,ENSCAFG00000044565,NA
25073,ENSCAFG00000044566,FAHD1
25074,ENSCAFG00000044567,NA
25075,ENSCAFG00000044568,NA
25076,ENSCAFG00000044569,BET1
25077,ENSCAFG00000044570,NA
25078,ENSCAFG00000044571,NA
25079,ENSCAFG00000044572,NA
25080,ENSCAFG00000044573,NA
25081,ENSCAFG00000044574,NA
25082,ENSCAFG00000044575,NA
25083,ENSCAFG00000044576,NA
25084,ENSCAFG00000044577,NA
25085,ENSCAFG00000044578,NA
25086,ENSCAFG00000044579,NA
25087,ENSCAFG00000044580,NA
25088,ENSCAFG00000044581,NA
25089,ENSCAFG00000044583,DEFB114
25090,ENSCAFG00000044584,NA
25091,ENSCAFG00000044585,NA
25092,ENSCAFG00000044586,NA
25093,ENSCAFG00000044587,NA
25094,ENSCAFG00000044588,NA
25095,ENSCAFG00000044589,NA
25096,ENSCAFG00000044590,NA
25097,ENSCAFG00000044591,NA
25098,ENSCAFG00000044592,NA
25099,ENSCAFG00000044593,NA
25100,ENSCAFG00000044594,NA
25101,ENSCAFG00000044595,NA
25102,ENSCAFG00000044596,NA
25103,ENSCAFG00000044597,NA
25104,ENSCAFG00000044598,NA
25105,ENSCAFG00000044599,NA
25106,ENSCAFG00000044600,NA
25107,ENSCAFG00000044601,NA
25108,ENSCAFG00000044602,NA
25109,ENSCAFG00000044603,NA
25110,ENSCAFG00000044604,NA
25111,ENSCAFG00000044605,NA
25112,ENSCAFG00000044606,NA
25113,ENSCAFG00000044607,NA
25114,ENSCAFG00000044608,NA
25115,ENSCAFG00000044609,NA
25116,ENSCAFG00000044610,NA
25117,ENSCAFG00000044611,NA
25118,ENSCAFG00000044612,NA
25119,ENSCAFG00000044613,OR5L1B
25120,ENSCAFG00000044614,OR56B2C
25121,ENSCAFG00000044615,NA
25122,ENSCAFG00000044616,NA
25123,ENSCAFG00000044617,NA
25124,ENSCAFG00000044618,NA
25125,ENSCAFG00000044619,TMEM265
25126,ENSCAFG00000044620,NA
25127,ENSCAFG00000044621,NA
25128,ENSCAFG00000044622,NA
25129,ENSCAFG00000044623,NA
25130,ENSCAFG00000044624,NA
25131,ENSCAFG00000044625,NA
25132,ENSCAFG00000044626,NA
25133,ENSCAFG00000044627,NA
25134,ENSCAFG00000044628,NA
25135,ENSCAFG00000044629,NA
25136,ENSCAFG00000044630,NA
25137,ENSCAFG00000044631,NA
25138,ENSCAFG00000044632,NA
25139,ENSCAFG00000044633,NA
25140,ENSCAFG00000044634,NA
25141,ENSCAFG00000044635,PSMA2
25142,ENSCAFG00000044636,NA
25143,ENSCAFG00000044637,NA
25144,ENSCAFG00000044638,NA
25145,ENSCAFG00000044639,NA
25146,ENSCAFG00000044640,NA
25147,ENSCAFG00000044641,NA
25148,ENSCAFG00000044642,NA
25149,ENSCAFG00000044643,NA
25150,ENSCAFG00000044644,NA
25151,ENSCAFG00000044645,NA
25152,ENSCAFG00000044646,NA
25153,ENSCAFG00000044647,NA
25154,ENSCAFG00000044648,NME5
25155,ENSCAFG00000044649,NA
25156,ENSCAFG00000044650,IFGGB2
25157,ENSCAFG00000044651,NA
25158,ENSCAFG00000044652,NA
25159,ENSCAFG00000044653,NA
25160,ENSCAFG00000044654,NA
25161,ENSCAFG00000044655,NA
25162,ENSCAFG00000044656,NA
25163,ENSCAFG00000044657,NA
25164,ENSCAFG00000044658,NA
25165,ENSCAFG00000044659,NA
25166,ENSCAFG00000044660,NA
25167,ENSCAFG00000044661,NA
25168,ENSCAFG00000044662,NA
25169,ENSCAFG00000044663,NA
25170,ENSCAFG00000044664,NA
25171,ENSCAFG00000044665,NA
25172,ENSCAFG00000044666,NA
25173,ENSCAFG00000044667,NA
25174,ENSCAFG00000044668,NA
25175,ENSCAFG00000044669,NA
25176,ENSCAFG00000044670,NA
25177,ENSCAFG00000044671,NA
25178,ENSCAFG00000044672,H2AC2
25179,ENSCAFG00000044673,NA
25180,ENSCAFG00000044674,OR8S2
25181,ENSCAFG00000044675,NA
25182,ENSCAFG00000044676,NA
25183,ENSCAFG00000044677,NA
25184,ENSCAFG00000044678,NA
25185,ENSCAFG00000044679,NA
25186,ENSCAFG00000044680,NA
25187,ENSCAFG00000044681,NA
25188,ENSCAFG00000044682,NA
25189,ENSCAFG00000044683,NA
25190,ENSCAFG00000044684,NA
25191,ENSCAFG00000044685,NA
25192,ENSCAFG00000044686,MRPL53
25193,ENSCAFG00000044687,NA
25194,ENSCAFG00000044688,NA
25195,ENSCAFG00000044689,NA
25196,ENSCAFG00000044690,VHL
25197,ENSCAFG00000044691,NA
25198,ENSCAFG00000044692,NA
25199,ENSCAFG00000044693,NA
25200,ENSCAFG00000044694,NA
25201,ENSCAFG00000044695,NA
25202,ENSCAFG00000044696,NA
25203,ENSCAFG00000044697,NA
25204,ENSCAFG00000044698,NA
25205,ENSCAFG00000044699,NA
25206,ENSCAFG00000044700,NA
25207,ENSCAFG00000044701,NA
25208,ENSCAFG00000044702,OR9S23P
25209,ENSCAFG00000044703,NA
25210,ENSCAFG00000044704,NA
25211,ENSCAFG00000044705,NA
25212,ENSCAFG00000044706,NA
25213,ENSCAFG00000044707,NA
25214,ENSCAFG00000044708,NA
25215,ENSCAFG00000044709,NA
25216,ENSCAFG00000044710,NA
25217,ENSCAFG00000044711,NA
25218,ENSCAFG00000044712,NA
25219,ENSCAFG00000044714,RAD21L1
25220,ENSCAFG00000044715,NA
25221,ENSCAFG00000044716,NA
25222,ENSCAFG00000044717,NA
25223,ENSCAFG00000044718,NA
25224,ENSCAFG00000044719,NA
25225,ENSCAFG00000044720,NA
25226,ENSCAFG00000044721,NA
25227,ENSCAFG00000044722,NA
25228,ENSCAFG00000044724,NA
25229,ENSCAFG00000044725,NA
25230,ENSCAFG00000044726,NA
25231,ENSCAFG00000044727,NA
25232,ENSCAFG00000044728,NA
25233,ENSCAFG00000044729,NA
25234,ENSCAFG00000044730,NA
25235,ENSCAFG00000044731,NA
25236,ENSCAFG00000044732,NA
25237,ENSCAFG00000044733,NA
25238,ENSCAFG00000044734,KRT28
25239,ENSCAFG00000044735,NA
25240,ENSCAFG00000044736,NA
25241,ENSCAFG00000044737,NA
25242,ENSCAFG00000044738,NA
25243,ENSCAFG00000044739,CCDC195
25244,ENSCAFG00000044740,NA
25245,ENSCAFG00000044741,NA
25246,ENSCAFG00000044742,NA
25247,ENSCAFG00000044743,NA
25248,ENSCAFG00000044744,NA
25249,ENSCAFG00000044745,NA
25250,ENSCAFG00000044746,NA
25251,ENSCAFG00000044747,NA
25252,ENSCAFG00000044748,NA
25253,ENSCAFG00000044749,NA
25254,ENSCAFG00000044750,NA
25255,ENSCAFG00000044751,NA
25256,ENSCAFG00000044752,NA
25257,ENSCAFG00000044753,NA
25258,ENSCAFG00000044754,NA
25259,ENSCAFG00000044755,NA
25260,ENSCAFG00000044756,NA
25261,ENSCAFG00000044757,NA
25262,ENSCAFG00000044758,NA
25263,ENSCAFG00000044759,NA
25264,ENSCAFG00000044760,NA
25265,ENSCAFG00000044761,NA
25266,ENSCAFG00000044762,NA
25267,ENSCAFG00000044763,NA
25268,ENSCAFG00000044764,NA
25269,ENSCAFG00000044766,NA
25270,ENSCAFG00000044767,NA
25271,ENSCAFG00000044768,NA
25272,ENSCAFG00000044769,NA
25273,ENSCAFG00000044770,NA
25274,ENSCAFG00000044771,NA
25275,ENSCAFG00000044772,TRAV25
25276,ENSCAFG00000044773,NA
25277,ENSCAFG00000044774,NA
25278,ENSCAFG00000044775,NA
25279,ENSCAFG00000044776,NA
25280,ENSCAFG00000044777,ZBTB32
25281,ENSCAFG00000044778,NA
25282,ENSCAFG00000044779,NA
25283,ENSCAFG00000044780,NA
25284,ENSCAFG00000044781,NA
25285,ENSCAFG00000044782,NA
25286,ENSCAFG00000044783,NA
25287,ENSCAFG00000044785,NA
25288,ENSCAFG00000044786,NA
25289,ENSCAFG00000044787,NA
25290,ENSCAFG00000044788,NA
25291,ENSCAFG00000044789,NA
25292,ENSCAFG00000044790,NA
25293,ENSCAFG00000044791,NA
25294,ENSCAFG00000044792,NA
25295,ENSCAFG00000044793,NA
25296,ENSCAFG00000044794,NA
25297,ENSCAFG00000044795,NA
25298,ENSCAFG00000044796,NA
25299,ENSCAFG00000044797,NA
25300,ENSCAFG00000044798,NA
25301,ENSCAFG00000044799,NA
25302,ENSCAFG00000044800,NA
25303,ENSCAFG00000044801,NA
25304,ENSCAFG00000044802,NA
25305,ENSCAFG00000044803,NA
25306,ENSCAFG00000044804,NA
25307,ENSCAFG00000044805,NA
25308,ENSCAFG00000044806,NA
25309,ENSCAFG00000044807,NA
25310,ENSCAFG00000044808,NA
25311,ENSCAFG00000044809,NA
25312,ENSCAFG00000044810,NA
25313,ENSCAFG00000044811,NA
25314,ENSCAFG00000044812,NA
25315,ENSCAFG00000044813,NA
25316,ENSCAFG00000044814,NA
25317,ENSCAFG00000044815,NA
25318,ENSCAFG00000044816,NA
25319,ENSCAFG00000044817,NA
25320,ENSCAFG00000044818,NA
25321,ENSCAFG00000044819,NA
25322,ENSCAFG00000044820,NA
25323,ENSCAFG00000044821,SCIN
25324,ENSCAFG00000044822,NA
25325,ENSCAFG00000044823,NA
25326,ENSCAFG00000044824,NA
25327,ENSCAFG00000044825,NA
25328,ENSCAFG00000044826,NA
25329,ENSCAFG00000044827,NA
25330,ENSCAFG00000044828,GPR52
25331,ENSCAFG00000044829,NA
25332,ENSCAFG00000044830,NA
25333,ENSCAFG00000044831,OR6C3I
25334,ENSCAFG00000044832,NA
25335,ENSCAFG00000044833,NA
25336,ENSCAFG00000044834,NA
25337,ENSCAFG00000044835,NA
25338,ENSCAFG00000044836,NA
25339,ENSCAFG00000044837,NA
25340,ENSCAFG00000044838,NA
25341,ENSCAFG00000044839,NA
25342,ENSCAFG00000044840,NA
25343,ENSCAFG00000044841,NA
25344,ENSCAFG00000044842,NA
25345,ENSCAFG00000044843,NA
25346,ENSCAFG00000044844,NA
25347,ENSCAFG00000044845,NA
25348,ENSCAFG00000044846,NA
25349,ENSCAFG00000044847,NA
25350,ENSCAFG00000044848,NA
25351,ENSCAFG00000044849,NA
25352,ENSCAFG00000044850,NA
25353,ENSCAFG00000044851,NA
25354,ENSCAFG00000044852,NA
25355,ENSCAFG00000044853,NA
25356,ENSCAFG00000044854,NA
25357,ENSCAFG00000044855,NA
25358,ENSCAFG00000044856,NA
25359,ENSCAFG00000044857,NA
25360,ENSCAFG00000044858,NA
25361,ENSCAFG00000044859,NA
25362,ENSCAFG00000044860,NA
25363,ENSCAFG00000044861,NA
25364,ENSCAFG00000044862,NA
25365,ENSCAFG00000044863,NA
25366,ENSCAFG00000044864,NA
25367,ENSCAFG00000044865,NA
25368,ENSCAFG00000044866,NA
25369,ENSCAFG00000044867,NA
25370,ENSCAFG00000044868,NA
25371,ENSCAFG00000044869,NA
25372,ENSCAFG00000044870,NA
25373,ENSCAFG00000044871,NA
25374,ENSCAFG00000044872,NA
25375,ENSCAFG00000044873,NA
25376,ENSCAFG00000044874,NA
25377,ENSCAFG00000044875,NA
25378,ENSCAFG00000044876,NA
25379,ENSCAFG00000044877,NA
25380,ENSCAFG00000044878,NA
25381,ENSCAFG00000044879,NA
25382,ENSCAFG00000044880,NA
25383,ENSCAFG00000044881,NA
25384,ENSCAFG00000044882,NA
25385,ENSCAFG00000044883,NA
25386,ENSCAFG00000044884,NA
25387,ENSCAFG00000044885,NA
25388,ENSCAFG00000044886,NA
25389,ENSCAFG00000044887,NA
25390,ENSCAFG00000044888,NA
25391,ENSCAFG00000044889,NA
25392,ENSCAFG00000044890,NA
25393,ENSCAFG00000044891,NA
25394,ENSCAFG00000044892,NA
25395,ENSCAFG00000044893,NA
25396,ENSCAFG00000044894,NA
25397,ENSCAFG00000044895,NA
25398,ENSCAFG00000044896,GPR143
25399,ENSCAFG00000044897,NA
25400,ENSCAFG00000044898,NA
25401,ENSCAFG00000044899,NA
25402,ENSCAFG00000044900,NA
25403,ENSCAFG00000044901,NA
25404,ENSCAFG00000044902,NA
25405,ENSCAFG00000044903,NA
25406,ENSCAFG00000044904,NA
25407,ENSCAFG00000044905,NA
25408,ENSCAFG00000044906,NA
25409,ENSCAFG00000044907,NA
25410,ENSCAFG00000044908,NA
25411,ENSCAFG00000044910,NA
25412,ENSCAFG00000044911,NA
25413,ENSCAFG00000044912,NA
25414,ENSCAFG00000044913,NA
25415,ENSCAFG00000044914,NA
25416,ENSCAFG00000044915,NA
25417,ENSCAFG00000044916,NA
25418,ENSCAFG00000044917,NA
25419,ENSCAFG00000044918,NA
25420,ENSCAFG00000044919,NA
25421,ENSCAFG00000044920,NA
25422,ENSCAFG00000044921,NA
25423,ENSCAFG00000044922,NA
25424,ENSCAFG00000044923,NA
25425,ENSCAFG00000044924,NA
25426,ENSCAFG00000044925,NA
25427,ENSCAFG00000044926,NA
25428,ENSCAFG00000044927,NA
25429,ENSCAFG00000044928,NA
25430,ENSCAFG00000044929,NA
25431,ENSCAFG00000044930,NA
25432,ENSCAFG00000044931,NA
25433,ENSCAFG00000044932,NA
25434,ENSCAFG00000044933,NA
25435,ENSCAFG00000044934,NA
25436,ENSCAFG00000044935,NA
25437,ENSCAFG00000044936,NA
25438,ENSCAFG00000044937,NA
25439,ENSCAFG00000044938,NA
25440,ENSCAFG00000044939,NA
25441,ENSCAFG00000044940,NA
25442,ENSCAFG00000044941,NA
25443,ENSCAFG00000044942,MSRB1
25444,ENSCAFG00000044943,NA
25445,ENSCAFG00000044944,NA
25446,ENSCAFG00000044945,NA
25447,ENSCAFG00000044946,NA
25448,ENSCAFG00000044947,NA
25449,ENSCAFG00000044948,NA
25450,ENSCAFG00000044949,NA
25451,ENSCAFG00000044950,NA
25452,ENSCAFG00000044951,NA
25453,ENSCAFG00000044952,NA
25454,ENSCAFG00000044953,KRT37
25455,ENSCAFG00000044954,NA
25456,ENSCAFG00000044956,OR9K2D
25457,ENSCAFG00000044957,NA
25458,ENSCAFG00000044958,NA
25459,ENSCAFG00000044959,OR52X3
25460,ENSCAFG00000044960,NA
25461,ENSCAFG00000044961,NA
25462,ENSCAFG00000044962,NA
25463,ENSCAFG00000044963,NA
25464,ENSCAFG00000044964,NA
25465,ENSCAFG00000044965,NA
25466,ENSCAFG00000044966,NA
25467,ENSCAFG00000044967,NA
25468,ENSCAFG00000044968,NA
25469,ENSCAFG00000044969,NA
25470,ENSCAFG00000044970,CDKN2D
25471,ENSCAFG00000044971,NA
25472,ENSCAFG00000044972,NA
25473,ENSCAFG00000044973,NA
25474,ENSCAFG00000044974,NA
25475,ENSCAFG00000044975,NA
25476,ENSCAFG00000044976,NA
25477,ENSCAFG00000044977,NA
25478,ENSCAFG00000044978,NA
25479,ENSCAFG00000044979,NA
25480,ENSCAFG00000044980,NA
25481,ENSCAFG00000044981,NA
25482,ENSCAFG00000044982,NA
25483,ENSCAFG00000044983,NA
25484,ENSCAFG00000044984,NA
25485,ENSCAFG00000044985,NA
25486,ENSCAFG00000044986,NA
25487,ENSCAFG00000044987,NA
25488,ENSCAFG00000044988,NA
25489,ENSCAFG00000044989,NA
25490,ENSCAFG00000044990,NA
25491,ENSCAFG00000044991,NA
25492,ENSCAFG00000044992,NA
25493,ENSCAFG00000044993,NA
25494,ENSCAFG00000044994,NA
25495,ENSCAFG00000044995,NA
25496,ENSCAFG00000044996,NA
25497,ENSCAFG00000044997,NA
25498,ENSCAFG00000044998,NA
25499,ENSCAFG00000044999,NA
25500,ENSCAFG00000045000,NA
25501,ENSCAFG00000045001,NA
25502,ENSCAFG00000045002,NA
25503,ENSCAFG00000045003,NA
25504,ENSCAFG00000045004,NA
25505,ENSCAFG00000045005,NA
25506,ENSCAFG00000045006,RTN4R
25507,ENSCAFG00000045007,NA
25508,ENSCAFG00000045008,NA
25509,ENSCAFG00000045009,NA
25510,ENSCAFG00000045010,NA
25511,ENSCAFG00000045011,NA
25512,ENSCAFG00000045012,NA
25513,ENSCAFG00000045013,NA
25514,ENSCAFG00000045014,NA
25515,ENSCAFG00000045015,NA
25516,ENSCAFG00000045016,NA
25517,ENSCAFG00000045017,NA
25518,ENSCAFG00000045018,NA
25519,ENSCAFG00000045019,NA
25520,ENSCAFG00000045020,NA
25521,ENSCAFG00000045021,NA
25522,ENSCAFG00000045022,NA
25523,ENSCAFG00000045023,NA
25524,ENSCAFG00000045024,NA
25525,ENSCAFG00000045025,NA
25526,ENSCAFG00000045026,NA
25527,ENSCAFG00000045027,NA
25528,ENSCAFG00000045028,NA
25529,ENSCAFG00000045029,NA
25530,ENSCAFG00000045030,NA
25531,ENSCAFG00000045031,NA
25532,ENSCAFG00000045032,NA
25533,ENSCAFG00000045033,NA
25534,ENSCAFG00000045034,NA
25535,ENSCAFG00000045035,NA
25536,ENSCAFG00000045036,NA
25537,ENSCAFG00000045037,H2BC20
25538,ENSCAFG00000045038,NA
25539,ENSCAFG00000045039,NA
25540,ENSCAFG00000045040,NA
25541,ENSCAFG00000045041,NA
25542,ENSCAFG00000045042,NA
25543,ENSCAFG00000045043,NA
25544,ENSCAFG00000045044,NA
25545,ENSCAFG00000045045,NA
25546,ENSCAFG00000045046,NA
25547,ENSCAFG00000045047,NA
25548,ENSCAFG00000045048,NA
25549,ENSCAFG00000045049,P3R3URF
25550,ENSCAFG00000045050,NA
25551,ENSCAFG00000045051,H2BC13
25552,ENSCAFG00000045052,NA
25553,ENSCAFG00000045053,NA
25554,ENSCAFG00000045054,NA
25555,ENSCAFG00000045055,NA
25556,ENSCAFG00000045056,NA
25557,ENSCAFG00000045057,NA
25558,ENSCAFG00000045058,NA
25559,ENSCAFG00000045059,NA
25560,ENSCAFG00000045060,NA
25561,ENSCAFG00000045061,NA
25562,ENSCAFG00000045062,MRPL33
25563,ENSCAFG00000045063,NA
25564,ENSCAFG00000045064,NA
25565,ENSCAFG00000045065,NA
25566,ENSCAFG00000045066,NA
25567,ENSCAFG00000045067,NA
25568,ENSCAFG00000045068,NA
25569,ENSCAFG00000045069,NA
25570,ENSCAFG00000045070,NA
25571,ENSCAFG00000045071,NA
25572,ENSCAFG00000045072,NA
25573,ENSCAFG00000045074,NA
25574,ENSCAFG00000045075,NA
25575,ENSCAFG00000045076,NA
25576,ENSCAFG00000045077,NA
25577,ENSCAFG00000045078,NA
25578,ENSCAFG00000045079,NA
25579,ENSCAFG00000045080,NA
25580,ENSCAFG00000045081,NA
