gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,source_file
ENSCAFG00000013332,ATF2,735.7578484,-0.002440042,0.092298067,0.94453012,0.998494141,ccl2
ENSCAFG00000013797,,527.9730619,-0.002175454,0.100677281,0.944387713,0.998494141,ccl2
ENSCAFG00000013934,FAU,13521.36253,0.002267925,0.095893274,0.94646429,0.998494141,ccl2
ENSCAFG00000014166,IDH3A,5820.470304,0.002257572,0.098437899,0.944676165,0.998494141,ccl2
ENSCAFG00000014940,SAMD4A,943.0878103,0.001086731,0.12583776,0.945423146,0.998494141,ccl2
ENSCAFG00000015398,VDAC2,12408.59084,-0.002094067,0.100831465,0.946286427,0.998494141,ccl2
ENSCAFG00000015618,TULP3,791.5324427,0.001207453,0.117992135,0.946183795,0.998494141,ccl2
ENSCAFG00000016048,PLEKHG3,1660.054804,0.001674354,0.109220706,0.944391701,0.998494141,ccl2
ENSCAFG00000016703,ATP1B2,13.74880184,-0.001041192,0.134024119,0.945210933,0.998494141,ccl2
ENSCAFG00000017127,SGF29,401.5892487,0.001874769,0.104859692,0.946628541,0.998494141,ccl2
ENSCAFG00000017820,CD276,3910.260538,0.001121319,0.122117894,0.946072777,0.998494141,ccl2
ENSCAFG00000017909,,85.54603063,0.002121475,0.10024122,0.946246384,0.998494141,ccl2
ENSCAFG00000017935,EDC3,758.2993955,-0.002236234,0.097006359,0.946405648,0.998494141,ccl2
ENSCAFG00000020029,SLC35A3,242.6242288,0.00205821,0.103176521,0.944168991,0.998494141,ccl2
ENSCAFG00000020102,ALG14,109.2807354,-0.001972542,0.103910073,0.945400001,0.998494141,ccl2
ENSCAFG00000020175,PBX3,824.537655,-0.002082729,0.101608397,0.945650795,0.998494141,ccl2
ENSCAFG00000023963,SLC25A1,2210.49399,0.00181568,0.106641574,0.945208625,0.998494141,ccl2
ENSCAFG00000025238,ENTPD5,179.0734072,0.002148757,0.100819135,0.944902964,0.998494141,ccl2
ENSCAFG00000030287,,11.4318739,-0.001360995,0.113617532,0.946547559,0.998494141,ccl2
ENSCAFG00000031000,ZNF354A,606.7184417,0.002226983,0.097776541,0.946005047,0.998494141,ccl2
ENSCAFG00000031126,HSPA13,1704.378122,0.002204991,0.099351634,0.945085654,0.998494141,ccl2
ENSCAFG00000032130,TUBB1,18.31692592,-0.001520163,0.111142764,0.945553131,0.998494141,ccl2
ENSCAFG00000032678,,15.63814076,0.001852084,0.105861801,0.945568424,0.998494141,ccl2
ENSCAFG00000046675,,36.86789876,-0.002047008,0.102142536,0.94590446,0.998494141,ccl2
ENSCAFG00000049156,,3205.4928,0.002378933,0.095349575,0.944229276,0.998494141,ccl2
ENSCAFG00000000318,PLAGL1,730.621935,-0.002159681,0.097410301,0.947925573,0.998585987,ccl2
ENSCAFG00000005697,CHMP6,1388.154804,-0.002184074,0.096983435,0.947669202,0.998585987,ccl2
ENSCAFG00000006119,PRKD3,2188.38186,-0.00228606,0.092771554,0.947810753,0.998585987,ccl2
ENSCAFG00000006841,WASF3,206.1356535,-0.001011268,0.129134602,0.947916584,0.998585987,ccl2
ENSCAFG00000007406,TLR3,264.7601263,-0.00126879,0.115383463,0.947224309,0.998585987,ccl2
ENSCAFG00000008649,FAM98B,1267.134081,-0.002063021,0.100448157,0.947502516,0.998585987,ccl2
ENSCAFG00000010609,ZMYND10,84.22855925,0.001633965,0.108382901,0.947445028,0.998585987,ccl2
ENSCAFG00000013208,HDGFL3,1728.954796,0.002362936,0.087883308,0.94768343,0.998585987,ccl2
ENSCAFG00000014869,,303.8512336,-0.001732639,0.106596957,0.947786162,0.998585987,ccl2
ENSCAFG00000017082,WWC1,3480.241045,-0.000989041,0.143443364,0.947378143,0.998585987,ccl2
ENSCAFG00000019425,AP3D1,6516.488255,0.002061413,0.058815771,0.947063928,0.998585987,ccl2
ENSCAFG00000019862,MRPS2,1582.510733,0.00231434,0.091035841,0.947879618,0.998585987,ccl2
ENSCAFG00000023185,,54.98012258,0.001089255,0.183222846,0.947173004,0.998585987,ccl2
ENSCAFG00000023507,CNPPD1,1312.389997,0.001722915,0.107089066,0.947172946,0.998585987,ccl2
ENSCAFG00000049656,,37.07558736,-0.002296049,0.092985064,0.947483597,0.998585987,ccl2
ENSCAFG00000049679,,1490.953313,0.001583236,0.108984881,0.94788394,0.998585987,ccl2
ENSCAFG00000000335,SHPRH,499.2752152,-0.001913834,0.096263848,0.954583523,0.998603112,ccl2
ENSCAFG00000000469,POP1,872.2044412,0.001812476,0.101065531,0.95325432,0.998603112,ccl2
ENSCAFG00000000525,GLIPR1,1728.798821,-0.001036251,0.119664616,0.952138033,0.998603112,ccl2
ENSCAFG00000000603,NCAPH2,2776.760959,-0.002111791,0.08609584,0.953499935,0.998603112,ccl2
ENSCAFG00000000652,TULP4,1265.08413,-0.00166516,0.104051963,0.953697498,0.998603112,ccl2
ENSCAFG00000000657,DYNLT1,1160.7435,-0.001679112,0.105688222,0.950915015,0.998603112,ccl2
ENSCAFG00000000882,DSCC1,1087.733564,0.001762077,0.103435614,0.951844249,0.998603112,ccl2
ENSCAFG00000001230,GNG5,73.9263112,-0.001671085,0.10303286,0.954812161,0.998603112,ccl2
ENSCAFG00000001733,ZNF800,482.9907078,0.001589636,0.104587928,0.955093556,0.998603112,ccl2
ENSCAFG00000001865,TJAP1,1101.08043,-0.002003346,0.098888709,0.950506505,0.998603112,ccl2
ENSCAFG00000002103,,2.739468217,-0.001049489,0.124208114,0.948153627,0.998603112,ccl2
ENSCAFG00000002191,DLX5,439.2461147,0.00091406,0.147250683,0.951479049,0.998603112,ccl2
ENSCAFG00000002411,FER1L5,22.09542277,0.001292342,0.111145852,0.953679779,0.998603112,ccl2
ENSCAFG00000002481,ZNF787,380.1356525,0.002267667,0.08898468,0.949541768,0.998603112,ccl2
ENSCAFG00000003012,,12740.51028,0.001558941,0.106841122,0.952602637,0.998603112,ccl2
ENSCAFG00000003223,CNOT4,680.8350072,-0.001964633,0.096148018,0.953452268,0.998603112,ccl2
ENSCAFG00000004306,AMMECR1L,472.8399502,-0.002027967,0.093161134,0.953526152,0.998603112,ccl2
ENSCAFG00000004366,MAGI2,144.6771193,-0.000912514,0.137045412,0.951629368,0.998603112,ccl2
ENSCAFG00000004408,CAB39L,367.8209431,-0.001221413,0.114907647,0.949922193,0.998603112,ccl2
ENSCAFG00000004422,NSUN6,562.4142393,0.001571532,0.104832881,0.955273963,0.998603112,ccl2
ENSCAFG00000004475,IWS1,1564.90956,0.00202918,0.087879473,0.955058528,0.998603112,ccl2
ENSCAFG00000004726,SMG9,1688.916608,0.002215448,0.091107186,0.950076384,0.998603112,ccl2
ENSCAFG00000004738,ZNF428,228.3529369,0.001504806,0.108866008,0.950683279,0.998603112,ccl2
ENSCAFG00000004782,GAB2,1500.914463,0.001150203,0.1163629,0.950777996,0.998603112,ccl2
ENSCAFG00000004822,ALG8,559.6940749,-0.001877185,0.09759103,0.954595774,0.998603112,ccl2
ENSCAFG00000004892,DEDD2,311.6137752,-0.001857738,0.098599398,0.954324432,0.998603112,ccl2
ENSCAFG00000005114,MYRIP,61.07734382,-0.000951742,0.13331786,0.950014812,0.998603112,ccl2
ENSCAFG00000007219,ASXL1,4458.6654,0.002037667,0.083933748,0.955291591,0.998603112,ccl2
ENSCAFG00000007473,NUDT12,656.4317668,-0.001388502,0.108479753,0.955152064,0.998603112,ccl2
ENSCAFG00000007541,MRAS,1085.391277,0.001212159,0.113148296,0.953152068,0.998603112,ccl2
ENSCAFG00000007571,PIGU,791.5645882,-0.002136891,0.091482091,0.951712752,0.998603112,ccl2
ENSCAFG00000007659,SMAD1,865.3439828,0.001316267,0.111613242,0.951965055,0.998603112,ccl2
ENSCAFG00000007863,ATR,1163.633005,-0.001613447,0.103954348,0.955256454,0.998603112,ccl2
ENSCAFG00000007909,RHOBTB3,1059.642124,-0.000977573,0.121229425,0.953589655,0.998603112,ccl2
ENSCAFG00000008016,UQCC1,815.1901896,-0.00183704,0.101244863,0.95243526,0.998603112,ccl2
ENSCAFG00000008412,C33H3orf38,610.3593761,0.001588873,0.104694157,0.954971599,0.998603112,ccl2
ENSCAFG00000008670,PTK2B,1945.981809,0.00096269,0.122651216,0.953330701,0.998603112,ccl2
ENSCAFG00000009249,,9.395261384,0.001327984,0.112342478,0.950181372,0.998603112,ccl2
ENSCAFG00000009304,SCAF11,4057.540695,0.002056671,0.094539333,0.95221053,0.998603112,ccl2
ENSCAFG00000009822,HTATIP2,693.9767244,0.001275765,0.111551219,0.953549229,0.998603112,ccl2
ENSCAFG00000010134,NDN,646.9989964,-0.001060279,0.200809505,0.951264658,0.998603112,ccl2
ENSCAFG00000010169,FIBIN,52.64591089,-0.001032088,0.181231044,0.949633373,0.998603112,ccl2
ENSCAFG00000010228,C2CD2,686.6036232,-0.000944213,0.122902333,0.954070669,0.998603112,ccl2
ENSCAFG00000010495,,101.2108184,-0.001897708,0.102432432,0.949480805,0.998603112,ccl2
ENSCAFG00000010536,CARMIL1,1419.485851,-0.001152064,0.117441693,0.949306847,0.998603112,ccl2
ENSCAFG00000010582,BOC,237.1411231,0.000842939,0.136923502,0.955317802,0.998603112,ccl2
ENSCAFG00000010754,SLC38A3,14.38774255,-0.000940045,0.141077138,0.949981503,0.998603112,ccl2
ENSCAFG00000011792,KDM2A,2139.583297,-0.002216967,0.091461236,0.949915398,0.998603112,ccl2
ENSCAFG00000011928,HSCB,658.7084571,-0.002069619,0.095054673,0.951630028,0.998603112,ccl2
ENSCAFG00000011952,,63.42273367,0.001702387,0.103866288,0.952913933,0.998603112,ccl2
ENSCAFG00000011971,IRF6,7.732428587,-0.000942096,0.12851984,0.951656458,0.998603112,ccl2
ENSCAFG00000012090,DENND10,806.7334315,-0.001949411,0.096495263,0.953596514,0.998603112,ccl2
ENSCAFG00000012672,SCFD1,1484.176794,0.002110686,0.095395849,0.95047286,0.998603112,ccl2
ENSCAFG00000012997,CFAP126,218.4388251,-0.001433532,0.107844067,0.954795156,0.998603112,ccl2
ENSCAFG00000013202,SIDT2,1390.231707,0.00129439,0.112356312,0.951412113,0.998603112,ccl2
ENSCAFG00000013218,EHHADH,373.4816517,-0.001457566,0.10762499,0.95440947,0.998603112,ccl2
ENSCAFG00000014046,RASAL2,2354.780473,0.001524604,0.108599262,0.950545133,0.998603112,ccl2
ENSCAFG00000014268,,32.5708394,0.001543912,0.10631275,0.953908222,0.998603112,ccl2
ENSCAFG00000014594,ABHD12B,24.1848211,0.001037102,0.124067848,0.948844453,0.998603112,ccl2
ENSCAFG00000014626,TMX1,1790.777614,-0.002307426,0.083587285,0.949398461,0.998603112,ccl2
ENSCAFG00000015127,CFAP300,113.6291432,0.00085761,0.131752972,0.955211515,0.998603112,ccl2
ENSCAFG00000015513,USE1,363.7798451,-0.001972176,0.092171343,0.955188494,0.998603112,ccl2
ENSCAFG00000015667,ATAD1,1064.203967,0.000858616,0.137613463,0.95443962,0.998603112,ccl2
ENSCAFG00000015771,ODAD4,94.61191731,-0.00132108,0.109704155,0.955252538,0.998603112,ccl2
ENSCAFG00000015785,WDR45,2039.735587,0.002138827,0.096535557,0.94907175,0.998603112,ccl2
ENSCAFG00000016168,BID,2031.349097,0.001998694,0.098734211,0.950753955,0.998603112,ccl2
ENSCAFG00000016743,GAK,5023.585952,-0.001854151,0.099698096,0.953498814,0.998603112,ccl2
ENSCAFG00000016790,BNIP1,395.0182286,-0.001894842,0.102513754,0.949454749,0.998603112,ccl2
ENSCAFG00000016811,TSACC,133.7075514,-0.001279363,0.112905322,0.950994384,0.998603112,ccl2
ENSCAFG00000016917,SYT11,393.992384,0.001026953,0.118621446,0.953556368,0.998603112,ccl2
ENSCAFG00000017045,STX10,494.5146227,0.001738739,0.10432702,0.95127112,0.998603112,ccl2
ENSCAFG00000017404,SCPEP1,4701.039525,0.001343148,0.111643207,0.950931081,0.998603112,ccl2
ENSCAFG00000017729,ATG2B,1286.030423,0.002043869,0.099181615,0.949243777,0.998603112,ccl2
ENSCAFG00000018081,SPECC1,2444.397378,0.001325079,0.110683612,0.953359299,0.998603112,ccl2
ENSCAFG00000018300,PPP1R13B,2203.897637,0.001206802,0.112102742,0.955118751,0.998603112,ccl2
ENSCAFG00000018378,SLC25A43,198.2825393,0.000981006,0.126506015,0.950421665,0.998603112,ccl2
ENSCAFG00000018525,DHRS7B,1042.019712,-0.002093911,0.098395364,0.948711012,0.998603112,ccl2
ENSCAFG00000019244,SMYD4,446.5716818,-0.001970389,0.095392966,0.953758745,0.998603112,ccl2
ENSCAFG00000019626,WDR24,971.509936,0.001926141,0.094866531,0.955073171,0.998603112,ccl2
ENSCAFG00000019712,UBAC1,3302.397151,-0.002261422,0.091833837,0.948769896,0.998603112,ccl2
ENSCAFG00000019766,CEPT1,525.5466387,0.002045829,0.098539689,0.949763519,0.998603112,ccl2
ENSCAFG00000019815,AMPD2,3469.895728,0.001844844,0.100059075,0.953406129,0.998603112,ccl2
ENSCAFG00000019897,SETX,1794.107928,0.001685938,0.102673815,0.954831296,0.998603112,ccl2
ENSCAFG00000020086,CIZ1,1448.867117,-0.002058338,0.096644951,0.950909134,0.998603112,ccl2
ENSCAFG00000020357,DNAJB4,379.8626584,0.001638617,0.107713375,0.948598488,0.998603112,ccl2
ENSCAFG00000020591,,7.31144421,0.001219057,0.114959874,0.94993687,0.998603112,ccl2
ENSCAFG00000023294,HTATSF1,2191.859501,-0.002184371,0.086587915,0.951841415,0.998603112,ccl2
ENSCAFG00000023441,PHYH,2619.680301,0.001078057,0.118997037,0.950867599,0.998603112,ccl2
ENSCAFG00000023582,SERPINB10,304.0746744,0.000895908,0.130137084,0.953575949,0.998603112,ccl2
ENSCAFG00000024350,CENPP,1046.637612,0.001872476,0.098404028,0.954114709,0.998603112,ccl2
ENSCAFG00000024624,ZCCHC7,271.7787891,-0.002115178,0.09241159,0.951851232,0.998603112,ccl2
ENSCAFG00000026445,,9.630364967,-0.001337403,0.111690477,0.951051656,0.998603112,ccl2
ENSCAFG00000028580,,3.599737304,-0.001190074,0.11542707,0.950421227,0.998603112,ccl2
ENSCAFG00000028879,CAVIN1,9720.376433,-0.000962969,0.14840554,0.94895457,0.998603112,ccl2
ENSCAFG00000029045,ACSL3,6706.23539,0.001487875,0.109768889,0.94949405,0.998603112,ccl2
ENSCAFG00000029165,VMA21,278.8143434,-0.001789532,0.104254426,0.949958068,0.998603112,ccl2
ENSCAFG00000030292,LTB,6.413548091,-0.001109378,0.116311787,0.952585274,0.998603112,ccl2
ENSCAFG00000030655,,6.312064014,-0.001352882,0.111008208,0.951776141,0.998603112,ccl2
ENSCAFG00000030913,TMEM126A,353.0945322,0.000882699,0.134284254,0.953492327,0.998603112,ccl2
ENSCAFG00000031631,MARCHF9,361.5038125,0.00106188,0.119279101,0.951325331,0.998603112,ccl2
ENSCAFG00000037451,,13.42594795,0.000943063,0.184914137,0.954490908,0.998603112,ccl2
ENSCAFG00000041312,,5.644963308,0.001202363,0.116695392,0.948094183,0.998603112,ccl2
ENSCAFG00000041364,NKAIN2,13.87931487,0.000860851,0.153218826,0.954694527,0.998603112,ccl2
ENSCAFG00000041479,,7.655991225,-0.000908271,0.126155313,0.954226019,0.998603112,ccl2
ENSCAFG00000042241,,266.2407387,-0.001629238,0.104100421,0.954630826,0.998603112,ccl2
ENSCAFG00000042467,,89.82126602,-0.00092374,0.169652869,0.953321475,0.998603112,ccl2
ENSCAFG00000044179,,315.3936421,-0.001726014,0.101359108,0.955188904,0.998603112,ccl2
ENSCAFG00000044224,,39.10412715,-0.001248413,0.114443737,0.949571593,0.998603112,ccl2
ENSCAFG00000044291,ZNF579,449.2957194,0.001079061,0.118501989,0.951333667,0.998603112,ccl2
ENSCAFG00000044932,,8.42690903,-0.000894401,0.152114483,0.952839563,0.998603112,ccl2
ENSCAFG00000047010,,23.42537677,-0.000863145,0.134002912,0.954557286,0.998603112,ccl2
ENSCAFG00000048633,,189.5944735,-0.002031087,0.095807031,0.952092928,0.998603112,ccl2
ENSCAFG00000048732,LIN7C,900.0273617,-0.00185401,0.103659197,0.94902849,0.998603112,ccl2
ENSCAFG00000049746,,180.1296554,0.0016717,0.106135198,0.950403472,0.998603112,ccl2
ENSCAFG00000000082,CDK2,1213.285186,0.001607515,0.09907289,0.960135827,0.998618458,ccl2
ENSCAFG00000000121,STAT2,1301.282477,-0.001573241,0.101759072,0.958771571,0.998618458,ccl2
ENSCAFG00000000373,TAB2,2722.552245,-0.001414848,0.102249837,0.962478434,0.998618458,ccl2
ENSCAFG00000000568,MAPK8IP2,136.9630701,0.000803244,0.124008911,0.960376801,0.998618458,ccl2
ENSCAFG00000000713,,1955.262803,-0.001768147,0.094081899,0.959101843,0.998618458,ccl2
ENSCAFG00000000867,RAD50,3190.326378,-0.001767021,0.097930367,0.957027076,0.998618458,ccl2
ENSCAFG00000000934,COL14A1,1117.048318,0.00074173,0.152888449,0.960931119,0.998618458,ccl2
ENSCAFG00000001136,EPB41L2,2496.510135,0.001080656,0.110163142,0.962712942,0.998618458,ccl2
ENSCAFG00000001448,PIM1,583.7783527,-0.001073856,0.110625913,0.962267208,0.998618458,ccl2
ENSCAFG00000001850,GUF1,330.0222479,0.001536808,0.104652401,0.956498295,0.998618458,ccl2
ENSCAFG00000002364,ADGRL3,1003.427669,0.000852752,0.158711479,0.955636755,0.998618458,ccl2
ENSCAFG00000003061,CFAP206,150.7322919,0.00075726,0.12288167,0.963154506,0.998618458,ccl2
ENSCAFG00000003711,SNRNP70,8359.562774,-0.001925542,0.087943525,0.957338956,0.998618458,ccl2
ENSCAFG00000003749,SLC7A11,158.056864,-0.001222885,0.107697821,0.961631483,0.998618458,ccl2
ENSCAFG00000003902,CDK19,552.8032975,0.001290928,0.108637045,0.958044661,0.998618458,ccl2
ENSCAFG00000004382,MASTL,519.4673685,0.001622209,0.094430314,0.962333452,0.998618458,ccl2
ENSCAFG00000004520,TMEM126B,569.613926,0.000813576,0.136118267,0.956935193,0.998618458,ccl2
ENSCAFG00000004764,VWA8,1058.292372,0.00189469,0.095152486,0.95565878,0.998618458,ccl2
ENSCAFG00000004847,PAFAH1B3,1508.012424,0.001579899,0.099279184,0.960672711,0.998618458,ccl2
ENSCAFG00000004944,PCDH9,297.4689809,0.000760102,0.126554876,0.961543997,0.998618458,ccl2
ENSCAFG00000005147,SRSF2,1479.578992,-0.001725983,0.086949923,0.961890384,0.998618458,ccl2
ENSCAFG00000005312,PGS1,1810.516352,0.001470122,0.103227319,0.960030356,0.998618458,ccl2
ENSCAFG00000005564,UCP2,2725.734771,0.000994501,0.115634971,0.958289408,0.998618458,ccl2
ENSCAFG00000005738,SLC30A6,536.1008034,-0.001893225,0.093037065,0.956657154,0.998618458,ccl2
ENSCAFG00000005768,,750.8334796,0.000720592,0.139352371,0.961675364,0.998618458,ccl2
ENSCAFG00000005834,ZIC5,153.2126128,-0.000905526,0.117242851,0.960320141,0.998618458,ccl2
ENSCAFG00000006409,SH3RF2,429.3819348,-0.000748424,0.140186512,0.960174168,0.998618458,ccl2
ENSCAFG00000006777,ADAMTS9,239.5059837,-0.000742609,0.168280381,0.962316567,0.998618458,ccl2
ENSCAFG00000007091,,2.993528778,-0.000839811,0.133773339,0.955813762,0.998618458,ccl2
ENSCAFG00000007105,TNS2,3308.201456,-0.000777645,0.132703897,0.959225584,0.998618458,ccl2
ENSCAFG00000007163,NDUFAF2,725.8532681,0.001372827,0.106209448,0.959147334,0.998618458,ccl2
ENSCAFG00000007230,,39.12400014,0.000874093,0.123337695,0.957235259,0.998618458,ccl2
ENSCAFG00000007331,ATG101,3025.513712,0.001908592,0.093375058,0.95616842,0.998618458,ccl2
ENSCAFG00000007546,GIN1,526.1564244,-0.001490004,0.104038342,0.958573172,0.998618458,ccl2
ENSCAFG00000007600,SCN8A,342.8864237,-0.000708278,0.134009413,0.962694874,0.998618458,ccl2
ENSCAFG00000008164,TMEM154,198.8695826,0.000757342,0.126560899,0.961681436,0.998618458,ccl2
ENSCAFG00000008300,ZNF395,482.5228284,-0.001216311,0.110843283,0.956908739,0.998618458,ccl2
ENSCAFG00000008832,RPRD1B,315.8339314,-0.001366017,0.104158439,0.961882583,0.998618458,ccl2
ENSCAFG00000009266,TBC1D23,1089.284196,0.001557514,0.09710587,0.962587662,0.998618458,ccl2
ENSCAFG00000009305,ESRP1,455.0974805,0.000960134,0.113668547,0.962183515,0.998618458,ccl2
ENSCAFG00000009463,FTO,624.348047,-0.001671774,0.083948525,0.963308755,0.998618458,ccl2
ENSCAFG00000009632,TYRO3,611.7454864,0.00130824,0.109212901,0.956527916,0.998618458,ccl2
ENSCAFG00000009976,TBX15,297.9824677,0.000765879,0.128419131,0.960704631,0.998618458,ccl2
ENSCAFG00000009982,NCOA5,1673.915495,-0.001755356,0.085906168,0.961354499,0.998618458,ccl2
ENSCAFG00000009994,CD40,447.7737799,-0.000756928,0.164350179,0.961171584,0.998618458,ccl2
ENSCAFG00000010267,RAP1GDS1,1340.539605,0.00144238,0.100806211,0.96298951,0.998618458,ccl2
ENSCAFG00000010499,CDON,397.5643754,-0.000815874,0.132080402,0.957328272,0.998618458,ccl2
ENSCAFG00000010816,PTP4A2,3525.15259,-0.001461808,0.102829535,0.960667917,0.998618458,ccl2
ENSCAFG00000011123,LRRC27,20.9119466,0.000792917,0.161534752,0.959028192,0.998618458,ccl2
ENSCAFG00000011187,PRKX,450.5963692,-0.000902287,0.119449262,0.958481036,0.998618458,ccl2
ENSCAFG00000011267,AJUBA,3510.924416,0.001438546,0.104522259,0.95943208,0.998618458,ccl2
ENSCAFG00000011408,ZNFX1,4617.628639,0.001587689,0.101123786,0.958987346,0.998618458,ccl2
ENSCAFG00000011901,ASB9,28.05689447,-0.000849884,0.156106592,0.955527205,0.998618458,ccl2
ENSCAFG00000012201,,704.3356503,-0.001814203,0.093504801,0.95828028,0.998618458,ccl2
ENSCAFG00000012475,PEA15,3534.223532,-0.001145137,0.109023244,0.962215288,0.998618458,ccl2
ENSCAFG00000012819,CDKL5,117.1683267,-0.000812343,0.118402854,0.963413555,0.998618458,ccl2
ENSCAFG00000012917,METAP1D,246.7687085,-0.001395727,0.104800608,0.960305913,0.998618458,ccl2
ENSCAFG00000012970,MLXIPL,8.412271759,0.00074841,0.135265666,0.960452248,0.998618458,ccl2
ENSCAFG00000013067,PAK2,3638.573499,0.001723424,0.089841421,0.961456327,0.998618458,ccl2
ENSCAFG00000013151,ARHGAP5,1599.743675,-0.0012567,0.106137383,0.96268731,0.998618458,ccl2
ENSCAFG00000013431,WDR76,970.6871607,-0.001487781,0.103559243,0.959186386,0.998618458,ccl2
ENSCAFG00000013810,ZNHIT1,664.2066925,0.001956877,0.076276705,0.956533977,0.998618458,ccl2
ENSCAFG00000014668,SLC35F2,1360.61238,-0.000926248,0.113744054,0.963420295,0.998618458,ccl2
ENSCAFG00000014700,MYNN,403.885203,0.00131101,0.104453484,0.963097686,0.998618458,ccl2
ENSCAFG00000014770,ELL,7188.348873,-0.001557108,0.095767824,0.963272167,0.998618458,ccl2
ENSCAFG00000015012,ZNF394,565.9162557,0.001887413,0.079470176,0.958470188,0.998618458,ccl2
ENSCAFG00000015017,ATP6V0A1,1104.962666,-0.001617656,0.101092731,0.958243232,0.998618458,ccl2
ENSCAFG00000015313,,166.7168975,-0.000850419,0.126845234,0.956881854,0.998618458,ccl2
ENSCAFG00000015372,CPEB2,298.7001993,-0.001199959,0.110114791,0.958684568,0.998618458,ccl2
ENSCAFG00000015473,AIPL1,103.2111934,0.000800931,0.125308386,0.959940711,0.998618458,ccl2
ENSCAFG00000015802,ENO3,685.2390543,-0.00082718,0.117974366,0.96310436,0.998618458,ccl2
ENSCAFG00000015949,ALOX15,86.89047357,-0.001359364,0.10489872,0.961221942,0.998618458,ccl2
ENSCAFG00000016043,TEX9,82.60484847,-0.001407045,0.104741286,0.960056729,0.998618458,ccl2
ENSCAFG00000016369,ATP6V1D,1869.67047,0.001676507,0.095486128,0.960598571,0.998618458,ccl2
ENSCAFG00000016599,UBIAD1,998.4846467,0.001602567,0.098007227,0.960971387,0.998618458,ccl2
ENSCAFG00000016770,HSD3B7,629.6670219,0.001017136,0.115743431,0.957207573,0.998618458,ccl2
ENSCAFG00000016896,TGFB1I1,2439.650962,0.000729237,0.150741443,0.9614492,0.998618458,ccl2
ENSCAFG00000017116,IFT43,233.3768728,0.000892937,0.116946069,0.961163465,0.998618458,ccl2
ENSCAFG00000017134,OGT,2302.272272,-0.001534072,0.104457479,0.956827396,0.998618458,ccl2
ENSCAFG00000017226,TNPO2,3952.238,0.001551563,0.097913437,0.962268194,0.998618458,ccl2
ENSCAFG00000017232,HACD3,1073.152004,0.001452896,0.101621478,0.962040855,0.998618458,ccl2
ENSCAFG00000017348,THG1L,355.3143983,0.001691792,0.099506811,0.957715057,0.998618458,ccl2
ENSCAFG00000017465,,104.1305806,-0.001745509,0.09249144,0.960224466,0.998618458,ccl2
ENSCAFG00000017503,,2198.592147,0.001889792,0.081101657,0.958521468,0.998618458,ccl2
ENSCAFG00000017904,CLK3,1687.792208,-0.001665261,0.094026419,0.961499934,0.998618458,ccl2
ENSCAFG00000018291,FNDC8,9.411888299,0.000953344,0.114752626,0.961074551,0.998618458,ccl2
ENSCAFG00000018838,TM2D1,470.5962992,0.001537321,0.101357642,0.960079308,0.998618458,ccl2
ENSCAFG00000018951,CDH6,2778.501313,0.000702282,0.144433455,0.962623123,0.998618458,ccl2
ENSCAFG00000018971,,11.84090163,-0.000883173,0.119652612,0.959198369,0.998618458,ccl2
ENSCAFG00000019343,FLYWCH1,288.4008763,-0.001751772,0.09878692,0.956784655,0.998618458,ccl2
ENSCAFG00000019464,SLC34A3,5.882367145,-0.000786077,0.120376144,0.963189587,0.998618458,ccl2
ENSCAFG00000019659,MED16,1803.255852,-0.001573245,0.096391426,0.962588306,0.998618458,ccl2
ENSCAFG00000019820,CDK10,411.2965862,0.001586475,0.103033326,0.957094321,0.998618458,ccl2
ENSCAFG00000020105,AK1,1035.729429,-0.00081798,0.122821617,0.960238081,0.998618458,ccl2
ENSCAFG00000020287,SYDE2,221.7055567,-0.000748945,0.130299252,0.961141897,0.998618458,ccl2
ENSCAFG00000020310,SMPD3,7.75627751,0.00116831,0.111983033,0.956742616,0.998618458,ccl2
ENSCAFG00000020696,,3.332237241,-0.000870577,0.125942059,0.956204503,0.998618458,ccl2
ENSCAFG00000023386,CTXN1,237.0061381,-0.000737113,0.126859411,0.962610636,0.998618458,ccl2
ENSCAFG00000023406,ZNF75D,181.4935259,-0.001070085,0.111880831,0.960524375,0.998618458,ccl2
ENSCAFG00000024373,RPP38,419.7681988,0.00130475,0.104788998,0.962901757,0.998618458,ccl2
ENSCAFG00000024901,ZSCAN12,460.8929557,0.001263356,0.109733601,0.957153229,0.998618458,ccl2
ENSCAFG00000027605,,8.286735113,0.001103817,0.112771275,0.957905239,0.998618458,ccl2
ENSCAFG00000029587,,8.869313038,0.001044498,0.110902744,0.962896512,0.998618458,ccl2
ENSCAFG00000030757,ZNF774,52.58676427,-0.001380178,0.106470357,0.958562158,0.998618458,ccl2
ENSCAFG00000031516,TIMM22,1081.978893,-0.001468088,0.101159483,0.962041602,0.998618458,ccl2
ENSCAFG00000031575,,155.1071724,0.001189967,0.109579924,0.959878581,0.998618458,ccl2
ENSCAFG00000031775,,63.98524175,0.001604002,0.102316199,0.957403214,0.998618458,ccl2
ENSCAFG00000032033,APEX1,9109.179771,-0.001828239,0.094838972,0.957365553,0.998618458,ccl2
ENSCAFG00000032108,GON7,847.9338985,0.001778286,0.082894265,0.960995906,0.998618458,ccl2
ENSCAFG00000032161,BATF3,89.03830502,0.00082174,0.119022838,0.962500651,0.998618458,ccl2
