gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,source_file
ENSCAFG00000012035,,125.908312,-0.05405987,0.178329369,0.037967212,0.610221335,vegf
ENSCAFG00000013597,ST7L,398.8259871,-0.067822024,0.127935333,0.037850719,0.610221335,vegf
ENSCAFG00000016302,VWCE,52.02614681,-0.060409635,0.304564663,0.037871903,0.610221335,vegf
ENSCAFG00000017631,TMED1,817.107238,0.056861637,0.154370048,0.037815074,0.610221335,vegf
ENSCAFG00000018928,MBD1,993.927606,-0.069773234,0.126050182,0.037666548,0.610221335,vegf
ENSCAFG00000019798,CSF1,1366.513869,-0.057851478,0.277517365,0.037832427,0.610221335,vegf
ENSCAFG00000044200,,16.29844435,-0.07215065,0.404859273,0.03791607,0.610221335,vegf
ENSCAFG00000001124,PHF20L1,2054.630897,-0.073323538,0.12254457,0.038213098,0.610752544,vegf
ENSCAFG00000001325,PYCR3,981.2430732,-0.078351779,0.119440596,0.038134664,0.610752544,vegf
ENSCAFG00000014113,MORF4L1,7037.289745,0.081089597,0.117958122,0.038220524,0.610752544,vegf
ENSCAFG00000015495,SLC3A2,2804.067646,0.073900778,0.122182153,0.038150287,0.610752544,vegf
ENSCAFG00000043720,,44.43100394,-0.053507266,0.207705847,0.038167003,0.610752544,vegf
ENSCAFG00000005291,WNT11,5.762367162,0.063435284,0.335157411,0.038277861,0.611015974,vegf
ENSCAFG00000019390,EHMT1,2674.231599,-0.087767848,0.114703107,0.038359603,0.611667999,vegf
ENSCAFG00000008894,PTPN11,3001.8319,0.080740493,0.11789412,0.038603498,0.612419505,vegf
ENSCAFG00000009365,SPINT1,399.2697832,0.065586431,0.35596646,0.038652404,0.612419505,vegf
ENSCAFG00000011592,TTC21B,876.8461526,0.063147976,0.133717687,0.038544924,0.612419505,vegf
ENSCAFG00000016300,PTGER1,14.92883577,-0.056893181,0.272424106,0.038631597,0.612419505,vegf
ENSCAFG00000018797,BRIX1,1635.038256,0.075051273,0.121121047,0.038526018,0.612419505,vegf
ENSCAFG00000044676,,11.71978777,-0.059957291,0.30447449,0.038541643,0.612419505,vegf
ENSCAFG00000001890,MAMDC2,157.4574669,0.077236768,0.453945801,0.039457602,0.617329875,vegf
ENSCAFG00000011434,UBR1,959.596529,-0.07125013,0.123158107,0.039377949,0.617329875,vegf
ENSCAFG00000012398,,27.87921064,-0.065632796,0.128764226,0.039423242,0.617329875,vegf
ENSCAFG00000013102,GLUL,5608.272074,-0.059735557,0.306685399,0.039232593,0.617329875,vegf
ENSCAFG00000016673,RNF44,424.3468259,-0.059296282,0.140591817,0.03942123,0.617329875,vegf
ENSCAFG00000017051,SNX22,14.27145634,-0.052701548,0.194351528,0.039298181,0.617329875,vegf
ENSCAFG00000019947,KLHL36,1075.809621,0.064343717,0.131042906,0.039036594,0.617329875,vegf
ENSCAFG00000028908,,1528.258047,0.096914304,0.108817579,0.039146657,0.617329875,vegf
ENSCAFG00000029752,C11H5orf15,1970.080346,0.061563905,0.1356291,0.039221337,0.617329875,vegf
ENSCAFG00000042347,,51.29673959,0.05408138,0.23708358,0.039060921,0.617329875,vegf
ENSCAFG00000048005,ATP5F1E,185.5281486,-0.075126516,0.12051745,0.039297179,0.617329875,vegf
ENSCAFG00000048494,,76.24284147,-0.069355931,0.12500789,0.039127943,0.617329875,vegf
ENSCAFG00000013971,ATP2A3,1080.282211,-0.09367962,0.599931315,0.03955511,0.617810031,vegf
ENSCAFG00000023897,ZSCAN30,40.49307264,-0.057083815,0.147412537,0.039570904,0.617810031,vegf
ENSCAFG00000004568,CUBN,695.308344,-0.060112243,0.313436889,0.039736942,0.617843126,vegf
ENSCAFG00000020374,ELMO3,171.197299,-0.052970115,0.223584256,0.039779563,0.617843126,vegf
ENSCAFG00000024084,,57.52642028,-0.059742731,0.138719968,0.039766488,0.617843126,vegf
ENSCAFG00000024978,LRRN4,132.1817477,0.068257981,0.384388467,0.039744064,0.617843126,vegf
ENSCAFG00000030247,ZNF304,287.0886259,-0.055926207,0.152289481,0.039630003,0.617843126,vegf
ENSCAFG00000000928,GOPC,990.7648115,-0.07942619,0.117628735,0.040125181,0.620633221,vegf
ENSCAFG00000001091,TGFBI,844.1819725,0.082230247,0.49785973,0.040095117,0.620633221,vegf
ENSCAFG00000001307,DEF6,1142.665389,-0.063534687,0.34630749,0.040033394,0.620633221,vegf
ENSCAFG00000007359,ZMYM5,297.3820132,-0.07267979,0.121517058,0.04012155,0.620633221,vegf
ENSCAFG00000000777,AGER,92.84955739,-0.052173543,0.209838009,0.040354414,0.620876883,vegf
ENSCAFG00000004543,ATP6V0E2,440.9505351,0.053562813,0.164946431,0.040279485,0.620876883,vegf
ENSCAFG00000010812,NCOA3,1949.489747,-0.053008784,0.169962591,0.040389998,0.620876883,vegf
ENSCAFG00000010998,CHD2,2322.313018,-0.067751002,0.125452422,0.040286666,0.620876883,vegf
ENSCAFG00000011362,,5733.860425,0.067376277,0.125924166,0.040192855,0.620876883,vegf
ENSCAFG00000028971,CCDC85C,283.1553053,0.054432408,0.254667361,0.040354454,0.620876883,vegf
ENSCAFG00000001569,,2385.219061,-0.068404286,0.124605019,0.040522047,0.622267203,vegf
ENSCAFG00000018493,CD320,581.2397079,0.054604538,0.155188846,0.040738918,0.622402445,vegf
ENSCAFG00000019225,DOHH,1420.313646,0.08906977,0.112714738,0.040683013,0.622402445,vegf
ENSCAFG00000031784,ZNF773,234.5121091,-0.060263564,0.135844409,0.040686192,0.622402445,vegf
ENSCAFG00000032762,,1308.834102,-0.053741066,0.247315308,0.040660903,0.622402445,vegf
ENSCAFG00000041233,,16.97761764,0.076476357,0.455743641,0.040720426,0.622402445,vegf
ENSCAFG00000032414,PLEKHA2,619.8035399,-0.055498784,0.271866511,0.040826032,0.622461731,vegf
ENSCAFG00000041687,,21.04187072,-0.060644411,0.134872965,0.040797065,0.622461731,vegf
ENSCAFG00000014041,PRPF39,935.4080159,-0.08141512,0.116246087,0.040873433,0.622549839,vegf
ENSCAFG00000017539,LDLR,6355.863821,0.0518664,0.183993597,0.040949976,0.622624458,vegf
ENSCAFG00000032454,COL8A2,221.473585,0.067324858,0.38376973,0.041003215,0.622624458,vegf
ENSCAFG00000045006,RTN4R,42.1769702,0.071284362,0.415946768,0.041000283,0.622624458,vegf
ENSCAFG00000011842,SESN2,340.9108078,-0.068803109,0.123576255,0.041294963,0.625783957,vegf
ENSCAFG00000029776,ZNF606,200.8920619,-0.055092991,0.150716493,0.041273808,0.625783957,vegf
ENSCAFG00000046303,,8.876843574,-0.057913426,0.302358152,0.041486233,0.628046135,vegf
ENSCAFG00000003408,CAPZA2,5780.013616,-0.060837778,0.133140849,0.04168461,0.628078695,vegf
ENSCAFG00000006868,IGFLR1,109.0387673,-0.052044515,0.228182897,0.041691637,0.628078695,vegf
ENSCAFG00000011014,AIMP1,1329.223243,0.07912331,0.116859764,0.041730239,0.628078695,vegf
ENSCAFG00000014482,SAV1,770.017847,0.089866606,0.111748429,0.041625528,0.628078695,vegf
ENSCAFG00000015640,MAPK6,4119.483861,0.05218636,0.169774944,0.04170298,0.628078695,vegf
ENSCAFG00000018877,NPR3,281.4751846,0.08044586,0.494512759,0.041740337,0.628078695,vegf
ENSCAFG00000003608,CNTRL,2741.169789,-0.061155771,0.131234628,0.042667826,0.629033591,vegf
ENSCAFG00000003714,,290.1595865,0.068492823,0.122779658,0.042603893,0.629033591,vegf
ENSCAFG00000003966,ANKRD50,1765.518532,-0.05671557,0.295315073,0.042366799,0.629033591,vegf
ENSCAFG00000009161,HPS5,821.2647665,-0.059769657,0.134115639,0.042396669,0.629033591,vegf
ENSCAFG00000012056,ZSCAN29,358.6832546,-0.078549244,0.116684942,0.042555491,0.629033591,vegf
ENSCAFG00000013085,HMGCL,737.0250281,-0.077325775,0.117241792,0.042630392,0.629033591,vegf
ENSCAFG00000013713,,448.1710582,0.050964368,0.189587365,0.042229377,0.629033591,vegf
ENSCAFG00000017486,,208.3343906,-0.052136214,0.164331998,0.042606015,0.629033591,vegf
ENSCAFG00000018078,GDE1,861.381814,0.083244083,0.114805504,0.041977366,0.629033591,vegf
ENSCAFG00000020060,,86.14916361,-0.051216865,0.220038929,0.042535453,0.629033591,vegf
ENSCAFG00000023016,FBXL12,569.7258929,0.078675962,0.116840971,0.042156498,0.629033591,vegf
ENSCAFG00000025373,,289.7823037,-0.065419384,0.125977347,0.042268046,0.629033591,vegf
ENSCAFG00000031783,CASP6,1267.688699,0.08512066,0.113614781,0.042584386,0.629033591,vegf
ENSCAFG00000032230,,213.9362446,0.078290265,0.117065557,0.042089169,0.629033591,vegf
ENSCAFG00000042267,,24.51874831,-0.050687956,0.193427892,0.042632475,0.629033591,vegf
ENSCAFG00000043327,,3.081767913,-0.052772341,0.243296174,0.041886366,0.629033591,vegf
ENSCAFG00000044295,,102.3731589,-0.052607199,0.16318253,0.042055643,0.629033591,vegf
ENSCAFG00000044806,,170.0310735,0.074596339,0.119002644,0.042082958,0.629033591,vegf
ENSCAFG00000046642,,4.683585835,0.070939769,0.421687931,0.042522987,0.629033591,vegf
ENSCAFG00000048353,,9.207852072,-0.057042805,0.300589493,0.042686976,0.629033591,vegf
ENSCAFG00000050065,,3.61793974,0.053359129,0.256301557,0.042418073,0.629033591,vegf
ENSCAFG00000002897,,3958.637679,-0.068126807,0.122957106,0.042765304,0.629061144,vegf
ENSCAFG00000006448,TEX15,54.74438824,-0.054612226,0.276085077,0.043001622,0.629061144,vegf
ENSCAFG00000007165,,106.4265503,0.050922666,0.219471558,0.043026483,0.629061144,vegf
ENSCAFG00000009997,ANKRD33B,231.7810512,-0.052166836,0.243121344,0.042951931,0.629061144,vegf
ENSCAFG00000010785,RBM20,340.7914309,0.071771149,0.431494885,0.043067367,0.629061144,vegf
ENSCAFG00000013878,PNN,6147.60722,-0.073065831,0.119365826,0.042935724,0.629061144,vegf
ENSCAFG00000015247,BLZF1,617.7255025,0.085736201,0.113079677,0.043046241,0.629061144,vegf
ENSCAFG00000028728,SERPINE3,81.10996619,-0.062637286,0.128573909,0.043034541,0.629061144,vegf
ENSCAFG00000048327,,4.009247362,0.060857589,0.338516879,0.042942918,0.629061144,vegf
ENSCAFG00000000414,ATAT1,256.2110667,-0.053663238,0.150938444,0.043353319,0.630278535,vegf
ENSCAFG00000005922,,64.31486343,-0.056546284,0.139963008,0.043434266,0.630278535,vegf
ENSCAFG00000011462,CFI,24.68421962,-0.050352145,0.209893963,0.043522579,0.630278535,vegf
ENSCAFG00000012846,PASK,834.6440328,-0.064861298,0.125393084,0.043529968,0.630278535,vegf
ENSCAFG00000014309,RASGRP2,238.7229147,-0.072119592,0.436562846,0.043463717,0.630278535,vegf
ENSCAFG00000019648,TMEM259,4612.027225,0.09191809,0.1095391,0.043244927,0.630278535,vegf
ENSCAFG00000022711,,8452.612102,-0.051201877,0.168632834,0.043476534,0.630278535,vegf
ENSCAFG00000023755,GMPPB,805.2771248,0.069407826,0.121481398,0.04339218,0.630278535,vegf
ENSCAFG00000044030,,4.710008534,-0.050756075,0.221063597,0.043443174,0.630278535,vegf
ENSCAFG00000030885,BMT2,289.1373889,-0.050581914,0.17684067,0.043602484,0.630651215,vegf
ENSCAFG00000046471,,13.63704887,0.055583489,0.142469514,0.043640035,0.630651215,vegf
ENSCAFG00000024434,ARGLU1,1793.113307,-0.065824327,0.124252271,0.04371638,0.631144683,vegf
ENSCAFG00000006214,ARAP3,2070.017779,-0.077785032,0.116337994,0.043902009,0.631404454,vegf
ENSCAFG00000013995,CABIN1,2758.625597,0.075039358,0.11768127,0.043942831,0.631404454,vegf
ENSCAFG00000018666,EGFLAM,281.7916327,0.084227802,0.545146606,0.043893303,0.631404454,vegf
ENSCAFG00000019853,C6H1orf194,29.5583059,-0.051856891,0.24665846,0.043945446,0.631404454,vegf
ENSCAFG00000049251,,4.129433414,-0.051147991,0.234568712,0.04390717,0.631404454,vegf
ENSCAFG00000014786,PHC3,1076.778164,0.067192682,0.122788684,0.043995247,0.631513346,vegf
ENSCAFG00000004408,CAB39L,451.5641483,-0.050104692,0.181243721,0.04410502,0.631630686,vegf
ENSCAFG00000008607,SOX6,51.42041165,0.06698342,0.397650841,0.044129767,0.631630686,vegf
ENSCAFG00000029919,CLIC3,273.3304176,0.058074199,0.31884837,0.044130111,0.631630686,vegf
ENSCAFG00000045519,,161.3928589,-0.05153004,0.161133536,0.044203644,0.632078296,vegf
ENSCAFG00000012191,RABGGTA,828.4803519,0.083172966,0.113660578,0.044282609,0.632602651,vegf
ENSCAFG00000000612,SBF1,5277.565753,-0.069774094,0.120406732,0.044595666,0.634853797,vegf
ENSCAFG00000008274,ARHGEF28,711.6145608,0.06478806,0.381532921,0.044604538,0.634853797,vegf
ENSCAFG00000015231,ANKFY1,2981.50952,-0.070738037,0.119801052,0.04454776,0.634853797,vegf
ENSCAFG00000016429,TNFRSF8,225.1373822,-0.072891993,0.449465298,0.044622337,0.634853797,vegf
ENSCAFG00000031845,CGRRF1,179.8298025,0.091995153,0.108581585,0.044652417,0.634853797,vegf
ENSCAFG00000002235,CHST10,1512.86457,-0.060343933,0.129936084,0.044766741,0.635221889,vegf
ENSCAFG00000007489,RILPL2,779.9560326,-0.05558007,0.139946379,0.044863471,0.635221889,vegf
ENSCAFG00000008312,HPS3,535.0144177,-0.068435309,0.121130631,0.044932888,0.635221889,vegf
ENSCAFG00000010171,PHKG1,100.9917825,-0.050950952,0.240493361,0.044933126,0.635221889,vegf
ENSCAFG00000016453,ADGRL1,1569.181043,-0.052565073,0.262565321,0.044763614,0.635221889,vegf
ENSCAFG00000020471,,11.37970724,-0.049799316,0.177782359,0.044908972,0.635221889,vegf
ENSCAFG00000018532,KCNJ12,31.11374183,0.069222971,0.421151377,0.045043029,0.636174304,vegf
ENSCAFG00000006052,RASSF2,1046.910327,-0.077889908,0.496042949,0.045249826,0.637973713,vegf
ENSCAFG00000035513,,12.93884873,-0.051588394,0.252766313,0.04525574,0.637973713,vegf
ENSCAFG00000001199,,8.711741396,-0.055439448,0.13797527,0.046148877,0.638317715,vegf
ENSCAFG00000002745,ZNF331,212.6454365,-0.064022167,0.124142419,0.045975346,0.638317715,vegf
ENSCAFG00000003442,ATP6V1B1,93.82347767,0.069272574,0.427396657,0.046150911,0.638317715,vegf
ENSCAFG00000005768,,857.5579286,0.061527928,0.359170041,0.045802779,0.638317715,vegf
ENSCAFG00000007661,PXYLP1,1049.223083,-0.049184685,0.180777196,0.045817067,0.638317715,vegf
ENSCAFG00000009183,KCNJ3,170.6676808,0.08021745,0.520367843,0.045663004,0.638317715,vegf
ENSCAFG00000010549,GLRX2,482.0968479,-0.06652263,0.121803733,0.046094626,0.638317715,vegf
ENSCAFG00000010780,STT3A,8916.619028,0.076023029,0.116456275,0.04532486,0.638317715,vegf
ENSCAFG00000011378,ANKRD34A,16.02425459,-0.062873361,0.372218444,0.046047225,0.638317715,vegf
ENSCAFG00000012748,LHPP,290.5310039,0.053619381,0.145054506,0.045543781,0.638317715,vegf
ENSCAFG00000013729,OVGP1,88.05137558,-0.054323493,0.142537074,0.045529264,0.638317715,vegf
ENSCAFG00000015258,ATP1B1,3013.652441,0.050143884,0.167817554,0.045432194,0.638317715,vegf
ENSCAFG00000015433,,103.8261512,-0.065308794,0.123232148,0.045571132,0.638317715,vegf
ENSCAFG00000016840,HEATR4,45.46307717,-0.067695734,0.121037694,0.045885627,0.638317715,vegf
ENSCAFG00000019575,EGFL7,118.8468183,0.063288612,0.376228645,0.046126841,0.638317715,vegf
ENSCAFG00000023407,,97.94066869,0.069338044,0.119677897,0.046224137,0.638317715,vegf
ENSCAFG00000028195,,8.646469129,-0.049074939,0.177744823,0.046250414,0.638317715,vegf
ENSCAFG00000029797,SIX1,611.3076605,0.04950308,0.176021754,0.045605626,0.638317715,vegf
ENSCAFG00000031339,TMEM86A,143.8978288,0.058662653,0.13165882,0.045655314,0.638317715,vegf
ENSCAFG00000032518,TSPYL5,71.39844742,0.04903111,0.180944779,0.046095113,0.638317715,vegf
ENSCAFG00000032570,ZBTB6,601.2348769,-0.090216652,0.108832532,0.046240202,0.638317715,vegf
ENSCAFG00000043194,,55.92435325,-0.064009159,0.124184793,0.045939676,0.638317715,vegf
ENSCAFG00000048581,,29.08014883,0.051796874,0.151349733,0.04626171,0.638317715,vegf
ENSCAFG00000004557,GPALPP1,742.8641107,-0.068750116,0.119507406,0.047152533,0.641600015,vegf
ENSCAFG00000005048,IFT172,606.8926337,-0.053814294,0.141418943,0.046875689,0.641600015,vegf
ENSCAFG00000006049,PIK3R4,1122.063862,-0.061217795,0.126534555,0.046831581,0.641600015,vegf
ENSCAFG00000006829,TMEM74B,18.37131964,0.064673997,0.392230846,0.046944783,0.641600015,vegf
ENSCAFG00000007452,DDX55,1002.762876,-0.094112686,0.10523691,0.046721699,0.641600015,vegf
ENSCAFG00000008026,,44.18286596,0.064444247,0.391040113,0.047106968,0.641600015,vegf
ENSCAFG00000008167,SETD1B,1603.648341,-0.064930915,0.122487152,0.047014969,0.641600015,vegf
ENSCAFG00000010995,LGMN,2351.597423,0.048494,0.194408357,0.04669572,0.641600015,vegf
ENSCAFG00000012539,ABHD11,442.5193263,0.073421943,0.116857423,0.047095844,0.641600015,vegf
ENSCAFG00000012729,CGN,80.69986971,-0.063990735,0.385513697,0.046778525,0.641600015,vegf
ENSCAFG00000013949,,50.41051359,-0.053915554,0.29262179,0.04715793,0.641600015,vegf
ENSCAFG00000014800,EID1,8585.631062,0.049944125,0.161959992,0.046810721,0.641600015,vegf
ENSCAFG00000019917,MTHFSD,340.5226031,0.064448172,0.122887354,0.047058867,0.641600015,vegf
ENSCAFG00000025963,,5.840019016,-0.049580814,0.236312487,0.047185934,0.641600015,vegf
ENSCAFG00000029492,ZNF260,140.7936408,-0.066726077,0.121021578,0.04701278,0.641600015,vegf
ENSCAFG00000044109,IGIP,10.78577309,-0.052101045,0.270978774,0.047007689,0.641600015,vegf
ENSCAFG00000010895,,46.94356103,0.065520799,0.401083702,0.04726285,0.641958138,vegf
ENSCAFG00000011106,CALN1,5.677712574,0.051125829,0.260359803,0.047298112,0.641958138,vegf
ENSCAFG00000000215,R3HDM2,5371.465521,-0.076043576,0.11524846,0.047799449,0.644086812,vegf
ENSCAFG00000009441,CD82,888.5679476,0.050862657,0.258840201,0.047609244,0.644086812,vegf
ENSCAFG00000015078,FAM184B,292.4909228,-0.059054819,0.345965833,0.047691562,0.644086812,vegf
ENSCAFG00000015138,VAMP1,476.912434,-0.048726817,0.171163338,0.047598879,0.644086812,vegf
ENSCAFG00000015884,SCCPDH,1452.88316,0.059715344,0.127771813,0.047607401,0.644086812,vegf
ENSCAFG00000015901,FTH1,20702.06836,0.058034683,0.130173155,0.047776612,0.644086812,vegf
ENSCAFG00000016996,MTX1,1549.975287,0.073462403,0.116521146,0.04773377,0.644086812,vegf
ENSCAFG00000046632,,28.00839815,-0.067894038,0.423929837,0.047757171,0.644086812,vegf
ENSCAFG00000013524,CRYGS,6.314986952,-0.052959163,0.286581158,0.047994238,0.645576491,vegf
ENSCAFG00000042570,,40.48708219,0.066752653,0.1203735,0.047996327,0.645576491,vegf
ENSCAFG00000006383,BRCA2,1845.542909,-0.063275582,0.123185104,0.048128208,0.645663518,vegf
ENSCAFG00000010951,SDHA,6161.252225,0.06870047,0.118959055,0.048158575,0.645663518,vegf
ENSCAFG00000013650,CTTNBP2NL,934.4638381,-0.061153121,0.125322694,0.048261805,0.645663518,vegf
ENSCAFG00000013999,NKAPD1,834.8524377,-0.059246597,0.127991777,0.048049129,0.645663518,vegf
ENSCAFG00000014876,BCS1L,650.9526932,0.077234121,0.11449937,0.04824426,0.645663518,vegf
ENSCAFG00000014886,,220.5266259,-0.049933847,0.249550344,0.048177328,0.645663518,vegf
ENSCAFG00000017725,PIK3C3,871.0673035,-0.0617606,0.124556641,0.048357641,0.645795626,vegf
ENSCAFG00000046504,,2.643271686,0.054967798,0.309807759,0.048358033,0.645795626,vegf
ENSCAFG00000003330,TMEM168,543.0290097,-0.058766639,0.128188237,0.048543413,0.645964259,vegf
ENSCAFG00000005965,FOXO1,208.3240165,0.052314442,0.143385653,0.048440503,0.645964259,vegf
ENSCAFG00000017827,GLRA1,7.734706941,0.047632184,0.187528005,0.048538836,0.645964259,vegf
ENSCAFG00000047436,,50.36819584,0.061220607,0.125019126,0.048526616,0.645964259,vegf
ENSCAFG00000000159,NEMP1,392.4949949,-0.064838814,0.121431134,0.048648995,0.646219372,vegf
ENSCAFG00000007230,,32.49308982,-0.05042031,0.259390052,0.048633088,0.646219372,vegf
ENSCAFG00000007571,PIGU,836.3383566,0.090758089,0.106800594,0.048849,0.64760961,vegf
ENSCAFG00000007810,ERAP1,1714.599175,-0.057148944,0.130128902,0.049134942,0.64760961,vegf
ENSCAFG00000010529,PCSK6,368.1311067,0.057628118,0.338291065,0.048882947,0.64760961,vegf
ENSCAFG00000010699,TMEM234,97.35506929,0.061376369,0.124191908,0.049327194,0.64760961,vegf
ENSCAFG00000012120,TRAF5,252.0808465,-0.054609603,0.310144142,0.049171897,0.64760961,vegf
ENSCAFG00000014002,MACROH2A2,139.0009787,0.066656722,0.420909698,0.049298082,0.64760961,vegf
ENSCAFG00000015542,C1QBP,2509.88135,0.077813183,0.113940357,0.048912091,0.64760961,vegf
ENSCAFG00000016934,NGFR,455.8565096,0.07634858,0.510488483,0.049489723,0.64760961,vegf
ENSCAFG00000017584,SMARCA4,10834.79737,0.096990996,0.095765135,0.049295441,0.64760961,vegf
ENSCAFG00000018346,TIMM44,1776.044988,0.08536763,0.110075054,0.049416391,0.64760961,vegf
ENSCAFG00000019132,RPH3AL,77.14966068,0.051356704,0.273639492,0.049030376,0.64760961,vegf
ENSCAFG00000020110,F3,4325.581882,0.077139105,0.515164523,0.049027681,0.64760961,vegf
ENSCAFG00000025846,,10.57620481,-0.054372349,0.135693081,0.049252411,0.64760961,vegf
ENSCAFG00000034337,,4.727745703,0.059523711,0.358516638,0.049458669,0.64760961,vegf
ENSCAFG00000044600,,3.315631838,-0.047335639,0.195020327,0.049062615,0.64760961,vegf
ENSCAFG00000045075,,61.53839732,0.065706858,0.12022969,0.049480211,0.64760961,vegf
ENSCAFG00000047363,,2533.699042,-0.061887828,0.123883435,0.049029847,0.64760961,vegf
ENSCAFG00000017138,CILP,519.6552938,-0.072456835,0.116132834,0.049603102,0.648525869,vegf
ENSCAFG00000007668,OGFOD2,377.198689,-0.060324387,0.125066172,0.049706209,0.649306346,vegf
ENSCAFG00000002366,RPS5,12622.26474,-0.092986816,0.103813901,0.049891707,0.650422277,vegf
ENSCAFG00000003611,PRR12,3157.564811,-0.067835386,0.118507822,0.049971615,0.650422277,vegf
ENSCAFG00000006407,DDRGK1,1765.34686,0.064864279,0.120576863,0.049952765,0.650422277,vegf
ENSCAFG00000014400,CCDC88B,4455.722336,-0.047625873,0.169480543,0.050009067,0.650422277,vegf
ENSCAFG00000030648,,13.01700491,0.047130531,0.179569363,0.049981079,0.650422277,vegf
ENSCAFG00000000412,MDM1,734.5582579,-0.050938377,0.144523404,0.050367543,0.651404424,vegf
ENSCAFG00000004629,,25.87051046,0.048084797,0.161854475,0.050394403,0.651404424,vegf
ENSCAFG00000011930,CCNDBP1,363.914689,-0.06523997,0.120079504,0.050306016,0.651404424,vegf
ENSCAFG00000014962,DYNC2H1,684.5667488,-0.059864816,0.124861007,0.050607203,0.651404424,vegf
ENSCAFG00000016710,TMEM175,1112.601321,-0.054074973,0.13459334,0.050502494,0.651404424,vegf
ENSCAFG00000017314,MBTD1,249.456474,-0.049102018,0.153350611,0.050543786,0.651404424,vegf
ENSCAFG00000017928,TVP23B,908.358218,0.072898117,0.115645491,0.050194381,0.651404424,vegf
ENSCAFG00000020830,,5.170130313,-0.04892295,0.25026547,0.050503653,0.651404424,vegf
ENSCAFG00000023491,C17H1orf56,17.45599508,-0.047920701,0.163704615,0.050358278,0.651404424,vegf
ENSCAFG00000031854,MRAP2,23.0033836,-0.056499326,0.335395629,0.050587617,0.651404424,vegf
ENSCAFG00000044274,EPSTI1,77.12649773,-0.047346812,0.219387936,0.050229,0.651404424,vegf
ENSCAFG00000049947,,40.34289571,0.062229274,0.122661279,0.050215631,0.651404424,vegf
ENSCAFG00000001834,CUL9,1486.902312,-0.056118563,0.129875127,0.050967477,0.651874477,vegf
ENSCAFG00000005918,ITGBL1,7.015458746,-0.055904416,0.330927818,0.050868722,0.651874477,vegf
ENSCAFG00000010484,PKP2,1265.926712,0.053835212,0.310461261,0.050904992,0.651874477,vegf
ENSCAFG00000013371,ETV6,1149.070746,-0.05129052,0.141867806,0.050992387,0.651874477,vegf
ENSCAFG00000017403,NTN1,180.6562914,0.065665217,0.420340747,0.050978567,0.651874477,vegf
ENSCAFG00000018936,MAP7D3,2376.107495,-0.061439227,0.122959911,0.050872907,0.651874477,vegf
ENSCAFG00000020370,FHOD1,2510.459893,-0.049601855,0.149445539,0.050882331,0.651874477,vegf
ENSCAFG00000023845,C16H4orf47,31.04749074,-0.050622494,0.144501987,0.050960938,0.651874477,vegf
ENSCAFG00000009857,,1174.85624,0.063218225,0.121166543,0.051126179,0.65285869,vegf
ENSCAFG00000015408,TECPR1,1055.479199,-0.061566023,0.122634065,0.051156675,0.65285869,vegf
ENSCAFG00000036707,,61.78923611,0.04827218,0.245155663,0.051220081,0.653110611,vegf
ENSCAFG00000008846,FBXO41,61.27808701,-0.046462747,0.20727171,0.051347378,0.654176094,vegf
ENSCAFG00000004295,RNASEH2B,2092.060288,-0.048878962,0.151616814,0.051535202,0.654339577,vegf
ENSCAFG00000013316,SIRT1,516.4529513,0.069848104,0.116596338,0.051491492,0.654339577,vegf
ENSCAFG00000016428,ARG2,1011.505392,0.046429602,0.18001214,0.05145516,0.654339577,vegf
ENSCAFG00000046280,,42.4998702,-0.046529905,0.177414169,0.051434744,0.654339577,vegf
ENSCAFG00000005507,ACVR2A,366.996148,0.054845264,0.131533937,0.051585094,0.65441751,vegf
ENSCAFG00000000127,ONECUT2,22.11804291,-0.050389015,0.276277139,0.051682504,0.654542945,vegf
ENSCAFG00000007674,RASA2,465.5427984,-0.047786749,0.240281789,0.051642935,0.654542945,vegf
ENSCAFG00000012220,PRELID3B,2425.681017,0.085046326,0.109097635,0.051803384,0.655518797,vegf
ENSCAFG00000032099,,471.5375826,-0.052287279,0.298770237,0.051883754,0.655980813,vegf
ENSCAFG00000012410,CRTC3,1566.054757,-0.074313682,0.114218553,0.051964416,0.65644575,vegf
ENSCAFG00000000667,FNDC1,126.1479789,0.069638911,0.461611876,0.052042611,0.656878763,vegf
ENSCAFG00000004623,SLC4A2,4544.504498,0.078944371,0.112064015,0.052127173,0.657391343,vegf
ENSCAFG00000005752,FAAP100,1200.990202,-0.073715934,0.114214692,0.052634263,0.657993993,vegf
ENSCAFG00000006017,EAF1,1671.466993,-0.06303205,0.120344868,0.052717545,0.657993993,vegf
ENSCAFG00000006621,WDR62,1263.83468,-0.064610081,0.11925943,0.052544256,0.657993993,vegf
ENSCAFG00000010866,RBM5,2038.674225,-0.07974003,0.111388269,0.05286919,0.657993993,vegf
ENSCAFG00000015831,RAD52,437.9436426,-0.055168993,0.12973895,0.052642535,0.657993993,vegf
ENSCAFG00000016427,WNK3,1924.61123,-0.080105622,0.111320425,0.052615191,0.657993993,vegf
ENSCAFG00000018330,LIG3,1689.652736,0.094657959,0.096560077,0.052867517,0.657993993,vegf
ENSCAFG00000019008,MYDGF,1107.441679,0.058961225,0.124590288,0.052268949,0.657993993,vegf
ENSCAFG00000019829,ATXN7L2,558.8438993,-0.062346021,0.121125703,0.052363223,0.657993993,vegf
ENSCAFG00000023748,GCNA,32.23629249,-0.054940147,0.130268807,0.05253512,0.657993993,vegf
