gene,Hugo_Symbol (add = in front),baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000012720,NTSR1,20.22344701,1.024951461,2.425942173,0.002990507,0.166859953
ENSCAFG00000013983,COL13A1,26.64744023,1.047939585,2.524810094,0.003009636,0.167350266
ENSCAFG00000006825,PRR5L,137.6507998,0.583348219,1.267305785,0.003028283,0.167810428
ENSCAFG00000005955,SLC25A15,592.2876277,0.158291403,0.139328636,0.00306379,0.169198606
ENSCAFG00000000277,CCDC28A,206.1431404,-0.153019966,0.181946636,0.003122189,0.171254698
ENSCAFG00000003841,MGAM,6.844465513,0.660722651,1.445513073,0.003122189,0.171254698
ENSCAFG00000014571,CDC45,1714.416201,0.153844807,0.162580881,0.003133735,0.171307304
ENSCAFG00000018759,ZNF280C,469.6615499,-0.152510106,0.17388186,0.003183124,0.173421333
ENSCAFG00000010949,SLC37A2,2423.732028,0.622386861,1.381312426,0.003238086,0.175823705
ENSCAFG00000009792,VPS26C,942.8244222,-0.163968198,0.11637218,0.003281716,0.177581455
ENSCAFG00000030076,LMX1B,87.03093571,0.694945153,1.554787861,0.003292407,0.177581455
ENSCAFG00000011850,KLHL24,125.5530266,-0.204239479,0.443302709,0.003311574,0.178021853
ENSCAFG00000015053,SPINDOC,537.0869505,-0.151785492,0.159759199,0.003344365,0.179189309
ENSCAFG00000003875,PLK4,978.4939328,-0.156353913,0.134208033,0.003387181,0.180884399
ENSCAFG00000003993,CYTH2,1196.38987,0.168585729,0.103393696,0.003439663,0.182482563
ENSCAFG00000017484,CYFIP2,1988.167276,-0.328210038,0.767581922,0.003438884,0.182482563
ENSCAFG00000047776,NA,14.11332037,-0.432117778,0.999827695,0.003463398,0.183141324
ENSCAFG00000008874,HUNK,60.34194097,0.741351038,1.720264535,0.003512293,0.183320045
ENSCAFG00000014551,GAL3ST4,24.92061764,0.409998726,0.954124142,0.003490979,0.183320045
ENSCAFG00000019161,GABRA3,7.108899914,0.817078261,1.944635405,0.003513896,0.183320045
ENSCAFG00000028875,CD248,127.8993382,0.696980413,1.606488947,0.003523425,0.183320045
ENSCAFG00000031564,NUDT4,927.8061198,-0.156785182,0.272425465,0.003505504,0.183320045
ENSCAFG00000008342,AGBL2,51.7053926,-0.184145681,0.391566773,0.003556613,0.183864371
ENSCAFG00000013065,ZBTB46,153.5383063,-0.663942906,1.528971927,0.003546577,0.183864371
ENSCAFG00000003641,NA,10.20382956,-0.812201032,1.958997714,0.003600525,0.185541704
ENSCAFG00000003233,MEIS1,201.7719098,-0.239837579,0.571714133,0.003803423,0.193603653
ENSCAFG00000004654,USH1G,7.166358411,0.650127272,1.538769631,0.003791987,0.193603653
ENSCAFG00000010144,ELK4,907.0044651,-0.223774084,0.527317201,0.00380483,0.193603653
ENSCAFG00000041140,NA,2689.947003,-0.145879407,0.173652787,0.003800523,0.193603653
ENSCAFG00000045548,NA,9.645521161,0.564857674,1.342826252,0.00388067,0.196843646
ENSCAFG00000010709,ADAMTS17,46.53164131,0.43693518,1.053446918,0.003940061,0.199231633
ENSCAFG00000005050,FOXJ1,11.55729651,0.475559238,1.14728147,0.003995414,0.201401244
ENSCAFG00000016718,HRH2,112.3678194,0.784089017,2.007742157,0.004019781,0.20200024
ENSCAFG00000003429,CFTR,103.4118849,-0.705562168,1.749298201,0.004058208,0.203299863
ENSCAFG00000004449,CCDC81,2.384881702,-0.450577811,1.098822686,0.004095766,0.203878123
ENSCAFG00000013940,CLEC4E,56.55201812,0.795540677,2.094125174,0.004131871,0.203878123
ENSCAFG00000016104,GABARAP,4810.341663,0.163699014,0.104436118,0.004125569,0.203878123
ENSCAFG00000017756,UQCRC2,4018.653058,0.146844095,0.145366568,0.004121305,0.203878123
ENSCAFG00000019076,CTIF,391.2616838,0.173520888,0.383342255,0.004143812,0.203878123
ENSCAFG00000032343,SMIM26,345.9124857,0.148070925,0.139762332,0.00414535,0.203878123
ENSCAFG00000014165,GRN,10297.93091,0.178898703,0.404857938,0.004182139,0.204204637
ENSCAFG00000021436,NA,2.612898704,-0.332808987,0.828543427,0.004187872,0.204204637
ENSCAFG00000049169,NA,3.255382371,-0.580274219,1.422818455,0.004189849,0.204204637
ENSCAFG00000012942,SRMS,55.69093454,-0.484235628,1.189488438,0.004215638,0.204844554
ENSCAFG00000017409,AKAP1,1738.25752,0.158978519,0.111878524,0.00425814,0.206290298
ENSCAFG00000003399,TES,2838.805658,-0.197732888,0.47308245,0.004292008,0.207310391
ENSCAFG00000003981,SULT2B1,135.2757896,0.661723977,1.682518751,0.004369734,0.208400486
ENSCAFG00000013236,TMEM41A,162.741317,0.194790447,0.467037041,0.00436593,0.208400486
ENSCAFG00000015727,ARHGEF10L,356.3019753,0.515340847,1.282422255,0.004378973,0.208400486
ENSCAFG00000029322,SCN2B,227.4347342,-0.514513316,1.275583885,0.004335707,0.208400486
ENSCAFG00000030265,NA,54.94552068,0.255774089,0.643521734,0.004361612,0.208400486
ENSCAFG00000008999,PROS1,69.83302056,0.538182925,1.345464678,0.004425061,0.209976305
ENSCAFG00000001873,TCP11L2,60.56699848,-0.148991023,0.291027153,0.00446908,0.211444972
ENSCAFG00000015155,TIMP1,12569.63385,-0.274823296,0.701036255,0.004500943,0.212331642
ENSCAFG00000003167,BMPER,17.30286748,0.676558787,1.767956971,0.004533178,0.213230674
ENSCAFG00000006985,NCOR2,6980.190789,-0.142689387,0.148243788,0.004557187,0.213738682
ENSCAFG00000007245,IL1A,5.41636245,0.643083465,1.691369903,0.004702623,0.2149524
ENSCAFG00000010171,PHKG1,85.46351035,-0.29252065,0.753084595,0.00461679,0.2149524
ENSCAFG00000012923,DSCAML1,11.19013672,-0.525710749,1.345290257,0.004698804,0.2149524
ENSCAFG00000016051,CACNA1C,141.3386589,0.485038449,1.237153127,0.004675669,0.2149524
ENSCAFG00000018146,ALDH3A1,49.81198036,0.537709165,1.36855437,0.00462603,0.2149524
ENSCAFG00000019922,EMC8,2305.776133,0.157308831,0.110692273,0.00464025,0.2149524
ENSCAFG00000020309,SPATA1,132.1745033,-0.142770917,0.143620116,0.004694956,0.2149524
ENSCAFG00000029278,SOX18,15.40993481,0.735276379,2.039513795,0.004683219,0.2149524
ENSCAFG00000029337,CEP20,551.5260309,0.14721722,0.131011674,0.004640279,0.2149524
ENSCAFG00000010003,MOB2,594.6568011,-0.148054728,0.300710955,0.004739238,0.2160158
ENSCAFG00000017436,DYNLL2,1613.607099,0.143384217,0.138398587,0.00481872,0.219021633
ENSCAFG00000005255,VIPR2,43.7022428,0.704552215,1.978595446,0.004907263,0.219349247
ENSCAFG00000015915,CHRNA9,15.98932444,0.359380841,0.938733266,0.004891528,0.219349247
ENSCAFG00000020270,COL24A1,16.64857577,0.536612642,1.397094301,0.004884012,0.219349247
ENSCAFG00000023570,HAPLN4,30.41734533,0.644802638,1.739355958,0.004899534,0.219349247
ENSCAFG00000048180,NA,14.3739079,0.199285219,0.502853346,0.004861607,0.219349247
ENSCAFG00000049872,NA,2.468103516,0.531174086,1.376688214,0.004840012,0.219349247
ENSCAFG00000014596,UFD1,2261.063534,0.137495556,0.160834351,0.00494006,0.220206903
ENSCAFG00000004432,RCBTB2,485.9535397,-0.18308404,0.454112315,0.004976361,0.22121566
ENSCAFG00000016540,ARHGEF9,2.416154998,-0.464919938,1.216806409,0.005008741,0.22204503
ENSCAFG00000028514,TTPA,8.702030559,0.627242988,1.703839684,0.005030039,0.222379959
ENSCAFG00000008523,P2RY14,27.48051463,-0.485364301,1.279031751,0.005089663,0.223186535
ENSCAFG00000013267,EBF3,3.222945475,0.592936296,1.595192242,0.005079901,0.223186535
ENSCAFG00000031652,SDC2,298.1259687,0.548555355,1.455549716,0.005072573,0.223186535
ENSCAFG00000016842,RIOX1,649.9307921,-0.149089448,0.120295014,0.00511352,0.223626651
ENSCAFG00000000744,KCNV1,29.22718831,0.75519026,2.287529175,0.005149355,0.2239623
ENSCAFG00000003397,TFEC,76.94895544,0.662969784,1.873746396,0.005162718,0.2239623
ENSCAFG00000016181,NA,1601.076454,-0.13360029,0.201047427,0.005141275,0.2239623
ENSCAFG00000005346,NA,1021.39461,0.137242464,0.260350881,0.005243801,0.224470741
ENSCAFG00000005848,NA,185.8848628,-0.135644851,0.159764972,0.005220847,0.224470741
ENSCAFG00000007635,CLSTN2,10.50217522,0.427144341,1.135982698,0.005225789,0.224470741
ENSCAFG00000025324,CLEC4D,40.9106488,0.325332927,0.871045727,0.005223444,0.224470741
ENSCAFG00000048836,NA,9.728013959,0.456796616,1.215342203,0.005232406,0.224470741
ENSCAFG00000014724,FLRT1,11.42900901,0.43894439,1.169773864,0.00525779,0.224475712
ENSCAFG00000004377,ACBD5,658.8489007,0.154860477,0.108986523,0.00527853,0.224768147
ENSCAFG00000014629,HGFAC,84.12662938,-0.453990372,1.213674979,0.005299471,0.224971092
ENSCAFG00000018522,RAB11FIP4,707.7381023,-0.408847164,1.094333158,0.005311103,0.224971092
ENSCAFG00000003838,NTF4,18.75210582,0.20772129,0.551357317,0.005411174,0.228611516
ENSCAFG00000005828,NA,35.80220923,0.210109235,0.560012881,0.005443219,0.228770716
ENSCAFG00000006188,ADGRA2,213.8157956,0.421752094,1.137575947,0.00543046,0.228770716
ENSCAFG00000015657,PCSK1N,69.00789582,0.489930785,1.332555015,0.005491872,0.23021757
ENSCAFG00000008026,NA,61.58527001,0.476471843,1.298607832,0.005541589,0.23052171
ENSCAFG00000010936,NPNT,989.1140258,0.462030925,1.25749962,0.005541867,0.23052171
ENSCAFG00000019930,FIBCD1,18.26070296,0.583629558,1.638665925,0.005518332,0.23052171
ENSCAFG00000025105,NA,1178.74124,-0.240146787,0.655710895,0.005592264,0.232021615
ENSCAFG00000010745,IGHMBP2,2239.936553,0.160574973,0.092722911,0.005653263,0.232816067
ENSCAFG00000017104,GDPD3,61.04924557,-0.216829535,0.589352748,0.005668965,0.232816067
ENSCAFG00000031977,C1QL4,150.0863169,0.376417456,1.03249492,0.00566853,0.232816067
ENSCAFG00000045208,NA,35.66257564,-0.246211627,0.675265303,0.005641343,0.232816067
ENSCAFG00000032184,UBE2J2,1703.454601,0.160664063,0.090398338,0.005694612,0.23327725
ENSCAFG00000043212,NA,7.709220065,0.30826668,0.851766592,0.005722915,0.233844654
ENSCAFG00000005802,GPR183,91.46347237,-0.690390126,2.16559333,0.005749202,0.234327034
ENSCAFG00000006830,MSR1,923.2407484,0.683758382,2.141134993,0.005776106,0.234722332
ENSCAFG00000015503,SPEG,113.019061,0.442061298,1.222687331,0.005792775,0.234722332
ENSCAFG00000030261,NA,2.574531695,-0.482523475,1.342397797,0.005802418,0.234722332
ENSCAFG00000007863,ATR,1294.228673,-0.130410641,0.16849509,0.005825026,0.235049258
ENSCAFG00000011219,ADRB1,1.928911509,0.481626404,1.345228548,0.005857055,0.235753763
ENSCAFG00000030884,COA8,715.3243289,-0.128281449,0.196536061,0.005891807,0.236564081
ENSCAFG00000002671,SP4,504.0132844,-0.128065162,0.213574335,0.005956553,0.237179821
ENSCAFG00000005109,CXCR4,442.9529992,-0.430380881,1.201064867,0.005937861,0.237179821
ENSCAFG00000009445,GDF6,4.661326266,0.562797343,1.636814668,0.005961667,0.237179821
ENSCAFG00000010617,ALDH1A3,5.385194811,0.573634628,1.680774749,0.005965774,0.237179821
ENSCAFG00000018731,LMBRD2,563.2509398,0.127660276,0.209223549,0.005998963,0.237914769
ENSCAFG00000010511,OASL,112.863867,0.246653611,0.696114854,0.006126762,0.242389066
ENSCAFG00000008685,CCNG2,166.6546141,-0.129862713,0.257418501,0.006191702,0.2443608
ENSCAFG00000009480,PKIG,1134.437288,-0.280207311,0.799943401,0.006292101,0.245351637
ENSCAFG00000012126,HYOU1,11269.7396,0.128539388,0.163285658,0.006246573,0.245351637
ENSCAFG00000019927,LAMC3,28.56147828,0.622328073,1.974977986,0.006292623,0.245351637
ENSCAFG00000020386,ST6GALNAC5,4.245685017,0.53585972,1.582522268,0.00627689,0.245351637
ENSCAFG00000047105,FOXS1,50.28975202,0.35890204,1.020328598,0.006260766,0.245351637
ENSCAFG00000012077,KCNH1,46.00027598,0.408316236,1.16991206,0.006375567,0.247988088
ENSCAFG00000008276,HLTF,3855.975488,-0.141904699,0.120647595,0.006426242,0.24816949
ENSCAFG00000010742,PGAP1,155.1301378,0.125369909,0.184196627,0.006424883,0.24816949
ENSCAFG00000015196,SCNN1A,424.3869749,-0.216340635,0.614444611,0.006398528,0.24816949
ENSCAFG00000006947,ATP6V1H,1998.354775,0.129390281,0.152519755,0.00645071,0.248521267
ENSCAFG00000005565,EPC2,848.5409653,-0.139945573,0.123539921,0.006487469,0.249343806
ENSCAFG00000009661,PIK3C2B,1815.289743,-0.219520193,0.629678512,0.006550757,0.251179618
ENSCAFG00000031463,NA,22.99174098,0.63149296,2.090258367,0.006579381,0.251680749
ENSCAFG00000032722,PRIMA1,25.96054277,0.590242216,1.885830947,0.006596905,0.251755942
ENSCAFG00000006829,TMEM74B,21.77900933,0.350237903,1.018177128,0.006660113,0.253526084
ENSCAFG00000006892,TUB,34.30599162,0.454525527,1.355634306,0.006854122,0.253526084
ENSCAFG00000007338,NR4A1,223.0802329,0.165464089,0.4549785,0.00682602,0.253526084
ENSCAFG00000010888,UPK1B,2801.043558,-0.53201557,1.629774501,0.006679332,0.253526084
ENSCAFG00000012561,DMBT1,4.976066494,0.460205991,1.370396095,0.00680439,0.253526084
ENSCAFG00000015578,RTN1,15.97600394,0.31709979,0.927982583,0.006776314,0.253526084
ENSCAFG00000015968,BCL6B,2.106820938,0.403025347,1.183995561,0.006796581,0.253526084
ENSCAFG00000016007,KRT10,1065.462635,0.122364672,0.194038606,0.006877877,0.253526084
ENSCAFG00000016121,SYT7,77.94258521,0.458137462,1.356070487,0.006730308,0.253526084
ENSCAFG00000019965,HSDL1,317.4202175,0.13778097,0.125204151,0.006747883,0.253526084
ENSCAFG00000043487,NA,2.182339995,0.410776479,1.201830267,0.006712259,0.253526084
ENSCAFG00000043554,RALYL,4.55651982,0.448930937,1.335294603,0.006840779,0.253526084
ENSCAFG00000044812,NA,19.26939348,0.122496572,0.192948635,0.006859731,0.253526084
ENSCAFG00000047554,NA,1068.804287,-0.589159453,1.935525308,0.006848415,0.253526084
ENSCAFG00000047681,NA,19.58203964,0.145082252,0.372330807,0.006878311,0.253526084
ENSCAFG00000009305,ESRP1,625.5459013,0.167778051,0.467119534,0.00693813,0.255149733
ENSCAFG00000013169,SP3,1911.66102,-0.144021669,0.113335247,0.007027587,0.256689358
ENSCAFG00000048487,NA,22.79667072,-0.279747116,0.829055343,0.007017987,0.256689358
ENSCAFG00000048989,NA,32.99466594,-0.123929761,0.166077989,0.007002013,0.256689358
ENSCAFG00000000364,WIF1,9.541296779,0.474836788,1.449189653,0.007048794,0.256884083
ENSCAFG00000047167,NA,9.353835655,-0.477356864,1.462327928,0.007079259,0.257414595
ENSCAFG00000010024,DOK2,716.992983,-0.311394061,0.92663945,0.007104348,0.257747674
ENSCAFG00000009880,SNCA,4.594500196,0.438199724,1.324404914,0.007126458,0.257971388
ENSCAFG00000007524,MPHOSPH9,845.7969017,-0.128347349,0.141831937,0.007222531,0.260865559
ENSCAFG00000003481,ING3,330.5317292,-0.125483247,0.275361238,0.00724328,0.261032335
ENSCAFG00000018916,SOCS1,12.21238474,0.146501412,0.391268154,0.007285126,0.261376115
ENSCAFG00000030456,LZIC,651.8768975,0.120054217,0.20577301,0.007280549,0.261376115
ENSCAFG00000015689,OTUD5,2519.289531,-0.123999398,0.156809123,0.007302825,0.261431448
ENSCAFG00000020110,F3,5972.124771,0.423833184,1.292367879,0.007332399,0.261910716
ENSCAFG00000002169,NFIL3,408.6500801,0.11960888,0.224808821,0.007463773,0.264269817
ENSCAFG00000002753,GPNMB,3886.646283,0.360280764,1.091218509,0.007423338,0.264269817
ENSCAFG00000010757,CPT1A,4545.863115,-0.131186067,0.320852551,0.007460967,0.264269817
ENSCAFG00000029609,DMAC1,601.4845028,0.119186871,0.196339859,0.007462796,0.264269817
ENSCAFG00000011162,VSIG2,7.963312688,-0.470248436,1.490007766,0.007558585,0.265304693
ENSCAFG00000012661,RFX5,983.4315586,-0.156977354,0.442988445,0.007553452,0.265304693
ENSCAFG00000014598,HMX1,22.76895453,0.564803287,1.954169947,0.007555809,0.265304693
ENSCAFG00000016757,CPLX1,461.7129434,0.127111457,0.299063485,0.007546441,0.265304693
ENSCAFG00000008634,CCDC158,150.9414168,-0.149042798,0.415733284,0.007754681,0.271598482
ENSCAFG00000017043,ZMYM3,1269.969273,-0.117626937,0.214978794,0.007779707,0.271886468
ENSCAFG00000010895,NA,72.96314254,0.326316132,1.005433559,0.00781394,0.271908302
ENSCAFG00000016895,TRAPPC1,1359.81992,0.143441223,0.110061597,0.007809983,0.271908302
ENSCAFG00000000751,TNXB,446.6757008,-0.235162384,0.722125753,0.007842729,0.272268973
ENSCAFG00000003824,MICAL1,2348.443253,-0.1240571,0.145305957,0.007908437,0.272268973
ENSCAFG00000008380,AQP5,335.2270464,0.200664973,0.610661404,0.007887186,0.272268973
ENSCAFG00000011158,CFAP46,74.78693975,-0.394789084,1.234762496,0.007897349,0.272268973
ENSCAFG00000042271,NA,9.12057182,0.22033634,0.675946524,0.007891909,0.272268973
ENSCAFG00000008740,CIAPIN1,2358.513695,0.127167279,0.136088477,0.007948475,0.272487858
ENSCAFG00000024936,MTUS2,129.4056798,0.306591899,0.949699945,0.007946239,0.272487858
ENSCAFG00000008664,PLEKHA7,355.6960715,-0.348221424,1.08428931,0.007991196,0.273373225
ENSCAFG00000006405,UBA5,1102.755794,-0.12326445,0.145878416,0.008048307,0.274746103
ENSCAFG00000017486,NA,200.9035919,-0.132786189,0.34871082,0.008072623,0.274996038
ENSCAFG00000004604,TMEM104,1341.457334,0.117206131,0.239207952,0.008109323,0.275665875
ENSCAFG00000024306,AGO4,409.5810452,-0.118301816,0.254272786,0.008144192,0.276270807
ENSCAFG00000019856,TRAPPC2L,1122.082935,0.170234131,0.510571725,0.008163197,0.276336172
ENSCAFG00000029577,RGS12,1278.041178,-0.134685986,0.361843747,0.008192923,0.276763454
ENSCAFG00000002039,LNX1,162.7866169,-0.173485563,0.524772353,0.008244548,0.27677393
ENSCAFG00000002357,PAX5,7.55772047,-0.367143671,1.161662536,0.008241454,0.27677393
ENSCAFG00000013864,NA,3782.415712,0.120277856,0.154404842,0.008214813,0.27677393
ENSCAFG00000044769,NA,4.452736529,-0.396751165,1.269404257,0.008277995,0.277321399
ENSCAFG00000004406,FBLN2,1953.812856,0.360843186,1.145989165,0.008341446,0.278294706
ENSCAFG00000014029,IL1RAP,558.7162167,0.158405053,0.469259555,0.008326542,0.278294706
ENSCAFG00000003077,GGCT,1918.554844,-0.118085056,0.2655609,0.008427704,0.280593976
ENSCAFG00000000453,ZFC3H1,1294.608758,-0.120987408,0.146443774,0.008542664,0.283837472
ENSCAFG00000014512,DDX49,2175.861744,0.131609056,0.122640676,0.008575111,0.284331688
ENSCAFG00000007613,POLR1A,3930.012417,0.118099403,0.155567282,0.00866383,0.286018892
ENSCAFG00000008205,AGTR1,4.135929908,0.426343946,1.420696403,0.008657825,0.286018892
ENSCAFG00000041857,NA,6.849327994,-0.417079052,1.382689725,0.008679023,0.286018892
ENSCAFG00000009523,NA,24607.54372,-0.136569206,0.114839268,0.008727261,0.286441801
ENSCAFG00000042031,NA,2.467651707,0.226782844,0.722236442,0.008725033,0.286441801
ENSCAFG00000023063,APOL5,57.82298249,0.278957078,0.897092251,0.008838439,0.289503597
ENSCAFG00000010957,KLHL42,759.5459481,-0.112468425,0.195903284,0.008913847,0.291097131
ENSCAFG00000012128,LRP2,247.8233735,0.376992437,1.240722305,0.008923069,0.291097131
ENSCAFG00000001906,FZD1,340.5141175,0.199416789,0.63790627,0.009035757,0.291831511
ENSCAFG00000002301,ECM2,57.67003038,0.235939391,0.76179153,0.009029459,0.291831511
ENSCAFG00000009970,RBBP5,1106.579359,-0.125545881,0.130396589,0.009007057,0.291831511
ENSCAFG00000018625,C3,79.57873966,0.153064104,0.464141146,0.008996216,0.291831511
ENSCAFG00000031630,GNG4,107.7037729,0.176416771,0.553922431,0.008969442,0.291831511
ENSCAFG00000001049,PMM1,598.1343169,-0.111369762,0.224320593,0.009221693,0.296063927
ENSCAFG00000020364,TPPP3,161.2258217,0.240085036,0.781374987,0.009218557,0.296063927
ENSCAFG00000023919,SLC8A3,129.3443213,0.413033039,1.412594593,0.009192964,0.296063927
ENSCAFG00000003408,CAPZA2,4985.40525,-0.110835584,0.223205512,0.009340922,0.297463793
ENSCAFG00000006265,NA,204.0937282,-0.124365669,0.337330016,0.009319905,0.297463793
ENSCAFG00000007489,RILPL2,745.850016,-0.111054451,0.226715625,0.009322039,0.297463793
ENSCAFG00000017820,CD276,2417.133975,0.182180864,0.583135853,0.009299936,0.297463793
ENSCAFG00000044521,NA,37.79136523,-0.207060966,0.672936877,0.009357213,0.297463793
ENSCAFG00000005309,LBH,398.6670074,-0.302156905,0.997081331,0.009405845,0.297839475
ENSCAFG00000018325,KIF26A,85.95060812,0.406013001,1.39900967,0.00939417,0.297839475
ENSCAFG00000003625,FCGRT,706.8332421,0.168012531,0.534570763,0.00948387,0.298557383
ENSCAFG00000008566,GUCY1B1,1297.422057,-0.352480755,1.180367258,0.0094515,0.298557383
ENSCAFG00000009654,RBL2,918.7209851,-0.114567907,0.276015335,0.009473933,0.298557383
ENSCAFG00000014159,TBC1D2B,585.7378546,0.118892608,0.309367098,0.009519104,0.298605875
ENSCAFG00000014503,TBX1,45.53197729,0.356802278,1.201186685,0.009522318,0.298605875
ENSCAFG00000007764,HIP1R,1043.777141,-0.11058352,0.179697999,0.009626577,0.301291392
ENSCAFG00000010693,FGF19,8.400777528,0.319784046,1.069662615,0.009646201,0.301322746
ENSCAFG00000003621,LPIN1,674.1663987,-0.132233472,0.387073398,0.009665169,0.301333519
ENSCAFG00000007653,ST3GAL5,973.1088065,0.128158562,0.367536171,0.009706475,0.302039358
ENSCAFG00000012690,NA,16.78084579,-0.366646792,1.254177567,0.009736018,0.302377181
ENSCAFG00000029590,FAM8A1,167.2832201,-0.122925269,0.130178682,0.009770662,0.302732476
ENSCAFG00000030220,NA,3171.122809,-0.13439194,0.11332292,0.009784876,0.302732476
ENSCAFG00000032393,BEAN1,18.72156857,0.397959015,1.402552096,0.009851697,0.304218143
ENSCAFG00000014799,NA,1949.529706,0.126032714,0.124055056,0.00991149,0.305481574
ENSCAFG00000011177,SLC7A7,86.15028524,0.165704982,0.538371676,0.010049207,0.309137312
ENSCAFG00000016798,CREBRF,85.77110838,-0.123939358,0.354359592,0.010100444,0.310123875
ENSCAFG00000006757,PPFIBP2,188.5123444,0.265782521,0.899191121,0.010166196,0.311551554
ENSCAFG00000017661,SERPINA12,17.61324377,-0.448402504,1.728322477,0.010288975,0.314124336
ENSCAFG00000019819,SPATA2L,562.7634817,0.120486369,0.131514843,0.010288261,0.314124336
ENSCAFG00000004524,TTYH2,1516.491909,0.21351325,0.721233427,0.01034793,0.314736565
ENSCAFG00000008716,MTHFD2,2499.847419,0.111850793,0.155225708,0.010334225,0.314736565
ENSCAFG00000005484,POLD3,757.4125869,-0.135867028,0.109582731,0.010379895,0.314813913
ENSCAFG00000010906,INTS12,328.4891787,0.122963724,0.126464046,0.010395251,0.314813913
ENSCAFG00000017765,GRIA1,210.0619237,-0.348971025,1.223109789,0.01040884,0.314813913
ENSCAFG00000001839,TTBK1,2.538676272,0.283300287,0.972353763,0.010475393,0.316235688
