"Cytokine","Collection","ID","Description","setSize","enrichmentScore","NES","pvalue","p_adjust","qvalue","rank","leading_edge","core_enrichment"
"TGFB","C2","LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN","LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN",960,-0.814370161,-1.897067174,9.12e-19,5.12e-15,4.94e-15,261,"tags=9%, list=2%, signal=10%","CHN2/BMP6/ST8SIA4/RIPOR2/RCSD1/MAN1A1/CD38/MMP1/ARHGAP30/LGALS9/CCND2/TLR6/CLIC2/SPP1/SLC9A9/FAP/RGS2/TNFRSF1B/OGFRL1/SH2D3C/DOCK8/HLX/PTPRE/BCL2A1/ELOVL2/SAMD9L/EGR3/SLC2A3/PLXNC1/HOPX/FCMR/IFFO1/ELMO1/CYTIP/ENPP2/SLC16A2/TNFRSF8/PDE1B/DERL3/DOCK11/TMEM176B/PLCL1/ARRDC3/ADAP2/PIK3R5/PTGS2/LPAR6/RASSF2/STAB1/NCF2/CD274/DOK2/IL7/POU2F2/LRRC25/TLR1/MARCHF1/RGS4/C5AR1/IL10RA/KCTD12/ESAM/STING1/CD68/SELPLG/IL1B/GMFG/IGSF6/KLRG1/TNFRSF11A/SIGLEC1/PIK3AP1/CORO1A/FAM78A/LAT2/NCKAP1L/LSP1/MYO1F/FYB1/IRAG2/FERMT3/LCP2/IL16/MFNG/CD163/FCGR1A/CTSS/LCP1/CSF1R/LAPTM5"
"TGFB","C2","CHEN_METABOLIC_SYNDROM_NETWORK","CHEN_METABOLIC_SYNDROM_NETWORK",878,-0.819952113,-1.904775398,4.32e-18,1.21e-14,1.17e-14,302,"tags=8%, list=3%, signal=8%","ATP6V1C1/PLAC8/HTRA2/TONSL/EPB41/GALNS/UNC93B1/ST8SIA4/CD38/TMEM229B/SLAMF9/SLC9A9/RGS2/PLEKHO1/DOCK8/PTPRE/BCL2A1/ARID3A/COTL1/SPSB2/PLXNC1/CYTIP/SMC1B/PPM1J/DOCK11/ADAP2/VAV1/SEMA4D/STAB1/NCF2/PTPN6/RASGEF1B/CD274/FES/DOK2/ENTPD1/RGS14/ARHGAP4/IL1RL1/CLEC4D/LRRC25/SLC8A1/IL10RA/SLC7A8/DENND1C/IL18BP/CD68/GMFG/THEMIS2/IGSF6/IRF5/PIK3AP1/DOK3/CORO1A/LAT2/NCKAP1L/CD37/MYO1F/IRAG2/FERMT3/LCP2/CFP/FCGR1A/CTSS/LCP1/CSF1R/LAPTM5"
"TGFB","C2","WALLACE_PROSTATE_CANCER_RACE_UP","WALLACE_PROSTATE_CANCER_RACE_UP",151,-0.932507735,-1.967473563,2.47e-13,4.62e-10,4.46e-10,291,"tags=17%, list=2%, signal=16%","PLAC8/IFI44L/MAP4K1/CLIC2/BCL2A1/ELOVL2/CXCR4/COTL1/FCMR/CYTIP/PLCL1/C5AR1/IL10RA/GMFG/THEMIS2/CORO1A/NCKAP1L/CD37/LSP1/IL1R2/FYB1/LCP2/IL16/CTSS/LAPTM5"
"TGFB","C7","GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN",143,-0.928113004,-1.95261187,1.71e-11,8.69e-08,7.76e-08,229,"tags=15%, list=2%, signal=15%","LGALS9/CLIC2/EFHD2/ZFP36L1/COTL1/SLC2A3/PLXNC1/NCF2/DOK2/ENTPD1/KCTD12/IL1B/GMFG/SEMA4A/IGSF6/ITGB7/LAT2/IL1R2/MFNG/CD163/CFP/CSF1R"
"TGFB","C7","GSE29618_MONOCYTE_VS_PDC_UP","GSE29618_MONOCYTE_VS_PDC_UP",133,-0.928547951,-1.93268648,8.11e-11,2.07e-07,1.84e-07,222,"tags=13%, list=2%, signal=13%","EFHD2/ZFP36L1/TNFRSF1B/KDM7A/BCL2A1/SLC2A3/NCF2/ENTPD1/C5AR1/GMFG/LAT2/MYO1F/FYB1/CD163/CFP/CTSS/CSF1R"
"TGFB","C7","GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP",149,-0.906709942,-1.921872235,7.69e-09,1.31e-05,1.17e-05,222,"tags=11%, list=2%, signal=11%","EFHD2/ZFP36L1/TNFRSF1B/SLC2A3/PLXNC1/ADAP2/NCF2/ENTPD1/C5AR1/GMFG/IGSF6/LAT2/MYO1F/CD163/CTSS/CSF1R"
"TGFB","C2","LENAOUR_DENDRITIC_CELL_MATURATION_DN","LENAOUR_DENDRITIC_CELL_MATURATION_DN",87,-0.928090281,-1.919752577,6.37e-08,8.63e-05,8.33e-05,203,"tags=15%, list=2%, signal=15%","TNFRSF1B/CYTIP/STAB1/IL6R/TLR1/C5AR1/IL1B/CORO1A/CD37/IL1R2/FYB1/CD163/CSF1R"
"TGFB","C2","RODWELL_AGING_KIDNEY_UP","RODWELL_AGING_KIDNEY_UP",328,-0.834113581,-1.843245556,7.69e-08,8.63e-05,8.33e-05,258,"tags=9%, list=2%, signal=9%","ST8SIA4/CD38/ARHGAP30/CCND2/CMTM7/NR2F1/PLEKHO1/PTPRE/BCL2A1/CXCR4/SAMD9L/DOCK11/STAB1/PTPN6/MARCHF1/HAVCR1/IL10RA/STING1/SELPLG/GMFG/THEMIS2/DOK3/CORO1A/MYO1F/FYB1/LCP2/CSF1R/LAPTM5"
"TGFB","Hallmark","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION",113,-0.90252559,-1.860612772,1.73e-06,8.63e-05,8.36e-05,353,"tags=16%, list=3%, signal=16%","CD47/IL2RA/CD80/ST8SIA4/MAP4K1/CCND2/TLR6/STAB1/PTPN6/IL7/TLR1/IL1B/IGSF6/FYB1/LCP2/IL16/CFP/CTSS"
"TGFB","C2","MCLACHLAN_DENTAL_CARIES_UP","MCLACHLAN_DENTAL_CARIES_UP",126,-0.904706558,-1.902265065,2.12e-07,0.000192815,0.00018629,239,"tags=19%, list=2%, signal=19%","MMP1/SPP1/RGS2/TNFRSF1B/BCL2A1/CXCR4/SLC2A3/CYTIP/PTGS2/STAB1/NCF2/C5AR1/IL10RA/IL1B/CORO1A/CD37/LSP1/FYB1/LCP2/CD163/CTSS/LCP1/CSF1R/LAPTM5"
"TGFB","C2","JIANG_MELANOMA_TRM8_CD4","JIANG_MELANOMA_TRM8_CD4",299,-0.831711739,-1.830295867,2.41e-07,0.000192815,0.00018629,245,"tags=7%, list=2%, signal=7%","SPOCK2/PABPC1/CCND2/ZFP36L1/RGS2/M6PR/CXCR4/SLC2A3/DENND2D/CYTIP/RGS14/EML4/TRAF3IP3/IL10RA/STING1/SELPLG/GMFG/CORO1A/FYB1/LCP2/LCP1/LAPTM5"
"TGFB","C7","LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_DT_ANTIBODY_3DY_POSITIVE","LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_DT_ANTIBODY_3DY_POSITIVE",16,-0.986405122,-1.983716551,1.93e-07,0.000246451,0.000220064,34,"tags=25%, list=0%, signal=25%","CD74/NFKBID/IL1R2/CSF1R"
"TGFB","C2","ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP","ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP",71,-0.934673416,-1.909927329,4.33e-07,0.000303581,0.000293309,224,"tags=17%, list=2%, signal=17%","TLR6/BCL2A1/CYTIP/IL18BP/CD68/SELPLG/LCP2/CFP/FCGR1A/CTSS/CSF1R/LAPTM5"
"TGFB","C2","MULLIGHAN_MLL_SIGNATURE_1_UP","MULLIGHAN_MLL_SIGNATURE_1_UP",285,-0.832529123,-1.824712922,5.89e-07,0.000367525,0.000355089,222,"tags=8%, list=2%, signal=8%","EFHD2/MLLT10/ABCA7/M6PR/CXCR4/PLXNC1/DENND2D/LTB4R/RASSF2/IL6R/FES/RGS14/TRAF3IP3/NXT2/SELPLG/ITGB7/LAT2/MYO1F/IRAG2/FCGR1A/LCP1/LAPTM5"
"TGFB","C2","LINDGREN_BLADDER_CANCER_CLUSTER_2B","LINDGREN_BLADDER_CANCER_CLUSTER_2B",284,-0.831651167,-1.823085266,7.35e-07,0.000412732,0.000398766,235,"tags=8%, list=2%, signal=8%","ARHGAP30/CLIC2/NR2F1/RGS2/BCL2A1/CXCR4/COTL1/B3GNT2/SLC16A2/ENTPD1/TTN/IL10RA/KLRG1/LAT2/MYO1F/FYB1/FERMT3/LCP2/IL16/MFNG/LCP1/LAPTM5"
"TGFB","C2","NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP","NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP",35,-0.960929736,-1.923576926,1.22e-06,0.000623361,0.000602268,209,"tags=23%, list=2%, signal=23%","IFI44L/FAP/TMEM176B/SIGLEC1/NCKAP1L/CD163/FCGR1A/CSF1R"
"TGFB","C7","GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_DN","GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_DN",154,-0.882051266,-1.86375441,6.47e-07,0.000658807,0.000588268,202,"tags=8%, list=2%, signal=8%","OGFRL1/ABCA7/BCL11A/IFFO1/PTPN6/IL6R/POU2F2/TNFRSF13B/IGSF6/NAPSA/LCP2/CTSS/CSF1R"
"TGFB","C2","VALK_AML_CLUSTER_13","VALK_AML_CLUSTER_13",19,-0.977883362,-1.901139097,1.61e-06,0.000732775,0.00070798,25,"tags=16%, list=0%, signal=16%","KDM4B/LAT2/LCP1"
"TGFB","C2","MARKEY_RB1_ACUTE_LOF_DN","MARKEY_RB1_ACUTE_LOF_DN",149,-0.878268188,-1.854732285,1.7e-06,0.000732775,0.00070798,199,"tags=14%, list=2%, signal=14%","TMEM229B/PLEKHO1/BCL2A1/B3GNT2/VAV1/STAB1/NCF2/PTPN6/CLEC4D/C5AR1/IL18BP/SELPLG/GMFG/LAT2/NCKAP1L/NAPSA/FERMT3/CFP/FCGR1A/LCP1/CSF1R"
"TGFB","C2","QI_PLASMACYTOMA_UP","QI_PLASMACYTOMA_UP",162,-0.874609075,-1.860435757,1.87e-06,0.00074868,0.000723347,392,"tags=14%, list=3%, signal=14%","SH3BP1/HPS3/CDC42SE1/CD47/RB1/PLAC8/LGALS9/ZFP36L1/PLEKHO1/PLXNC1/IL17RB/VAV1/RASSF2/PTPN6/TLR1/IL18BP/SEMA4A/ITGB7/CD37/LSP1/IL1R2/LCP1/CSF1R"
"TGFB","C7","GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP","GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP",148,-0.883345674,-1.869264763,1.04e-06,0.000760178,0.000678785,475,"tags=23%, list=4%, signal=22%","HELZ/ARGLU1/CRBN/AGTPBP1/ING3/CBFA2T3/EZH1/RESF1/RBM5/PCF11/WDR48/EPM2AIP1/PLAC8/DUSP22/RIPOR2/RGS2/TNFRSF1B/KDM7A/ARID3A/JARID2/TNFRSF8/SEMA4D/IL6R/RGS14/ARHGAP4/TRAF3IP3/IL10RA/MTSS1/SEMA4A/LAT2/MYO1F/FYB1/IL16/CFP"
"TGFB","C7","HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN","HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN",133,-0.894537448,-1.861896771,9.16e-07,0.000760178,0.000678785,175,"tags=11%, list=1%, signal=11%","ZNF385A/TMEM150B/STAB1/NCF2/IL6R/LRRC25/C5AR1/KCTD12/SEMA4A/IGSF6/CD101/DOK3/CD163/CFP/CSF1R"
"TGFB","C6","SNF5_DN.V1_UP","SNF5_DN.V1_UP",123,-0.888896203,-1.825657752,4.18e-06,0.000786748,0.000696003,176,"tags=11%, list=1%, signal=11%","IFI44L/RIPOR2/CXCR4/SLC2A3/SEMA4D/ENPP3/ASS1/CD68/FYB1/CFP/FCGR1A/LCP1/CSF1R"
"TGFB","C7","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_UP","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_UP",159,-0.879628654,-1.861989624,1.33e-06,0.000847416,0.000756682,312,"tags=13%, list=3%, signal=13%","CD80/UNC93B1/CBL/EFHD2/CMTM7/M6PR/SLC16A2/KMT5C/PTGS2/SEMA4D/NCF2/FES/ASS1/SELPLG/IGSF6/TNFRSF11A/DOK3/NCKAP1L/CD37/LCP2/CFP"
"TGFB","C2","RAMALHO_STEMNESS_DN","RAMALHO_STEMNESS_DN",46,-0.951305555,-1.90310162,2.46e-06,0.000920122,0.000888987,87,"tags=15%, list=1%, signal=15%","CD47/RGS14/CD68/CORO1A/LAT2/CTSS/CSF1R"
"TGFB","C2","WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING","WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING",118,-0.890689432,-1.855920449,2.82e-06,0.0009295,0.000898048,119,"tags=8%, list=1%, signal=8%","IFI44L/PTGS2/PTPN6/IL7/IL1B/IL1R2/IL16/CD163/CFP"
"TGFB","C2","VERHAAK_GLIOBLASTOMA_MESENCHYMAL","VERHAAK_GLIOBLASTOMA_MESENCHYMAL",164,-0.869628809,-1.85369843,2.73e-06,0.0009295,0.000898048,246,"tags=10%, list=2%, signal=10%","MAN1A1/FMNL1/TNFRSF1B/CYTIP/HFE/STAB1/NCF2/PTPN6/FES/C5AR1/THEMIS2/TNFRSF11A/DOK3/MYO1F/LCP2/LCP1/LAPTM5"
"TGFB","C7","ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_UP","ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_UP",720,-0.733831156,-1.681951358,1.7e-06,0.00096039,0.00085756,307,"tags=8%, list=3%, signal=8%","PSENEN/CNDP2/ETV6/NAPRT/RB1/SH2B2/ATP6V1C1/PLAC8/IFI44L/GALNS/UNC93B1/TAPBPL/ST8SIA4/CD38/TMEM229B/LGALS9/TLR6/EFHD2/SLC9A9/TNFRSF1B/PLEKHO1/KDM7A/HLX/PTPRE/BCL2A1/SAMD9L/PLXNC1/TMEM150B/GLUL/TMEM176B/ADAP2/STAB1/NCF2/RASGEF1B/CD274/FES/CLEC4D/LRRC25/TLR1/C5AR1/SLC8A1/KCTD12/STING1/CD68/SEMA4A/THEMIS2/IGSF6/IRF5/SIGLEC1/PIK3AP1/DOK3/LAT2/FERMT3/CD163/CFP/CSF1R"
"TGFB","C7","GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP","GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP",121,-0.889110137,-1.841971216,2.42e-06,0.001234143,0.001102002,132,"tags=7%, list=1%, signal=7%","GLUL/TLR1/SLC7A8/CD68/THEMIS2/MYO1F/FYB1/CSF1R"
"TGFB","C2","REACTOME_NEUTROPHIL_DEGRANULATION","REACTOME_NEUTROPHIL_DEGRANULATION",324,-0.802916555,-1.772042563,4.05e-06,0.001263212,0.001220468,291,"tags=6%, list=2%, signal=6%","PLAC8/GALNS/CRACR2A/TNFRSF1B/COTL1/SLC2A3/CDA/PTPN6/CLEC4D/C5AR1/SLCO4C1/STING1/CD68/GMFG/DOK3/NCKAP1L/IRAG2/CFP/CTSS"
"TGFB","C7","GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_DN","GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_DN",134,-0.883673357,-1.844440113,3.03e-06,0.001286927,0.001149135,185,"tags=16%, list=2%, signal=16%","BPHL/LPL/SOAT1/CNDP2/ZFR2/RECQL5/PTPRE/HOPX/ARID3B/HFE/STAB1/FES/RGS14/SLC7A8/GMFG/MATK/NAPSA/CD37/FERMT3/FCGR1A/CSF1R"
"TGFB","C7","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP",141,-0.877727287,-1.839091937,3e-06,0.001286927,0.001149135,202,"tags=9%, list=2%, signal=8%","OGFRL1/PTPRE/BCL11A/FES/ENTPD1/KCTD12/CD68/THEMIS2/IRF5/ITGA9/IL1R2/CSF1R"
"TGFB","C2","SAUL_SEN_MAYO","SAUL_SEN_MAYO",77,-0.912797857,-1.878480283,5.62e-06,0.00147288,0.001423042,259,"tags=14%, list=2%, signal=14%","BMP6/RPS6KA5/MMP1/SPP1/TNFRSF1B/IL7/SELPLG/IL1B/GMFG/VGF/LCP1"
"TGFB","C2","MARKEY_RB1_CHRONIC_LOF_DN","MARKEY_RB1_CHRONIC_LOF_DN",85,-0.907009645,-1.866477134,5.72e-06,0.00147288,0.001423042,229,"tags=13%, list=2%, signal=13%","LGALS9/GABARAPL1/VAV1/STAB1/CLEC4D/IRF5/FERMT3/LCP2/CFP/CTSS/CSF1R"
"TGFB","C2","PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN","PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN",137,-0.882215567,-1.864073265,5.11e-06,0.00147288,0.001423042,249,"tags=9%, list=2%, signal=9%","RIPOR2/RCSD1/TMEM229B/COTL1/BCL11A/GMFG/CORO1A/NAPSA/CD37/LSP1/IRAG2/LCP1"
"TGFB","C2","POOLA_INVASIVE_BREAST_CANCER_UP","POOLA_INVASIVE_BREAST_CANCER_UP",168,-0.864338236,-1.836579637,5.77e-06,0.00147288,0.001423042,251,"tags=15%, list=2%, signal=15%","MAP4K1/MAN1A1/CD38/MMP1/LGALS9/FAP/BCL2A1/CXCR4/COTL1/HOPX/FCMR/CYTIP/RASSF2/NCF2/RGS4/TRAF3IP3/SELPLG/THEMIS2/LAT2/FYB1/IRAG2/LCP2/CD163/FCGR1A/CTSS/LAPTM5"
"TGFB","C2","REACTOME_INNATE_IMMUNE_SYSTEM","REACTOME_INNATE_IMMUNE_SYSTEM",681,-0.725279186,-1.682732727,6.37e-06,0.001555358,0.001502729,366,"tags=6%, list=3%, signal=6%","MLEC/DNM2/PLCG2/NAPRT/CD47/NCKIPSD/CREB1/ATP6V1C1/LRRC14/MAP2K6/PLAC8/GALNS/UNC93B1/CRACR2A/ELK1/RPS6KA5/TLR6/TNFRSF1B/COTL1/SLC2A3/ELMO1/VAV1/CDA/NCF2/PTPN6/CLEC4D/TLR1/C5AR1/SLCO4C1/STING1/CD68/IL1B/GMFG/IRF5/DOK3/LAT2/NCKAP1L/IRAG2/LCP2/CFP/FCGR1A/CTSS"
"TGFB","C2","HUANG_GATA2_TARGETS_UP","HUANG_GATA2_TARGETS_UP",105,-0.891601172,-1.866015327,8.2e-06,0.001879192,0.001815606,291,"tags=17%, list=2%, signal=17%","PLAC8/SCAND1/ST8SIA4/CMTM7/N4BP2L1/ARID3A/GABARAPL1/CYTIP/FES/CLEC4D/KCTD12/SELPLG/GMFG/DOK3/LAT2/NAPSA/MYO1F/IL16"
"TGFB","C2","DELYS_THYROID_CANCER_UP","DELYS_THYROID_CANCER_UP",326,-0.797543537,-1.76303707,8.37e-06,0.001879192,0.001815606,280,"tags=6%, list=2%, signal=6%","SPOCK2/MAP4K1/MMP1/SLIT1/CCND2/SPP1/FAP/PTPRE/BCL2A1/PLXNC1/ETV5/NCF2/ENTPD1/IL10RA/IGSF6/ITGB7/NCKAP1L/ITGA9/CTSS/CSF1R"
"TGFB","C7","GSE13522_WT_VS_IFNAR_KO_SKIN_DN","GSE13522_WT_VS_IFNAR_KO_SKIN_DN",142,-0.879193458,-1.846995098,4.9e-06,0.001921771,0.001716006,217,"tags=8%, list=2%, signal=8%","SLC37A4/TNFRSF1B/CXCR4/LPAR6/IL1RL1/TNFRSF13B/GMFG/IRF5/KLRG1/CD101/MYO1F/IL1R2"
"TGFB","C7","GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP","GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP",152,-0.86791686,-1.835403128,5.51e-06,0.002004706,0.00179006,391,"tags=12%, list=3%, signal=12%","CYTH1/WDR7/SLC66A1/SH2B2/GALNS/SLC9A9/RGS2/PLEKHO1/COTL1/HFE/LPAR6/ETV5/STAB1/STING1/CD101/LAT2/CD163/FCGR1A"
"TGFB","C2","JIANG_MELANOMA_TRM4","JIANG_MELANOMA_TRM4",147,-0.863846281,-1.820293576,9.88e-06,0.002133087,0.002060909,366,"tags=10%, list=3%, signal=9%","PLCG2/IL2RA/STX7/CD80/CEP85L/RGS2/PTPRE/TMEM176B/ARRDC3/RASGEF1B/NFKBID/LAT2/CTSS/CSF1R"
"TGFB","C7","GSE22886_DC_VS_MONOCYTE_DN","GSE22886_DC_VS_MONOCYTE_DN",142,-0.875827662,-1.839924287,7.1e-06,0.0023833,0.002128118,254,"tags=11%, list=2%, signal=10%","RPS6KA5/RIPOR2/RGS2/TNFRSF1B/PLXNC1/BCL11A/SEMA4D/IL6R/MTSS1/THEMIS2/CORO1A/LAT2/CD37/MYO1F/CFP"
"TGFB","C7","KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP","KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP",134,-0.877698464,-1.831969065,7.95e-06,0.0023833,0.002128118,178,"tags=10%, list=1%, signal=10%","RECQL5/CD38/GABARAPL1/JARID2/TNFRSF8/ENTPD1/IL1B/GMFG/IRF5/KLRG1/LAT2/NAPSA/CFP/LAPTM5"
"TGFB","C7","GSE29618_BCELL_VS_MONOCYTE_DN","GSE29618_BCELL_VS_MONOCYTE_DN",160,-0.860124458,-1.824901632,7.78e-06,0.0023833,0.002128118,171,"tags=6%, list=1%, signal=6%","COTL1/PTGS2/CDA/C5AR1/CD68/SELPLG/GMFG/MYO1F/FYB1/CTSS"
"TGFB","C7","GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN","GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN",153,-0.861784438,-1.821557649,8.43e-06,0.00238705,0.002131466,215,"tags=6%, list=2%, signal=6%","ZFP36L1/DENND2D/RASSF2/CORO1A/LAT2/MYO1F/IL16/LCP1/LAPTM5"
"TGFB","C2","GAVIN_FOXP3_TARGETS_CLUSTER_P3","GAVIN_FOXP3_TARGETS_CLUSTER_P3",115,-0.882447303,-1.842131603,1.24e-05,0.002488873,0.002404656,358,"tags=13%, list=3%, signal=13%","NAPRT/CD47/CD80/SPOCK2/GABARAPL1/SLC2A3/FCMR/ENTPD1/POU2F2/IL10RA/SEMA4A/IRF5/KLRG1/MATK/MYO1F"
"TGFB","C2","WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP","WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP",241,-0.826692858,-1.791438333,1.2e-05,0.002488873,0.002404656,251,"tags=9%, list=2%, signal=9%","MAP4K1/CARF/ABCA7/CXCR4/BTN2A2/ELMO1/ENPP2/PDE1B/ARRDC3/NCF2/TLR1/ACRBP/TRAF3IP3/IL10RA/DENND1C/CD68/CD101/ITGB7/CD37/FYB1/CTSS"
"TGFB","C7","GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN","GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN",92,-0.903761045,-1.861995036,9.35e-06,0.002507895,0.002239373,203,"tags=14%, list=2%, signal=14%","IL2RA/SH2B2/TNFRSF1B/HOPX/SMC1B/PTPN6/ZBTB32/SELPLG/KLRG1/SEPTIN1/ITGB7/CORO1A/LSP1"
"TGFB","C7","GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN",148,-0.868695981,-1.838264266,1.1e-05,0.002533638,0.002262359,203,"tags=11%, list=2%, signal=11%","TNFRSF1B/PTPRE/ARID3A/PLXNC1/GLUL/ADAP2/NCF2/C5AR1/KCTD12/SEMA4A/IGSF6/LAT2/CFP/CTSS/CSF1R/LAPTM5"
"TGFB","C7","GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_UP","GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_UP",152,-0.863206603,-1.825442243,1.14e-05,0.002533638,0.002262359,333,"tags=11%, list=3%, signal=10%","GNA13/TRIM24/RBPJ/LGALS9/SPP1/SLC9A9/GABARAPL1/SEMA4D/NCF2/TMEM170B/EML4/IL18BP/CD101/LSP1/IL1R2/LAPTM5"
"TGFB","C7","GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_DN","GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_DN",133,-0.875709261,-1.822707645,1.08e-05,0.002533638,0.002262359,173,"tags=9%, list=1%, signal=9%","SLAMF9/SAMD9L/PTPN6/CD274/ESAM/IL1B/SEMA4A/ITGB7/CORO1A/LAT2/LSP1/FCGR1A"
"TGFB","C7","GSE29618_BCELL_VS_MDC_DN","GSE29618_BCELL_VS_MDC_DN",160,-0.85745638,-1.819240849,1.08e-05,0.002533638,0.002262359,223,"tags=9%, list=2%, signal=9%","CLIC2/EFHD2/PLEKHO1/COTL1/PTGS2/IL6R/KCTD12/SELPLG/GMFG/SEMA4A/CD101/CORO1A/LSP1/FYB1/LCP1"
"TGFB","C7","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP",143,-0.869113992,-1.828486715,1.2e-05,0.002551328,0.002278155,155,"tags=8%, list=1%, signal=8%","HECA/SPOCK2/B3GNT2/PLCL1/SEMA4D/LPAR6/MEOX1/SELPLG/GMFG/FYB1/LCP2/MFNG"
"TGFB","C2","LEE_DIFFERENTIATING_T_LYMPHOCYTE","LEE_DIFFERENTIATING_T_LYMPHOCYTE",120,-0.883878188,-1.844719838,1.34e-05,0.002587896,0.002500329,279,"tags=13%, list=2%, signal=13%","EPB41/CRACR2A/MAP4K1/RCSD1/ARHGAP30/DOCK8/CXCR4/VAV1/SEMA4D/TRAF3IP3/SELPLG/GMFG/CORO1A/NCKAP1L/FYB1/LAPTM5"
"TGFB","C7","GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN","GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN",159,-0.861392269,-1.823387018,1.44e-05,0.002941728,0.002626754,222,"tags=6%, list=2%, signal=6%","EFHD2/TNFRSF1B/OGFRL1/GABARAPL1/C5AR1/CD68/SEMA4A/MYO1F/CD163/CSF1R"
"TGFB","C2","DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP","DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP",33,-0.957456472,-1.913288941,1.77e-05,0.003312253,0.003200175,176,"tags=21%, list=1%, signal=21%","PLAC8/CXCR4/IL6R/SELPLG/MYO1F/LCP1/LAPTM5"
"TGFB","Hallmark","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP",130,-0.858065153,-1.764972761,0.000136668,0.003416697,0.003308802,270,"tags=13%, list=2%, signal=13%","CBL/MAP4K1/CCND2/SPP1/TNFRSF1B/CXCR4/TMEM176B/ETV4/PTGS2/ETV5/IL10RA/IL1B/LAT2/CD37/CTSS/LCP1/LAPTM5"
"TGFB","C2","HOLLERN_EMT_BREAST_TUMOR_UP","HOLLERN_EMT_BREAST_TUMOR_UP",108,-0.884498512,-1.854240779,2.06e-05,0.003734766,0.003608392,258,"tags=6%, list=2%, signal=5%","ST8SIA4/NR2F1/HLX/LSP1/CFP/CSF1R"
