"Cytokine","Collection","ID","Description","setSize","enrichmentScore","NES","pvalue","p_adjust","qvalue","rank","leading_edge","core_enrichment"
"VEGF","C2","FOROUTAN_INTEGRATED_TGFB_EMT_UP","FOROUTAN_INTEGRATED_TGFB_EMT_UP",107,0.933719434,1.974988444,6.24e-09,3.51e-05,3.39e-05,81,"tags=7%, list=1%, signal=7%","COL6A3/GFPT2/MAF/TGM2/IGFBP5/EPHB2/MFAP2"
"VEGF","C2","FOROUTAN_TGFB_EMT_UP","FOROUTAN_TGFB_EMT_UP",167,0.896251698,1.9547854,3.72e-08,0.000104339,0.00010101,81,"tags=4%, list=1%, signal=4%","COL6A3/GFPT2/MAF/TGM2/IGFBP5/EPHB2/MFAP2"
"VEGF","C7","GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN","GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN",95,-0.933209734,-2.082658528,9.5e-08,0.000484158,0.000468237,117,"tags=11%, list=1%, signal=11%","LCK/SMC1B/LEF1/GRAP2/HAVCR2/SELPLG/LSP1/SYTL3/SEPTIN1/CD74"
"VEGF","C2","SANA_RESPONSE_TO_IFNG_UP","SANA_RESPONSE_TO_IFNG_UP",39,-0.963636255,-2.043199813,3.17e-07,0.000593555,0.00057462,66,"tags=8%, list=1%, signal=8%","PLA1A/IL18BP/CD74"
"VEGF","C6","RPS14_DN.V1_UP","RPS14_DN.V1_UP",117,0.889055595,1.923774868,2.19e-05,0.004119009,0.003966794,155,"tags=7%, list=1%, signal=7%","MAF/PYCARD/SPP1/NR4A3/ENPP2/IGSF6/IL1B/COLEC12"
"VEGF","Hallmark","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",167,0.842911408,1.849346935,0.000109424,0.005471216,0.00495289,338,"tags=5%, list=3%, signal=5%","COL6A3/SPP1/TGM2/MXRA5/NID2/BASP1/GLIPR1/FOXC2/TGFBI"
"VEGF","C2","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",82,-0.921349425,-2.056960855,6.03e-06,0.008466227,0.008196143,146,"tags=7%, list=1%, signal=7%","DOK2/LCK/SELPLG/SELL/ESAM/CD74"
"VEGF","C6","BMI1_DN_MEL18_DN.V1_UP","BMI1_DN_MEL18_DN.V1_UP",107,0.878777898,1.876075326,9.04e-05,0.008498976,0.008184904,204,"tags=8%, list=2%, signal=8%","GFPT2/KRT75/FGF21/ADRB2/STC2/CSPG4/ITGB6/TMEM51/TNIP3"
"VEGF","C2","WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA","WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA",38,0.957468328,2.051595949,1.25e-05,0.00970736,0.009397682,55,"tags=13%, list=0%, signal=13%","MAF/PYCARD/SPP1/CXCL16/IGSF6"
"VEGF","C2","REACTOME_NCAM1_INTERACTIONS","REACTOME_NCAM1_INTERACTIONS",28,0.966592157,2.040071764,1.36e-05,0.00970736,0.009397682,134,"tags=14%, list=1%, signal=14%","CNTN2/COL6A3/NRTN/COL2A1"
"VEGF","C2","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",48,0.946186095,2.003698977,1.37e-05,0.00970736,0.009397682,134,"tags=8%, list=1%, signal=8%","CNTN2/COL6A3/NRTN/COL2A1"
"VEGF","C2","SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER","SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER",59,0.930828049,1.951038102,1.39e-05,0.00970736,0.009397682,141,"tags=8%, list=1%, signal=8%","ALX3/PYCARD/FEZ1/TBX1/NPTX1"
"VEGF","C2","FOROUTAN_PRODRANK_TGFB_EMT_UP","FOROUTAN_PRODRANK_TGFB_EMT_UP",161,0.862475471,1.890269069,1.56e-05,0.00970736,0.009397682,81,"tags=4%, list=1%, signal=4%","GFPT2/MAF/TGM2/IGFBP5/EPHB2/MFAP2"
"VEGF","C2","CROONQUIST_STROMAL_STIMULATION_UP","CROONQUIST_STROMAL_STIMULATION_UP",43,0.948465931,2.01059481,2.67e-05,0.013649219,0.01321379,147,"tags=9%, list=1%, signal=9%","COL6A3/OLFM1/TGM2/BASP1"
"VEGF","C2","MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP","MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP",13,0.98634381,1.988733669,2.49e-05,0.013649219,0.01321379,2,"tags=8%, list=0%, signal=8%","COL6A3"
"VEGF","C2","CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP","CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP",19,-0.971684249,-2.031337341,3.05e-05,0.013878851,0.013436097,13,"tags=16%, list=0%, signal=16%","SPRY1/CD200/ESAM"
"VEGF","C2","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",95,0.896514945,1.925500536,3.21e-05,0.013878851,0.013436097,256,"tags=9%, list=2%, signal=9%","COL6A3/SPP1/MMP15/COL8A1/COL2A1/OPTC/ADAM8/ACAN/COL26A1"
"VEGF","C2","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16",58,0.928229087,1.947833099,3.78e-05,0.015162512,0.014678807,213,"tags=12%, list=2%, signal=12%","COL6A3/NPNT/FEZ1/IGFBP5/MFAP2/SARDH/CNN1"
"VEGF","C2","PID_INTEGRIN1_PATHWAY","PID_INTEGRIN1_PATHWAY",53,0.940903053,2.018220343,4.1e-05,0.015339455,0.014850106,143,"tags=13%, list=1%, signal=13%","COL6A3/SPP1/ITGA11/TGM2/NPNT/COL2A1/CSPG4"
"VEGF","C2","REACTOME_L1CAM_INTERACTIONS","REACTOME_L1CAM_INTERACTIONS",90,0.896078782,1.925128559,4.54e-05,0.015929059,0.015420901,69,"tags=4%, list=1%, signal=4%","CNTN2/ANK1/DNM1/EPHB2"
"VEGF","C2","ONDER_CDH1_SIGNALING_VIA_CTNNB1","ONDER_CDH1_SIGNALING_VIA_CTNNB1",69,0.91613417,1.931823482,5.57e-05,0.016473943,0.015948402,81,"tags=9%, list=1%, signal=9%","COL6A3/TSPAN13/ADRB2/STC2/EPHB2/MFAP2"
"VEGF","C2","IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR","IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR",442,-0.723703746,-1.79770333,5.35e-05,0.016473943,0.015948402,185,"tags=3%, list=2%, signal=3%","PEX1/RMND1/SLA2/RAB37/CBFA2T3/KIT/AKAP6/CARMIL2/MEIS1/DNMT3B/SPOCK2/PDCD4/SEPTIN1/ESAM/MFNG"
"VEGF","C2","NABA_MATRISOME","NABA_MATRISOME",512,0.714721276,1.712353078,5.17e-05,0.016473943,0.015948402,256,"tags=6%, list=2%, signal=7%","COL6A3/FGF21/SPP1/TGM2/NPNT/MMP15/TGFA/ST14/C1QTNF6/MXRA5/IGFBP5/SEMA6B/IL1B/SEMA5A/COL8A1/MFAP2/CCL7/NRTN/HTRA3/COL2A1/CSPG4/NID2/OPTC/COLEC12/IGF2/ADAM8/LOXL4/EGLN3/CCN5/ACAN/CLEC2L/WNT3/COL26A1"
"VEGF","C2","MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN","MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN",179,0.832853686,1.82176688,6.37e-05,0.017879509,0.017309129,191,"tags=6%, list=2%, signal=6%","GFPT2/SLC8A1/ITGA11/ENPP2/STC2/SEMA5A/EIF5A2/COL8A1/FIBCD1/NID2/SPEG"
"VEGF","C2","LEE_DIFFERENTIATING_T_LYMPHOCYTE","LEE_DIFFERENTIATING_T_LYMPHOCYTE",126,-0.855391357,-1.935282537,6.78e-05,0.018133377,0.017554898,347,"tags=16%, list=3%, signal=16%","USF3/MYCBP2/FKBP5/KMT2E/KDM5A/TBC1D10C/FNBP1/ZC3H7B/LCK/LEF1/MAP4K1/TMC8/SEMA4D/PDE7A/CXCR4/TMC6/SELPLG/ICAM2/CD96/SELL"
"VEGF","C6","MEL18_DN.V1_UP","MEL18_DN.V1_UP",111,0.866909324,1.86745603,0.000388742,0.018270876,0.017595693,365,"tags=11%, list=3%, signal=11%","GFPT2/FGF21/SPP1/MMP15/STC2/CSPG4/TMEM51/SUN2/EDN1/LPL/AGRN/F3"
"VEGF","C6","CRX_DN.V1_DN","CRX_DN.V1_DN",92,0.878138067,1.864202831,0.000336848,0.018270876,0.017595693,58,"tags=4%, list=0%, signal=4%","SMPDL3A/TGM2/TNFRSF13B/C1QTNF6"
"VEGF","C2","TSAI_RESPONSE_TO_RADIATION_THERAPY","TSAI_RESPONSE_TO_RADIATION_THERAPY",23,0.96475244,1.992607678,7.33e-05,0.01869971,0.018103164,63,"tags=9%, list=1%, signal=9%","COL6A3/IGFBP5"
"VEGF","C2","FERRANDO_LYL1_NEIGHBORS","FERRANDO_LYL1_NEIGHBORS",13,-0.98122652,-2.002579285,8.59e-05,0.02097932,0.020310052,22,"tags=31%, list=0%, signal=31%","HHEX/LSP1/SELL/CD34"
"VEGF","C2","WESTON_VEGFA_TARGETS_12HR","WESTON_VEGFA_TARGETS_12HR",17,0.975442424,1.983826871,9.85e-05,0.022129177,0.021423227,2,"tags=6%, list=0%, signal=6%","COL6A3"
"VEGF","C2","GOZGIT_ESR1_TARGETS_DN","GOZGIT_ESR1_TARGETS_DN",541,0.694551136,1.672344182,9.75e-05,0.022129177,0.021423227,245,"tags=5%, list=2%, signal=5%","MAF/RNF144B/OLFM1/PYCARD/CYP1A1/TGM2/NPNT/CXCL16/TSPAN13/CELSR2/SIPA1L2/TGFA/SDK1/PGBD5/IGFBP5/STC2/TBC1D2/PLLP/H3C10/EGLN3/SLC27A6/DGKD/ANK3/RET/NEBL/ATP2C2/NMD3"
"VEGF","C6","BMI1_DN.V1_UP","BMI1_DN.V1_UP",110,0.849664218,1.823315772,0.000613349,0.023061926,0.022209693,365,"tags=12%, list=3%, signal=12%","GFPT2/FGF21/MMP15/ADRB2/STC2/LRP5/SLC2A1/CSPG4/ITGB6/TMEM51/EDN1/AGRN/F3"
"VEGF","C2","REACTOME_DEVELOPMENTAL_BIOLOGY","REACTOME_DEVELOPMENTAL_BIOLOGY",889,0.641296068,1.637144911,0.000114242,0.02467618,0.023888977,502,"tags=7%, list=4%, signal=7%","CNTN2/COL6A3/ALX3/KRT75/ANK1/KRT14/DNM1/NPNT/ST14/MAFB/EPHB2/CRMP1/SEMA5A/NRTN/MYH14/MAMLD1/TBX1/UNC5C/COL2A1/CSPG4/FOXD3/H3C10/IRX1/GFRA3/ANK3/MAFA/CDON/RET/PFN1/PSMD3/ATP6V0C/EDN1/SMARCA4/PSMB6/FOXC2/LPL/H3C11/CNTN1/PSMD7/WNT4/PTPN11/ACTL6A/AIMP1/POLR2E/AGRN/CEBPB/PSMD14/RNPS1/POLR2C/ATP6V1B2/SIRT1/SPINK5/SRGAP3/ACTB/NTN1/MAP2K2/ARHGEF28/GBX2/TFAP2B/PSMB5/WNT11/PSMB3/PSMC1"
"VEGF","C2","WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN","WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN",17,-0.969058968,-2.012045631,0.000164338,0.029706078,0.028758414,184,"tags=18%, list=2%, signal=17%","OAF/MEIS1/CD34"
"VEGF","C2","YAMASHITA_METHYLATED_IN_PROSTATE_CANCER","YAMASHITA_METHYLATED_IN_PROSTATE_CANCER",34,0.940730122,1.984166623,0.000153423,0.029706078,0.028758414,86,"tags=12%, list=1%, signal=12%","CYP1A1/SPP1/IGFBP5/CCL7"
"VEGF","C2","MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN","MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN",15,0.966887474,1.960845659,0.000165697,0.029706078,0.028758414,50,"tags=13%, list=0%, signal=13%","KRT14/MGST1"
"VEGF","C2","REACTOME_SIGNALING_BY_PDGF","REACTOME_SIGNALING_BY_PDGF",47,0.922980183,1.955916055,0.00015142,0.029706078,0.028758414,134,"tags=6%, list=1%, signal=6%","COL6A3/SPP1/COL2A1"
"VEGF","C2","WINZEN_DEGRADED_VIA_KHSRP","WINZEN_DEGRADED_VIA_KHSRP",74,0.902865944,1.891683767,0.000169265,0.029706078,0.028758414,82,"tags=7%, list=1%, signal=7%","RNF144B/SMPDL3A/TGFA/ADRB2/EDN2"
"VEGF","C2","YAGI_AML_WITH_T_8_21_TRANSLOCATION","YAGI_AML_WITH_T_8_21_TRANSLOCATION",266,-0.781835387,-1.834396238,0.000144179,0.029706078,0.028758414,125,"tags=6%, list=1%, signal=6%","SLIT1/GYPC/JAK3/ABR/ZNF274/KIT/RFX5/CIITA/MEIS1/ACSM3/SELPLG/SLC18A2/CD96/CD200/CD34/CD74"
"VEGF","C2","VILIMAS_NOTCH1_TARGETS_UP","VILIMAS_NOTCH1_TARGETS_UP",28,-0.949645427,-2.03224983,0.000175076,0.029794832,0.028844338,117,"tags=7%, list=1%, signal=7%","LCK/CD74"
"VEGF","C2","MORI_LARGE_PRE_BII_LYMPHOCYTE_DN","MORI_LARGE_PRE_BII_LYMPHOCYTE_DN",43,-0.926586056,-1.996960978,0.000192134,0.031736043,0.030723621,87,"tags=7%, list=1%, signal=7%","RASA3/SEMA4D/CD74"
"VEGF","C6","IL2_UP.V1_DN","IL2_UP.V1_DN",103,-0.849969565,-1.89431028,0.001119148,0.035066653,0.033770797,210,"tags=10%, list=2%, signal=10%","MEOX1/NDOR1/CLEC2B/TG/CACNA1E/MAP2K6/PLCL1/SYT1/PDCD4/CD34"
"VEGF","C2","WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS","WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS",21,0.969929284,2.002923932,0.000228082,0.036597309,0.035429806,160,"tags=14%, list=1%, signal=14%","COL6A3/ITGA11/ITGB6"
"VEGF","C6","PRC2_EZH2_UP.V1_UP","PRC2_EZH2_UP.V1_UP",134,0.827745914,1.807280741,0.00147439,0.039597893,0.038134589,121,"tags=4%, list=1%, signal=4%","GFPT2/SMPDL3A/TSPAN13/EPHB2/TMEM100/PPFIA4"
"VEGF","C2","PID_AVB3_INTEGRIN_PATHWAY","PID_AVB3_INTEGRIN_PATHWAY",64,0.905740259,1.914087699,0.000260477,0.04014368,0.038863043,228,"tags=9%, list=2%, signal=9%","COL6A3/SPP1/CSF1R/COL8A1/COL2A1/ADGRA2"
"VEGF","C2","KEGG_ECM_RECEPTOR_INTERACTION","KEGG_ECM_RECEPTOR_INTERACTION",66,0.903402668,1.913957956,0.000264479,0.04014368,0.038863043,160,"tags=8%, list=1%, signal=8%","COL6A3/SPP1/ITGA11/COL2A1/ITGB6"
"VEGF","C6","ALK_DN.V1_UP","ALK_DN.V1_UP",71,0.876664954,1.862721453,0.001809475,0.042522663,0.040951277,182,"tags=7%, list=2%, signal=7%","FGF21/SPP1/ENPP2/STC2/MTHFD2"
"VEGF","C2","BOQUEST_STEM_CELL_UP","BOQUEST_STEM_CELL_UP",191,0.809907819,1.766063123,0.000294604,0.043539384,0.042150419,201,"tags=7%, list=2%, signal=7%","COL6A3/GFPT2/SUSD5/FEZ1/MAFB/MXRA5/MFAP2/CRYAB/BASP1/COLEC12/CCN5/PDLIM3/LRP1B"
"VEGF","C2","MORI_IMMATURE_B_LYMPHOCYTE_UP","MORI_IMMATURE_B_LYMPHOCYTE_UP",39,-0.930557945,-1.973063808,0.000302462,0.043554592,0.042165143,87,"tags=8%, list=1%, signal=8%","SMAP2/SEMA4D/CD74"
"VEGF","C2","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN","CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN",42,0.928148191,1.989669911,0.000339481,0.04650068,0.045017246,4,"tags=2%, list=0%, signal=2%","GFPT2"
"VEGF","C2","PID_P53_DOWNSTREAM_PATHWAY","PID_P53_DOWNSTREAM_PATHWAY",112,0.86266925,1.834725367,0.000337486,0.04650068,0.045017246,82,"tags=4%, list=1%, signal=4%","RNF144B/PYCARD/SPP1/TGFA/EDN2"
"VEGF","C2","MEISSNER_NPC_HCP_WITH_H3K4ME2","MEISSNER_NPC_HCP_WITH_H3K4ME2",334,0.747325431,1.705581494,0.000351589,0.047012407,0.045512649,337,"tags=7%, list=3%, signal=7%","RNF144B/OLFM1/SMPDL3A/ANK1/DNM1/SLC8A3/ADRB2/LY6E/NRTN/CD248/NKD2/SLC37A2/HSD11B2/NSUN7/BRSK2/COL2A1/GRHL3/EPCAM/LRRC75A/ADCY3/MGAT5B/PRICKLE2/SYPL2"
"VEGF","C2","WP_INFLAMMATORY_BOWEL_DISEASE_SIGNALING","WP_INFLAMMATORY_BOWEL_DISEASE_SIGNALING",23,0.954415399,1.971257467,0.000367964,0.048057814,0.046524705,6,"tags=4%, list=0%, signal=4%","MAF"
"VEGF","C2","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT","REACTOME_NERVOUS_SYSTEM_DEVELOPMENT",444,0.698518859,1.643906936,0.000442907,0.056530995,0.05472758,502,"tags=7%, list=4%, signal=7%","CNTN2/COL6A3/ANK1/DNM1/EPHB2/CRMP1/SEMA5A/NRTN/MYH14/UNC5C/COL2A1/GFRA3/ANK3/RET/PFN1/PSMD3/SMARCA4/PSMB6/CNTN1/PSMD7/PTPN11/AGRN/PSMD14/RNPS1/SRGAP3/ACTB/NTN1/MAP2K2/ARHGEF28/PSMB5/PSMB3/PSMC1"
"VEGF","C2","WESTON_VEGFA_TARGETS_6HR","WESTON_VEGFA_TARGETS_6HR",32,0.947941946,1.970597354,0.000469472,0.058590095,0.056720993,146,"tags=12%, list=1%, signal=12%","COL6A3/SEMA5A/CCL7/NID2"
"VEGF","C7","GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP","GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP",126,-0.86389281,-1.952495961,2.36e-05,0.060056713,0.058081783,300,"tags=7%, list=2%, signal=7%","IFIT3/FNBP4/TYK2/ETV4/CP/TAB2/ENPP3/CD200/SEPTIN1"
"VEGF","C2","ONO_FOXP3_TARGETS_DN","ONO_FOXP3_TARGETS_DN",26,-0.944660453,-2.006843257,0.00055354,0.067579993,0.065424101,224,"tags=23%, list=2%, signal=23%","P2RY14/TNFRSF25/CXCR4/CDK6/HAVCR2/SELL"
"VEGF","C7","GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN","GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN",107,-0.881398833,-1.945818944,5.76e-05,0.069646864,0.067356568,117,"tags=7%, list=1%, signal=7%","LCK/LEF1/GRAP2/CIITA/HAVCR2/IL18BP/SYTL3/SEPTIN1"
"VEGF","C7","GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP","GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP",146,-0.841446181,-1.945218225,6e-05,0.069646864,0.067356568,147,"tags=10%, list=1%, signal=10%","COQ8A/MYCBP2/RPS5/PHF21A/ENTPD1/DOK2/CD101/ATR/CBFA2T3/CRISPLD2/RFX5/PLCL2/ICAM2/SELL/CD74"
"VEGF","C7","GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP","GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP",162,-0.833379265,-1.928870666,0.000102828,0.069646864,0.067356568,206,"tags=6%, list=2%, signal=6%","AFF3/TNFRSF25/ELF1/ABTB1/IL1RL1/TAB2/CD96/CD200/SELL/MFNG"
"VEGF","C7","GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP","GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP",134,-0.840765419,-1.915602279,0.000152053,0.069646864,0.067356568,144,"tags=3%, list=1%, signal=3%","GUCY1B1/MCTP2/SELL/CD74"
"VEGF","C7","FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_48HR_DN","FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_48HR_DN",10,0.987310195,1.902115823,0.000168518,0.069646864,0.067356568,57,"tags=20%, list=0%, signal=20%","PYCARD/FCGR1A"
"VEGF","C7","GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP","GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP",123,0.862769006,1.878407337,0.00013873,0.069646864,0.067356568,156,"tags=5%, list=1%, signal=5%","MAF/SMPDL3A/CXCL16/CSF1R/CLN8/H3C10"
"VEGF","C7","GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN","GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN",132,0.858177205,1.865655626,0.000106886,0.069646864,0.067356568,204,"tags=5%, list=2%, signal=5%","GFPT2/SMPDL3A/ENPP2/TGFA/POU2F2/DNAJB1/TNIP3"
"VEGF","C7","GSE41978_ID2_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN","GSE41978_ID2_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN",148,0.849174989,1.842597176,9.18e-05,0.069646864,0.067356568,232,"tags=6%, list=2%, signal=6%","ALX3/ARHGEF10L/FGF21/SLC8A3/SLC6A12/USP43/POLR3K/CDON/ATP2C2"
"VEGF","C7","GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_DN","GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_DN",138,0.848600174,1.838002969,0.000165169,0.069646864,0.067356568,31,"tags=3%, list=0%, signal=3%","COL6A3/RNF39/DNM1/LRRN2"
"VEGF","C7","GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_DN","GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_DN",146,0.844813933,1.832591989,0.000146578,0.069646864,0.067356568,355,"tags=7%, list=3%, signal=7%","GFPT2/SCNN1B/SUSD5/NR4A3/SLC2A1/TMC5/AARS1/ALDH18A1/PNP/SLC4A2"
"VEGF","C7","ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_DN","ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_DN",618,-0.652967813,-1.683828608,0.000177671,0.069646864,0.067356568,564,"tags=9%, list=5%, signal=9%","WEE1/KLRG1/NEPRO/RPL12/KLF12/RASA3/RPL8/CEP68/CRTC3/USP20/PRRC2B/CCNG1/EIF3H/ZNF280D/EIF3E/RPS5/CEP95/UBR5/CD79A/LUC7L3/SP4/GYPC/AFF3/NCAPD2/CEP78/TBC1D31/HLTF/RHOF/PITPNC1/THEM4/PABPC1/FCMR/IKZF2/LCK/NUCKS1/LEF1/CTSW/SLA2/TMEM116/MAP4K1/N4BP2/PDE7A/CXCR4/SKAP1/TFDP2/SIT1/CDK6/CBLB/PLCL1/SPOCK2/PDCD4/CD96/CD200/SEPTIN1"
"VEGF","C2","KEGG_MEDICUS_PATHOGEN_HPV_E6_TO_NOTCH_SIGNALING_PATHWAY_N00381","KEGG_MEDICUS_PATHOGEN_HPV_E6_TO_NOTCH_SIGNALING_PATHWAY_N00381",11,-0.978542149,-1.981893898,0.000612308,0.069672168,0.067449533,4,"tags=18%, list=0%, signal=18%","NOTCH4/MFNG"
"VEGF","C2","WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS","WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS",30,0.945431262,1.981116087,0.000625207,0.069672168,0.067449533,86,"tags=13%, list=1%, signal=13%","SPP1/CXCL16/IL1B/CCL7"
"VEGF","C2","PID_INTEGRIN_A9B1_PATHWAY","PID_INTEGRIN_A9B1_PATHWAY",18,0.958748257,1.964940175,0.000645113,0.069672168,0.067449533,161,"tags=17%, list=1%, signal=16%","SPP1/TGM2/ADAM8"
"VEGF","C2","BURTON_ADIPOGENESIS_9","BURTON_ADIPOGENESIS_9",71,0.884847739,1.867662646,0.000621598,0.069672168,0.067449533,86,"tags=6%, list=1%, signal=6%","SPP1/SLC8A1/DNM1/CCL7"
"VEGF","C2","KEGG_FOCAL_ADHESION","KEGG_FOCAL_ADHESION",166,0.810921889,1.767076642,0.000644841,0.069672168,0.067449533,160,"tags=3%, list=1%, signal=3%","COL6A3/SPP1/ITGA11/COL2A1/ITGB6"
"VEGF","C2","JIANG_MELANOMA_TRM9_CD8","JIANG_MELANOMA_TRM9_CD8",381,-0.698863454,-1.716862007,0.000599938,0.069672168,0.067449533,500,"tags=12%, list=4%, signal=11%","MT-ND3/MT-CO3/RNF139/ATP5F1E/ACAP1/TPT1/RPL28/PCM1/ECH1/IRF2/GYPC/TOMM7/KMT2E/HNRNPA2B1/ITGAE/TBC1D10C/MT-ND4/RHOF/PITPNC1/FNBP1/MT-ND1/PABPC1/ELF1/MT-CO2/CLEC2B/MT-ND2/DOK2/PTPN7/LCK/CTSW/SLA2/MT-CYB/MT-ATP6/SEMA4D/MT-ATP8/SKAP1/CBLB/PDCD4/SELPLG/LSP1/LAG3/CD96/SYTL3/GPR15"
"VEGF","C6","JNK_DN.V1_DN","JNK_DN.V1_DN",120,0.817259853,1.770718866,0.003725253,0.070034755,0.067446685,114,"tags=3%, list=1%, signal=3%","KRT75/CYP1A1/GRIN2C/ABCA4"
"VEGF","C6","KRAS.DF.V1_UP","KRAS.DF.V1_UP",150,0.788771738,1.742707553,0.003653888,0.070034755,0.067446685,267,"tags=3%, list=2%, signal=3%","COL6A3/GFPT2/ADAM8/PDPN/ASMTL"
"VEGF","C2","MORI_PRE_BI_LYMPHOCYTE_DN","MORI_PRE_BI_LYMPHOCYTE_DN",60,-0.897819014,-1.957502869,0.000716805,0.07589966,0.07347836,174,"tags=7%, list=1%, signal=7%","IAH1/PDE7A/LSP1/CD74"
"VEGF","C2","BROWN_MYELOID_CELL_DEVELOPMENT_DN","BROWN_MYELOID_CELL_DEVELOPMENT_DN",97,-0.86067806,-1.922792135,0.000743319,0.07589966,0.07347836,131,"tags=5%, list=1%, signal=5%","IKZF2/CBFA2T3/SYTL3/SEPTIN1/MFNG"
"VEGF","C2","MOHANKUMAR_HOXA1_TARGETS_DN","MOHANKUMAR_HOXA1_TARGETS_DN",100,0.856965909,1.841252079,0.000740793,0.07589966,0.07347836,201,"tags=10%, list=2%, signal=10%","MAF/RNF39/SLC8A1/MAFB/SEMA5A/MFAP2/ST6GALNAC2/GRHL3/ARHGEF37/LRP1B"
