"GeneID","GeneName","Spearman_Correlation_Coefficient","P_value","fdrtool_qvalue","BH_qvalue"
"ENSCAFG00000040990",NA,0.75395256916996,5.0798580381684e-05,0.64272402465341,0.68053828966989
"ENSCAFG00000027646",NA,-0.741690384750247,5.1139454418177e-05,0.64272402465341,0.68053828966989
"ENSCAFG00000007596","SLC25A4",0.741106719367589,8.10649353346139e-05,0.679219623925857,0.719181084643583
"ENSCAFG00000032092",NA,0.700592885375494,0.000287774827256024,0.739324330872444,0.810918863120739
"ENSCAFG00000049605","AVEN",0.699604743083004,0.000295880466417392,0.740027871348165,0.810918863120739
"ENSCAFG00000034728",NA,-0.679674105253091,0.000360621135074868,0.744543682924201,0.810918863120739
"ENSCAFG00000017728","CDR2",0.691699604743083,0.000367880461234109,0.744953646891946,0.810918863120739
"ENSCAFG00000025963",NA,-0.67655819445954,0.000393017866236305,0.74625924118192,0.810918863120739
"ENSCAFG00000000590","PHAX",0.688735177865613,0.000398413773888073,0.746518561201517,0.810918863120739
"ENSCAFG00000015163","CFP",-0.687747035573123,0.000409052102370442,0.747010278461717,0.810918863120739
"ENSCAFG00000001854",NA,0.684782608695652,0.000442408354220437,0.748402232162848,0.810918863120739
"ENSCAFG00000030248",NA,-0.670620232976031,0.000461762205639282,0.749119695695893,0.810918863120739
"ENSCAFG00000005944",NA,0.676877470355731,0.000542717748546899,0.751576476545772,0.810918863120739
"ENSCAFG00000040987",NA,0.661220452572363,0.000591771384022965,0.752743692892702,0.810918863120739
"ENSCAFG00000013416","MTX2",0.66897233201581,0.000661500964418734,0.754109539765208,0.810918863120739
"ENSCAFG00000031768","C12H6orf132",0.66600790513834,0.000711349401104312,0.754924175959709,0.810918863120739
"ENSCAFG00000026210",NA,-0.66600790513834,0.000711349401104316,0.754924175959709,0.810918863120739
"ENSCAFG00000008339","ALDH18A1",0.66501976284585,0.000728652860075914,0.755181257955522,0.810918863120739
"ENSCAFG00000045629",NA,0.65201320976183,0.000748493347430278,0.755461604469196,0.810918863120739
"ENSCAFG00000023759","MT2A",0.658102766798419,0.000860004339182472,0.756799462856487,0.810918863120739
"ENSCAFG00000029965","FAM229B",0.638538159177895,0.00104146966038183,0.758370173832192,0.810918863120739
"ENSCAFG00000030753","C32H4orf54",0.638003478829812,0.00105487522981904,0.758464981217651,0.810918863120739
"ENSCAFG00000019702","PRSS57",-0.637712236935691,0.00106223918212329,0.758516052376008,0.810918863120739
"ENSCAFG00000015363","ARHGDIG",0.636993387766,0.00108060350790317,0.758640410708506,0.810918863120739
"ENSCAFG00000010991","ACACB",-0.648221343873518,0.00108190977886392,0.758649097124296,0.810918863120739
"ENSCAFG00000009316","CES5A",0.631058666761969,0.00124287043846548,0.759580860507726,0.810918863120739
"ENSCAFG00000001890","MAMDC2",0.639328063241107,0.00132116508869918,0.759952650358817,0.810918863120739
"ENSCAFG00000011014","AIMP1",0.637351778656126,0.00137999391571808,0.760204453251193,0.810918863120739
"ENSCAFG00000015542","C1QBP",0.636363636363636,0.00141022795590421,0.760325749576891,0.810918863120739
"ENSCAFG00000010832","TC2N",0.623995823982637,0.00146268754026515,0.760524397786888,0.810918863120739
"ENSCAFG00000004632",NA,0.622156585255922,0.00152508495918332,0.76074300273376,0.810918863120739
"ENSCAFG00000015544","RPAIN",0.632411067193676,0.00153682237276013,0.76078215354999,0.810918863120739
"ENSCAFG00000005656","SLC15A1",0.620663062964517,0.00157740832074192,0.760913069057961,0.810918863120739
"ENSCAFG00000048913",NA,0.620212522022784,0.00159348929845201,0.760963107716652,0.810918863120739
"ENSCAFG00000004090","ADCY3",0.630434782608696,0.00160363398442942,0.760994161675674,0.810918863120739
"ENSCAFG00000005870","RASGRP3",-0.617192070850401,0.0017049438839827,0.761284131288635,0.810918863120739
"ENSCAFG00000042392",NA,0.627470355731225,0.00170844182838084,0.761293532620357,0.810918863120739
"ENSCAFG00000001571","LRFN2",0.616293106951465,0.00173936909824391,0.76137501960449,0.810918863120739
"ENSCAFG00000006463","GTSF2",-0.616011499497895,0.00175027389754014,0.761403068838126,0.810918863120739
"ENSCAFG00000041452",NA,0.616011499497895,0.00175027389754014,0.761403068838126,0.810918863120739
"ENSCAFG00000025786",NA,-0.623517786561265,0.00185713641106423,0.761660605773595,0.810918863120739
"ENSCAFG00000041416",NA,0.612451202489573,0.00189323356140775,0.761741066069364,0.810918863120739
"ENSCAFG00000004949",NA,0.621541501976285,0.00193548844906966,0.761831459378979,0.810918863120739
"ENSCAFG00000019442","TEX28",0.611283284134819,0.00194223871173973,0.761845537385308,0.810918863120739
"ENSCAFG00000001548","SNAPC3",0.620553359683795,0.0019756993502411,0.761913908306761,0.810918863120739
"ENSCAFG00000010667","SIDT1",0.610328657129991,0.00198309031030912,0.761928700943203,0.810918863120739
"ENSCAFG00000003253","YRDC",0.616600790513834,0.00214367347590248,0.762225036847386,0.810918863120739
"ENSCAFG00000012545","CARF",-0.616600790513834,0.00214367347590248,0.762225036847386,0.810918863120739
"ENSCAFG00000044852",NA,0.615612648221344,0.00218750025777307,0.762298391707156,0.810918863120739
"ENSCAFG00000048581",NA,0.615612648221344,0.00218750025777307,0.762298391707156,0.810918863120739
"ENSCAFG00000000665","TAGAP",-0.615612648221344,0.00218750025777308,0.762298391707156,0.810918863120739
"ENSCAFG00000001777","BPIFC",0.614624505928854,0.00223208096091778,0.762370066680543,0.810918863120739
"ENSCAFG00000003440","CUL1",0.614624505928854,0.00223208096091778,0.762370066680543,0.810918863120739
