"cytokine","gene","Hugo_Symbol","baseMean","log2FoldChange","lfcSE","conf.low","conf.high","stat","pvalue","padj"
"IL-8","ENSCAFG00000010134","NDN",445.7136752,-8.312531673,1.738165724,-11.71933649204,-4.90572685396,-4.78235852785692,3.41e-08,0.000514639
"IL-8","ENSCAFG00000017108","MAPK3",1022.691011,-0.913096001,0.265360332,-1.43320225172,-0.39298975028,-3.44096645537811,1.53e-06,0.011528631
"IL-8","ENSCAFG00000003939","HBP1",375.7347109,-1.320743477,0.711688441,-2.71565282136,0.0741658673599998,-1.85578885494362,9.02e-06,0.045333369
"IL-8","ENSCAFG00000018348","CCL7",3837.052666,4.269472138,2.46986767,-0.5714684952,9.1104127712,1.72862384080682,1.34e-05,0.050582852
"IL-8","ENSCAFG00000001615","RPS6",55647.18254,0.701793678,0.471757175,-0.222850384999999,1.626437741,1.48761633143152,3.92e-05,0.064751551
"IL-8","ENSCAFG00000004102","ZC3HAV1",646.3973345,0.879577063,0.828198273,-0.743691552079999,2.50284567808,1.06203682339723,4.73e-05,0.064751551
"IL-8","ENSCAFG00000008269","IL17RB",200.8543849,-2.738363738,2.388724893,-7.42026452828,1.94353705228,-1.14637049499697,4.37e-05,0.064751551
"IL-8","ENSCAFG00000013175","GAL3ST2",212.7441609,3.196583149,2.95637077,-2.5979035602,8.9910698582,1.08125245366297,4.09e-05,0.064751551
"IL-8","ENSCAFG00000016421","NA",39.99534597,0.785579597,0.569534493,-0.33070800928,1.90186720328,1.37933629421106,3.35e-05,0.064751551
"IL-8","ENSCAFG00000023556","OAS1",2462.651154,2.1451296,1.825615786,-1.43307734055999,5.72333654056,1.1750170087541,4.31e-05,0.064751551
"IL-8","ENSCAFG00000048083","NA",144.2615547,-2.776958174,2.034244842,-6.76407806432,1.21016171632,-1.36510518137521,2.97e-05,0.064751551
"IL-8","ENSCAFG00000001559","SCX",56.05144753,-1.608340008,1.551441176,-4.64916471296,1.43248469695999,-1.03667482395091,5.57e-05,0.065570725
"IL-8","ENSCAFG00000011850","KLHL24",145.4401302,-0.814554204,0.846263216,-2.47323010736,0.84412169936,-0.962530556214084,6.09e-05,0.065570725
"IL-8","ENSCAFG00000016461","FBXL20",300.8915478,-0.595630663,0.385292337,-1.35080364352,0.159542317519999,-1.54591878893246,5.96e-05,0.065570725
"IL-8","ENSCAFG00000008776","NA",3138.228272,0.57398367,0.493142721,-0.39257606316,1.54054340316,1.16393012723795,8.08e-05,0.077902053
"IL-8","ENSCAFG00000010370","MS4A7",477.2913213,2.20765414,2.711801786,-3.10747736056,7.52278564056,0.814091262642158,8.79e-05,0.077902053
"IL-8","ENSCAFG00000014923","FGF7",43.0386935,-2.213298984,2.619190136,-7.34691165055999,2.92031368255999,-0.845031811008622,8.41e-05,0.077902053
"IL-8","ENSCAFG00000010077","LSP1",2889.225417,-2.068628237,2.733217357,-7.42573425672,3.28847778272,-0.756847321967303,0.000101111,0.084381624
"IL-8","ENSCAFG00000018641","LGALS9",1193.350774,1.56353482,1.934496902,-2.22807910791999,5.35514874791999,0.808238471916663,0.000106366,0.084381624
"IL-8","ENSCAFG00000010242","SLC4A10",10.15859233,-1.281911515,1.678627496,-4.57202140715999,2.00819837716,-0.763666458493421,0.000120299,0.087305082
"IL-8","ENSCAFG00000013837","NA",355.0083208,0.490054975,0.535085435,-0.5587124776,1.5388224276,0.915844354836531,0.000127427,0.087305082
"IL-8","ENSCAFG00000029911","ZNF768",1213.972994,-0.398679037,0.253890508,-0.89630443268,0.09894635868,-1.57027940957918,0.000122151,0.087305082
"IL-8","ENSCAFG00000008669","TMEM144",48.46347717,1.440486647,2.310308287,-3.08771759551999,5.96869088951999,0.62350408173037,0.000176952,0.115965081
"IL-8","ENSCAFG00000000429","CCDC170",11.47561453,0.959513971,1.682115178,-2.33743177788,4.25645971988,0.570421088608713,0.000243002,0.119013599
"IL-8","ENSCAFG00000002955","BCL11A",86.8975928,-1.010044387,1.807911612,-4.55355114652,2.53346237252,-0.558680181207885,0.000252666,0.119013599
"IL-8","ENSCAFG00000006472","NA",176.5035979,0.365628774,0.548134722,-0.70871528112,1.43997282912,0.667041804368671,0.000238898,0.119013599
"IL-8","ENSCAFG00000008486","WBP1",828.5052942,-0.364268147,0.333041682,-1.01702984372,0.288493549719999,-1.09376143193992,0.000251951,0.119013599
"IL-8","ENSCAFG00000011786","SPRTN",381.0118988,-0.392325743,0.3592318,-1.09642007099999,0.311768584999999,-1.09212420225603,0.000218666,0.119013599
"IL-8","ENSCAFG00000016252","NA",475.6027284,0.904199852,1.607961776,-2.24740522896,4.05580493296,0.562326707945326,0.000251365,0.119013599
"IL-8","ENSCAFG00000019046","NA",106.2199427,1.378997377,2.514443291,-3.54931147335999,6.30730622736,0.548430494310957,0.000199845,0.119013599
"IL-8","ENSCAFG00000028486","BLOC1S5",1260.963543,-0.409011265,0.380844438,-1.15546636348,0.33744383348,-1.07395887714132,0.000200196,0.119013599
"IL-8","ENSCAFG00000042676","NA",236.6731306,1.186601256,2.267120741,-3.25695539635999,5.63015790836,0.523395703872659,0.000248328,0.119013599
"IL-8","ENSCAFG00000017866","ISLR",22.74447053,-1.02678087,1.899452314,-4.74970740544,2.69614566543999,-0.540566805721873,0.000267416,0.122144324
"IL-8","ENSCAFG00000028574","NXT2",783.395378,0.637511728,1.206691857,-1.72760431172,3.00262776772,0.528313607406733,0.000279286,0.123814041
"IL-8","ENSCAFG00000005505","PGM2L1",90.77405818,-0.358701648,0.694341247,-1.71961049212,1.00220719612,-0.516607143173218,0.000307167,0.132283738
"IL-8","ENSCAFG00000031865","SCARF1",146.2438028,0.772331088,1.53039651,-2.2272460716,3.7719082476,0.504660774481248,0.000325103,0.136118873
"IL-8","ENSCAFG00000006250","SPRY4",252.8184729,-0.797706315,1.609843803,-3.95300016888,2.35758753888,-0.495517834409429,0.000338335,0.137830553
"IL-8","ENSCAFG00000004790","ARMH1",22.03329802,-0.365241495,0.790404049,-1.91443343104,1.18395044104,-0.462094665964951,0.000377705,0.148517398
"IL-8","ENSCAFG00000029969","RGS4",194.7685137,-0.784705814,1.684260203,-4.08585581188,2.51644418388,-0.465905334937133,0.000384275,0.148517398
"IL-8","ENSCAFG00000014664","NA",126.835839,0.26816571,0.463657677,-0.640603336919999,1.17693475692,0.578370041740945,0.000416201,0.156834768
"IL-8","ENSCAFG00000017048","FLVCR2",86.81211029,0.318742045,0.725679119,-1.10358902824,1.74107311824,0.439232763703098,0.000435596,0.160140089
"IL-8","ENSCAFG00000001807","DDX58",294.2471681,0.332237919,0.773451549,-1.18372711704,1.84820295504,0.429552335152153,0.000452741,0.161696112
"IL-8","ENSCAFG00000012724","EPS8",2195.409475,-0.268471708,0.40381654,-1.05995212639999,0.5230087104,-0.664835838571644,0.000461284,0.161696112
