gene,Hugo_Symbol,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000007344,MYBL1,0.001065253,0.040688964,0.686579721,0.999985015
ENSCAFG00000007346,VCPIP1,0.003194567,0.042176376,0.280893323,0.999985015
ENSCAFG00000007348,F11,0.001146365,0.059672433,0.670179639,0.999985015
ENSCAFG00000007350,LSM14A,0.000785701,0.020835714,0.636632802,0.999985015
ENSCAFG00000007352,ADAMTS6,-0.001328027,0.05311423,0.620375796,0.999985015
ENSCAFG00000007353,SGK3,0.003057397,0.05279231,0.321787693,0.999985015
ENSCAFG00000007355,BTAF1,-0.001653579,0.03049046,0.467960362,0.999985015
ENSCAFG00000007358,KCTD15,0.001122961,0.065124517,0.684686182,0.999985015
ENSCAFG00000007359,ZMYM5,-0.000804597,0.026987646,0.699646883,0.999985015
ENSCAFG00000007361,EPB41L4A,-0.004079835,0.05618509,0.229148018,0.999985015
ENSCAFG00000007367,PXK,-0.007138871,0.063626207,0.106157546,0.999985015
ENSCAFG00000007368,EIF3M,0.002492302,0.029372315,0.25559121,0.999985015
ENSCAFG00000007371,MCMDC2,0.000750388,0.044342155,0.775138428,0.999985015
ENSCAFG00000007372,NT5DC3,0.001044259,0.031611995,0.656573325,0.999985015
ENSCAFG00000007373,ZNF143,-0.000143065,0.017230315,0.920601419,0.999985015
ENSCAFG00000007375,PARP4,0.000501572,0.037052316,0.843218171,0.999985015
ENSCAFG00000007377,PEPD,0.009009138,0.072189482,0.077075875,0.999985015
ENSCAFG00000007379,CAMK4,0.000439688,0.08096909,0.887754967,0.999985015
ENSCAFG00000007380,STAG1,0.001972053,0.041112116,0.47540426,0.999985015
ENSCAFG00000007383,EIF2AK3,-0.001707094,0.02798299,0.418608598,0.999985015
ENSCAFG00000007385,NA,0.005178999,0.050802198,0.151680773,0.999985015
ENSCAFG00000007386,COPS5,0.002976376,0.039599492,0.291975177,0.999985015
ENSCAFG00000007387,WDR36,0.000339228,0.024051405,0.858954303,0.999985015
ENSCAFG00000007390,RPP14,-0.000504643,0.031612217,0.829558353,0.999985015
ENSCAFG00000007391,CENPJ,-0.000774087,0.018203073,0.601235177,0.999985015
ENSCAFG00000007392,CENPK,0.000967068,0.026231993,0.633723219,0.999985015
ENSCAFG00000007394,ABHD6,0.002218294,0.049132336,0.439955695,0.999985015
ENSCAFG00000007396,SLC25A46,-0.001213667,0.028726275,0.577871357,0.999985015
ENSCAFG00000007401,NA,-0.000137447,0.059910082,0.958493028,0.999985015
ENSCAFG00000007403,CDK5RAP1,0.002179412,0.035096259,0.392545084,0.999985015
ENSCAFG00000007405,CEBPG,0.000972261,0.023851693,0.602236068,0.999985015
ENSCAFG00000007406,TLR3,0.009648813,0.092146707,0.063487618,0.999985015
ENSCAFG00000007407,NA,0.015019603,0.154659314,0.034964005,0.999985015
ENSCAFG00000007408,THNSL2,-0.001891003,0.052669508,0.497356767,0.999985015
ENSCAFG00000007410,SNTA1,0.000486238,0.05213564,0.850999324,0.999985015
ENSCAFG00000007411,CSPP1,0.000789371,0.030938354,0.732916317,0.999985015
ENSCAFG00000007415,PPWD1,0.007911444,0.060686386,0.081949976,0.999985015
ENSCAFG00000007416,WEE1,0.005302871,0.056556728,0.160964134,0.999985015
ENSCAFG00000007417,MAN2A1,-0.003156558,0.050801291,0.311261262,0.999985015
ENSCAFG00000007420,CBFA2T2,-0.003234339,0.037773204,0.238191267,0.999985015
ENSCAFG00000007423,CPEB3,-0.00092088,0.024560226,0.631173818,0.999985015
ENSCAFG00000007424,SWAP70,-0.000371028,0.024237576,0.846812335,0.999985015
ENSCAFG00000007425,PJA2,-0.000348299,0.027255234,0.869044785,0.999985015
ENSCAFG00000007426,WT1,-0.007380427,0.141113631,0.143425861,0.999985015
ENSCAFG00000007427,HSP90B1,-0.002562013,0.040592055,0.364678272,0.999985015
ENSCAFG00000007428,MARCHF5,-0.001866452,0.027598956,0.369056552,0.999985015
ENSCAFG00000007429,NECAB3,-0.001861112,0.034515428,0.458359767,0.999985015
ENSCAFG00000007430,ACTL10,-0.002548001,0.058805274,0.384824174,0.999985015
ENSCAFG00000007431,FER,0.000383337,0.026255894,0.851732774,0.999985015
ENSCAFG00000007433,LRP3,-0.000118922,0.070061983,0.966602524,0.999985015
ENSCAFG00000007434,EIF2B1,0.012812212,0.069863127,0.033668863,0.999985015
ENSCAFG00000007436,FBXL17,0.000134262,0.024082422,0.944094096,0.999985015
ENSCAFG00000007441,SLC35G2,0.003888509,0.084400658,0.258467448,0.999985015
ENSCAFG00000007442,TDG,-0.005167158,0.053679272,0.162255362,0.999985015
ENSCAFG00000007443,PXMP4,-0.000162217,0.02582029,0.936206689,0.999985015
ENSCAFG00000007448,EFNA5,0.001571496,0.056893325,0.56451083,0.999985015
ENSCAFG00000007449,TRIM23,0.000298104,0.024523572,0.877956363,0.999985015
ENSCAFG00000007450,RMND5A,-0.002356625,0.039223763,0.392026568,0.999985015
ENSCAFG00000007451,NCK1,0.000788113,0.02775074,0.711851245,0.999985015
ENSCAFG00000007452,DDX55,0.002288369,0.030822535,0.316767669,0.999985015
ENSCAFG00000007455,RCN1,-0.000745814,0.045870813,0.776206348,0.999985015
ENSCAFG00000007456,GLT8D2,-0.000817963,0.047000494,0.755556456,0.999985015
ENSCAFG00000007457,GPATCH1,0.005587193,0.051994925,0.134698664,0.999985015
ENSCAFG00000007460,ZNF341,-0.001341413,0.030103683,0.553185513,0.999985015
ENSCAFG00000007461,NA,-0.001832111,0.032943766,0.449715052,0.999985015
ENSCAFG00000007463,TRAPPC13,0.014334885,0.076903061,0.031757496,0.999985015
ENSCAFG00000007464,CD8A,0.000662073,0.075266472,0.823556529,0.999985015
ENSCAFG00000007465,RHPN2,-0.000433574,0.046740941,0.867374241,0.999985015
ENSCAFG00000007467,IDE,-0.004012175,0.039640208,0.167890222,0.999985015
ENSCAFG00000007468,TMED2,0.001376274,0.024529758,0.465964916,0.999985015
ENSCAFG00000007470,IL20RB,-0.002457503,0.060009365,0.398815786,0.999985015
ENSCAFG00000007473,NUDT12,-0.003404414,0.04482697,0.27044444,0.999985015
ENSCAFG00000007476,HCFC2,-0.000569011,0.023885291,0.763350872,0.999985015
ENSCAFG00000007478,CHMP4B,-0.002188092,0.026766277,0.27857982,0.999985015
ENSCAFG00000007479,NA,0.000935732,0.028555894,0.667569629,0.999985015
ENSCAFG00000007482,RILPL1,-0.000343278,0.039318868,0.893843132,0.999985015
ENSCAFG00000007483,NA,-0.002278981,0.039872251,0.410405256,0.999985015
ENSCAFG00000007484,SNRNP35,0.001672631,0.035567706,0.512278118,0.999985015
ENSCAFG00000007486,CEP89,0.000123308,0.029015718,0.955582283,0.999985015
ENSCAFG00000007487,NA,0.008368318,0.075438031,0.084418888,0.999985015
ENSCAFG00000007489,RILPL2,-0.004365825,0.047604805,0.192099686,0.999985015
ENSCAFG00000007490,RALY,-0.001914679,0.030509277,0.399462033,0.999985015
ENSCAFG00000007492,PALLD,-0.000109338,0.039471936,0.966054741,0.999985015
ENSCAFG00000007493,KMT5A,0.000238394,0.017766748,0.871255139,0.999985015
ENSCAFG00000007494,SGTB,0.001717181,0.033042746,0.479556942,0.999985015
ENSCAFG00000007497,KIF11,-0.001833777,0.031529314,0.433098741,0.999985015
ENSCAFG00000007498,EIF2S2,-0.000565016,0.015698864,0.670190377,0.999985015
ENSCAFG00000007500,SBF2,-0.004598374,0.045322234,0.160998254,0.999985015
ENSCAFG00000007501,DBR1,0.001949632,0.032837163,0.41999063,0.999985015
ENSCAFG00000007502,HHEX,-0.000706688,0.040839379,0.786531096,0.999985015
ENSCAFG00000007503,SBNO1,0.00090726,0.023850171,0.627458929,0.999985015
ENSCAFG00000007504,AHCY,0.004060069,0.0467078,0.213319773,0.999985015
ENSCAFG00000007505,TDRD12,-0.000257819,0.075934061,0.931161965,0.999985015
ENSCAFG00000007509,RGS9BP,-0.003496192,0.068450514,0.274397559,0.999985015
ENSCAFG00000007510,ELP4,0.000773832,0.017903277,0.596446527,0.999985015
ENSCAFG00000007512,C26H12orf65,0.002201733,0.026288146,0.268509354,0.999985015
ENSCAFG00000007514,IMMP1L,0.002094615,0.025797071,0.28430194,0.999985015
ENSCAFG00000007515,NLN,0.004516102,0.048543691,0.185093699,0.999985015
ENSCAFG00000007519,PPIP5K2,-0.002126284,0.036735106,0.4187334,0.999985015
ENSCAFG00000007520,CBR4,-0.007796739,0.064500632,0.091890408,0.999985015
ENSCAFG00000007521,DCDC1,-0.001859344,0.055597632,0.503103918,0.999985015
ENSCAFG00000007522,KDM3A,-0.001346064,0.03002189,0.550921565,0.999985015
ENSCAFG00000007523,ARMC8,0.000492765,0.030537775,0.829803397,0.999985015
ENSCAFG00000007524,MPHOSPH9,-0.003340651,0.036257786,0.208788867,0.999985015
ENSCAFG00000007525,SMARCA5,-0.003524387,0.035167136,0.176171863,0.999985015
ENSCAFG00000007528,ITCH,0.002525234,0.03455026,0.317106,0.999985015
ENSCAFG00000007530,NA,0.004430663,0.059828373,0.204827931,0.999985015
ENSCAFG00000007532,NA,-0.001121549,0.03620694,0.659412078,0.999985015
ENSCAFG00000007533,ANKRD27,0.002439991,0.036727602,0.356337846,0.999985015
ENSCAFG00000007534,EXOC6,-0.00097308,0.039628314,0.709933843,0.999985015
ENSCAFG00000007537,ERBIN,0.000421373,0.028988508,0.848869904,0.999985015
ENSCAFG00000007539,ADM,0.001796774,0.068127109,0.5318822,0.999985015
ENSCAFG00000007540,MPPED2,-0.002175536,0.085065237,0.502108101,0.999985015
ENSCAFG00000007541,MRAS,0.003511124,0.05246852,0.275625823,0.999985015
ENSCAFG00000007544,NA,0.004994814,0.046616913,0.141721776,0.999985015
ENSCAFG00000007546,GIN1,0.000588832,0.028862251,0.789225566,0.999985015
ENSCAFG00000007547,DYNLRB1,-0.002678095,0.033178981,0.27249317,0.999985015
ENSCAFG00000007549,REEP1,0.012658828,0.160729871,0.053344298,0.999985015
ENSCAFG00000007550,NA,0.003612899,0.07362109,0.268022147,0.999985015
ENSCAFG00000007553,MRPL35,0.001642208,0.034449324,0.511247131,0.999985015
ENSCAFG00000007554,NA,0.001191337,0.031046464,0.60736859,0.999985015
ENSCAFG00000007555,PDCD5,0.005623212,0.049020271,0.119506122,0.999985015
ENSCAFG00000007557,HHIP,0.006965107,0.139297059,0.158295276,0.999985015
ENSCAFG00000007558,UFSP2,0.001972046,0.028494911,0.355813122,0.999985015
ENSCAFG00000007560,SREK1,0.003032606,0.033622964,0.221352144,0.999985015
ENSCAFG00000007562,AMPD3,0.000334046,0.053310613,0.89713246,0.999985015
ENSCAFG00000007563,ANKRD37,-0.000781385,0.027789275,0.714527373,0.999985015
ENSCAFG00000007564,IMMT,0.00182194,0.033749781,0.460476345,0.999985015
ENSCAFG00000007566,ANAPC10,-0.000282183,0.021839744,0.872515035,0.999985015
ENSCAFG00000007569,CEP70,0.000595528,0.031865954,0.800508523,0.999985015
ENSCAFG00000007571,PIGU,0.000136958,0.019872639,0.932729263,0.999985015
ENSCAFG00000007572,NA,0.009244282,0.077606025,0.07374357,0.999985015
ENSCAFG00000007573,RNF141,0.00025266,0.030069139,0.911325634,0.999985015
ENSCAFG00000007575,DPY19L3,0.001406007,0.051573389,0.601960582,0.999985015
ENSCAFG00000007576,FAIM,0.002443694,0.048712611,0.403912804,0.999985015
ENSCAFG00000007578,TP53INP2,-0.002753641,0.053761511,0.358033302,0.999985015
ENSCAFG00000007580,LYVE1,-0.001568949,0.076126412,0.602202268,0.999985015
ENSCAFG00000007581,PATL1,-0.000195192,0.021063413,0.908907535,0.999985015
ENSCAFG00000007582,SNX25,0.002613209,0.054169102,0.376730003,0.999985015
ENSCAFG00000007584,PTCD3,0.002178692,0.038268722,0.419615291,0.999985015
ENSCAFG00000007585,NA,0.000952514,0.054553724,0.717657268,0.999985015
ENSCAFG00000007586,MAST4,0.000367247,0.047182485,0.887290489,0.999985015
ENSCAFG00000007588,NCOA6,-0.001899358,0.029493944,0.389140028,0.999985015
ENSCAFG00000007590,ZNF507,5.42E-05,0.056272478,0.983357874,0.999985015
ENSCAFG00000007591,CFAP97,4.94E-05,0.024585822,0.979769385,0.999985015
ENSCAFG00000007592,TSHZ3,-0.002874486,0.065826594,0.343369196,0.999985015
ENSCAFG00000007593,PAM,0.001093097,0.057716272,0.682018589,0.999985015
ENSCAFG00000007596,SLC25A4,0.00056307,0.021246,0.741255974,0.999985015
ENSCAFG00000007597,ABCE1,0.00201437,0.030958032,0.380980439,0.999985015
ENSCAFG00000007600,SCN8A,0.000590023,0.071426656,0.837444792,0.999985015
ENSCAFG00000007601,ZNF536,-0.02194651,0.254188608,0.032509989,0.999985015
ENSCAFG00000007602,COPB2,0.003172256,0.046508622,0.303988612,0.999985015
ENSCAFG00000007603,FLNB,-0.002928535,0.04692506,0.334969898,0.999985015
ENSCAFG00000007604,OSBP,-0.000189528,0.016959931,0.893511153,0.999985015
ENSCAFG00000007606,URI1,-0.000323145,0.022665322,0.858682135,0.999985015
ENSCAFG00000007608,SH3RF1,-0.000785567,0.049908806,0.763813191,0.999985015
ENSCAFG00000007609,IRAG1,0.000326861,0.057090131,0.900326721,0.999985015
ENSCAFG00000007610,NA,0.003614044,0.043267869,0.237554036,0.999985015
ENSCAFG00000007613,POLR1A,0.003928851,0.04832287,0.231926017,0.999985015
ENSCAFG00000007614,CCNE1,-0.002434661,0.04275329,0.396351337,0.999985015
ENSCAFG00000007616,PITPNM2,0.001232707,0.041191632,0.643653898,0.999985015
ENSCAFG00000007617,ST8SIA4,0.000883738,0.059571532,0.740404712,0.999985015
ENSCAFG00000007620,PREX2,0.001877359,0.085715243,0.563005743,0.999985015
ENSCAFG00000007621,C1H19orf12,-0.001639426,0.044723263,0.551178128,0.999985015
ENSCAFG00000007622,NA,-0.004115239,0.044578386,0.195911518,0.999985015
ENSCAFG00000007626,PIK3R1,-0.001609005,0.048558775,0.557348447,0.999985015
ENSCAFG00000007627,PLEKHF1,-0.001463094,0.0539937,0.588331357,0.999985015
ENSCAFG00000007629,OTUD4,-0.000888133,0.021476985,0.601872362,0.999985015
ENSCAFG00000007630,POP4,0.000753598,0.024703478,0.697257077,0.999985015
ENSCAFG00000007631,VSTM2B,0.002026829,0.081798564,0.521172797,0.999985015
ENSCAFG00000007636,UQCRFS1,0.004820942,0.053210185,0.18061909,0.999985015
ENSCAFG00000007637,ACSS2,0.001467045,0.036073943,0.566827798,0.999985015
ENSCAFG00000007638,CTR9,-0.000145877,0.024668801,0.940461954,0.999985015
ENSCAFG00000007650,NEK1,-0.001094992,0.031630322,0.641205929,0.999985015
ENSCAFG00000007651,DTX4,0.001808237,0.038373737,0.49813988,0.999985015
ENSCAFG00000007652,SPSB4,0.002501079,0.063228314,0.394281289,0.999985015
ENSCAFG00000007653,ST3GAL5,-0.000596902,0.038460874,0.816330149,0.999985015
ENSCAFG00000007659,SMAD1,-0.00064733,0.039601238,0.802717004,0.999985015
ENSCAFG00000007661,PXYLP1,-0.000417653,0.034984337,0.866024914,0.999985015
ENSCAFG00000007662,ACSL1,0.002111703,0.037422841,0.427135833,0.999985015
ENSCAFG00000007663,GLYAT,-0.000838713,0.051939744,0.748629785,0.999985015
ENSCAFG00000007664,ZBTB38,-0.000866949,0.038211122,0.737004373,0.999985015
ENSCAFG00000007665,ARL6IP4,-0.000171676,0.023220072,0.926309745,0.999985015
ENSCAFG00000007666,EIF4G2,-0.000934441,0.024774928,0.628672096,0.999985015
ENSCAFG00000007667,USP39,0.001100597,0.026495071,0.589612077,0.999985015
ENSCAFG00000007668,OGFOD2,0.016349908,0.101393953,0.032835217,0.999985015
ENSCAFG00000007669,CLCN3,-0.001189234,0.027851862,0.575893508,0.999985015
ENSCAFG00000007670,SLC30A5,0.006894061,0.054941636,0.093290556,0.999985015
ENSCAFG00000007671,GSS,0.001149511,0.026753034,0.575946257,0.999985015
ENSCAFG00000007672,CHD1,0.001219004,0.027671809,0.563976459,0.999985015
ENSCAFG00000007673,SULF1,-0.003430099,0.085442483,0.309596104,0.999985015
ENSCAFG00000007675,NA,-0.000743251,0.023046781,0.683463406,0.999985015
ENSCAFG00000007676,ABCB9,0.003298372,0.059259743,0.292513188,0.999985015
ENSCAFG00000007678,NA,-0.002339144,0.035952068,0.368335789,0.999985015
ENSCAFG00000007679,HPF1,-0.003773872,0.037134835,0.168826284,0.999985015
ENSCAFG00000007680,TMEM150A,-0.001365875,0.048338241,0.612795018,0.999985015
ENSCAFG00000007681,MFAP3L,0.004431668,0.078935978,0.206307373,0.999985015
ENSCAFG00000007682,MMAA,-0.008434554,0.064587032,0.078804889,0.999985015
ENSCAFG00000007683,AADAT,0.005780917,0.109521882,0.167725783,0.999985015
ENSCAFG00000007685,RNF181,-0.000986475,0.02238091,0.575196644,0.999985015
ENSCAFG00000007686,SLCO5A1,0.007060935,0.095440471,0.104785148,0.999985015
ENSCAFG00000007689,VAMP5,-0.000804501,0.052710516,0.75829599,0.999985015
ENSCAFG00000007690,VTI1B,-0.001271393,0.027807618,0.548584018,0.999985015
ENSCAFG00000007692,VAMP8,-0.00147792,0.027852106,0.484172262,0.999985015
ENSCAFG00000007693,LPXN,-0.006176244,0.093787961,0.131091411,0.999985015
ENSCAFG00000007694,RNF7,0.000621273,0.027379517,0.768970859,0.999985015
ENSCAFG00000007695,SLMAP,-0.002063626,0.035229479,0.418849807,0.999985015
ENSCAFG00000007698,ZNF827,-0.004081788,0.055144793,0.229336002,0.999985015
ENSCAFG00000007705,NA,0.010755768,0.080319302,0.060074125,0.999985015
ENSCAFG00000007716,NA,-0.005200219,0.046983955,0.131429995,0.999985015
ENSCAFG00000007717,CENPH,0.00224385,0.043148849,0.430353297,0.999985015
ENSCAFG00000007718,NA,0.001120539,0.034905603,0.65379773,0.999985015
ENSCAFG00000007720,GGCX,-0.003755354,0.040734944,0.202645759,0.999985015
ENSCAFG00000007728,SLC4A8,-0.000273876,0.034344435,0.91105283,0.999985015
ENSCAFG00000007731,ATP1B3,0.0022072,0.033141453,0.364807751,0.999985015
ENSCAFG00000007735,CENPU,0.000687509,0.031777413,0.770202099,0.999985015
ENSCAFG00000007738,LSM6,-0.001581597,0.02957019,0.476549887,0.999985015
ENSCAFG00000007742,TFDP2,-0.012067005,0.092238023,0.04854275,0.999985015
ENSCAFG00000007743,NA,-0.00072171,0.034396942,0.769592551,0.999985015
ENSCAFG00000007745,RIOK2,-0.001799874,0.032600471,0.454034334,0.999985015
ENSCAFG00000007746,PRIMPOL,-0.000281749,0.031343716,0.903773895,0.999985015
ENSCAFG00000007747,SLC10A7,0.001574537,0.029016008,0.471322916,0.999985015
ENSCAFG00000007748,CDK7,0.004979274,0.044913009,0.132570006,0.999985015
ENSCAFG00000007749,MYOF,-0.003049238,0.059998038,0.319269428,0.999985015
ENSCAFG00000007750,CASP3,-0.000493397,0.023611367,0.792353399,0.999985015
ENSCAFG00000007751,DENND6A,0.000106555,0.034443599,0.965357785,0.999985015
ENSCAFG00000007753,GK5,0.000269191,0.027985516,0.900638883,0.999985015
ENSCAFG00000007754,USP47,-0.00327775,0.038230208,0.236873874,0.999985015
ENSCAFG00000007755,MAT2A,0.002414389,0.035540673,0.349367908,0.999985015
ENSCAFG00000007757,NA,-0.000395485,0.023581692,0.832999473,0.999985015
ENSCAFG00000007758,GALNT6,-0.015002307,0.198099894,0.050769077,0.999985015
ENSCAFG00000007760,CCDC125,-0.001581367,0.035460937,0.534083898,0.999985015
ENSCAFG00000007761,IRF2,-0.00022648,0.03143201,0.922710143,0.999985015
ENSCAFG00000007764,HIP1R,-0.002519949,0.042890349,0.382873918,0.999985015
ENSCAFG00000007766,TAF9,0.00811397,0.061207166,0.078582367,0.999985015
ENSCAFG00000007767,CTNND1,-0.002151451,0.033526077,0.381573229,0.999985015
ENSCAFG00000007768,EDNRA,0.000952951,0.065264921,0.729665152,0.999985015
ENSCAFG00000007770,LNPEP,-0.001323108,0.041144079,0.620890907,0.999985015
ENSCAFG00000007771,RAD17,0.007821916,0.060259178,0.083033806,0.999985015
ENSCAFG00000007773,TMEM184C,0.000513107,0.029673212,0.819430781,0.999985015
ENSCAFG00000007775,NCOA2,0.000216844,0.02609437,0.915485513,0.999985015
ENSCAFG00000007777,CGGBP1,-0.000210628,0.03222531,0.929163603,0.999985015
ENSCAFG00000007779,PRMT9,-0.002089165,0.032204057,0.379628779,0.999985015
ENSCAFG00000007780,HTR1F,-0.002862189,0.053574683,0.344376259,0.999985015
ENSCAFG00000007782,MYH7B,-0.001056023,0.033927877,0.66729685,0.999985015
ENSCAFG00000007783,XRN1,0.000354547,0.020730339,0.832648333,0.999985015
ENSCAFG00000007785,SMAGP,-0.001267184,0.042346087,0.636384736,0.999985015
ENSCAFG00000007786,CHMP2B,-0.000936775,0.033321311,0.699558978,0.999985015
ENSCAFG00000007788,CAPG,-0.002401635,0.038005061,0.37473173,0.999985015
ENSCAFG00000007789,ARHGAP10,-0.001078752,0.04735305,0.684871628,0.999985015
ENSCAFG00000007790,POU6F1,-0.000289873,0.028937242,0.895604847,0.999985015
ENSCAFG00000007792,PDE12,0.000732236,0.029773581,0.745058047,0.999985015
ENSCAFG00000007795,MED19,0.001029045,0.023087565,0.56917634,0.999985015
ENSCAFG00000007797,MARVELD2,0.007746297,0.145321917,0.135501838,0.999985015
ENSCAFG00000007801,ELMOD3,0.000675737,0.027068052,0.746992992,0.999985015
ENSCAFG00000007805,OCLN,0.000296821,0.056739422,0.909294772,0.999985015
ENSCAFG00000007807,STOX2,0.000778985,0.061945452,0.772364541,0.999985015
ENSCAFG00000007808,NA,0.001293828,0.027769119,0.540867208,0.999985015
ENSCAFG00000007809,RETSAT,0.001298206,0.039471172,0.623553536,0.999985015
ENSCAFG00000007810,ERAP1,0.001525438,0.035267672,0.546910276,0.999985015
ENSCAFG00000007812,SMN,0.005781646,0.056189372,0.138999359,0.999985015
ENSCAFG00000007813,NR3C2,0.000298529,0.050743423,0.907839203,0.999985015
ENSCAFG00000007814,LPCAT4,0.002943106,0.036797682,0.270444648,0.999985015
ENSCAFG00000007815,CLP1,4.45E-05,0.019745529,0.978032857,0.999985015
ENSCAFG00000007816,NA,0.004262465,0.043929454,0.178552292,0.999985015
ENSCAFG00000007817,CCDC62,0.000859175,0.026378248,0.674259855,0.999985015
ENSCAFG00000007822,BDP1,0.004694255,0.045926942,0.15777383,0.999985015
ENSCAFG00000007825,TRAPPC11,0.000690625,0.027277464,0.743102826,0.999985015
ENSCAFG00000007829,NA,0.000825007,0.036068634,0.743772521,0.999985015
ENSCAFG00000007831,TFCP2,-0.001145396,0.020369409,0.477365211,0.999985015
ENSCAFG00000007832,TCF7L1,-0.003811803,0.071403203,0.247440662,0.999985015
ENSCAFG00000007837,KNTC1,-0.000448578,0.029239762,0.84020725,0.999985015
ENSCAFG00000007838,SERPING1,0.001660376,0.064431557,0.553986208,0.999985015
ENSCAFG00000007839,UBE2L6,-0.001992569,0.030564758,0.380904515,0.999985015
ENSCAFG00000007840,NA,0.002598293,0.043846673,0.373863544,0.999985015
ENSCAFG00000007845,DKK3,0.000228522,0.054920734,0.929655785,0.999985015
ENSCAFG00000007846,GBE1,-0.00073697,0.025672492,0.712911657,0.999985015
ENSCAFG00000007847,TIMM10,0.00520793,0.044244639,0.115379056,0.999985015
ENSCAFG00000007851,HMGB2,-0.003958198,0.046202831,0.220016734,0.999985015
ENSCAFG00000007852,RSRC2,0.000291347,0.019238785,0.853128459,0.999985015
ENSCAFG00000007853,SAP30,-0.000734441,0.029916822,0.745164518,0.999985015
ENSCAFG00000007854,CAST,-0.000459415,0.040256294,0.859129319,0.999985015
ENSCAFG00000007858,HAND2,-0.002168046,0.085926363,0.506159429,0.999985015
ENSCAFG00000007859,ZCCHC8,0.006965748,0.051365003,0.078413931,0.999985015
ENSCAFG00000007860,CSRNP2,-0.002521104,0.038963906,0.360596473,0.999985015
ENSCAFG00000007862,SLC43A1,0.000953919,0.061421851,0.723495273,0.999985015
ENSCAFG00000007863,ATR,0.002531313,0.035294932,0.324428692,0.999985015
ENSCAFG00000007864,NA,0.000394427,0.027455994,0.852672405,0.999985015
ENSCAFG00000007865,NA,0.000627572,0.032747294,0.793398867,0.999985015
ENSCAFG00000007866,TRAM1,0.00829488,0.060518052,0.073052913,0.999985015
ENSCAFG00000007867,MICAL2,-0.000292708,0.046034517,0.910085931,0.999985015
ENSCAFG00000007868,LACTB2,-0.000136118,0.023369462,0.941872991,0.999985015
ENSCAFG00000007869,NA,0.000235815,0.030334458,0.917696523,0.999985015
ENSCAFG00000007870,DCLK2,5.86E-05,0.056729324,0.982029951,0.999985015
ENSCAFG00000007871,KCMF1,-0.002472366,0.035784644,0.340799956,0.999985015
ENSCAFG00000007872,LETMD1,0.000175189,0.019025936,0.910672106,0.999985015
ENSCAFG00000007874,FBXO8,-0.004488763,0.049901391,0.192745902,0.999985015
ENSCAFG00000007875,TMSB10,-0.001982252,0.041754418,0.475446475,0.999985015
ENSCAFG00000007876,TRABD2A,0.004611133,0.073604982,0.191048448,0.999985015
ENSCAFG00000007878,SLC43A3,0.001340125,0.042314499,0.618341944,0.999985015
ENSCAFG00000007880,RWDD4,0.001272608,0.026122739,0.52569687,0.999985015
ENSCAFG00000007881,CEP55,0.000106709,0.026242814,0.958555384,0.999985015
ENSCAFG00000007882,PCSK1,-0.003978974,0.082541074,0.246820025,0.999985015
ENSCAFG00000007884,ING2,0.000518252,0.021439142,0.763348433,0.999985015
ENSCAFG00000007885,SLC12A6,0.004089313,0.048765526,0.219662495,0.999985015
ENSCAFG00000007887,MCCC2,0.004247905,0.040524367,0.154509545,0.999985015
ENSCAFG00000007889,CEP44,-0.000975259,0.026310828,0.631666657,0.999985015
ENSCAFG00000007890,CDKN2AIP,0.001541128,0.026237875,0.440535577,0.999985015
ENSCAFG00000007893,RBP4,0.000429095,0.062259635,0.872968977,0.999985015
ENSCAFG00000007894,EYA1,0.005546492,0.09806089,0.163103028,0.999985015
ENSCAFG00000007895,PARVA,-0.000843802,0.059291227,0.751177698,0.999985015
ENSCAFG00000007897,PLS1,0.002580998,0.053988824,0.38136168,0.999985015
ENSCAFG00000007898,CLIP1,-0.000289044,0.024781887,0.88266683,0.999985015
ENSCAFG00000007900,ELL2,-0.000173329,0.031515827,0.94090218,0.999985015
ENSCAFG00000007902,SLC11A2,5.57E-05,0.03128562,0.980906142,0.999985015
ENSCAFG00000007903,ROBO1,0.000191372,0.070442458,0.9464532,0.999985015
ENSCAFG00000007905,GLRX,-0.001762345,0.048226055,0.52514861,0.999985015
ENSCAFG00000007906,WWC2,0.000349984,0.056689964,0.893187828,0.999985015
ENSCAFG00000007907,LRBA,-0.006914272,0.066357974,0.112420268,0.999985015
ENSCAFG00000007908,PDE6C,-0.003258331,0.077260361,0.312366475,0.999985015
ENSCAFG00000007909,RHOBTB3,0.000300926,0.046330736,0.907547677,0.999985015
ENSCAFG00000007912,TRPC4AP,-0.000271654,0.019430836,0.864174048,0.999985015
ENSCAFG00000007914,ARSK,2.36E-06,0.041798723,0.999272421,0.999985015
ENSCAFG00000007915,PCOLCE2,-0.001711433,0.049421134,0.535106198,0.999985015
ENSCAFG00000007917,DNAH6,0.00115548,0.057999442,0.666016446,0.999985015
ENSCAFG00000007919,NA,0.014490872,0.08717989,0.038513027,0.999985015
ENSCAFG00000007923,MSC,0.000837872,0.062727288,0.757036372,0.999985015
ENSCAFG00000007927,TTC37,0.001166676,0.029700721,0.602772442,0.999985015
ENSCAFG00000007928,ATF1,-0.00071223,0.021125079,0.673117062,0.999985015
ENSCAFG00000007929,FRA10AC1,-0.000233694,0.024528776,0.904256033,0.999985015
ENSCAFG00000007932,EDEM2,-0.000627759,0.030236304,0.782784057,0.999985015
