gene,Hugo_Symbol,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000001048,DDX46,0.024155876,0.109967778,0.018587954,0.826162705
ENSCAFG00000001938,VEGFA,-0.023756678,0.126768249,0.018690472,0.826162705
ENSCAFG00000004031,STIL,-0.024007707,0.108713515,0.018543135,0.826162705
ENSCAFG00000004629,NA,-0.021688746,0.136612722,0.018560609,0.826162705
ENSCAFG00000010111,NIPSNAP2,-0.025283816,0.118326852,0.018164807,0.826162705
ENSCAFG00000014674,AP4M1,-0.024525125,0.110920314,0.018230525,0.826162705
ENSCAFG00000015489,SCG3,0.02635959,0.241368554,0.018654596,0.826162705
ENSCAFG00000016329,NA,0.024676322,0.122716638,0.018636854,0.826162705
ENSCAFG00000019160,NA,0.038310003,0.376785016,0.018622995,0.826162705
ENSCAFG00000019476,NDUFB10,-0.024803854,0.114474476,0.018414695,0.826162705
ENSCAFG00000029394,HAS2,-0.031465784,0.299238756,0.018593526,0.826162705
ENSCAFG00000010488,RPUSD4,0.023944488,0.125116167,0.018858003,0.831130643
ENSCAFG00000005519,WDR37,0.023666604,0.108294071,0.018990896,0.832121458
ENSCAFG00000018961,PRKAA2,0.024822472,0.224447703,0.018949937,0.832121458
ENSCAFG00000003776,NRP1,0.020570064,0.163306703,0.019689193,0.857763696
ENSCAFG00000015414,CREG1,0.021296307,0.130657637,0.019707193,0.857763696
ENSCAFG00000016793,ZNF646,-0.023674559,0.114139932,0.019860647,0.857763696
ENSCAFG00000019222,FZR1,-0.017016231,0.076612849,0.019837358,0.857763696
ENSCAFG00000037768,NA,0.031394344,0.307130675,0.01978531,0.857763696
ENSCAFG00000002553,PPCS,-0.02170528,0.100197458,0.020251401,0.869879534
ENSCAFG00000012470,CASQ1,-0.032442885,0.322575963,0.020256599,0.869879534
ENSCAFG00000042971,NA,-0.019803404,0.151823767,0.020458061,0.873553389
ENSCAFG00000043478,NA,0.0200895,0.091925136,0.020418971,0.873553389
ENSCAFG00000012996,UBXN7,-0.023035168,0.112945008,0.020646225,0.879097599
ENSCAFG00000017840,ELP2,0.017228182,0.078971458,0.020850525,0.882808873
ENSCAFG00000047776,NA,-0.022402119,0.205054264,0.020836337,0.882808873
ENSCAFG00000031857,ZNF235,0.022662144,0.113732809,0.021175618,0.894061865
ENSCAFG00000005114,MYRIP,0.024500121,0.236462772,0.0214426,0.900290538
ENSCAFG00000008747,DGUOK,-0.01927932,0.136673147,0.021420775,0.900290538
ENSCAFG00000004130,NEBL,0.028405595,0.284725196,0.021622366,0.904788319
ENSCAFG00000005675,RNF213,0.020684621,0.184965175,0.021669779,0.904788319
ENSCAFG00000000102,PA2G4,0.019550338,0.093301145,0.022526045,0.9096776
ENSCAFG00000003048,TRIT1,-0.021251902,0.107001917,0.022917272,0.9096776
ENSCAFG00000003599,ZMYM6,-0.018398654,0.087817123,0.022933556,0.9096776
ENSCAFG00000005271,NA,-0.020932981,0.118229177,0.022520333,0.9096776
ENSCAFG00000006105,POC1B,-0.020378148,0.122809818,0.021989868,0.9096776
ENSCAFG00000006509,NEDD1,-0.020939024,0.103572636,0.022899188,0.9096776
ENSCAFG00000009166,CDS1,0.026311918,0.263104294,0.0221963,0.9096776
ENSCAFG00000009375,WDSUB1,-0.021369204,0.113778731,0.022810116,0.9096776
ENSCAFG00000010783,TMEM248,-0.021091673,0.115723561,0.022855469,0.9096776
ENSCAFG00000016786,DNAH2,-0.022707087,0.219617581,0.022539702,0.9096776
ENSCAFG00000017119,DCST2,-0.022996543,0.223955314,0.022630093,0.9096776
ENSCAFG00000018482,CERS4,0.020141838,0.120948044,0.022621276,0.9096776
ENSCAFG00000019911,PLPP7,-0.028101843,0.288266434,0.022807384,0.9096776
ENSCAFG00000020090,LDHD,-0.021840407,0.207590927,0.02250247,0.9096776
ENSCAFG00000029322,SCN2B,-0.025585016,0.255381316,0.022396535,0.9096776
ENSCAFG00000032307,ZNF32,-0.020970336,0.116763622,0.022787106,0.9096776
ENSCAFG00000044521,NA,-0.020861144,0.193833165,0.022574839,0.9096776
ENSCAFG00000045337,NA,-0.018847436,0.150440633,0.022185662,0.9096776
ENSCAFG00000049872,NA,0.025787521,0.255318026,0.021950531,0.9096776
ENSCAFG00000049626,NA,-0.018618743,0.155556813,0.023006567,0.910178438
ENSCAFG00000004568,CUBN,0.025043978,0.253137983,0.023202057,0.910741175
ENSCAFG00000005866,EIF3K,0.021213213,0.110605837,0.023201018,0.910741175
ENSCAFG00000015221,EMC1,0.0212223,0.108021868,0.023082621,0.910741175
ENSCAFG00000012762,COCH,0.018120124,0.137273555,0.023378967,0.91530173
ENSCAFG00000022269,NA,0.018674982,0.124786678,0.023496824,0.917532703
ENSCAFG00000009827,TBC1D7,-0.020658437,0.11370683,0.0236676,0.921813283
ENSCAFG00000003022,MYCL,-0.018018699,0.152240104,0.024147206,0.925258054
ENSCAFG00000003302,MEAF6,-0.019147882,0.094476987,0.024199474,0.925258054
ENSCAFG00000004830,NA,0.020689454,0.107775744,0.023987906,0.925258054
ENSCAFG00000005857,GGACT,-0.020482352,0.104460932,0.024020533,0.925258054
ENSCAFG00000009588,CHUK,0.016781494,0.081481222,0.024283388,0.925258054
ENSCAFG00000013690,PAX9,0.017979757,0.127516877,0.024187301,0.925258054
ENSCAFG00000016302,VWCE,-0.020598702,0.199203623,0.024161851,0.925258054
ENSCAFG00000019202,UBALD1,-0.019844337,0.115750175,0.024140881,0.925258054
ENSCAFG00000029590,FAM8A1,-0.020506505,0.107928158,0.024308511,0.925258054
ENSCAFG00000010680,DENND5B,-0.017769189,0.127445598,0.02455519,0.932293134
ENSCAFG00000003399,TES,-0.018947679,0.116127281,0.025007311,0.936591445
ENSCAFG00000017365,TMEM100,-0.024798405,0.259215965,0.02496095,0.936591445
ENSCAFG00000020040,AGL,-0.019810326,0.112391852,0.02491196,0.936591445
ENSCAFG00000024646,ERAP2,0.024062916,0.249145508,0.024817375,0.936591445
ENSCAFG00000030769,SLC35F6,0.020234241,0.107409755,0.024767022,0.936591445
ENSCAFG00000043091,CDV3,0.01965943,0.112659975,0.025041223,0.936591445
ENSCAFG00000007357,ACVR1B,-0.017261607,0.132017296,0.025246034,0.937976738
ENSCAFG00000019809,NA,-0.024391914,0.25556391,0.025264948,0.937976738
ENSCAFG00000030681,NA,0.018832873,0.094683189,0.025197637,0.937976738
ENSCAFG00000000136,ATP5F1B,0.018956392,0.097167118,0.025814948,0.944784998
ENSCAFG00000006431,LARS1,0.019226428,0.099531886,0.025824416,0.944784998
ENSCAFG00000009692,NA,-0.019232732,0.098874945,0.025623511,0.944784998
ENSCAFG00000012445,PROX1,0.020403608,0.203506347,0.025537321,0.944784998
ENSCAFG00000029047,IL36G,-0.017055369,0.131640253,0.025706119,0.944784998
ENSCAFG00000047275,NA,-0.017110373,0.128891513,0.025706049,0.944784998
ENSCAFG00000009321,RIPK1,-0.019556941,0.106146812,0.025968912,0.947770983
ENSCAFG00000001037,FER1L6,0.019790944,0.198763783,0.02640454,0.95672028
ENSCAFG00000006193,PLPBP,0.018867368,0.111354887,0.026310938,0.95672028
ENSCAFG00000012644,NBEAL1,-0.01785817,0.116146879,0.02634151,0.95672028
ENSCAFG00000000141,NACA,0.018523764,0.102539794,0.027986367,0.962660499
ENSCAFG00000001191,LEMD2,-0.018509896,0.110312429,0.027029894,0.962660499
ENSCAFG00000001355,KIAA2026,0.018944511,0.103366957,0.027112558,0.962660499
ENSCAFG00000003885,SSBP1,0.019023276,0.10381728,0.02696816,0.962660499
ENSCAFG00000004331,NA,-0.017956416,0.107837254,0.028420614,0.962660499
ENSCAFG00000004901,STEAP3,0.016781584,0.115877044,0.028060461,0.962660499
ENSCAFG00000006762,ST18,0.020198213,0.211534185,0.027921518,0.962660499
ENSCAFG00000008364,NA,0.017341893,0.115044827,0.027351716,0.962660499
ENSCAFG00000009284,F2R,-0.016143739,0.129448588,0.027958185,0.962660499
ENSCAFG00000009337,TUBB2B,-0.017329138,0.111424616,0.028345182,0.962660499
ENSCAFG00000009629,ZNF248,-0.018802483,0.106988252,0.027236033,0.962660499
ENSCAFG00000010941,SLC24A4,0.031070614,0.352818059,0.026714159,0.962660499
ENSCAFG00000011931,TTC13,-0.018230623,0.098559737,0.028206507,0.962660499
ENSCAFG00000012767,RUBCN,0.016234886,0.083728457,0.028150483,0.962660499
ENSCAFG00000014771,ING4,-0.016141966,0.123512277,0.028237616,0.962660499
ENSCAFG00000016429,TNFRSF8,-0.02009694,0.20893895,0.027656964,0.962660499
ENSCAFG00000016806,MEF2D,-0.017378754,0.11330117,0.027750245,0.962660499
ENSCAFG00000017894,YY1,-0.012469423,0.06253992,0.026861788,0.962660499
ENSCAFG00000019432,BTBD2,-0.01866618,0.098778738,0.027086163,0.962660499
ENSCAFG00000019675,DECR2,-0.017459436,0.09061521,0.027678036,0.962660499
ENSCAFG00000019922,EMC8,0.017761058,0.091873065,0.027271305,0.962660499
ENSCAFG00000020082,DNM1,0.019189413,0.191984612,0.026882736,0.962660499
ENSCAFG00000024183,NA,0.01817489,0.09678183,0.027907273,0.962660499
ENSCAFG00000025347,SPCS3,0.017920711,0.0923912,0.026988582,0.962660499
ENSCAFG00000025916,NA,0.016940679,0.118205702,0.027307826,0.962660499
ENSCAFG00000029565,C6H1orf52,-0.01545206,0.078409216,0.027405382,0.962660499
ENSCAFG00000043131,NA,-0.018575811,0.102841938,0.027883293,0.962660499
ENSCAFG00000045672,NA,-0.016400878,0.149043034,0.028414388,0.962660499
ENSCAFG00000046934,RPL34,0.018499745,0.102336424,0.028030758,0.962660499
ENSCAFG00000008194,ZIC4,-0.020499492,0.219728554,0.028858657,0.96720564
ENSCAFG00000009791,HIVEP1,-0.016465914,0.114742775,0.028875641,0.96720564
ENSCAFG00000016515,PEAR1,0.019884826,0.21069118,0.028784621,0.96720564
ENSCAFG00000028754,PLPP3,-0.015968215,0.121694745,0.028814564,0.96720564
ENSCAFG00000048775,NA,0.016121934,0.144622655,0.028812279,0.96720564
ENSCAFG00000010675,ETFBKMT,-0.015743044,0.127332501,0.029080115,0.97189483
ENSCAFG00000000965,RRP7,0.017909674,0.099578765,0.02922717,0.972496993
ENSCAFG00000029263,NA,-0.01571258,0.127242351,0.029167206,0.972496993
ENSCAFG00000019815,AMPD2,-0.016685576,0.088322215,0.029308877,0.973067631
ENSCAFG00000002110,PPP1R9A,0.026672716,0.306986013,0.029541631,0.976493432
ENSCAFG00000031203,ZCCHC10,0.017210086,0.092637868,0.02950975,0.976493432
ENSCAFG00000004266,NA,0.017226048,0.10647365,0.029921589,0.985017922
ENSCAFG00000019670,RAB11FIP3,-0.017623417,0.099169733,0.02993022,0.985017922
ENSCAFG00000030184,NA,0.016987161,0.091925778,0.029997642,0.985085959
ENSCAFG00000011503,GAR1,0.016609623,0.089305345,0.030155915,0.988130679
ENSCAFG00000000001,ENPP1,-0.001569749,0.050731336,0.564895101,0.999985015
ENSCAFG00000000002,NA,0.000451949,0.045874302,0.862024306,0.999985015
ENSCAFG00000000005,PARD6G,-0.005407924,0.077542223,0.152190416,0.999985015
ENSCAFG00000000007,ADNP2,2.26E-05,0.014370938,0.985554592,0.999985015
ENSCAFG00000000008,TXNL4A,-0.000152091,0.022462244,0.932831011,0.999985015
ENSCAFG00000000009,SLC66A2,-8.55E-05,0.02872161,0.968987515,0.999985015
ENSCAFG00000000010,CTDP1,0.000237301,0.021982603,0.893327619,0.999985015
ENSCAFG00000000011,NFATC1,-0.001154586,0.046193188,0.665691333,0.999985015
ENSCAFG00000000012,ATP9B,0.000994065,0.02874035,0.649649602,0.999985015
ENSCAFG00000000014,NA,2.26E-05,0.041903789,0.993043382,0.999985015
ENSCAFG00000000016,MBP,-0.004811835,0.093897958,0.200554522,0.999985015
ENSCAFG00000000017,ZNF236,-0.001097785,0.026226985,0.587271431,0.999985015
ENSCAFG00000000019,ZNF516,-0.000986214,0.038404693,0.703858119,0.999985015
ENSCAFG00000000020,TSHZ1,-0.007016829,0.063539199,0.109126368,0.999985015
ENSCAFG00000000021,ZADH2,-0.002510037,0.035882314,0.334735526,0.999985015
ENSCAFG00000000022,ZNF407,0.000373898,0.015359459,0.774889342,0.999985015
ENSCAFG00000000026,CYB5A,0.001111039,0.03708966,0.665648205,0.999985015
ENSCAFG00000000027,NA,0.002363421,0.038770608,0.387648311,0.999985015
ENSCAFG00000000028,TIMM21,-0.000301587,0.020275304,0.854735615,0.999985015
ENSCAFG00000000029,FBXO15,-0.001797861,0.045089789,0.51795695,0.999985015
ENSCAFG00000000030,NA,0.002165504,0.035352412,0.398044819,0.999985015
ENSCAFG00000000031,NETO1,0.00025398,0.083632477,0.936460567,0.999985015
ENSCAFG00000000033,NA,0.000710949,0.029893251,0.752926077,0.999985015
ENSCAFG00000000036,SOCS6,-0.001253596,0.030538763,0.583978974,0.999985015
ENSCAFG00000000037,RTTN,-0.000942996,0.022901263,0.600377872,0.999985015
ENSCAFG00000000039,DOK6,-0.000914164,0.078005594,0.763600991,0.999985015
ENSCAFG00000000042,NA,-0.002290247,0.040563253,0.412056028,0.999985015
ENSCAFG00000000043,TMX3,0.000279588,0.029036967,0.899535628,0.999985015
ENSCAFG00000000044,NA,0.003089263,0.048382159,0.317407019,0.999985015
ENSCAFG00000000045,NA,-0.000715827,0.055272986,0.784352791,0.999985015
ENSCAFG00000000047,NA,-0.00073423,0.05763078,0.780566057,0.999985015
ENSCAFG00000000049,NA,0.000778758,0.031458203,0.739185511,0.999985015
ENSCAFG00000000054,NA,0.002403731,0.037487203,0.370031359,0.999985015
ENSCAFG00000000058,SERPINB8,0.003498998,0.066150617,0.272800313,0.999985015
ENSCAFG00000000059,SERPINB2,0.009238326,0.141066415,0.089057486,0.999985015
ENSCAFG00000000060,ITGA7,-0.000267253,0.050955029,0.917418409,0.999985015
ENSCAFG00000000061,NA,-0.001193372,0.03509763,0.634363582,0.999985015
ENSCAFG00000000063,RDH5,-0.000531156,0.040418396,0.837751217,0.999985015
ENSCAFG00000000064,CD63,-0.000334126,0.031410393,0.886158977,0.999985015
ENSCAFG00000000065,GDF11,-0.000317091,0.044616563,0.902814873,0.999985015
ENSCAFG00000000066,VPS4B,-0.00035105,0.017366624,0.807398144,0.999985015
ENSCAFG00000000067,KDSR,-0.000956673,0.032538476,0.689286867,0.999985015
ENSCAFG00000000068,BCL2,-0.003885616,0.045887313,0.225228708,0.999985015
ENSCAFG00000000069,NA,-0.000274019,0.025433047,0.891068588,0.999985015
ENSCAFG00000000070,PHLPP1,-0.001735284,0.034702907,0.490262027,0.999985015
ENSCAFG00000000071,NA,0.002161785,0.029136245,0.320256802,0.999985015
ENSCAFG00000000072,NA,-0.000650103,0.050654713,0.802587474,0.999985015
ENSCAFG00000000073,ZCCHC2,0.002907531,0.038449831,0.292307947,0.999985015
ENSCAFG00000000074,MMP19,-0.001150335,0.055474496,0.665516679,0.999985015
ENSCAFG00000000076,PYM1,-0.000860554,0.025866898,0.668603182,0.999985015
ENSCAFG00000000078,DGKA,-0.000484548,0.03459138,0.844107454,0.999985015
ENSCAFG00000000079,RELCH,-0.004151193,0.046393121,0.203626665,0.999985015
ENSCAFG00000000080,PMEL,0.000888777,0.043830409,0.736443128,0.999985015
ENSCAFG00000000081,NA,-0.000613042,0.029998159,0.786614483,0.999985015
ENSCAFG00000000082,CDK2,0.000145413,0.021962393,0.934521308,0.999985015
ENSCAFG00000000083,PIGN,-0.000118274,0.022856946,0.948526569,0.999985015
ENSCAFG00000000087,RAB5B,-0.000842384,0.02739856,0.689749156,0.999985015
ENSCAFG00000000088,SUOX,0.00727169,0.056881699,0.088160988,0.999985015
ENSCAFG00000000093,CCBE1,-0.001341331,0.07157599,0.643828436,0.999985015
ENSCAFG00000000094,LMAN1,-0.001159929,0.033190023,0.632710362,0.999985015
ENSCAFG00000000097,ERBB3,-7.93E-06,0.047851716,0.997548635,0.999985015
ENSCAFG00000000100,SEC11C,0.002103509,0.043091612,0.455694,0.999985015
ENSCAFG00000000103,ZNF532,5.14E-05,0.044131033,0.984163991,0.999985015
ENSCAFG00000000105,MALT1,0.000568849,0.022040183,0.746724662,0.999985015
ENSCAFG00000000107,ALPK2,0.001031403,0.05955166,0.700276347,0.999985015
ENSCAFG00000000108,ESYT1,0.000895973,0.036604843,0.724648634,0.999985015
ENSCAFG00000000109,SMARCC2,0.001785205,0.029787306,0.423167564,0.999985015
ENSCAFG00000000110,MYL6B,-0.00066887,0.040515013,0.797249113,0.999985015
ENSCAFG00000000111,RNF41,0.000546762,0.017088928,0.699168782,0.999985015
ENSCAFG00000000113,ANKRD52,0.000960363,0.033866256,0.695190888,0.999985015
ENSCAFG00000000115,CS,0.005832129,0.055824719,0.135960615,0.999985015
ENSCAFG00000000116,NEDD4L,-0.002695686,0.046363461,0.365415257,0.999985015
ENSCAFG00000000118,NA,0.001768604,0.023757353,0.331950543,0.999985015
ENSCAFG00000000119,PAN2,0.001188359,0.030600484,0.604382824,0.999985015
ENSCAFG00000000120,IL23A,0.001301044,0.046062474,0.629205019,0.999985015
ENSCAFG00000000121,STAT2,0.001225104,0.030856915,0.595513252,0.999985015
ENSCAFG00000000122,APOF,-0.001673709,0.051923693,0.541859807,0.999985015
ENSCAFG00000000123,ATP8B1,0.000147728,0.046140764,0.954466706,0.999985015
ENSCAFG00000000124,TIMELESS,0.003541884,0.044123942,0.251030721,0.999985015
ENSCAFG00000000125,NARS1,0.000454552,0.023340462,0.806639153,0.999985015
ENSCAFG00000000126,FECH,-0.002304262,0.033088317,0.343435705,0.999985015
ENSCAFG00000000127,ONECUT2,0.002269426,0.055753113,0.428436022,0.999985015
ENSCAFG00000000130,SPRYD4,-3.58E-05,0.029062152,0.98711948,0.999985015
ENSCAFG00000000131,GLS2,8.72E-05,0.035262547,0.971935848,0.999985015
ENSCAFG00000000132,NA,0.001442393,0.021592113,0.392105973,0.999985015
ENSCAFG00000000133,WDR7,-0.001620429,0.027863976,0.441721405,0.999985015
ENSCAFG00000000134,RBMS2,-0.000524924,0.045053771,0.840447915,0.999985015
ENSCAFG00000000135,BAZ2A,0.002988961,0.034654668,0.239691872,0.999985015
ENSCAFG00000000137,TXNL1,-0.000325764,0.020859556,0.846973506,0.999985015
ENSCAFG00000000140,TCF4,-0.002510632,0.050005931,0.39362617,0.999985015
ENSCAFG00000000142,NA,0.000562855,0.026323749,0.783759742,0.999985015
ENSCAFG00000000143,HSD17B6,-0.001018446,0.040705992,0.699172234,0.999985015
ENSCAFG00000000144,CCDC68,0.000857045,0.061742269,0.750414642,0.999985015
ENSCAFG00000000145,RAB27B,-0.000160213,0.065664292,0.953432568,0.999985015
ENSCAFG00000000147,C1H18orf54,-0.000686946,0.020978223,0.682487724,0.999985015
ENSCAFG00000000148,RDH16,0.001152311,0.058490794,0.667319543,0.999985015
ENSCAFG00000000149,STARD6,-0.010316297,0.079422106,0.063658848,0.999985015
ENSCAFG00000000150,POLI,-0.001681937,0.029305957,0.444725154,0.999985015
ENSCAFG00000000153,NA,-0.000312655,0.033174166,0.896737758,0.999985015
ENSCAFG00000000156,MYO1A,-0.000951005,0.04356336,0.719403764,0.999985015
ENSCAFG00000000158,HSD17B4,0.000468213,0.023550892,0.802398462,0.999985015
ENSCAFG00000000159,NEMP1,0.000246853,0.02547835,0.901971309,0.999985015
ENSCAFG00000000160,NAB2,-0.001451876,0.044446725,0.593251057,0.999985015
ENSCAFG00000000162,MEX3C,-0.005299191,0.050247637,0.142412467,0.999985015
ENSCAFG00000000163,STAT6,0.000207597,0.024678468,0.915347993,0.999985015
ENSCAFG00000000164,SMAD4,-0.004528809,0.048211158,0.182569855,0.999985015
ENSCAFG00000000165,TNFAIP8,0.000353804,0.048769484,0.891133174,0.999985015
ENSCAFG00000000166,ELAC1,-0.001000598,0.020558544,0.539579691,0.999985015
ENSCAFG00000000167,DMXL1,0.00101805,0.028467902,0.639134591,0.999985015
ENSCAFG00000000168,ME2,-0.000613612,0.020898708,0.714573499,0.999985015
ENSCAFG00000000172,MC5R,-0.000609438,0.02375237,0.745674803,0.999985015
ENSCAFG00000000173,FAM210A,-0.002370425,0.030588822,0.2963694,0.999985015
ENSCAFG00000000175,NA,0.000719595,0.033098948,0.76552541,0.999985015
ENSCAFG00000000178,LRP1,-0.0005853,0.04780404,0.822079716,0.999985015
ENSCAFG00000000183,NA,-0.001103125,0.031440141,0.637314845,0.999985015
ENSCAFG00000000184,MOXD1,0.002481628,0.079042302,0.429041307,0.999985015
ENSCAFG00000000185,STX7,-0.001034698,0.040521157,0.694538818,0.999985015
ENSCAFG00000000189,SLC18B1,0.000531678,0.032002615,0.821926522,0.999985015
ENSCAFG00000000190,RPS12,0.000427688,0.029764592,0.849431775,0.999985015
ENSCAFG00000000195,SHMT2,0.001141294,0.033072397,0.637369424,0.999985015
ENSCAFG00000000196,EYA4,0.001945425,0.091969712,0.567598826,0.999985015
ENSCAFG00000000197,COMMD10,0.001726647,0.027680439,0.408484042,0.999985015
ENSCAFG00000000203,AP3S1,0.005124568,0.047033894,0.136141387,0.999985015
ENSCAFG00000000204,ATG12,0.000303991,0.022820261,0.86778813,0.999985015
ENSCAFG00000000205,TCF21,-0.019891655,0.250511006,0.040219497,0.999985015
ENSCAFG00000000206,CDO1,-0.000853183,0.049481551,0.744951828,0.999985015
ENSCAFG00000000207,TBPL1,-0.000603139,0.017083619,0.669450577,0.999985015
ENSCAFG00000000209,TMED7,0.006077232,0.053948682,0.119727572,0.999985015
ENSCAFG00000000210,FEM1C,0.001265851,0.025928707,0.525201749,0.999985015
ENSCAFG00000000212,SLC2A12,-0.014586912,0.166446698,0.040737995,0.999985015
ENSCAFG00000000213,NA,-0.000182892,0.033900737,0.940129105,0.999985015
ENSCAFG00000000214,CCDC112,-0.001966434,0.031796277,0.403483978,0.999985015
ENSCAFG00000000215,R3HDM2,-0.004212867,0.04515437,0.1909505,0.999985015
ENSCAFG00000000217,SGK1,0.001173543,0.044784032,0.661056632,0.999985015
ENSCAFG00000000219,TRIM36,-0.000907106,0.035183172,0.716619644,0.999985015
ENSCAFG00000000221,ALDH8A1,0.000557473,0.044613881,0.830899451,0.999985015
ENSCAFG00000000223,GLI1,0.004544041,0.062188267,0.196810435,0.999985015
ENSCAFG00000000224,YTHDC2,0.000800615,0.025071171,0.682889719,0.999985015
ENSCAFG00000000226,HBS1L,0.000244942,0.018748809,0.873645137,0.999985015
ENSCAFG00000000228,TMED9,0.003003702,0.035666749,0.248923758,0.999985015
ENSCAFG00000000229,MARS1,0.001974889,0.032434006,0.409254536,0.999985015
ENSCAFG00000000230,MYB,-0.000724984,0.046781593,0.781897824,0.999985015
ENSCAFG00000000231,B4GALT7,0.005463994,0.047171778,0.1181113,0.999985015
ENSCAFG00000000233,DCTN2,0.002579197,0.036877905,0.33217211,0.999985015
ENSCAFG00000000234,AHI1,-0.015202988,0.098683879,0.036165317,0.999985015
ENSCAFG00000000235,N4BP3,0.001226529,0.059060786,0.648930639,0.999985015
ENSCAFG00000000236,RMND5B,0.004690971,0.045326337,0.154294903,0.999985015
ENSCAFG00000000237,NA,-5.74E-05,0.039932254,0.982202662,0.999985015
ENSCAFG00000000238,KIF5A,0.008598685,0.067773661,0.080315132,0.999985015
ENSCAFG00000000239,PDE7B,-0.003804182,0.089106089,0.276567398,0.999985015
ENSCAFG00000000240,NHP2,0.00409746,0.03938301,0.158153697,0.999985015
ENSCAFG00000000241,HNRNPAB,0.009948324,0.055896458,0.03723077,0.999985015
ENSCAFG00000000242,PHYKPL,-0.000240626,0.024730996,0.902089674,0.999985015
ENSCAFG00000000244,MTFR2,0.001392152,0.032162283,0.558430338,0.999985015
ENSCAFG00000000245,BCLAF1,0.003135626,0.028333304,0.151354756,0.999985015
ENSCAFG00000000246,COL23A1,-0.001276749,0.076000205,0.670072737,0.999985015
ENSCAFG00000000248,CLK4,0.002430494,0.029590502,0.270349332,0.999985015
ENSCAFG00000000249,PIP4K2C,0.000202106,0.031556206,0.931169599,0.999985015
ENSCAFG00000000250,ARHGEF25,0.000885626,0.044693945,0.737316918,0.999985015
ENSCAFG00000000251,MAP3K5,0.009806575,0.089367914,0.063007007,0.999985015
