gene,Hugo_Symbol (add = in front),log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000006945,GPBP1,-0.001197425,0.024891205,0.673878354,0.999968515
ENSCAFG00000006946,NA,-0.003398403,0.040029631,0.332538332,0.999968515
ENSCAFG00000006947,ATP6V1H,0.00346627,0.04023368,0.325435536,0.999968515
ENSCAFG00000006950,SP1,0.001122422,0.031029363,0.715053826,0.999968515
ENSCAFG00000006952,DHX37,-0.001729616,0.032582206,0.584940824,0.999968515
ENSCAFG00000006955,RGS20,0.001670742,0.046116223,0.577725665,0.999968515
ENSCAFG00000006960,TMEM147,-6.02E-05,0.030158139,0.984029449,0.999968515
ENSCAFG00000006963,AAAS,0.006704639,0.049303078,0.139611833,0.999968515
ENSCAFG00000006964,UTP20,-0.000138643,0.031502089,0.963309743,0.999968515
ENSCAFG00000006966,DENND2B,-0.001355836,0.056142109,0.672046834,0.999968515
ENSCAFG00000006968,SCARB1,-0.000644851,0.034577054,0.829997715,0.999968515
ENSCAFG00000006970,TCEA1,-0.00023736,0.026664942,0.93502283,0.999968515
ENSCAFG00000006973,SOX12,0.001755715,0.03335735,0.579881036,0.999968515
ENSCAFG00000006974,C24H20orf96,0.000595141,0.048393707,0.839648184,0.999968515
ENSCAFG00000006975,PLK2,0.00256844,0.074861834,0.517116597,0.999968515
ENSCAFG00000006979,MTUS1,-0.010256108,0.153138469,0.174233348,0.999968515
ENSCAFG00000006981,MYG1,0.005614114,0.049827676,0.17114303,0.999968515
ENSCAFG00000006985,NCOR2,-0.007715683,0.054224734,0.11047077,0.999968515
ENSCAFG00000006986,GAPDHS,-0.004816955,0.074094016,0.234577032,0.999968515
ENSCAFG00000006988,MRPL15,4.04E-05,0.029098318,0.989222044,0.999968515
ENSCAFG00000006992,ARL1,-0.001049275,0.020148041,0.67264084,0.999968515
ENSCAFG00000006994,ZNF664,-0.001140069,0.03774342,0.702990859,0.999968515
ENSCAFG00000006996,CCDC92,0.001326714,0.037206029,0.661780086,0.999968515
ENSCAFG00000007000,AKIP1,0.005648414,0.054853319,0.163204464,0.999968515
ENSCAFG00000007002,NA,-0.002171622,0.052871268,0.492944491,0.999968515
ENSCAFG00000007005,RAB28,0.000601648,0.044233415,0.834051108,0.999968515
ENSCAFG00000007007,ATP8A2,-0.001777686,0.110981346,0.769225237,0.999968515
ENSCAFG00000007009,TMEM68,0.002269375,0.031579535,0.484049399,0.999968515
ENSCAFG00000007010,RASSF4,-0.000805229,0.040771621,0.780712925,0.999968515
ENSCAFG00000007011,TGS1,0.002980591,0.035700919,0.385728051,0.999968515
ENSCAFG00000007013,C21H11orf16,0.000158067,0.039936367,0.955950846,0.999968515
ENSCAFG00000007015,NA,0.002281599,0.038801402,0.476621316,0.999968515
ENSCAFG00000007026,CXCL12,-0.000923899,0.084546782,0.841610982,0.999968515
ENSCAFG00000007028,NAT10,-0.003202074,0.034879095,0.358339325,0.999968515
ENSCAFG00000007034,LYN,0.003482167,0.060031444,0.321142993,0.999968515
ENSCAFG00000007038,HM13,0.000881806,0.033645905,0.771905574,0.999968515
ENSCAFG00000007041,MAG,-0.002286057,0.080317578,0.591586753,0.999968515
ENSCAFG00000007044,HNRNPF,-0.002949597,0.039485742,0.382651652,0.999968515
ENSCAFG00000007045,ID1,-0.000647527,0.060078333,0.847561205,0.999968515
ENSCAFG00000007049,COX4I2,0.001103893,0.053148387,0.721323471,0.999968515
ENSCAFG00000007050,RARG,0.00086517,0.043178604,0.764420573,0.999968515
ENSCAFG00000007053,BCL2L1,0.00327477,0.044102443,0.334051854,0.999968515
ENSCAFG00000007054,USF2,0.002839803,0.04095608,0.391716017,0.999968515
ENSCAFG00000007055,CHCHD7,0.003239697,0.063231327,0.361113081,0.999968515
ENSCAFG00000007056,CSGALNACT2,-0.002182832,0.030269512,0.49410939,0.999968515
ENSCAFG00000007057,NPHP1,-0.000863468,0.039663473,0.766987168,0.999968515
ENSCAFG00000007060,SDR16C5,0.001889322,0.090245503,0.697028936,0.999968515
ENSCAFG00000007061,PPP2R3A,-0.003875375,0.065497058,0.293977369,0.999968515
ENSCAFG00000007062,BUB1,0.004084882,0.041797673,0.269888488,0.999968515
ENSCAFG00000007067,NUP58,-0.000745877,0.025076848,0.792988282,0.999968515
ENSCAFG00000007069,MSL2,-0.004577928,0.048834356,0.221811175,0.999968515
ENSCAFG00000007070,ZNF740,0.00159924,0.027724589,0.597174873,0.999968515
ENSCAFG00000007074,BPNT2,-0.001300772,0.031436548,0.674619912,0.999968515
ENSCAFG00000007075,TPX2,-0.000219265,0.022614197,0.934658511,0.999968515
ENSCAFG00000007076,RET,-0.000133772,0.064700952,0.97032455,0.999968515
ENSCAFG00000007077,CSAD,0.005291368,0.04873912,0.1861147,0.999968515
ENSCAFG00000007079,NA,-0.004032736,0.04428421,0.267135631,0.999968515
ENSCAFG00000007083,MTMR6,0.002985484,0.037220901,0.383747287,0.999968515
ENSCAFG00000007084,FAM110B,-0.001463921,0.07848602,0.730261306,0.999968515
ENSCAFG00000007086,LSR,-0.00197898,0.092312131,0.689864991,0.999968515
ENSCAFG00000007088,UBXN2B,0.001913829,0.036401078,0.545636832,0.999968515
ENSCAFG00000007089,MYLK2,0.001576902,0.058048435,0.630191823,0.999968515
ENSCAFG00000007091,NA,-0.002898863,0.065761315,0.419785091,0.999968515
ENSCAFG00000007094,NA,-0.001552813,0.037378353,0.61304158,0.999968515
ENSCAFG00000007098,CYP7A1,-0.003399346,0.076903307,0.398708744,0.999968515
ENSCAFG00000007099,NA,0.002928597,0.116458758,0.638603772,0.999968515
ENSCAFG00000007100,PDE4D,-0.001590569,0.034656003,0.611446154,0.999968515
ENSCAFG00000007103,ANAPC1,0.006276112,0.048972017,0.151510087,0.999968515
ENSCAFG00000007104,CAPRIN1,-0.006925834,0.045426309,0.137393699,0.999968515
ENSCAFG00000007105,TNS2,-0.000268359,0.06533378,0.940998149,0.999968515
ENSCAFG00000007106,NA,0.004742346,0.06959881,0.228131212,0.999968515
ENSCAFG00000007107,TTLL9,-0.001285435,0.074449406,0.750705137,0.999968515
ENSCAFG00000007111,LGI4,0.001926794,0.056097884,0.550136793,0.999968515
ENSCAFG00000007112,NA,0.00321699,0.039105344,0.353508738,0.999968515
ENSCAFG00000007113,PCM1,-0.003586322,0.041193083,0.31173079,0.999968515
ENSCAFG00000007114,BMS1,0.00133546,0.031427874,0.666885011,0.999968515
ENSCAFG00000007115,NA,-0.002834513,0.057524502,0.398215301,0.999968515
ENSCAFG00000007116,PDRG1,0.002005405,0.03302274,0.532980874,0.999968515
ENSCAFG00000007117,EIF4B,-0.000665657,0.03481307,0.824426731,0.999968515
ENSCAFG00000007122,HCK,-0.003728481,0.10454846,0.490734189,0.999968515
ENSCAFG00000007129,SCN1B,0.003231419,0.066536244,0.374950111,0.999968515
ENSCAFG00000007130,NSMAF,-0.0009862,0.032585093,0.747496093,0.999968515
ENSCAFG00000007131,MERTK,-0.001342295,0.083527383,0.767159211,0.999968515
ENSCAFG00000007132,MIPEP,-0.000985147,0.034788519,0.745484096,0.999968515
ENSCAFG00000007133,DEPDC1B,0.004601335,0.040472547,0.237625004,0.999968515
ENSCAFG00000007134,MYBPC1,-0.007712976,0.098093281,0.136241725,0.999968515
ENSCAFG00000007135,FRG1,-0.00056132,0.032910024,0.852693686,0.999968515
ENSCAFG00000007136,TNFRSF19,-0.001318236,0.08405709,0.772756784,0.999968515
ENSCAFG00000007137,TOX,-0.007632358,0.166111233,0.367192905,0.999968515
ENSCAFG00000007139,TMEM87B,0.002273951,0.038577136,0.478491226,0.999968515
ENSCAFG00000007143,ASAH1,-0.001399738,0.044111261,0.635466428,0.999968515
ENSCAFG00000007145,TM9SF4,0.003241377,0.035279006,0.354335011,0.999968515
ENSCAFG00000007146,SACS,-0.003573164,0.043127034,0.307547189,0.999968515
ENSCAFG00000007149,FBLN7,-0.003628345,0.089487935,0.430283652,0.999968515
ENSCAFG00000007150,ERCC8,0.001358958,0.032732444,0.662112301,0.999968515
ENSCAFG00000007151,IFIT5,-0.001399363,0.025909013,0.63137817,0.999968515
ENSCAFG00000007152,PTPRG,0.001371283,0.098658566,0.799129511,0.999968515
ENSCAFG00000007153,RAB2A,-0.00036815,0.032684879,0.902800715,0.999968515
ENSCAFG00000007156,DENND5A,-0.001620855,0.048568516,0.591599813,0.999968515
ENSCAFG00000007157,GRAMD1A,-0.001334545,0.039957466,0.653858952,0.999968515
ENSCAFG00000007160,ZC3H6,-0.001582877,0.036109716,0.610094984,0.999968515
ENSCAFG00000007161,SGCG,-0.000436109,0.062735458,0.900728584,0.999968515
ENSCAFG00000007163,NDUFAF2,0.003298776,0.044697192,0.330325257,0.999968515
ENSCAFG00000007165,NA,0.00266753,0.052031891,0.409075814,0.999968515
ENSCAFG00000007167,CHD7,0.001686272,0.042213277,0.575303201,0.999968515
ENSCAFG00000007168,ZSWIM6,0.00331497,0.04249779,0.333901559,0.999968515
ENSCAFG00000007169,TTL,0.004622369,0.048036354,0.220591164,0.999968515
ENSCAFG00000007170,PCCB,-0.001355321,0.034881389,0.660613238,0.999968515
ENSCAFG00000007171,NA,-0.00385409,0.046545098,0.275914005,0.999968515
ENSCAFG00000007172,MICU2,0.000791638,0.030189822,0.79422925,0.999968515
ENSCAFG00000007173,NA,0.000270883,0.034374202,0.927692793,0.999968515
ENSCAFG00000007175,ZNF772,0.000649789,0.049131092,0.826337371,0.999968515
ENSCAFG00000007178,KIF20B,-0.004546587,0.037325432,0.23839792,0.999968515
ENSCAFG00000007179,ZDHHC20,2.68E-06,0.029686794,0.999287135,0.999968515
ENSCAFG00000007181,NA,-0.006158251,0.055634724,0.144416176,0.999968515
ENSCAFG00000007184,SKA3,0.004120716,0.042281261,0.266095769,0.999968515
ENSCAFG00000007186,POFUT1,0.000208248,0.031380884,0.94493738,0.999968515
ENSCAFG00000007191,KIF2A,-0.001416145,0.026209467,0.629438902,0.999968515
ENSCAFG00000007194,FHIT,0.001642897,0.064438306,0.641979461,0.999968515
ENSCAFG00000007196,KIAA1549L,-0.004794164,0.126994891,0.465129435,0.999968515
ENSCAFG00000007197,ASPH,0.00307779,0.051171293,0.352181043,0.999968515
ENSCAFG00000007200,SLC20A1,0.000504974,0.034100949,0.866419257,0.999968515
ENSCAFG00000007203,GGH,0.007168435,0.065750701,0.112933681,0.999968515
ENSCAFG00000007205,CFAP20DC,0.001692703,0.058142298,0.605908576,0.999968515
ENSCAFG00000007207,LATS2,0.00135779,0.040518515,0.647673816,0.999968515
ENSCAFG00000007211,DIMT1,0.001504877,0.032863806,0.630788971,0.999968515
ENSCAFG00000007215,YTHDF3,0.001120117,0.032522271,0.716006795,0.999968515
ENSCAFG00000007219,ASXL1,-0.000762046,0.030830333,0.802084922,0.999968515
ENSCAFG00000007222,XPO4,6.10E-06,0.029281393,0.998372418,0.999968515
ENSCAFG00000007224,HTR7,0.006001835,0.095664027,0.217564851,0.999968515
ENSCAFG00000007225,FAM107A,-0.022642045,0.27208608,0.105789296,0.999968515
ENSCAFG00000007230,NA,-0.004743551,0.081600375,0.266020613,0.999968515
ENSCAFG00000007231,EEF1AKMT1,-0.000515494,0.031239235,0.864763518,0.999968515
ENSCAFG00000007232,NOL4L,-0.008231904,0.091580889,0.108401203,0.999968515
ENSCAFG00000007234,ATP6V0A2,-0.003194793,0.038632124,0.357027626,0.999968515
ENSCAFG00000007235,HIPK3,0.002001736,0.036878846,0.528708758,0.999968515
ENSCAFG00000007237,TMEM41B,0.000247536,0.031831229,0.934580396,0.999968515
ENSCAFG00000007238,PDCD2L,-0.000140823,0.025372523,0.96056364,0.999968515
ENSCAFG00000007240,IPO11,0.00049645,0.024712214,0.860020121,0.999968515
ENSCAFG00000007241,NA,0.003669537,0.043117113,0.299082224,0.999968515
ENSCAFG00000007242,CKAP2L,0.001136461,0.027789619,0.704287089,0.999968515
ENSCAFG00000007246,CYP7B1,-0.000199315,0.061894137,0.954056808,0.999968515
ENSCAFG00000007247,ANKRD1,0.002312709,0.094557018,0.646625929,0.999968515
ENSCAFG00000007248,GNPTAB,-0.003588245,0.033548318,0.310343585,0.999968515
ENSCAFG00000007253,ARMC1,0.000712194,0.032097522,0.814747855,0.999968515
ENSCAFG00000007258,UBA2,0.00019593,0.025137359,0.94491318,0.999968515
ENSCAFG00000007259,IPO7,-0.000610416,0.032700861,0.84025698,0.999968515
ENSCAFG00000007260,MTFR1,-0.000962545,0.037182667,0.746538347,0.999968515
ENSCAFG00000007263,IL37,-0.00302159,0.052085369,0.360273814,0.999968515
ENSCAFG00000007270,NA,-0.002200199,0.031768977,0.496509883,0.999968515
ENSCAFG00000007273,FAT1,0.002219577,0.079290868,0.598382945,0.999968515
ENSCAFG00000007282,NUP37,-0.001902636,0.034100448,0.551606108,0.999968515
ENSCAFG00000007284,KRT84,0.000114113,0.103132928,0.984041227,0.999968515
ENSCAFG00000007288,CRYL1,-0.00110379,0.025457964,0.701187795,0.999968515
ENSCAFG00000007291,PARPBP,0.000862657,0.032503399,0.777372461,0.999968515
ENSCAFG00000007292,PSD4,0.002184226,0.05970786,0.514704775,0.999968515
ENSCAFG00000007295,SREK1IP1,-0.002682968,0.03724845,0.422289892,0.999968515
ENSCAFG00000007296,NA,-0.004464684,0.049396079,0.227910446,0.999968515
ENSCAFG00000007297,PMCH,-0.000758817,0.032815595,0.802839441,0.999968515
ENSCAFG00000007299,TRIM55,0.000638257,0.040724287,0.824463515,0.999968515
ENSCAFG00000007301,CWC27,0.000645317,0.020464897,0.797009595,0.999968515
ENSCAFG00000007302,TNKS2,-0.004166502,0.036641745,0.266222337,0.999968515
ENSCAFG00000007303,GPI,0.002572122,0.03470042,0.440915468,0.999968515
ENSCAFG00000007308,DEPDC7,-0.003337819,0.0618622,0.343844629,0.999968515
ENSCAFG00000007309,PAX8,-0.002035436,0.112566531,0.739586279,0.999968515
ENSCAFG00000007313,RRS1,0.003648092,0.042186,0.303501366,0.999968515
ENSCAFG00000007315,QSER1,-0.007129242,0.055443141,0.119377184,0.999968515
ENSCAFG00000007317,KCTD6,-0.003499298,0.045112351,0.309674088,0.999968515
ENSCAFG00000007322,KRT3,0.000564974,0.10704086,0.923931192,0.999968515
ENSCAFG00000007327,NA,0.004224432,0.042485628,0.25838213,0.999968515
ENSCAFG00000007328,KRT80,-0.000126943,0.116270517,0.984286984,0.999968515
ENSCAFG00000007330,REEP5,0.000489813,0.028254284,0.86926618,0.999968515
ENSCAFG00000007331,ATG101,0.001575393,0.03596095,0.611966682,0.999968515
ENSCAFG00000007332,NA,-0.000134272,0.041712248,0.962373905,0.999968515
ENSCAFG00000007334,STAB2,-0.008095074,0.144950726,0.259485426,0.999968515
ENSCAFG00000007335,CCDC73,-0.000630297,0.055218195,0.842085123,0.999968515
ENSCAFG00000007338,NR4A1,0.00186036,0.052262814,0.550798918,0.999968515
ENSCAFG00000007339,GARRE1,-0.001971838,0.040294499,0.524537011,0.999968515
ENSCAFG00000007340,NA,0.004272704,0.038968812,0.260560558,0.999968515
ENSCAFG00000007342,ZMYM2,-0.004484808,0.051150592,0.224837823,0.999968515
ENSCAFG00000007343,APC,9.11E-05,0.030692906,0.975849889,0.999968515
ENSCAFG00000007344,MYBL1,-0.000505955,0.03905739,0.861090846,0.999968515
ENSCAFG00000007346,VCPIP1,0.000869948,0.03279238,0.775457086,0.999968515
ENSCAFG00000007350,LSM14A,-0.001601774,0.029615902,0.605306099,0.999968515
ENSCAFG00000007352,ADAMTS6,-0.00287878,0.071234867,0.448248892,0.999968515
ENSCAFG00000007353,SGK3,0.001628014,0.055793516,0.610813898,0.999968515
ENSCAFG00000007355,BTAF1,-0.001661554,0.028952321,0.590002955,0.999968515
ENSCAFG00000007357,ACVR1B,0.003518863,0.042870552,0.313185805,0.999968515
ENSCAFG00000007358,KCTD15,-0.002229732,0.059582108,0.505776342,0.999968515
ENSCAFG00000007359,ZMYM5,-0.005316751,0.048687538,0.185148641,0.999968515
ENSCAFG00000007361,EPB41L4A,-0.00076436,0.039669424,0.79233038,0.999968515
ENSCAFG00000007367,PXK,0.000531281,0.03248145,0.860578544,0.999968515
ENSCAFG00000007368,EIF3M,-0.002935598,0.033483527,0.388731025,0.999968515
ENSCAFG00000007371,MCMDC2,-0.001179395,0.054161021,0.706342666,0.999968515
ENSCAFG00000007372,NT5DC3,-0.002981601,0.036996059,0.384562894,0.999968515
ENSCAFG00000007373,ZNF143,-5.00E-05,0.021924536,0.984780892,0.999968515
ENSCAFG00000007375,PARP4,0.00270836,0.048834824,0.399171447,0.999968515
ENSCAFG00000007377,PEPD,0.004126334,0.05421456,0.249968057,0.999968515
ENSCAFG00000007379,CAMK4,-0.004347317,0.120215284,0.485462315,0.999968515
ENSCAFG00000007380,STAG1,-0.003752752,0.041933574,0.295301088,0.999968515
ENSCAFG00000007383,EIF2AK3,-0.002277185,0.032115883,0.484218686,0.999968515
ENSCAFG00000007385,NA,-5.01E-05,0.028085131,0.986497821,0.999968515
ENSCAFG00000007386,COPS5,0.000896511,0.031314376,0.769137589,0.999968515
ENSCAFG00000007387,WDR36,0.0029726,0.026132021,0.326703992,0.999968515
ENSCAFG00000007390,RPP14,0.006499256,0.050332161,0.142729028,0.999968515
ENSCAFG00000007391,CENPJ,-0.00086595,0.032536546,0.776554724,0.999968515
ENSCAFG00000007392,CENPK,-0.002580327,0.031725038,0.433965164,0.999968515
ENSCAFG00000007396,SLC25A46,0.004341508,0.033912625,0.239328718,0.999968515
ENSCAFG00000007400,TMEM232,-0.000549242,0.066584708,0.881407115,0.999968515
ENSCAFG00000007403,CDK5RAP1,0.001002345,0.033025618,0.743412975,0.999968515
ENSCAFG00000007405,CEBPG,0.003532251,0.041557029,0.315618384,0.999968515
ENSCAFG00000007406,TLR3,-0.00094331,0.04621274,0.74648164,0.999968515
ENSCAFG00000007410,SNTA1,-0.004741087,0.083960938,0.275393868,0.999968515
ENSCAFG00000007411,CSPP1,0.002514896,0.036302741,0.447752025,0.999968515
ENSCAFG00000007415,PPWD1,-0.002088619,0.028932363,0.504288133,0.999968515
ENSCAFG00000007416,WEE1,-9.12E-05,0.03540069,0.975401964,0.999968515
ENSCAFG00000007417,MAN2A1,0.00083674,0.03967841,0.773754358,0.999968515
ENSCAFG00000007423,CPEB3,-0.004167513,0.048203358,0.249438618,0.999968515
ENSCAFG00000007424,SWAP70,0.003750692,0.03890213,0.302374071,0.999968515
ENSCAFG00000007425,PJA2,-0.000985602,0.030718729,0.747203584,0.999968515
ENSCAFG00000007426,WT1,-0.011263159,0.174830579,0.193032687,0.999968515
ENSCAFG00000007427,HSP90B1,-0.00044622,0.034119951,0.881685156,0.999968515
ENSCAFG00000007428,MARCHF5,-0.002840435,0.033906832,0.402470209,0.999968515
ENSCAFG00000007429,NECAB3,-0.002707716,0.037917982,0.417387253,0.999968515
ENSCAFG00000007430,ACTL10,-0.008455947,0.108720618,0.131705646,0.999968515
ENSCAFG00000007431,FER,-0.000358546,0.028417434,0.904122521,0.999968515
ENSCAFG00000007433,LRP3,-0.002069814,0.088662072,0.662440533,0.999968515
ENSCAFG00000007434,EIF2B1,0.000296534,0.031634436,0.9217187,0.999968515
ENSCAFG00000007436,FBXL17,0.001077657,0.034377943,0.724208453,0.999968515
ENSCAFG00000007437,SMYD1,-0.004114,0.078709602,0.3176968,0.999968515
ENSCAFG00000007440,WDR88,-0.00059297,0.063418421,0.866413556,0.999968515
ENSCAFG00000007441,SLC35G2,0.001423237,0.072314777,0.716862048,0.999968515
ENSCAFG00000007442,TDG,0.000536556,0.034600382,0.857799845,0.999968515
ENSCAFG00000007443,PXMP4,-6.05E-06,0.031461854,0.998398972,0.999968515
ENSCAFG00000007448,EFNA5,-0.000993184,0.058606435,0.763320538,0.999968515
ENSCAFG00000007450,RMND5A,-0.002788223,0.048256306,0.387860245,0.999968515
ENSCAFG00000007451,NCK1,-0.000264319,0.031945881,0.930157793,0.999968515
ENSCAFG00000007452,DDX55,-0.000653279,0.029220716,0.828105629,0.999968515
ENSCAFG00000007455,RCN1,-0.001461886,0.054605558,0.643009282,0.999968515
ENSCAFG00000007456,GLT8D2,-0.007090095,0.095553141,0.156206641,0.999968515
ENSCAFG00000007457,GPATCH1,-0.000357589,0.031618043,0.905738324,0.999968515
ENSCAFG00000007460,ZNF341,-0.000136536,0.032220943,0.963836407,0.999968515
ENSCAFG00000007461,NA,-0.00377125,0.042511016,0.29217565,0.999968515
ENSCAFG00000007463,TRAPPC13,-0.002031525,0.026556038,0.497386454,0.999968515
ENSCAFG00000007464,CD8A,0.002467024,0.095075292,0.625395138,0.999968515
ENSCAFG00000007465,RHPN2,0.000265903,0.043797353,0.925762304,0.999968515
ENSCAFG00000007467,IDE,-0.003370171,0.038492557,0.338906915,0.999968515
ENSCAFG00000007468,TMED2,-0.002493012,0.034582951,0.452651174,0.999968515
ENSCAFG00000007470,IL20RB,-0.000107928,0.048221006,0.9705918,0.999968515
ENSCAFG00000007473,NUDT12,-0.002618692,0.045826586,0.411909172,0.999968515
ENSCAFG00000007476,HCFC2,3.42E-06,0.028482779,0.9990831,0.999968515
ENSCAFG00000007478,CHMP4B,-0.000150011,0.025361227,0.957984884,0.999968515
ENSCAFG00000007479,NA,0.004719556,0.039175172,0.229960954,0.999968515
ENSCAFG00000007482,RILPL1,-0.002554414,0.046346598,0.420995035,0.999968515
ENSCAFG00000007483,NA,-0.003912994,0.049892872,0.26721439,0.999968515
ENSCAFG00000007484,SNRNP35,0.001247643,0.037576368,0.678599666,0.999968515
ENSCAFG00000007486,CEP89,-9.85E-05,0.03892334,0.972675121,0.999968515
ENSCAFG00000007487,NA,0.000509882,0.036822821,0.862352461,0.999968515
ENSCAFG00000007490,RALY,-0.003141579,0.037752644,0.364687095,0.999968515
ENSCAFG00000007492,PALLD,-0.000551336,0.04073311,0.8477025,0.999968515
ENSCAFG00000007493,KMT5A,-0.003527612,0.033400934,0.316311561,0.999968515
ENSCAFG00000007494,SGTB,-0.003873977,0.039247999,0.291400535,0.999968515
ENSCAFG00000007497,KIF11,-0.000220665,0.03071842,0.941618774,0.999968515
ENSCAFG00000007498,EIF2S2,0.000393391,0.019394531,0.87082441,0.999968515
ENSCAFG00000007500,SBF2,0.00242617,0.038895916,0.454210362,0.999968515
ENSCAFG00000007501,DBR1,-0.002884813,0.033883103,0.396440945,0.999968515
ENSCAFG00000007502,HHEX,-0.003944621,0.070147239,0.302209436,0.999968515
ENSCAFG00000007503,SBNO1,0.000454418,0.029132465,0.879509323,0.999968515
ENSCAFG00000007504,AHCY,0.001136702,0.033350105,0.71169158,0.999968515
ENSCAFG00000007505,TDRD12,-0.000529616,0.097179652,0.921256669,0.999968515
ENSCAFG00000007509,RGS9BP,0.000377241,0.056488992,0.906624586,0.999968515
ENSCAFG00000007510,ELP4,-0.002658169,0.026778528,0.383918756,0.999968515
ENSCAFG00000007512,C26H12orf65,-0.001022733,0.027542652,0.731191386,0.999968515
ENSCAFG00000007514,IMMP1L,-0.003827027,0.03757225,0.296524494,0.999968515
ENSCAFG00000007515,NLN,-0.006748671,0.050957284,0.135376823,0.999968515
ENSCAFG00000007516,ARFGEF1,-0.000111425,0.031411044,0.970505475,0.999968515
ENSCAFG00000007519,PPIP5K2,-8.94E-05,0.028087848,0.975916588,0.999968515
ENSCAFG00000007520,CBR4,5.15E-05,0.03596985,0.986043682,0.999968515
ENSCAFG00000007521,DCDC1,-0.002992254,0.080341125,0.476003076,0.999968515
ENSCAFG00000007522,KDM3A,-0.000242722,0.032188699,0.935812753,0.999968515
ENSCAFG00000007523,ARMC8,-0.001938811,0.032418868,0.544696645,0.999968515
ENSCAFG00000007525,SMARCA5,-0.000978076,0.030204758,0.748457206,0.999968515
ENSCAFG00000007528,ITCH,0.001993068,0.032131866,0.534280664,0.999968515
ENSCAFG00000007530,NA,-0.001055187,0.041109996,0.717650067,0.999968515
ENSCAFG00000007532,NA,-0.002210783,0.039699869,0.485323192,0.999968515
ENSCAFG00000007533,ANKRD27,-0.002053932,0.037551554,0.517795812,0.999968515
ENSCAFG00000007534,EXOC6,-0.004249858,0.05194264,0.2403834,0.999968515
ENSCAFG00000007537,ERBIN,-0.002337921,0.037497743,0.471567248,0.999968515
ENSCAFG00000007539,ADM,0.005503788,0.118899465,0.357392375,0.999968515
ENSCAFG00000007540,MPPED2,-0.01178777,0.199490574,0.237559415,0.999968515
ENSCAFG00000007541,MRAS,-0.001984539,0.04747477,0.51685907,0.999968515
ENSCAFG00000007544,NA,-0.001948412,0.032239033,0.542691549,0.999968515
ENSCAFG00000007546,GIN1,-0.000436645,0.026761592,0.881107427,0.999968515
ENSCAFG00000007547,DYNLRB1,-0.001988064,0.031544599,0.534062705,0.999968515
ENSCAFG00000007549,REEP1,0.002643873,0.057615239,0.42752803,0.999968515
ENSCAFG00000007550,NA,-0.002715532,0.078453921,0.510525388,0.999968515
ENSCAFG00000007554,NA,0.001902157,0.035898668,0.548927202,0.999968515
ENSCAFG00000007555,PDCD5,-0.000218331,0.027436271,0.940840592,0.999968515
ENSCAFG00000007557,HHIP,-0.007711789,0.150827611,0.307187395,0.999968515
ENSCAFG00000007558,UFSP2,-0.001255008,0.028486779,0.678675546,0.999968515
ENSCAFG00000007560,SREK1,-0.000522174,0.024702595,0.852841754,0.999968515
ENSCAFG00000007563,ANKRD37,-0.001631671,0.037857013,0.595712923,0.999968515
ENSCAFG00000007564,IMMT,0.007554099,0.053207484,0.114951069,0.999968515
ENSCAFG00000007565,OR10V4,0.001781161,0.05660606,0.581561154,0.999968515
ENSCAFG00000007566,ANAPC10,0.000690769,0.029836591,0.819250754,0.999968515
ENSCAFG00000007569,CEP70,-0.006134468,0.055014522,0.145753834,0.999968515
ENSCAFG00000007571,PIGU,0.001872531,0.026422743,0.529065266,0.999968515
ENSCAFG00000007572,NA,0.002781025,0.043548306,0.39276544,0.999968515
ENSCAFG00000007573,RNF141,0.001548565,0.036459473,0.616272986,0.999968515
ENSCAFG00000007575,DPY19L3,-0.000366555,0.029985304,0.903066835,0.999968515
ENSCAFG00000007578,TP53INP2,-0.003454893,0.050650369,0.309323481,0.999968515
ENSCAFG00000007579,PIK3CB,-0.005867208,0.054176057,0.155592144,0.999968515
ENSCAFG00000007581,PATL1,-0.001225248,0.027586051,0.682156913,0.999968515
ENSCAFG00000007582,SNX25,0.000467438,0.048539297,0.873724068,0.999968515
ENSCAFG00000007585,NA,-0.00201971,0.064541894,0.567111871,0.999968515
ENSCAFG00000007586,MAST4,4.64E-05,0.054544421,0.988203952,0.999968515
ENSCAFG00000007588,NCOA6,-0.001580695,0.031717466,0.614467952,0.999968515
ENSCAFG00000007590,ZNF507,-0.002178956,0.071941952,0.571524367,0.999968515
ENSCAFG00000007591,CFAP97,-0.001675747,0.02773432,0.580587006,0.999968515
ENSCAFG00000007592,TSHZ3,-0.012411783,0.158861398,0.118199119,0.999968515
ENSCAFG00000007593,PAM,-0.004094422,0.090249276,0.373936344,0.999968515
ENSCAFG00000007596,SLC25A4,-0.00053948,0.031679269,0.858621717,0.999968515
ENSCAFG00000007597,ABCE1,0.002054033,0.033575036,0.524447504,0.999968515
ENSCAFG00000007600,SCN8A,-6.36E-05,0.095971209,0.990429365,0.999968515
ENSCAFG00000007601,ZNF536,-0.001132521,0.096026327,0.829458821,0.999968515
ENSCAFG00000007602,COPB2,-0.004643328,0.051311843,0.214941776,0.999968515
ENSCAFG00000007603,FLNB,0.000443128,0.041977911,0.876705862,0.999968515
ENSCAFG00000007604,OSBP,-0.002284584,0.030743791,0.478311506,0.999968515
ENSCAFG00000007608,SH3RF1,-0.001058538,0.055610844,0.739199797,0.999968515
ENSCAFG00000007609,IRAG1,0.000415486,0.06660053,0.910255082,0.999968515
