gene,Hugo_Symbol (add = in front),log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000002942,HOXA2,-0.090500852,0.50281683,0.013011565,0.596588187
ENSCAFG00000003029,CXCL8,0.106758533,0.586519745,0.013175912,0.596844999
ENSCAFG00000009519,CCN5,-0.059034852,0.344684449,0.013138572,0.596844999
ENSCAFG00000029135,GDNF,-0.119806154,0.653145192,0.013078284,0.596844999
ENSCAFG00000031937,SLC35C1,-0.028416686,0.150986711,0.013151836,0.596844999
ENSCAFG00000012671,TRIM63,-0.033858763,0.197006343,0.013221225,0.597099109
ENSCAFG00000013472,TMCO1,0.031432116,0.104184723,0.013423577,0.600038841
ENSCAFG00000015404,CRACR2A,0.071038935,0.409409632,0.013430737,0.600038841
ENSCAFG00000023542,NA,-0.071631686,0.411828103,0.01336266,0.600038841
ENSCAFG00000031329,NA,0.058570224,0.344589842,0.013445913,0.600038841
ENSCAFG00000004544,DLG2,0.073579737,0.424202831,0.013631499,0.604674379
ENSCAFG00000009018,NA,0.032511707,0.101235447,0.013679439,0.604674379
ENSCAFG00000012716,ARHGAP30,0.072356639,0.417968401,0.013634174,0.604674379
ENSCAFG00000013077,PIK3IP1,-0.060262246,0.355618598,0.013710617,0.604674379
ENSCAFG00000029937,EFHD1,-0.078377298,0.449979589,0.013770718,0.605549198
ENSCAFG00000014811,JADE3,-0.051162682,0.308004563,0.013977505,0.612850433
ENSCAFG00000014614,MRPL40,0.027926288,0.10638356,0.014098342,0.614565125
ENSCAFG00000014799,NA,0.027405509,0.107929701,0.014063317,0.614565125
ENSCAFG00000006082,CARS2,-0.025955187,0.112472872,0.014372506,0.616719711
ENSCAFG00000010595,RGS2,0.050470989,0.306157442,0.014281568,0.616719711
ENSCAFG00000013122,MAGI3,-0.026129656,0.11122157,0.014366742,0.616719711
ENSCAFG00000024786,PKHD1L1,-0.113379085,0.638984423,0.014253957,0.616719711
ENSCAFG00000030050,CCSAP,-0.025491563,0.121921297,0.014393817,0.616719711
ENSCAFG00000046278,NA,-0.121697318,0.688836877,0.014302039,0.616719711
ENSCAFG00000003858,GYS1,0.033129634,0.200834862,0.01459607,0.621842194
ENSCAFG00000014159,TBC1D2B,0.030654416,0.182242643,0.014562293,0.621842194
ENSCAFG00000009638,ABCG2,-0.091789265,0.528165,0.014641522,0.622016523
ENSCAFG00000001835,ABCB1,-0.111235909,0.637135182,0.014862732,0.625581444
ENSCAFG00000016829,UBTD2,-0.025140453,0.115930785,0.014802405,0.625581444
ENSCAFG00000017043,ZMYM3,-0.026140192,0.143479246,0.014891825,0.625581444
ENSCAFG00000017838,CYP46A1,-0.064629235,0.387745206,0.014870523,0.625581444
ENSCAFG00000007148,FBXO3,-0.027115897,0.102358296,0.015301531,0.63219705
ENSCAFG00000016792,DCAF4,-0.025630837,0.107342725,0.015146488,0.63219705
ENSCAFG00000017935,EDC3,0.027220762,0.102349626,0.015259598,0.63219705
ENSCAFG00000019069,SMAD7,-0.029138316,0.1739544,0.015154089,0.63219705
ENSCAFG00000030102,TPC3,0.098407731,0.571251935,0.015277938,0.63219705
ENSCAFG00000045298,NA,0.028319076,0.100755334,0.015245169,0.63219705
ENSCAFG00000010949,SLC37A2,0.09058183,0.530874437,0.015454167,0.636418077
ENSCAFG00000016783,DPF3,-0.084341497,0.497789866,0.015488331,0.636418077
ENSCAFG00000016784,DFFA,0.030495152,0.094506618,0.015586137,0.637300518
ENSCAFG00000018891,MOSPD1,-0.024300769,0.115000989,0.01559456,0.637300518
ENSCAFG00000013907,VGF,0.032753682,0.20442761,0.015678391,0.63899004
ENSCAFG00000014245,PDE1A,-0.100547942,0.589439064,0.015756625,0.640442937
ENSCAFG00000002603,PGAP4,-0.06501651,0.397575021,0.015905539,0.644113378
ENSCAFG00000019072,HSPB11,-0.025186339,0.142368429,0.015975417,0.644113378
ENSCAFG00000036015,NA,0.119552952,0.714603336,0.015936622,0.644113378
ENSCAFG00000000303,AIG1,-0.024357051,0.103189617,0.016648163,0.649922916
ENSCAFG00000000519,NA,-0.062102348,0.38345866,0.016166665,0.649922916
ENSCAFG00000000779,TRMU,0.025343065,0.099838859,0.016757587,0.649922916
ENSCAFG00000000833,SAMD12,0.078587517,0.479375685,0.016860576,0.649922916
ENSCAFG00000001139,ST13,0.028532059,0.096264104,0.016338994,0.649922916
ENSCAFG00000003734,TUT4,-0.024836668,0.143140938,0.016551847,0.649922916
ENSCAFG00000004181,SLC26A5,-0.059745502,0.372683879,0.016506576,0.649922916
ENSCAFG00000004438,CHCHD4,0.023103615,0.120653877,0.016959715,0.649922916
ENSCAFG00000005865,TMTC4,-0.0249868,0.144517652,0.016511979,0.649922916
ENSCAFG00000007551,ESYT3,-0.0704053,0.432851384,0.016677169,0.649922916
ENSCAFG00000009837,PLTP,0.035297081,0.229783767,0.017199902,0.649922916
ENSCAFG00000013060,PDK1,-0.02719432,0.166996204,0.016700246,0.649922916
ENSCAFG00000013110,RNF214,-0.028435872,0.092468686,0.017151817,0.649922916
ENSCAFG00000013640,RBM45,-0.025521308,0.10049262,0.016501511,0.649922916
ENSCAFG00000014224,IKZF2,-0.067845753,0.422446427,0.017176546,0.649922916
ENSCAFG00000015948,ZNF12,0.027129377,0.095744816,0.017110897,0.649922916
ENSCAFG00000019054,NA,0.055058034,0.350487974,0.017192927,0.649922916
ENSCAFG00000019373,SAMD11,-0.063806735,0.397616014,0.016845195,0.649922916
ENSCAFG00000019922,EMC8,0.026478147,0.096638882,0.017132976,0.649922916
ENSCAFG00000023629,BSCL2,-0.025570884,0.098266396,0.017064694,0.649922916
ENSCAFG00000024487,PEAK3,0.117618851,0.714020304,0.016455348,0.649922916
ENSCAFG00000034876,NA,-0.054705508,0.348382674,0.01717942,0.649922916
ENSCAFG00000035682,NA,-0.031865858,0.203180455,0.016643976,0.649922916
ENSCAFG00000037735,NA,0.040885012,0.263209274,0.016650403,0.649922916
ENSCAFG00000046699,MACROD2,-0.044615878,0.28447778,0.016347466,0.649922916
ENSCAFG00000008607,SOX6,-0.086330934,0.52740369,0.017360411,0.650478896
ENSCAFG00000009042,IQCD,-0.031248853,0.202570177,0.017425518,0.650478896
ENSCAFG00000012742,MTFP1,0.037304794,0.244254027,0.017437623,0.650478896
ENSCAFG00000013577,EIF3J,0.023023582,0.107350319,0.017260589,0.650478896
ENSCAFG00000018914,INTS6L,-0.026762559,0.167581262,0.017474132,0.650478896
ENSCAFG00000042528,NA,-0.022761187,0.118854319,0.017340644,0.650478896
ENSCAFG00000007613,POLR1A,0.022725625,0.107212597,0.017578836,0.651153001
ENSCAFG00000047209,NA,-0.031848632,0.207609223,0.017571687,0.651153001
ENSCAFG00000010003,MOB2,-0.023298165,0.133908639,0.01773097,0.651970806
ENSCAFG00000019212,DNAJA3,0.027961957,0.09069795,0.01771804,0.651970806
ENSCAFG00000041191,HMGN4,-0.023175462,0.102352278,0.017709807,0.651970806
ENSCAFG00000014270,CRAMP1,-0.022591498,0.123420913,0.01781425,0.652547109
ENSCAFG00000016423,PIGH,-0.02252922,0.10633085,0.017858173,0.652547109
ENSCAFG00000017552,S100A5,0.0503712,0.327264922,0.01790315,0.652547109
ENSCAFG00000023596,MFSD9,0.027231072,0.173861093,0.017920205,0.652547109
ENSCAFG00000015489,SCG3,0.062961987,0.401085984,0.018063889,0.6555513
ENSCAFG00000024833,ZNF654,-0.022265444,0.107142275,0.018089886,0.6555513
ENSCAFG00000000163,STAT6,0.023711918,0.097912302,0.018216445,0.65697149
ENSCAFG00000047029,NA,-0.059797087,0.383755622,0.018186228,0.65697149
ENSCAFG00000017600,BTBD7,-0.026473003,0.092414123,0.018380519,0.660987655
ENSCAFG00000020254,NFAT5,-0.023931695,0.146229977,0.018425205,0.660987655
ENSCAFG00000030412,BCL2L11,0.022029155,0.105775579,0.018459659,0.660987655
ENSCAFG00000004639,SUSD5,-0.054294663,0.35390733,0.018540557,0.662307445
ENSCAFG00000009823,IGSF9B,0.082259543,0.515840844,0.018605448,0.663050544
ENSCAFG00000011158,CFAP46,-0.083685558,0.525740698,0.018765883,0.667187048
ENSCAFG00000020187,HFM1,-0.04992922,0.330395593,0.018986804,0.673449387
ENSCAFG00000003929,COG5,-0.025588768,0.091832992,0.019057351,0.674361191
ENSCAFG00000014165,GRN,0.02815715,0.18720831,0.019185822,0.675068953
ENSCAFG00000014207,NA,-0.023869734,0.094483029,0.019122805,0.675068953
ENSCAFG00000045229,NA,0.097121604,0.615492751,0.019212016,0.675068953
ENSCAFG00000010388,NADSYN1,-0.021697742,0.100918059,0.01935759,0.678598603
ENSCAFG00000017107,PLEKHO2,0.028611967,0.192000444,0.019477118,0.681200869
ENSCAFG00000047812,NA,-0.073787769,0.473839731,0.019523521,0.681239505
ENSCAFG00000002643,STPG4,0.057329864,0.379780631,0.019951995,0.69046756
ENSCAFG00000004820,ITGA9,0.067933689,0.44333824,0.020081703,0.69046756
ENSCAFG00000007449,TRIM23,-0.023954508,0.09200949,0.01992766,0.69046756
ENSCAFG00000014123,NA,0.044925919,0.305211202,0.020108981,0.69046756
ENSCAFG00000015081,ARPC1B,0.024696714,0.162191328,0.020091987,0.69046756
ENSCAFG00000017208,GET3,0.023129188,0.093035752,0.020062851,0.69046756
ENSCAFG00000049909,NA,0.049223934,0.331782874,0.020109368,0.69046756
ENSCAFG00000000798,NA,0.025503287,0.169628605,0.020166189,0.690841279
ENSCAFG00000003408,CAPZA2,-0.021181384,0.097587568,0.020471649,0.692268753
ENSCAFG00000005535,SRGAP3,0.076613246,0.497569507,0.020396534,0.692268753
ENSCAFG00000006459,CDK17,-0.023590168,0.091490561,0.020331376,0.692268753
ENSCAFG00000009379,CRY2,-0.024467756,0.161514404,0.020405996,0.692268753
ENSCAFG00000017805,REC114,-0.028090187,0.191286173,0.020290402,0.692268753
ENSCAFG00000032206,OGFRL1,0.064707595,0.426817663,0.020484048,0.692268753
ENSCAFG00000019350,HES4,-0.065832606,0.433998862,0.020557748,0.693201737
ENSCAFG00000030265,NA,0.033043724,0.229109158,0.020616477,0.693626826
ENSCAFG00000000126,FECH,-0.02072675,0.120230918,0.020671169,0.693689835
ENSCAFG00000005284,C9H17orf99,0.073903443,0.484164239,0.020789028,0.693689835
ENSCAFG00000011177,SLC7A7,0.044125796,0.303262217,0.020793077,0.693689835
ENSCAFG00000020035,NUDT7,-0.020538224,0.117806945,0.020802854,0.693689835
ENSCAFG00000001711,HMOX1,0.046201918,0.320869073,0.021806283,0.694970856
ENSCAFG00000002319,CRACDL,-0.082966844,0.550108865,0.021796101,0.694970856
ENSCAFG00000003765,SLC41A3,-0.020304909,0.119242947,0.021399443,0.694970856
ENSCAFG00000003824,MICAL1,-0.021882923,0.090683049,0.021778059,0.694970856
ENSCAFG00000004408,CAB39L,-0.026007566,0.179994885,0.021695932,0.694970856
ENSCAFG00000005224,TNRC6C,-0.020642557,0.098080747,0.021013977,0.694970856
ENSCAFG00000005346,NA,0.020068777,0.108301381,0.021172756,0.694970856
ENSCAFG00000005625,STK24,-0.021040818,0.094854614,0.02121556,0.694970856
ENSCAFG00000006362,NPHP3,-0.019941293,0.10195427,0.021556647,0.694970856
ENSCAFG00000006369,C21H11orf42,-0.026326955,0.18303659,0.021808035,0.694970856
ENSCAFG00000008300,ZNF395,-0.021780605,0.138286929,0.021192438,0.694970856
ENSCAFG00000008584,CXCL10,0.091829551,0.60177524,0.020931666,0.694970856
ENSCAFG00000013169,SP3,-0.023714294,0.087325653,0.021734028,0.694970856
ENSCAFG00000013688,USP28,-0.019986378,0.107164877,0.021309881,0.694970856
ENSCAFG00000014379,LSM12,0.022952585,0.090273007,0.021188643,0.694970856
ENSCAFG00000018286,CSNK1A1,0.020223236,0.097545721,0.021637837,0.694970856
ENSCAFG00000018770,RBMX2,-0.019846821,0.100717368,0.021799394,0.694970856
ENSCAFG00000019567,RNF207,-0.049370639,0.33894455,0.021411804,0.694970856
ENSCAFG00000025619,NA,-0.020140235,0.109609331,0.021069181,0.694970856
ENSCAFG00000032054,NA,-0.048018254,0.328867271,0.021055237,0.694970856
ENSCAFG00000042696,NA,0.034225444,0.24193313,0.021811706,0.694970856
ENSCAFG00000008606,ATXN2,-0.020022086,0.097659088,0.021894272,0.696126774
ENSCAFG00000000680,OXR1,-0.022105667,0.14616891,0.02210451,0.697192488
ENSCAFG00000007616,PITPNM2,-0.019579515,0.106805801,0.022036783,0.697192488
ENSCAFG00000011502,MRPS11,0.022697613,0.088685956,0.021980311,0.697192488
ENSCAFG00000017191,TMED8,-0.020120542,0.095602956,0.022113227,0.697192488
ENSCAFG00000004387,RAB38,0.085936948,0.5748425,0.022206619,0.698672278
ENSCAFG00000000856,NUP50,0.020972806,0.090880919,0.022460968,0.703172753
ENSCAFG00000010972,TCIRG1,0.029027943,0.206534933,0.022447912,0.703172753
ENSCAFG00000015493,NLRP1,0.074496339,0.500788358,0.022489932,0.703172753
ENSCAFG00000008410,RASA1,0.019327206,0.100751449,0.022646918,0.70661204
ENSCAFG00000000414,ATAT1,-0.021355815,0.141410211,0.022825776,0.710718116
ENSCAFG00000000206,CDO1,-0.054888295,0.381467036,0.023100385,0.710991178
ENSCAFG00000000453,ZFC3H1,-0.01946921,0.095420911,0.023042227,0.710991178
ENSCAFG00000007030,ESPL1,0.021310739,0.08851408,0.023079082,0.710991178
ENSCAFG00000014571,CDC45,0.023457733,0.080177564,0.023118205,0.710991178
ENSCAFG00000017342,GPR65,0.081382328,0.550299315,0.022934531,0.710991178
ENSCAFG00000041105,NA,-0.027769712,0.198494201,0.022925243,0.710991178
ENSCAFG00000017133,MAST1,-0.030990852,0.224083755,0.023298027,0.71360292
ENSCAFG00000041073,UNC50,0.020898649,0.088937038,0.023252874,0.71360292
ENSCAFG00000004646,UROD,0.021467736,0.087465483,0.023395708,0.713687737
ENSCAFG00000011077,ADARB1,-0.085855409,0.587606596,0.023354843,0.713687737
ENSCAFG00000010637,ANKRD13A,-0.018888969,0.100238772,0.023462927,0.714289397
ENSCAFG00000004955,KMT2C,-0.02683236,0.193264187,0.023573121,0.715012478
ENSCAFG00000029394,HAS2,-0.070045331,0.480020718,0.023581767,0.715012478
ENSCAFG00000016007,KRT10,0.018837098,0.09740119,0.023786322,0.718318257
ENSCAFG00000030747,RGS19,0.026869305,0.194241011,0.023781093,0.718318257
ENSCAFG00000013422,ALDH9A1,0.018826293,0.113337976,0.024030049,0.724224273
ENSCAFG00000025493,C9H17orf58,-0.028630875,0.209185436,0.024148156,0.726328224
ENSCAFG00000001293,HSPA9,0.018441299,0.101034131,0.024308645,0.726751597
ENSCAFG00000004180,SAE1,0.021187865,0.086108618,0.024215332,0.726751597
ENSCAFG00000020200,GBP6,0.064517178,0.448945189,0.024304413,0.726751597
ENSCAFG00000044521,NA,-0.043169789,0.311752927,0.024355529,0.726751597
ENSCAFG00000023084,NABP2,0.020644809,0.086437917,0.024534111,0.730630688
ENSCAFG00000008026,NA,0.066788147,0.465480519,0.024598824,0.731110117
ENSCAFG00000013549,YWHAG,0.018477932,0.095480452,0.02465451,0.731319874
ENSCAFG00000029465,NA,-0.065689829,0.459564288,0.024804884,0.734331981
ENSCAFG00000005530,ZFP36,0.024675727,0.180938599,0.02527024,0.73998644
ENSCAFG00000005809,TM9SF2,-0.021594177,0.083181194,0.025067348,0.73998644
ENSCAFG00000006502,TPP1,0.022848517,0.164861949,0.025241362,0.73998644
ENSCAFG00000008274,ARHGEF28,-0.049195397,0.3545384,0.0251767,0.73998644
ENSCAFG00000018203,SLC6A7,0.046398912,0.336687584,0.025291112,0.73998644
ENSCAFG00000028524,IFNLR1,-0.018200852,0.095647738,0.025153636,0.73998644
ENSCAFG00000002493,PHF3,-0.018141612,0.094263433,0.025442774,0.74164978
ENSCAFG00000015397,NA,-0.039829175,0.293437788,0.025463969,0.74164978
ENSCAFG00000034192,NA,-0.059525064,0.423189254,0.025495906,0.74164978
ENSCAFG00000004694,PTCH2,0.049405576,0.358112489,0.025701671,0.742450157
ENSCAFG00000010684,LINS1,0.021660074,0.080752205,0.02571195,0.742450157
ENSCAFG00000014415,ASCC1,-0.019980688,0.085388882,0.025629755,0.742450157
ENSCAFG00000017655,NA,0.018095066,0.111802596,0.025720894,0.742450157
ENSCAFG00000017051,SNX22,0.024588472,0.18174236,0.025781118,0.742762891
ENSCAFG00000000885,DEPTOR,0.054158419,0.389820881,0.025837675,0.742969027
ENSCAFG00000029076,CCDC126,-0.018862173,0.125191702,0.025903397,0.743437389
ENSCAFG00000003067,MTURN,-0.026123544,0.195362881,0.026093854,0.746056023
ENSCAFG00000008851,HECTD4,-0.017781358,0.095217983,0.02604512,0.746056023
ENSCAFG00000003910,RASIP1,-0.031928939,0.240081542,0.026157935,0.746469052
ENSCAFG00000000478,CCHCR1,-0.017556893,0.095935987,0.026467184,0.7467917
ENSCAFG00000000712,CYP21A2,-0.03005373,0.226923037,0.026418176,0.7467917
ENSCAFG00000000938,MCM9,-0.017554992,0.097479861,0.026376752,0.7467917
ENSCAFG00000003952,PRKAR2B,-0.022180656,0.16204067,0.02630547,0.7467917
ENSCAFG00000015006,CFAP65,-0.047303889,0.346837288,0.026344072,0.7467917
ENSCAFG00000019659,MED16,0.019752656,0.084566419,0.026245231,0.7467917
ENSCAFG00000000620,PPP6R2,0.019066722,0.085371412,0.026606281,0.749310602
ENSCAFG00000007085,SOAT2,0.035150574,0.265283679,0.026792235,0.750332264
ENSCAFG00000011857,SLAMF9,0.046327369,0.341908928,0.02675272,0.750332264
ENSCAFG00000012665,TOR1AIP1,0.019284298,0.084590088,0.026724518,0.750332264
ENSCAFG00000003382,LSM10,0.017736067,0.090074395,0.026970837,0.751137803
ENSCAFG00000011633,FAM160B1,-0.020480102,0.081503004,0.026935772,0.751137803
ENSCAFG00000016472,MFN2,0.018763901,0.08543273,0.026942382,0.751137803
ENSCAFG00000030885,BMT2,-0.023264022,0.17451203,0.02723209,0.757011828
ENSCAFG00000007667,USP39,0.018862649,0.083942926,0.027513117,0.76341285
ENSCAFG00000003470,LANCL2,-0.017184213,0.092199806,0.027702036,0.764164008
ENSCAFG00000006022,EFNB2,-0.043941658,0.329243887,0.027687236,0.764164008
ENSCAFG00000013211,HSD17B7,0.01700965,0.100611613,0.027743437,0.764164008
ENSCAFG00000014364,GRPEL1,0.020057898,0.080839219,0.027712769,0.764164008
ENSCAFG00000004129,ENDOD1,-0.016940123,0.102749922,0.028055856,0.769230872
ENSCAFG00000010021,NA,0.023053706,0.174905128,0.02804816,0.769230872
ENSCAFG00000016526,INTS1,0.020535453,0.076602204,0.028131989,0.769230872
ENSCAFG00000017561,CCDC88C,-0.029177811,0.225040426,0.028108538,0.769230872
ENSCAFG00000029353,LNP1,-0.041823373,0.316448048,0.028187751,0.769356781
ENSCAFG00000013184,PDCD1,0.03147706,0.243258545,0.028405279,0.773463009
ENSCAFG00000019582,ATP6AP1,0.024442724,0.188002761,0.028467466,0.773463009
ENSCAFG00000031182,MRPL14,0.020175786,0.07823625,0.028492487,0.773463009
ENSCAFG00000003720,NRCAM,-0.051134888,0.381430864,0.028556078,0.773792523
ENSCAFG00000023403,MPP3,0.021361132,0.161279656,0.028713966,0.77667147
ENSCAFG00000002959,NA,0.019824376,0.078719045,0.028875514,0.776849459
ENSCAFG00000016711,SIMC1,-0.016645314,0.101777448,0.028868672,0.776849459
ENSCAFG00000030731,H2BC18,0.018895091,0.136446516,0.028822806,0.776849459
ENSCAFG00000015672,PQBP1,-0.018674712,0.081010554,0.029258879,0.784931327
ENSCAFG00000016387,RBPJ,0.020073961,0.150293358,0.029280303,0.784931327
ENSCAFG00000000130,SPRYD4,0.016960785,0.084854983,0.029953945,0.784954305
ENSCAFG00000002448,AHR,0.016821455,0.112321091,0.029782379,0.784954305
ENSCAFG00000002971,EVX1,-0.027450167,0.216241443,0.029903076,0.784954305
ENSCAFG00000003290,THAP5,-0.019163622,0.14192351,0.029667444,0.784954305
ENSCAFG00000003399,TES,-0.019267826,0.142814181,0.029589163,0.784954305
ENSCAFG00000003481,ING3,-0.017304939,0.120620167,0.029980067,0.784954305
ENSCAFG00000003541,AP2A1,0.018449873,0.080418673,0.029862002,0.784954305
ENSCAFG00000003717,CYRIA,0.069681165,0.522820143,0.030009868,0.784954305
ENSCAFG00000005228,ESYT2,-0.016239825,0.092757429,0.030006192,0.784954305
ENSCAFG00000006163,EEA1,-0.016940058,0.086390569,0.029482639,0.784954305
ENSCAFG00000010470,GCA,-0.019544685,0.146572042,0.02989409,0.784954305
ENSCAFG00000018408,BRF1,-0.018099863,0.080941206,0.030020051,0.784954305
ENSCAFG00000029263,NA,-0.026244981,0.206962394,0.030064079,0.784954305
ENSCAFG00000032615,NA,-0.016413995,0.096210671,0.029370531,0.784954305
ENSCAFG00000044568,NA,-0.017337457,0.119321034,0.029523251,0.784954305
ENSCAFG00000032403,MAP3K7CL,-0.056466719,0.425370781,0.030191137,0.786905561
ENSCAFG00000000433,GFPT2,0.063992852,0.480527305,0.030320259,0.788402176
ENSCAFG00000000657,DYNLT1,-0.016267559,0.104198664,0.030353405,0.788402176
ENSCAFG00000004262,FBXL13,-0.036922105,0.290477049,0.030995787,0.79724424
ENSCAFG00000005887,GALNT15,-0.046557457,0.358821036,0.030934322,0.79724424
ENSCAFG00000006076,NAXD,-0.016098905,0.087970151,0.031011894,0.79724424
ENSCAFG00000008157,TMEM70,0.016072943,0.089551734,0.030812344,0.79724424
ENSCAFG00000017756,UQCRC2,0.017408974,0.081347889,0.030767592,0.79724424
ENSCAFG00000019344,NA,-0.016363189,0.110084153,0.031010508,0.79724424
ENSCAFG00000000260,IFNGR1,0.018780825,0.142313672,0.031309303,0.798543279
ENSCAFG00000002029,SLC25A27,-0.016282605,0.109486562,0.031194427,0.798543279
ENSCAFG00000006372,TMCO3,-0.016020852,0.087152751,0.031381015,0.798543279
ENSCAFG00000013065,ZBTB46,-0.049606511,0.381507841,0.031267613,0.798543279
ENSCAFG00000032750,NABP1,0.018501943,0.139445315,0.031368918,0.798543279
ENSCAFG00000032925,NA,-0.026642995,0.213293957,0.031346612,0.798543279
ENSCAFG00000008869,TGM2,0.036388744,0.288596929,0.031709615,0.802829799
ENSCAFG00000013710,DNA2,-0.016745948,0.081726325,0.031669059,0.802829799
ENSCAFG00000014620,VAT1,0.025033012,0.200784681,0.031653557,0.802829799
ENSCAFG00000005660,TNFAIP6,0.040703172,0.320374825,0.031887292,0.804619113
ENSCAFG00000007261,ACOX2,0.053960715,0.414993245,0.031886429,0.804619113
ENSCAFG00000008265,HK2,0.019472766,0.151260907,0.032004609,0.805278964
ENSCAFG00000010095,ATP6V1B2,0.016683417,0.119187817,0.032034989,0.805278964
ENSCAFG00000013226,PAFAH1B2,-0.018282522,0.076735823,0.032074081,0.805278964
ENSCAFG00000007177,CHCHD5,0.016914702,0.080223463,0.032156974,0.806014559
ENSCAFG00000014141,MED14,-0.015680268,0.086513934,0.03242635,0.809603975
ENSCAFG00000044812,NA,0.015452948,0.091714833,0.032461679,0.809603975
ENSCAFG00000049756,NA,-0.049914063,0.387806117,0.032355748,0.809603975
ENSCAFG00000023294,HTATSF1,-0.018592623,0.071933351,0.032571073,0.809646882
ENSCAFG00000023317,DUSP2,0.036939055,0.294894508,0.032528772,0.809646882
ENSCAFG00000007326,ADHFE1,-0.022637782,0.1824591,0.032646738,0.810188603
ENSCAFG00000006100,DUSP6,0.027425828,0.22332456,0.032946037,0.81094257
ENSCAFG00000013288,ADAMTSL3,-0.056825388,0.439696547,0.032733647,0.81094257
ENSCAFG00000014804,ESS2,0.016922091,0.078898409,0.032909674,0.81094257
ENSCAFG00000015174,SLC66A1,0.015701594,0.084546518,0.032859292,0.81094257
ENSCAFG00000016376,DHRS3,0.034697046,0.279411512,0.032946733,0.81094257
ENSCAFG00000000642,NEU1,-0.018112449,0.074951282,0.033156952,0.812129323
ENSCAFG00000017347,COX11,0.016298861,0.08041367,0.033155842,0.812129323
ENSCAFG00000029102,MLX,0.016626625,0.079452377,0.033077848,0.812129323
ENSCAFG00000011823,MN1,-0.040821837,0.3254361,0.033291479,0.812149782
ENSCAFG00000013522,AGPS,-0.016662484,0.078931087,0.033319796,0.812149782
ENSCAFG00000017409,AKAP1,0.017810788,0.075821668,0.033315553,0.812149782
ENSCAFG00000009174,CLDND1,-0.017935309,0.138845854,0.033586412,0.816353892
