UniqueCount	AmbigCount
1	23
9	27
2	97
2	83
5	1
0	1
2	0
0	0
0	1
0	99
0	104
0	72
0	104
0	175
10	175
0	89
56	81
0	89
14	0
0	0
0	1
0	1
0	13
0	13
0	12
0	1
0	1
0	2
0	2
0	1
1	1
2978	1
0	0
0	0
7	26
140	0
0	0
0	0
0	0
4	0
2	0
126	0
37	0
0	32
657	0
317	211
59	211
0	0
74	0
6	16
0	16
13	135
0	151
0	148
0	71
1	71
0	73
0	65
3	0
0	70
0	70
0	0
0	0
0	19
0	23
0	23
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	11
0	0
0	0
0	0
0	0
0	0
0	1
0	1
1	4
0	4
0	1
2	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
13	640
10	640
0	0
1	0
0	0
0	0
0	0
3	0
135	0
0	47
0	47
0	41
0	0
1	0
0	0
0	0
0	0
0	29
1	29
14	24
0	0
0	0
0	293
0	292
0	298
0	239
0	232
0	169
0	31
0	0
0	23
0	0
0	23
7	0
5	0
22	152
0	0
0	0
67	482
36	504
849	465
73	4
0	604
0	1733
1	1714
26	0
17	134
0	134
0	134
0	1101
0	980
1	976
0	0
0	0
0	26
12	26
1	3
1	3155
6	0
90	128
0	128
131	0
0	0
0	0
0	0
7	126
0	0
2	285
0	383
4	169
0	372
0	280
0	0
33	97
1	0
2	0
0	0
4	644
0	644
0	644
0	21
9	31
32	91
0	31
42	63
0	35
1232	2611
10	1076
47	2447
0	0
0	0
6	1
0	0
1	0
3	0
0	0
40	0
208	0
289	2
0	234
0	216
1	214
0	217
2	193
0	193
0	15
1171	2058
146	4666
0	4718
0	4697
7	4663
2	0
68	0
2	841
0	0
0	0
0	0
3	44
2	44
0	10
0	9
1	10
21	144
0	144
35	0
0	3
0	3
10	32
0	23
0	19
3	0
191	174
40	518
5	17
0	19
0	21
1	5
0	3
0	2
0	4
0	0
0	0
0	0
0	0
0	0
3	0
14	18
6	12
0	95
0	123
145	0
194	115
15	115
4	113
1	0
28	249
44	0
0	0
0	0
0	80
0	87
0	78
0	61
0	0
254	0
0	113
0	92
0	110
0	0
0	774
108	774
4	309
233	309
0	0
1	0
0	1
0	0
0	1
0	0
0	0
14	443
2	167
0	168
0	168
0	145
45	0
34	38
14	38
0	0
0	0
0	0
0	0
0	0
1	40
0	0
1	40
1	40
0	0
0	0
0	0
0	0
0	97
0	97
0	97
0	31
1	46
0	0
0	0
0	342
4	355
0	359
0	315
3	0
0	1
0	1
0	73
0	58
0	62
0	65
0	69
18	338
0	375
2	376
1	415
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	11
0	0
7	33
0	282
0	714
196	662
7	857
0	77
6	77
0	0
0	336
2	459
0	481
17	468
12	477
0	493
0	360
0	0
0	54
0	41
0	51
0	51
0	53
0	0
15	1709
16	1880
121	1870
2	1488
8	433
1	433
4	391
0	224
106	245
1	234
1	0
0	0
0	0
2	301
0	1199
0	813
0	1453
28	1325
1	0
50	0
0	106
0	84
0	80
12	703
0	554
0	686
0	0
0	6
0	5
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	118
0	136
0	136
28	139
0	0
10	56
1	2017
0	0
0	0
0	2
0	2
0	2
56	9
0	0
0	0
0	0
0	49
0	55
10	55
16	48
5	162
0	168
1	83
0	48
376	1
259	45
0	3
0	3
0	88
2	90
0	701
32	699
0	0
0	0
0	343
0	305
1	307
0	320
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	17
0	0
0	17
0	17
0	17
0	0
82	377
0	377
0	330
3	350
0	382
13	350
0	150
0	134
0	145
0	0
0	62
1	62
3	0
11	4
30	105
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	807
0	0
0	25
0	25
0	0
0	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	80
107	52
0	0
0	0
0	0
39	0
0	0
0	0
0	0
0	949
3	1
0	0
1	0
0	0
0	0
0	0
0	1
1	1
0	0
0	0
0	0
0	0
0	0
1	105
33	774
0	124
12	125
0	115
0	112
1	12
3	229
0	212
0	207
10	215
0	219
1	210
0	0
0	894
1	910
0	1242
1	1242
0	392
0	414
4	400
0	393
0	0
2	693
0	0
0	1905
0	0
1	101
0	0
0	0
0	0
0	0
0	0
2300	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
11	112
0	2
16	210
7	82
0	0
0	2
1	57
0	0
0	7
0	0
0	68
0	50
0	57
115	74
0	0
0	0
10	0
165	0
4	111
0	111
3	1252
1155	0
0	23
7	26
0	26
0	50
0	0
0	0
0	83
0	82
0	69
0	230
0	206
0	225
1	189
0	278
0	225
0	0
0	0
13	0
3437	1
0	0
0	0
0	0
3	3
146	0
7	10
0	0
0	1
0	0
0	2
0	2
4	0
3	0
0	161
0	24
0	24
5	0
0	161
0	0
0	1
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	162
0	162
22	19
0	0
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
5	970
0	1481
1	1362
0	4
0	0
2	0
48	0
0	446
0	448
0	460
0	400
0	428
0	406
14	759
0	750
0	907
0	935
0	973
0	923
560	0
0	6
0	1728
0	1878
0	1554
0	1652
4	1565
0	1425
0	0
28	0
0	275
0	259
0	310
0	290
5	281
0	289
0	278
0	278
85	0
1	0
1	1921
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	3
0	3
5	0
0	0
0	0
0	0
0	0
9	3
0	0
36	239
0	239
0	0
0	480
0	535
0	473
0	493
0	0
0	0
0	0
257	0
0	94
7	94
0	0
0	0
0	0
218	0
0	0
0	0
0	48
0	289
1	309
0	316
0	404
0	417
13	409
0	417
1	401
45	0
0	11
0	21
0	0
0	0
0	0
0	0
0	1
0	1
1	1
0	0
0	0
3	151
13	151
2	17
18	0
1	411
19	411
1	31
0	0
3	396
19	52
0	57
0	57
0	34
11	12
0	12
0	8
197	137
8	137
18	639
1	639
16	1682
55	2029
0	2848
0	2710
0	1399
0	6984
2	7069
1	1451
52	6389
326	6126
0	597
0	0
22	0
0	46
5	85
1	85
0	84
0	0
189	0
5299	2
0	43
0	14
0	32
28	43
1	14
19	0
275	60
0	60
68	0
3	3
0	42
0	37
0	3
0	39
5	63
0	63
0	0
0	80
0	81
0	79
1	0
0	0
0	0
248	0
123	229
0	229
0	119
2	171
0	179
0	182
0	172
0	197
70	109
84	11
136	0
139	2
464	0
0	0
0	312
0	18
5	18
0	311
0	24
0	30
0	31
0	22
0	148
0	0
0	0
2	0
1	287
0	296
0	314
0	283
0	361
0	348
0	0
5	0
308	148
0	0
38	120
0	166
78	247
35	85
68	216
0	48
3	48
0	48
3	34
1	16
89	0
1098	0
0	92
9	92
8	1247
0	1356
2	1344
0	1500
0	1190
0	1349
2	1331
12	214
0	214
4	54
0	54
286	183
59	75
2	285
2	369
0	416
5	335
0	421
0	217
228	0
5	71
1	71
40	6
8	61
0	61
1	3
0	3
4913	2
0	7
0	7
0	7
0	7
13	136
0	136
0	5
1	5
0	5
0	4
61	157
0	157
14	1589
1	1
0	1
0	37
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	6
0	50
1	50
0	49
0	0
0	0
0	0
0	0
0	0
0	0
13	250
0	0
0	0
0	0
0	0
4	4
0	0
2	3
0	2
0	2
0	0
0	0
0	91
0	89
0	91
0	83
0	0
2	84
0	0
0	0
0	0
48	249
28	0
0	21
0	19
2	0
0	14
1	0
168	0
1	140
6	1877
137	1373
36	1877
230	2275
0	850
0	796
0	721
3	0
2	0
3	0
6	3
0	499
6	545
0	641
0	637
7	959
0	911
0	917
1	914
0	908
0	926
0	885
9	917
0	908
0	8
21	8
1865	0
29	11
47	276
25	276
0	4
6	4
10	302
128	302
0	3325
0	3276
1	3086
2	3190
43	3360
1	3373
0	3377
0	0
0	0
0	100
2	100
0	236
0	240
0	358
2	218
0	197
6	171
0	7
1	168
0	171
0	2
0	2
0	1596
200	11
0	199
0	184
0	180
2	192
0	204
30	1463
0	1737
6	1515
0	0
0	0
0	0
1	0
0	11
0	11
115	601
342	601
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
43	0
34	0
194	0
0	0
12	75
2	75
0	0
0	0
0	3
0	3
0	3
0	0
4	0
0	0
28	343
0	0
53	0
1	32
85	0
1	2027
0	0
0	1
18	0
1	1605
0	1889
0	1605
2	1431
3	1517
0	1589
0	1696
0	1043
0	0
0	0
0	0
0	0
0	0
0	0
2	48
1	85
9	72
0	0
0	17
59	0
1	293
0	338
1	320
2	297
1	0
1	41
3	0
860	33
0	252
0	291
0	257
20	252
0	258
0	92
15	234
0	0
0	135
0	129
15	79
0	0
0	0
0	0
0	0
0	0
15	1515
0	0
0	0
0	16
0	1
0	0
0	0
0	60
0	0
1	531
7	4050
316	5574
3	7388
5	5
0	4
0	1
0	0
0	45
286	0
0	2887
22	108
0	85
0	108
0	55
0	51
0	55
0	54
2	44
0	360
174	360
17	27
21	27
2	3
1	0
521	0
0	0
0	0
62	4
62	0
0	2988
19	0
103	78
0	0
1	0
0	0
111	406
0	406
3	12
0	0
0	0
2	0
5	231
1	244
0	349
41	181
0	46
17	46
1	1354
2	6799
0	8698
0	8441
1551	8202
51	842
1	862
8	588
0	0
0	0
0	0
0	158
5	158
1	106
1	101
0	0
0	96
1	102
0	255
0	235
0	207
0	0
0	0
0	0
0	0
6	0
0	531
10	513
4	524
6	499
16	499
9	486
0	445
98	0
0	532
0	520
0	484
691	85
31	0
0	0
5	0
0	812
0	872
31	856
41	791
13	294
0	2093
0	2345
2	2161
