"GeneID","GeneName","Spearman_Correlation_Coefficient","P_value","qvalue"
"ENSCAFG00000015053","SPINDOC",-0.753150504830855,3.35713777305044e-05,0.999999999999406
"ENSCAFG00000014716","PSME3",0.74604743083004,6.80345371790332e-05,0.999999999999406
"ENSCAFG00000032305","ZNF473",0.723320158102767,0.000146238268959059,0.999999999999715
"ENSCAFG00000006082","CARS2",-0.721343873517787,0.000155593987287277,0.999999999999732
"ENSCAFG00000014972","NAGLU",0.718379446640316,0.000170556137415972,0.999999999999754
"ENSCAFG00000020277","LHX6",-0.698789247920492,0.000207904267473745,0.999999999999795
"ENSCAFG00000013178","OLA1",-0.700592885375494,0.000287774827256024,0.999999999999848
"ENSCAFG00000045047",NA,-0.68471094097633,0.000313126720198389,0.999999999999859
"ENSCAFG00000016833","SNX11",0.680504097868824,0.000352391235309032,0.999999999999873
"ENSCAFG00000013169","SP3",-0.692687747035573,0.000358149459365925,0.999999999999875
"ENSCAFG00000017868",NA,0.677538938400986,0.000382560256516303,0.999999999999882
"ENSCAFG00000007190","CLVS1",0.673424165432406,0.000428108355925161,0.999999999999893
"ENSCAFG00000013332","ATF2",-0.673913043478261,0.000584957759057719,0.999999999999918
"ENSCAFG00000002993","SMAP2",-0.672924901185771,0.000599638073472341,0.999999999999919
"ENSCAFG00000006835","NR1H4",-0.656938419762313,0.000660733316665417,0.999999999999925
"ENSCAFG00000003686","DDX1",0.66699604743083,0.000694393413452482,0.999999999999928
"ENSCAFG00000010757","CPT1A",-0.66304347826087,0.000764325528432084,0.999999999999933
"ENSCAFG00000023541",NA,0.650388921485844,0.000779547971448262,0.999999999999934
"ENSCAFG00000002986","PUS10",0.649530479751093,0.000796402455734388,0.999999999999936
"ENSCAFG00000014364","GRPEL1",0.661067193675889,0.000801458849780505,0.999999999999936
"ENSCAFG00000025044",NA,-0.654150197628458,0.000943641960976997,0.999999999999946
"ENSCAFG00000016300","PTGER1",-0.637968460138308,0.00105575834920499,0.999999999999952
"ENSCAFG00000029102","MLX",0.649209486166008,0.00105774600931739,0.999999999999952
"ENSCAFG00000043541",NA,-0.635363726162919,0.00112324432386997,0.999999999999955
"ENSCAFG00000015021","USP11",-0.644268774703557,0.00118328026389654,0.999999999999958
"ENSCAFG00000003641",NA,-0.631671627882867,0.00122520117023237,0.999999999999959
"ENSCAFG00000019819","SPATA2L",0.636363636363636,0.00141022795590421,0.999999999999965
"ENSCAFG00000004854","ATP6V0B",0.633399209486166,0.00150430811006242,0.999999999999968
"ENSCAFG00000019659","MED16",0.632411067193676,0.00153682237276013,0.999999999999968
"ENSCAFG00000005072","FBXL3",-0.621200908512064,0.00155839232873363,0.999999999999969
"ENSCAFG00000037122",NA,-0.620758738341605,0.00157401126318632,0.999999999999969
"ENSCAFG00000041662",NA,0.617622474245075,0.00168866812998432,0.999999999999972
"ENSCAFG00000007569","CEP70",-0.615270589576388,0.00177924250544065,0.999999999999973
"ENSCAFG00000016007","KRT10",0.615270589576388,0.00177924250544065,0.999999999999973
"ENSCAFG00000003487","SLC66A3",-0.625494071146245,0.00178147953423974,0.999999999999973
"ENSCAFG00000024306","AGO4",-0.622529644268775,0.00189597072143467,0.999999999999975
"ENSCAFG00000000071",NA,0.619565217391304,0.00201661328542057,0.999999999999977
"ENSCAFG00000016104","GABARAP",0.618577075098814,0.00205824021990803,0.999999999999977
"ENSCAFG00000041980",NA,0.605969548658922,0.00217902901355113,0.999999999999979
"ENSCAFG00000017271","DIS3L",-0.614624505928854,0.00223208096091778,0.999999999999979
"ENSCAFG00000004237","KIAA1217",0.613636363636364,0.00227742608411678,0.99999999999998
"ENSCAFG00000012258","PHACTR3",-0.603327058863031,0.00230561366144879,0.99999999999998
"ENSCAFG00000040348",NA,-0.601869733535145,0.00237805125219772,0.999999999999981
"ENSCAFG00000014014","AIFM2",-0.609683794466403,0.00246666456487757,0.999999999999982
"ENSCAFG00000005800","GPR18",-0.599633944731313,0.00249292512393254,0.999999999999982
"ENSCAFG00000043622",NA,-0.597888965432038,0.00258581227434193,0.999999999999983
"ENSCAFG00000000093","CCBE1",-0.596336647863015,0.00267088765853786,0.999999999999983
"ENSCAFG00000011638","SPTA1",-0.595750548693465,0.00270361848391705,0.999999999999984
"ENSCAFG00000007197","ASPH",0.604743083003953,0.00272171760287645,0.999999999999984
"ENSCAFG00000007203","GGH",0.602766798418972,0.0028297866763324,0.999999999999985
"ENSCAFG00000002820","SPACA6",0.593526086812242,0.00283094672596576,0.999999999999985
