,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000000470,NA,3.682593149,-0.776295448,0.929182457,-0.835460724,0.403458352,0.929753959
ENSCAFG00000000471,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000000472,C12H6orf15,2.450825642,4.212756636,2.80594617,1.501367589,0.133260512,0.760884395
ENSCAFG00000000473,TRHDE,4.476660382,2.207393783,1.539372518,1.43395686,0.151584574,0.78956555
ENSCAFG00000000474,CDSN,0.815432441,0.684615358,2.237173137,0.306018049,0.759590904,NA
ENSCAFG00000000478,CCHCR1,2261.222975,-0.852712384,0.390651243,-2.182797058,0.029050758,0.488658859
ENSCAFG00000000479,KCNC2,2.018327834,1.76366058,1.547518014,1.139670469,0.254423615,NA
ENSCAFG00000000480,NIPAL2,253.8037173,-0.539294747,1.918223021,-0.281142881,0.778600812,0.98606611
ENSCAFG00000000481,CAPS2,70.20114583,-0.709007077,1.765301505,-0.401635118,0.687952581,0.980913692
ENSCAFG00000000482,FLT4,693.7975981,3.544295664,1.793475582,1.976216292,0.048130285,0.573789206
ENSCAFG00000000483,TCF19,659.5071887,-0.100164961,0.211973978,-0.47253423,0.636545515,0.977113835
ENSCAFG00000000484,STK3,497.3072864,0.122258349,0.343075145,0.356360263,0.721570784,0.983346821
ENSCAFG00000000485,NA,0.915847648,-1.288567612,1.791957023,-0.719083993,0.472089169,NA
ENSCAFG00000000487,DLA88,5303.10866,-1.254941514,0.733744209,-1.710325613,0.087205678,0.679568883
ENSCAFG00000000488,KCNS2,0.442208127,-1.575081422,2.734071653,-0.576093688,0.564551858,NA
ENSCAFG00000000491,NA,105.7380793,-0.055522705,0.191280808,-0.290268041,0.771611186,0.985634368
ENSCAFG00000000493,OSR2,112.6531008,-0.815791173,0.726015727,-1.123654961,0.26115943,0.859582814
ENSCAFG00000000494,OR2AI2,0.072033185,-0.516724746,3.11653965,-0.165800793,0.868313722,NA
ENSCAFG00000000497,NA,24.4820825,-0.484344219,2.752022493,-0.175995734,0.860297294,0.992864156
ENSCAFG00000000498,NA,0.094296311,-0.516724746,3.11653965,-0.165800793,0.868313722,NA
ENSCAFG00000000502,NA,50.86239363,0.546471531,0.649406555,0.841493709,0.400071408,0.928368747
ENSCAFG00000000506,MCCD1,7.764968527,-1.896003077,0.735385887,-2.578242402,0.009930431,0.352503222
ENSCAFG00000000507,VPS13B,2310.007741,-0.414976673,0.431687919,-0.961288593,0.336407082,0.907686842
