gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000031353,SH2D3A,663.6559583,0.043903343,0.353120348,0.011542482,0.718924907
ENSCAFG00000017961,ITPRID2,28.71758192,0.043683008,0.172212274,0.007918036,0.608921207
ENSCAFG00000007579,PROSER1,1130.928784,0.04293012,0.177923474,0.007607691,0.603530154
ENSCAFG00000000446,NA,689.0932183,0.042615106,0.33922954,0.01137349,0.718924907
ENSCAFG00000014537,OR6X1,15.21896415,0.042147323,0.340524176,NA,NA
ENSCAFG00000001209,CYB5R3,1444.679672,0.04200022,0.183613549,0.007371672,0.602366598
ENSCAFG00000013473,CPT1A,36.8731134,0.0414224,0.284118904,0.008540468,0.624905208
ENSCAFG00000043982,FCSK,57.37499034,0.041348083,0.215432898,0.00672381,0.589232454
ENSCAFG00000014987,QARS1,24.12466056,0.041157777,0.396784782,NA,NA
ENSCAFG00000005254,ASXL2,49.96248915,0.040856912,0.164031976,0.0088898,0.643934774
ENSCAFG00000032164,NSRP1,131.4694114,0.040720024,0.204242306,0.006938807,0.594253624
ENSCAFG00000007918,NA,706.8324637,0.040477773,0.160997096,0.009166761,0.654836909
ENSCAFG00000001186,PACSIN2,1769.827056,0.039609716,0.174212378,0.008286201,0.615260603
ENSCAFG00000032762,SLC35E2B,1247.072795,0.039599373,0.259124191,0.008222998,0.613707236
ENSCAFG00000012759,NA,30.40462255,0.039131169,0.400289492,NA,NA
ENSCAFG00000001084,IL4,700.4212917,0.038949183,0.376888031,NA,NA
ENSCAFG00000015444,SCN4A,1697.243126,0.038917974,0.211955592,0.007356372,0.602366598
ENSCAFG00000019160,TUBA4A,53.45082619,0.038310003,0.376785016,0.018622995,0.826162705
ENSCAFG00000007475,MYADML2,211.0992059,0.038176022,0.351308859,0.016238428,0.802497809
ENSCAFG00000023063,PIP4K2B,55.88786552,0.038079745,0.344065096,0.015610274,0.799277003
ENSCAFG00000029267,SIGLEC15,62.0001905,0.037406625,0.352504795,0.017206978,0.812907512
ENSCAFG00000005593,PICALM,26.98831472,0.037261462,0.358902704,0.018046135,0.824270891
ENSCAFG00000008860,NA,125.017443,0.037061189,0.153598843,0.010402043,0.702810306
ENSCAFG00000048823,NA,678.2677232,0.035157779,0.138527108,0.011539826,0.718924907
ENSCAFG00000007959,NA,1580.034982,0.035053302,0.129976687,0.010951101,0.714918569
ENSCAFG00000008933,BPNT2,424.5131756,0.03484747,0.256476729,0.010739987,0.706916276
ENSCAFG00000006515,CTNNB1,934.6295997,0.032147535,0.144970252,0.012490509,0.738715248
ENSCAFG00000001282,WBP2NL,5917.324164,0.031531627,0.151607549,0.011894925,0.732915267
ENSCAFG00000037768,PLEKHN1,11.84316295,0.031394344,0.307130675,0.01978531,0.857763696
ENSCAFG00000004789,NA,2506.067501,0.031295207,0.122414031,0.012696882,0.738919296
ENSCAFG00000010941,MANBAL,19.13395707,0.031070614,0.352818059,0.026714159,0.962660499
ENSCAFG00000019054,VAMP1,10.26647117,0.0309217,0.254350589,0.013987458,0.767157803
ENSCAFG00000000370,NA,1485.891067,0.030369554,0.147989639,0.012644366,0.738715248
ENSCAFG00000005683,CD300E,38.23348908,0.029981312,0.144107211,0.013254527,0.756763225
ENSCAFG00000006302,RNF157,497.9143788,0.029941631,0.121745005,0.013789945,0.767157803
ENSCAFG00000019566,PQBP1,32.29082771,0.029899611,0.272144613,0.017292437,0.812907512
ENSCAFG00000019095,NA,59.53551185,0.029870673,0.253564067,0.015107738,0.799013796
ENSCAFG00000044812,ACADM,20.8353064,0.02983879,0.141729875,0.013606821,0.767157803
ENSCAFG00000007516,SLC6A15,1651.571074,0.029386103,0.123882615,0.014545433,0.780225324
ENSCAFG00000001302,FBXO32,47.28709215,0.028937431,0.140541076,0.014074602,0.767157803
ENSCAFG00000044133,HSPA5,162.3486264,0.028873475,0.338475261,NA,NA
ENSCAFG00000012077,PPP1R15B,32.58067031,0.02856748,0.262170186,0.017956829,0.824270891
ENSCAFG00000010974,ABCC8,256.4455947,0.02855702,0.311151705,NA,NA
ENSCAFG00000004130,AOAH,74.0663454,0.028405595,0.284725196,0.021622366,0.904788319
ENSCAFG00000013833,SHOX,914.3458053,0.028251061,0.317482112,NA,NA
ENSCAFG00000002967,NA,789.7632987,0.027998188,0.113507648,0.014278889,0.768663174
ENSCAFG00000005869,DGKH,3929.990803,0.027811836,0.110408743,0.013750521,0.767157803
ENSCAFG00000015396,NDUFB3,346.117311,0.027758142,0.142623945,0.014204313,0.76851496
