gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000003338,NLRP13,1764.141134,-0.012287409,0.097321158,0.673176699,0.995206357
ENSCAFG00000007065,LIPT2,2051.632226,-0.01229278,0.171963648,NA,NA
ENSCAFG00000009510,NA,67.31284747,-0.012295994,0.122158905,0.413123008,0.959726128
ENSCAFG00000015712,PCK1,636.7434168,-0.012303849,0.190277727,0.430005827,0.96452315
ENSCAFG00000019513,STK16,1094.721435,-0.012303906,0.100563973,0.616046944,0.991276683
ENSCAFG00000028220,RANBP17,23.02361753,-0.012315478,0.106197888,0.514556021,0.98407231
ENSCAFG00000030924,FRMPD3,4.81265006,-0.012317257,0.120259342,0.417975856,0.960258763
ENSCAFG00000001699,NA,2657.206915,-0.012317768,0.099736331,0.631796013,0.994115698
ENSCAFG00000019394,GAPDH,1172.504941,-0.012318885,0.100071126,0.625346576,0.994115698
ENSCAFG00000014556,AUTS2,2394.33805,-0.012329061,0.102049632,NA,NA
ENSCAFG00000011477,LALBA,45.1106337,-0.012336055,0.118231203,0.424415701,0.962655085
ENSCAFG00000004823,NA,899.0128646,-0.012337935,0.098089066,0.66024024,0.995206357
ENSCAFG00000000317,SLC35D3,12.08312565,-0.01233803,0.105641742,0.521824842,0.985611104
ENSCAFG00000016955,ZGPAT,574.493297,-0.012341741,0.090866671,0.733546345,0.996699959
ENSCAFG00000028947,APOBR,768.9102867,-0.012345631,0.203340867,NA,NA
ENSCAFG00000017840,NA,1605.258561,-0.012350206,0.093646178,0.713460206,0.995949216
ENSCAFG00000045709,NA,44.53087335,-0.012355992,0.143402159,0.388900335,0.953456638
ENSCAFG00000009084,HNRNPF,1056.236868,-0.01236558,0.098424674,0.654070634,0.995206357
ENSCAFG00000022739,MSL1,41954.13019,-0.012371323,0.10693133,0.503396949,0.980959841
ENSCAFG00000003406,GUCA2A,10105.03235,-0.01237426,0.130113116,0.395973395,0.953456638
ENSCAFG00000014895,MRPS11,1122.972785,-0.012378728,0.096586462,0.681202233,0.995206357
