gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSCAFG00000013497,TECTB,12212.401,-0.035867929,0.107899459,0.291613432,0.877946197
ENSCAFG00000006867,MBD5,1006.783989,-0.035874332,0.105164453,0.313205404,0.885220661
ENSCAFG00000018628,EIF4G3,12.28934256,-0.035876511,0.117064889,0.213056602,0.836830678
ENSCAFG00000006569,AKR1E2,1194.548922,-0.035883733,0.112312129,0.251834695,0.8600062
ENSCAFG00000029614,PPCDC,1132.572918,-0.03589095,0.113946606,0.237400406,0.851154875
ENSCAFG00000009061,KRT84,600.6866165,-0.035898953,0.150906332,0.125249509,0.7595073
ENSCAFG00000006342,GZF1,170.0620915,-0.035907641,0.109359954,0.278490057,0.870359
ENSCAFG00000006146,HRH1,965.2534526,-0.035959265,0.103147796,0.325874591,0.889505146
ENSCAFG00000011225,NKX3-1,68.78146206,-0.035959696,0.102642027,0.328884917,0.890496017
ENSCAFG00000005695,BCAM,182.5976025,-0.035961929,0.133455871,0.14731936,0.788113016
ENSCAFG00000007088,TOP2B,449.8038804,-0.035974708,0.116271887,0.218170992,0.840525434
ENSCAFG00000002732,SLC25A13,6576.471003,-0.036026456,0.113667982,0.23884267,0.851732385
ENSCAFG00000008700,DEFB122,688.9677762,-0.036029491,0.106373453,0.302736469,0.881097726
ENSCAFG00000001317,SEC24A,16379.95709,-0.036044966,0.115423741,0.22420827,0.843302782
ENSCAFG00000001599,AKR1B1,684.4795948,-0.036067139,0.162740409,0.117606396,0.749003874
ENSCAFG00000003907,COMMD1,636.3024094,-0.036105854,0.121448227,0.185379961,0.822008696
ENSCAFG00000014900,ARHGEF12,1115.07632,-0.036124434,0.088699177,0.361967101,0.899267909
ENSCAFG00000012382,MARCHF6,12.09985028,-0.036125771,0.12126611,0.186169769,0.822008696
ENSCAFG00000010711,SSBP2,1029.931884,-0.036130887,0.114671152,0.229679973,0.844333181
ENSCAFG00000008532,U2AF1L4,77.13994929,-0.0361416,0.115127102,0.225912806,0.844284266
ENSCAFG00000048129,MT-ND6,10.48282748,-0.036146444,0.173522466,0.11398435,0.743547956
ENSCAFG00000030034,RMC1,40.41643971,-0.036179866,0.107683898,0.290849741,0.877857614
ENSCAFG00000016006,DIDO1,3143.975822,-0.036191086,0.087062709,0.360366159,0.89881889
ENSCAFG00000029671,SIN3A,491.9308494,-0.036248066,0.120895461,0.187314551,0.823010299
ENSCAFG00000028914,COG7,267.9412673,-0.036262043,0.103594131,0.320298447,0.888108334
ENSCAFG00000005101,NA,15442.93717,-0.03627653,0.111211503,0.258916172,0.862532312
ENSCAFG00000021647,FAF2,4.727026714,-0.03628695,0.131785627,0.149095655,0.78976465
ENSCAFG00000003926,RRAGD,389.7313619,-0.036292205,0.113653114,0.237125266,0.851135867
ENSCAFG00000000297,MAP7,11.04050656,-0.036293054,0.180037843,0.112210928,0.742333245
ENSCAFG00000008809,NA,39.9586306,-0.036296644,0.105583692,0.306409647,0.882001075
ENSCAFG00000023062,RRNAD1,975.7809687,-0.036306306,0.309196414,0.156720986,0.79734822
ENSCAFG00000039462,UBL4A,45.76847099,-0.03631213,0.190002668,0.111612295,0.741519798
ENSCAFG00000000647,NA,498.0412759,-0.036333001,0.119984128,0.19170468,0.826703
ENSCAFG00000029014,ATG2B,18.04721618,-0.036337337,0.113424226,0.238784159,0.851720523
ENSCAFG00000046312,NA,1275.767708,-0.036346277,0.101501251,0.331437241,0.890496017
ENSCAFG00000013241,NA,89.58382025,-0.036385185,0.128816301,0.156042622,0.796970911
ENSCAFG00000007301,PLCB1,1475.058338,-0.036418812,0.105341798,0.307102552,0.882001075
ENSCAFG00000022740,CTF1,14579.27758,-0.036419453,0.125825028,0.165200143,0.80635642
ENSCAFG00000002931,IPPK,1390.452064,-0.036461285,0.120963268,0.185659588,0.822008696
ENSCAFG00000012050,ELOVL2,3601.409526,-0.036464578,0.125459701,0.166230459,0.807276166
ENSCAFG00000011603,POLK,1695.466878,-0.036467317,0.212980112,0.113185224,0.743178376
ENSCAFG00000010836,PSME3IP1,3353.406262,-0.036519557,0.109666635,0.270985459,0.867173687
ENSCAFG00000026824,CFAP52,18.23939275,-0.036521114,0.123668577,0.172798863,0.810237676
ENSCAFG00000012888,DHCR7,338.1800826,-0.036543107,0.119779552,0.191562581,0.826552102
ENSCAFG00000020090,CNIH3,32.19515352,-0.036601951,0.232181704,NA,NA
ENSCAFG00000023079,CPLX1,1105.067785,-0.036612949,0.109600875,0.270854267,0.867173687
ENSCAFG00000048863,AWAT1,375.7397515,-0.036618494,0.123277537,0.173864869,0.811684932
ENSCAFG00000006416,SEPTIN9,1260.065889,-0.036640506,0.098680834,0.340861172,0.892533039
ENSCAFG00000010230,AQR,2993.776786,-0.036653826,0.102529048,0.323018745,0.888437967
ENSCAFG00000006556,DCT,370.7027003,-0.036664387,0.110695069,0.260713404,0.863672607
ENSCAFG00000025589,TSHR,47.98581563,-0.036687013,0.126049982,0.162876715,0.8034002
ENSCAFG00000018717,NDST2,1773.401912,-0.036690351,0.103173645,0.31895003,0.888108334
ENSCAFG00000000073,RDH5,1047.208732,-0.036697054,0.10801573,0.283870323,0.87215919
ENSCAFG00000013007,SLK,901.6589333,-0.036703324,0.106515591,0.295905187,0.881077813
ENSCAFG00000019501,CCDC77,1539.800598,-0.036709831,0.10623698,0.29798307,0.881077813
ENSCAFG00000020067,SPEM2,598.4861266,-0.036719793,0.101662325,0.327062204,0.890055667
ENSCAFG00000015662,USP53,231.8948581,-0.03672437,0.13456295,0.140906704,0.782637464
ENSCAFG00000037184,FUT7,93.83984761,-0.036739065,0.269063645,0.131186272,0.766856268
ENSCAFG00000017257,ADORA2A,7669.19205,-0.03674164,0.163243139,0.113925312,0.743547956
ENSCAFG00000005880,DMAP1,1300.639568,-0.036749642,0.114779061,0.224667491,0.843302782
ENSCAFG00000000388,NA,153.2904893,-0.036758394,0.108662407,0.277908009,0.869321486
ENSCAFG00000009491,ST3GAL5,85.48357676,-0.036766343,0.279662393,0.136315201,0.775880382
ENSCAFG00000007171,ADAM18,35.80395059,-0.036776326,0.119845018,0.189772197,0.825770861
ENSCAFG00000016496,RNF214,1018.651761,-0.03678568,0.113134338,0.23821137,0.851455779
ENSCAFG00000041232,LHX3,99.82353269,-0.036790626,0.118467526,0.197877634,0.830580201
ENSCAFG00000012636,NA,136.2565193,-0.036803958,0.120016715,0.188646457,0.824167602
ENSCAFG00000000575,FLOT1,9862.433617,-0.036812736,0.105892892,0.299689495,0.881097726
ENSCAFG00000019806,AKAP5,981.6986115,-0.036813104,0.11825119,0.19910875,0.831921898
ENSCAFG00000014723,SC5D,14249.17494,-0.036844862,0.082229917,0.345406518,0.893115129
ENSCAFG00000009220,CSPP1,808.7091933,-0.036846341,0.11028391,0.263042421,0.864754928
ENSCAFG00000016872,SLC5A1,23.75480089,-0.036856331,0.175189097,0.110008588,0.740136248
ENSCAFG00000014556,SLC15A2,2439.371063,-0.036864662,0.119039667,0.193914138,0.827245344
ENSCAFG00000050043,CRYBB2,10.00405981,-0.03686502,0.117695084,0.202413102,0.833371183
ENSCAFG00000007771,UNC5D,1051.220876,-0.036879127,0.103171348,0.31724566,0.888108334
ENSCAFG00000004912,ZNF438,665.2081157,-0.036882797,0.126881319,0.159013183,0.801505376
ENSCAFG00000043677,PRMT7,38.47087833,-0.03690119,0.119952536,0.188418093,0.824167602
ENSCAFG00000007016,METTL3,3198.609726,-0.036910384,0.098944736,0.337219632,0.892076198
ENSCAFG00000007672,RAB11FIP1,2038.151316,-0.036940869,0.105527491,0.301260909,0.881097726
ENSCAFG00000012073,ZSWIM1,941.485891,-0.036963271,0.133224134,0.142258337,0.782637464
ENSCAFG00000009337,NA,2750.874709,-0.036985331,0.117948182,0.200004428,0.833371183
ENSCAFG00000014193,MST1,157.8812627,-0.036996796,0.221134668,0.111964405,0.741519798
ENSCAFG00000017021,HRG,5100.18575,-0.037015006,0.110509741,0.259799225,0.863525313
ENSCAFG00000012760,COQ5,476.5581242,-0.037027145,0.103944377,0.311190196,0.883909699
ENSCAFG00000020331,INTS1,704.4800299,-0.037037125,0.112040732,0.246053226,0.858293184
ENSCAFG00000030380,DRG2,1824.337982,-0.037061612,0.104816235,0.305184189,0.882001075
ENSCAFG00000001044,GPR31,1131.882264,-0.037062017,0.1072086,0.287524395,0.874711782
ENSCAFG00000005669,GRIN2C,2444.228288,-0.037079907,0.107729691,0.283183066,0.87215919
ENSCAFG00000011746,NEMP2,63.59647989,-0.037096725,0.104529164,0.3068006,0.882001075
ENSCAFG00000016425,FCRLA,563.571708,-0.037100636,0.296807088,0.143159724,0.782637464
ENSCAFG00000005522,LCP1,1128.370894,-0.037114778,0.109117088,0.271258211,0.867173687
ENSCAFG00000012381,KLHDC8A,15.38397859,-0.037124956,0.145467109,0.123648906,0.758806052
ENSCAFG00000000412,SRGAP1,597.4220378,-0.037136452,0.135091447,NA,NA
ENSCAFG00000014825,HSPA12A,2121.235841,-0.037139661,0.108737842,0.27431246,0.8676745
