UniqueCount	AmbigCount
0	0
1	1
0	112
0	101
0	0
0	0
10	0
0	0
0	0
0	114
0	114
0	66
0	114
0	12
0	12
0	77
66	76
0	77
36	0
0	0
6	47
0	47
4	229
0	287
1	226
4	35
0	35
0	10
0	10
0	10
3	10
8659	15
0	1
0	1
8	32
547	0
0	0
8	0
6	0
54	0
20	0
184	0
287	0
1	32
637	3
2	0
0	0
5	0
945	2
48	176
0	176
0	0
0	1
0	1
0	2
0	2
0	2
0	2
0	0
49	1322
0	1322
0	0
0	0
1	97
0	119
0	119
0	0
0	0
0	0
0	71
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
64	26
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
5	91
0	91
0	0
0	0
0	0
0	0
0	0
7	0
291	0
1	33
0	33
0	27
0	0
0	0
0	0
0	0
0	0
1	15
0	15
10	13
0	0
0	0
0	195
0	194
0	194
0	167
0	163
0	122
0	20
0	1
0	12
0	0
0	12
4	0
1	0
33	220
0	0
0	0
27	1446
117	1505
1860	1397
13	5
0	355
0	687
0	670
23	0
21	312
0	312
0	312
0	69
0	57
0	60
0	0
0	0
0	22
7	22
0	5
6	5871
3	0
102	174
0	174
310	0
1	0
1	1
1	1
17	155
0	0
0	521
0	698
1	301
0	658
0	471
0	1
56	166
0	0
0	0
0	0
0	2
0	2
0	2
0	150
132	198
54	279
0	197
95	445
0	346
9913	23682
119	9306
322	20184
0	0
0	1
12	11
0	1
5	0
19	0
0	7
71	0
701	1
294	0
0	397
2	364
1	365
0	401
0	348
1	368
0	61
16	33
2	84
0	85
0	84
0	84
1	0
128	0
0	688
0	0
0	0
0	0
0	0
0	0
0	123
1	109
0	123
54	984
69	984
221	0
0	4
0	4
45	70
0	61
1	59
361	0
110	121
40	816
10	42
0	50
0	54
35	597
1	515
0	516
0	567
0	9
0	0
0	0
0	0
0	0
9	3
21	240
318	224
0	504
0	236
541	2
1584	636
2	632
6	628
1	0
112	449
0	0
0	0
0	0
1	227
1	248
0	233
0	180
0	0
728	1
0	229
1	202
0	223
0	0
1	1195
145	1195
2	117
99	117
1	0
0	0
0	0
0	0
0	0
0	0
0	0
9	770
0	19
0	20
0	20
0	13
127	0
14	17
10	17
0	1
0	1
0	0
0	0
0	0
0	44
0	0
0	44
0	44
0	0
0	0
0	0
0	0
0	11
0	11
0	11
0	2
0	4
0	0
0	0
0	22
1	22
0	20
0	18
3	0
0	15
0	15
0	15
0	15
0	15
0	14
0	14
6	231
0	281
5	285
0	301
0	13
0	13
0	13
0	13
0	12
0	13
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	41
0	0
44	46
0	296
1	774
219	710
0	939
2	189
19	189
0	0
1	571
10	706
0	807
4	651
0	762
0	763
0	607
0	0
0	63
0	51
0	57
0	59
0	60
0	0
4	89
0	92
0	87
2	3207
76	2082
1	2082
17	703
0	418
252	440
0	408
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	258
0	203
0	188
26	1233
0	997
0	1210
0	0
0	665
0	534
0	594
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	118
0	199
0	199
1	212
0	0
9	93
4	4235
3	0
0	0
0	0
0	0
0	0
20	14
0	0
0	0
0	0
0	249
4	277
63	274
115	249
10	1002
0	1111
24	482
0	388
4169	7
129	38
0	3
0	3
0	143
11	144
0	2277
150	2276
0	0
0	0
0	457
1	390
0	417
0	390
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	85
0	0
0	85
0	85
0	85
0	0
67	255
0	255
0	1
0	1
0	1
0	1
0	454
0	418
0	441
1	0
0	0
0	0
0	0
32	2
76	215
0	0
0	0
0	0
0	0
0	5
0	0
0	0
57	1666
0	0
0	43
0	43
0	0
0	43
0	0
0	0
0	0
0	0
0	0
0	0
0	4
1	2
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	102
236	515
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1896
1	7
2	0
2	0
9	0
1	0
84	0
0	0
0	0
2	0
36	0
0	0
0	0
0	0
13	634
109	1918
0	690
21	734
0	775
0	765
0	15
2	196
0	181
1	175
2	187
3	182
2	177
0	0
0	180
0	166
0	199
0	199
0	63
0	73
0	66
0	64
0	0
3	1606
0	0
0	3363
0	0
51	2562
0	0
0	0
0	0
0	0
0	0
724	1
0	0
3	0
0	0
0	0
0	3
1	1
0	0
0	4
28	200
0	0
12	622
8	214
0	0
0	0
0	28
0	0
0	46
0	0
0	505
0	19
0	28
116	141
0	0
1	0
15	0
25	0
1204	23101
0	23100
1	748
1175	2
0	34
1	3
0	3
0	131
0	0
0	0
0	228
0	219
0	191
0	212
0	192
0	182
2	181
0	223
3	182
0	0
0	0
6	0
384	0
0	1
0	1
0	0
6	9
353	1
18	14
0	0
0	0
0	0
0	7
0	7
9	1
10	1
0	319
0	80
0	80
0	0
0	319
0	0
0	0
0	0
2	8
0	0
0	2
0	2
1	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
11	617
13	617
58	37
0	0
2	0
0	29
0	29
0	0
0	0
3	0
0	0
0	0
34	4728
0	7713
0	7145
1	1270
0	0
30	0
125	0
0	614
1	619
0	631
0	571
0	609
0	566
39	1362
0	1373
0	1607
0	1728
0	1800
0	1699
916	16
0	52
0	5995
0	6435
0	5403
1	5637
1	5202
1	4835
1	2
4	1
0	222
1	207
0	212
0	182
4	208
0	215
2	202
0	153
1374	2
19	0
0	3347
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	0
0	0
0	0
0	0
0	0
12	10
0	1
304	1433
0	1433
1	0
0	710
0	815
0	735
0	741
0	0
0	0
0	0
15	0
0	5
0	5
0	0
0	0
0	0
123	0
0	0
0	0
0	70
0	599
5	642
0	624
3	803
0	813
3	790
0	807
1	786
82	0
0	71
1	15
3	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
5	73
1	73
1	11
107	1
6	187
0	187
2	356
0	0
7	1078
92	363
0	123
2	115
0	152
2	3
0	3
0	59
204	187
4	187
24	860
4	860
21	2231
63	2707
0	3823
1	3669
0	613
0	1511
0	1543
1	641
8	1104
57	1055
0	611
0	0
15	0
0	64
9	69
0	69
0	67
0	0
1130	2
73	0
3	6483
1	1478
2	5205
3361	6433
52	1480
1473	1
178	38
0	38
161	0
14	15
0	51
0	45
0	6
0	46
3	37
0	37
0	0
0	22
0	22
0	22
1	0
0	0
0	0
118	0
199	308
0	306
0	28
1	61
0	64
0	66
0	61
0	64
151	42
171	27
269	0
594	1
364	0
0	0
0	693
0	354
126	373
0	644
0	31
0	32
0	35
0	28
0	0
0	0
0	0
73	0
1	442
1	456
0	476
0	422
0	557
0	536
0	0
0	0
2	0
0	0
36	160
0	331
101	275
51	106
67	233
1	180
4	181
0	180
5	128
1	45
70	0
758	2
0	6
0	6
0	794
0	860
0	881
0	964
0	755
0	859
1	841
47	346
0	346
2	51
0	51
299	148
53	59
2	278
0	324
0	367
3	292
0	392
0	192
316	1
16	114
2	114
1853	418
153	1138
1	1137
2	6
0	4
5	2
0	0
0	0
0	0
0	0
26	202
0	202
1	76
0	79
0	61
0	60
12	9
0	9
19	3076
0	2
3	2
8	110
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	3
0	116
2	117
2	101
0	0
0	0
0	0
0	0
0	0
0	0
8	146
4	15
1	126
0	132
1	41
20	135
1	0
0	1
0	0
0	0
0	0
0	0
0	971
0	914
0	972
0	932
0	0
4	684
0	0
0	0
0	0
81	1035
30	0
0	0
0	0
2	0
0	0
0	0
19	0
0	211
0	366
47	249
5	365
0	10853
0	16
0	15
0	15
0	0
4	1
98	0
1	4
0	52
2	56
0	68
0	64
10	1589
1	1503
0	1549
3	1522
2	1532
0	1551
6	1495
9	1530
0	1504
0	1
1	1
216	2
7	7
85	1517
265	1517
0	18
32	18
4	312
125	312
0	4083
0	4022
0	3796
2	3929
78	4126
0	4133
0	4135
0	0
0	0
0	260
4	260
0	469
0	365
0	328
0	311
1	309
12	265
0	49
0	6
0	6
0	1
0	1
1	1577
112	3
0	190
0	178
0	178
0	173
0	189
31	1409
0	1728
4	1485
0	0
0	0
0	0
0	0
0	83
0	83
131	667
349	667
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
88	1
225	1
102	0
0	0
1	5
1	5
0	0
0	0
0	8
0	1
0	1
1	1
