,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000000056,CDH7,5.756341881,1.449101759,1.742018054,0.83185232,0.405492308,0.999855157
ENSCAFG00000000058,SERPINB8,1664.88896,1.022958504,0.947446238,1.079700846,0.280275417,0.999855157
ENSCAFG00000000059,SERPINB2,2679.325767,2.242338839,1.346836167,1.664893544,0.095933997,0.999855157
ENSCAFG00000000060,ITGA7,734.2042749,-0.103767141,1.020813413,-0.101651428,0.919033357,0.999855157
ENSCAFG00000000061,NA,302.7961149,-0.211232795,0.441298048,-0.478662428,0.632178799,0.999855157
ENSCAFG00000000062,NA,3.398867387,0.545432988,1.963977746,0.277718518,0.781228445,0.999855157
ENSCAFG00000000063,RDH5,276.657913,-0.126968361,0.623595203,-0.20360702,0.838660607,0.999855157
ENSCAFG00000000064,CD63,13728.09736,-0.059736246,0.415334738,-0.143826752,0.885637278,0.999855157
ENSCAFG00000000065,GDF11,538.342834,-0.092869497,0.771528098,-0.120370855,0.904189378,0.999855157
ENSCAFG00000000066,VPS4B,1955.098522,-0.04923333,0.193282513,-0.254722113,0.798937736,0.999855157
ENSCAFG00000000067,KDSR,567.7313767,-0.163881549,0.40654502,-0.403107998,0.686868777,0.999855157
ENSCAFG00000000068,BCL2,299.1355463,-0.441108201,0.35805107,-1.231970067,0.217960266,0.999855157
ENSCAFG00000000069,NA,1333.208912,-0.043655967,0.313367696,-0.139312277,0.889203389,0.999855157
ENSCAFG00000000070,PHLPP1,1213.989424,-0.265054934,0.379989657,-0.69753197,0.485469939,0.999855157
ENSCAFG00000000071,NA,749.2644829,0.239427259,0.231908735,1.032420185,0.30187532,0.999855157
ENSCAFG00000000072,NA,579.5363911,-0.241425625,0.983103887,-0.245574886,0.806011332,0.999855157
ENSCAFG00000000073,ZCCHC2,1130.727851,0.344401841,0.320498401,1.074582087,0.282561875,0.999855157
ENSCAFG00000000074,MMP19,1049.594273,-0.468669128,1.104692034,-0.424253198,0.671381168,0.999855157
ENSCAFG00000000075,TNFRSF11A,490.1692296,1.979773695,1.282211668,1.544030323,NA,NA
ENSCAFG00000000076,PYM1,795.50025,-0.128694656,0.294030927,-0.437690882,0.66161038,0.999855157
ENSCAFG00000000078,DGKA,3637.773415,-0.093682307,0.476215329,-0.196722577,0.844044642,0.999855157
ENSCAFG00000000079,RELCH,795.4007312,-0.436348142,0.33749287,-1.292910699,0.196041947,0.999855157
ENSCAFG00000000080,PMEL,69.38577355,0.236156649,0.704950476,0.334997503,0.73762697,0.999855157
ENSCAFG00000000081,NA,442.3078196,-0.103485699,0.378209753,-0.273619857,0.784376773,0.999855157
ENSCAFG00000000082,CDK2,1149.080399,0.022435781,0.263514736,0.085140519,0.932149678,0.999855157
ENSCAFG00000000083,PIGN,421.4574412,-0.018177007,0.276552514,-0.065727143,0.947595062,0.999855157
ENSCAFG00000000086,CDH20,0.172294764,0.974789562,3.11653965,0.312779451,0.754448228,0.999855157
ENSCAFG00000000087,RAB5B,1513.469477,-0.130246905,0.320501555,-0.406384627,0.684460013,0.999855157
ENSCAFG00000000088,SUOX,565.0589348,0.439617236,0.249289137,1.763483323,0.077819008,0.999855157
ENSCAFG00000000089,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000000090,MC4R,0,NA,NA,NA,NA,NA
ENSCAFG00000000093,CCBE1,130.5765311,-0.742578283,1.660208496,-0.447280137,0.654672807,0.999855157
ENSCAFG00000000094,LMAN1,5653.453395,-0.194786662,0.404400326,-0.481667916,0.630041871,0.999855157
ENSCAFG00000000096,CPLX4,0.225909405,-0.467886795,3.11653965,-0.150130224,0.880661875,0.999855157
ENSCAFG00000000097,ERBB3,122.9482643,-0.002455396,0.89966327,-0.002729239,0.997822385,0.999855157
ENSCAFG00000000098,RAX,1.523007873,-0.100700159,1.950729589,-0.051621793,0.958830054,0.999855157
ENSCAFG00000000099,GRP,0,NA,NA,NA,NA,NA
ENSCAFG00000000100,SEC11C,2784.319098,0.399949862,0.536881702,0.744949699,0.456302129,0.999855157
ENSCAFG00000000101,NA,0.090990076,0.493895886,3.11653965,0.158475727,0.874081946,NA
ENSCAFG00000000102,PA2G4,12837.13911,0.48148779,0.201975761,2.383888975,0.01713077,0.890368682
ENSCAFG00000000103,ZNF532,1001.782049,0.015218511,0.759715823,0.020031847,0.984017968,0.999855157
ENSCAFG00000000105,MALT1,873.6675708,0.084103091,0.251587855,0.334289155,0.738161373,0.999855157
ENSCAFG00000000107,ALPK2,2552.192054,0.482235597,1.278237898,0.377265921,0.705975996,0.999855157
ENSCAFG00000000108,ESYT1,6687.630714,0.176476449,0.500020507,0.352938422,0.724134605,0.999855157
ENSCAFG00000000109,SMARCC2,3938.096264,0.23091796,0.28077316,0.822436018,0.410828787,0.999855157
ENSCAFG00000000110,MYL6B,434.9552075,-0.157894136,0.619029238,-0.255067332,0.798671095,0.999855157
ENSCAFG00000000111,RNF41,752.2290623,0.073830781,0.180737419,0.408497483,0.682908478,0.999855157
ENSCAFG00000000113,ANKRD52,2879.733806,0.171204134,0.433771708,0.394687184,0.693073762,0.999855157
ENSCAFG00000000115,CS,11391.05876,0.524224995,0.346025826,1.514988059,0.129775428,0.999855157
ENSCAFG00000000116,NEDD4L,4068.605954,-0.487732383,0.540126301,-0.902996914,0.366527533,0.999855157
ENSCAFG00000000118,NA,2920.597465,0.190019964,0.186324735,1.019832197,0.30780805,0.999855157
ENSCAFG00000000119,PAN2,843.344708,0.185092278,0.351501432,0.526576172,0.598487943,0.999855157
ENSCAFG00000000120,IL23A,46.45338645,0.352826212,0.734199099,0.48055931,0.63082974,0.999855157
ENSCAFG00000000121,STAT2,1453.755383,0.190568079,0.35332491,0.539356478,0.589640905,0.999855157
ENSCAFG00000000122,APOF,3.913365527,-0.532603016,0.852780725,-0.62454861,0.532267357,0.999855157
ENSCAFG00000000123,ATP8B1,2237.355124,0.047229123,0.833001576,0.05669752,0.95478615,0.999855157
ENSCAFG00000000124,TIMELESS,1642.608502,0.422530443,0.362913414,1.164273422,0.244313224,0.999855157
ENSCAFG00000000125,NARS1,5882.854957,0.069613557,0.276144338,0.252091199,0.800970572,0.999855157
ENSCAFG00000000126,FECH,1189.094583,-0.277279498,0.285592167,-0.970893217,0.331601456,0.999855157
ENSCAFG00000000127,ONECUT2,12.48771119,0.70408573,0.891505762,0.789771374,0.4296613,0.999855157
ENSCAFG00000000128,MIP,1.465526159,0.401471704,1.142288063,0.35146275,0.725241213,0.999855157
ENSCAFG00000000129,ST8SIA3,0,NA,NA,NA,NA,NA
ENSCAFG00000000130,SPRYD4,311.8960156,-0.005876473,0.375939207,-0.015631444,0.98752842,0.999855157
ENSCAFG00000000131,GLS2,81.55304349,0.01782731,0.498823275,0.035738729,0.971490689,0.999855157
ENSCAFG00000000132,NA,81.2517502,0.164666416,0.17783605,0.925945081,0.354474522,0.999855157
ENSCAFG00000000133,WDR7,1546.818988,-0.208821491,0.263799335,-0.79159218,0.428598508,0.999855157
ENSCAFG00000000134,RBMS2,703.4973388,-0.154365566,0.777331563,-0.198583942,0.842588216,0.999855157
ENSCAFG00000000135,BAZ2A,3258.624177,0.295136776,0.242590313,1.216605773,0.223754245,0.999855157
ENSCAFG00000000136,ATP5F1B,35247.0671,0.556696599,0.241465614,2.305490168,0.021139137,0.962386156
ENSCAFG00000000137,TXNL1,3813.281687,-0.048538965,0.244002982,-0.198927754,0.842319258,0.999855157
ENSCAFG00000000140,TCF4,1965.702103,-0.572664239,0.67723921,-0.845586361,0.397783537,0.999855157
ENSCAFG00000000141,NACA,14776.64614,0.67457699,0.300147944,2.24748163,0.024609263,0.992541003
ENSCAFG00000000142,NA,812.3447166,0.08910094,0.31770823,0.280448952,0.779133085,0.999855157
ENSCAFG00000000143,HSD17B6,248.1876092,-0.229876176,0.597840219,-0.38451106,0.7005997,0.999855157
ENSCAFG00000000144,CCDC68,17.11159394,0.432471352,1.386802426,0.311847848,0.755156158,0.999855157
ENSCAFG00000000145,RAB27B,25.26352165,-0.091505729,1.613126661,-0.056725694,0.954763706,0.999855157
ENSCAFG00000000147,C1H18orf54,325.0648435,-0.097243032,0.229152498,-0.424359468,0.671303676,0.999855157
ENSCAFG00000000148,RDH16,47.55718651,0.513014189,1.216634837,0.421666529,0.673268438,0.999855157
ENSCAFG00000000149,STARD6,179.1752087,-0.728852879,0.387975364,-1.878606083,0.0602983,0.999855157
ENSCAFG00000000150,POLI,211.3010876,-0.221476698,0.281659123,-0.786328862,0.431674848,0.999855157
ENSCAFG00000000153,NA,209.4715754,-0.058709239,0.450431405,-0.130340022,0.896297417,0.999855157
ENSCAFG00000000156,MYO1A,28.5145526,-0.246451429,0.687267012,-0.358596331,0.719897092,0.999855157
ENSCAFG00000000157,DCC,0.768052923,-0.175528629,2.276850719,-0.077092726,0.938549779,0.999855157
ENSCAFG00000000158,HSD17B4,1811.66845,0.071741721,0.278589558,0.257517625,0.796779211,0.999855157
ENSCAFG00000000159,NEMP1,326.0538317,0.039735212,0.314174416,0.126475008,0.899355931,0.999855157
ENSCAFG00000000160,NAB2,938.4860706,-0.352366021,0.665137424,-0.529764239,0.596275402,0.999855157
ENSCAFG00000000162,MEX3C,1130.70706,-0.440137971,0.293092479,-1.501703398,0.133173726,0.999855157
ENSCAFG00000000163,STAT6,3601.712993,0.03305544,0.303090831,0.109061168,0.913153974,0.999855157
ENSCAFG00000000164,SMAD4,1061.076719,-0.450380152,0.331994844,-1.356587792,0.174912223,0.999855157
ENSCAFG00000000165,TNFAIP8,225.0447468,0.125211761,0.928225664,0.134893664,0.892695949,0.999855157
ENSCAFG00000000166,ELAC1,265.589757,-0.129379482,0.201601053,-0.641759954,0.521029055,0.999855157
ENSCAFG00000000167,DMXL1,1515.741362,0.156198602,0.326639936,0.478198117,0.632509202,0.999855157
ENSCAFG00000000168,ME2,2227.945674,-0.088003066,0.232712299,-0.378162506,0.705309876,0.999855157
ENSCAFG00000000169,MRO,0,NA,NA,NA,NA,NA
ENSCAFG00000000170,MC2R,0,NA,NA,NA,NA,NA
ENSCAFG00000000172,MC5R,655.3109039,-0.091516184,0.275267742,-0.332462434,0.739540101,0.999855157
ENSCAFG00000000173,FAM210A,334.5336328,-0.25463159,0.234929044,-1.083865944,0.278424241,0.999855157
ENSCAFG00000000175,NA,31.97268422,0.130000959,0.427554232,0.304057238,0.761084284,0.999855157
ENSCAFG00000000178,LRP1,15680.62226,-0.194309882,0.876286581,-0.221742392,0.824514428,0.999855157
ENSCAFG00000000183,NA,28.00979455,-0.177771662,0.367437286,-0.483814976,0.628517186,0.999855157
ENSCAFG00000000184,MOXD1,195.4395085,1.210032077,1.573848312,0.768836531,0.441990359,0.999855157
ENSCAFG00000000185,STX7,1059.670832,-0.231294512,0.591452847,-0.391061626,0.695751685,0.999855157
ENSCAFG00000000189,SLC18B1,319.7962764,0.095531033,0.419642568,0.227648576,0.819919453,0.999855157
ENSCAFG00000000190,RPS12,23374.00744,0.073502016,0.381872833,0.192477729,0.847368011,0.999855157
ENSCAFG00000000192,SEMA6A,715.0396865,0.350019595,2.448815468,0.142934247,NA,NA
ENSCAFG00000000193,NA,1.19464014,1.682402379,1.218169291,1.381090783,0.167251049,0.999855157
ENSCAFG00000000194,INHBC,1.709529256,1.48640373,2.034471375,0.730609311,0.465017823,0.999855157
ENSCAFG00000000195,SHMT2,13989.30563,0.192134602,0.403566712,0.476091305,0.634009332,0.999855157
ENSCAFG00000000196,EYA4,174.9066417,1.212033025,2.223089244,0.545202145,0.585614496,0.999855157
ENSCAFG00000000197,COMMD10,744.552555,0.213936124,0.250296629,0.854730344,0.392700448,0.999855157
ENSCAFG00000000198,ARL14EPL,0,NA,NA,NA,NA,NA
ENSCAFG00000000199,LVRN,0.10839849,-0.46788913,3.11653965,-0.150130973,0.880661284,NA
ENSCAFG00000000200,NDUFA4L2,54.61875321,-3.56343838,1.509128507,-2.36125576,NA,NA
ENSCAFG00000000203,AP3S1,1803.933635,0.391911264,0.254804427,1.538086556,0.124027453,0.999855157
ENSCAFG00000000204,ATG12,787.3726371,0.046876813,0.272895116,0.171775933,0.863613687,0.999855157
ENSCAFG00000000205,TCF21,10.52139032,-3.304907978,1.655964282,-1.995760424,0.045960006,0.999855157
ENSCAFG00000000206,CDO1,37.00568951,-0.293181341,0.911871418,-0.321516099,0.747819314,0.999855157
ENSCAFG00000000207,TBPL1,209.2225422,-0.080002869,0.176315708,-0.453747827,0.650010339,0.999855157
ENSCAFG00000000209,TMED7,4154.42082,0.461664667,0.289500419,1.594694299,0.110780614,0.999855157
ENSCAFG00000000210,FEM1C,469.430721,0.172883663,0.263713333,0.65557422,0.512098118,0.999855157
ENSCAFG00000000211,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000000212,SLC2A12,22.64514023,-2.152843241,1.064702759,-2.022013396,0.043174968,0.999855157
ENSCAFG00000000213,NA,7.35913721,-0.037871193,0.444322897,-0.085233493,0.932075764,0.999855157
ENSCAFG00000000214,CCDC112,498.2117846,-0.254730627,0.297863318,-0.855193008,0.392444306,0.999855157
ENSCAFG00000000215,R3HDM2,4969.913847,-0.408924929,0.306178995,-1.335574731,0.181688314,0.999855157
ENSCAFG00000000217,SGK1,476.4880894,0.308281247,0.709580118,0.434455869,0.663957434,0.999855157
ENSCAFG00000000219,TRIM36,870.3165461,-0.169663276,0.466014442,-0.364073,0.715803498,0.999855157
ENSCAFG00000000220,KCNN2,2.290088058,2.268308563,2.967485007,0.76438754,0.444636332,0.999855157
ENSCAFG00000000221,ALDH8A1,9.314419994,0.160304495,0.744910018,0.215199811,0.829611538,0.999855157
ENSCAFG00000000223,GLI1,371.9683757,0.85350861,0.666002801,1.28153907,0.200004386,0.999855157
ENSCAFG00000000224,YTHDC2,1411.507339,0.119708283,0.285196832,0.419739173,0.674676005,0.999855157
ENSCAFG00000000225,NA,310.2688778,0.243404465,1.310230876,0.185772194,NA,NA
ENSCAFG00000000226,HBS1L,2369.483709,0.035972115,0.21609914,0.166461165,0.867794043,0.999855157
ENSCAFG00000000228,TMED9,4636.384521,0.307037796,0.258271164,1.188819501,0.234510702,0.999855157
ENSCAFG00000000229,MARS1,4235.293469,0.260769555,0.309250179,0.843231704,0.39909887,0.999855157
ENSCAFG00000000230,MYB,92.49063642,-0.225453455,0.824717593,-0.273370493,0.784568433,0.999855157
ENSCAFG00000000231,B4GALT7,1579.254047,0.376181488,0.232017688,1.621348319,0.104942958,0.999855157
ENSCAFG00000000233,DCTN2,4474.271622,0.32372748,0.327628653,0.988092697,0.323107252,0.999855157
ENSCAFG00000000234,AHI1,1192.604335,-0.809522391,0.38190679,-2.119685779,0.034032553,0.999855157
ENSCAFG00000000235,N4BP3,240.8404769,0.546791476,1.232208193,0.443749262,0.657223876,0.999855157
ENSCAFG00000000236,RMND5B,2050.455864,0.386509043,0.263397292,1.467399455,0.142267423,0.999855157
ENSCAFG00000000237,NA,22.99858683,-0.013485479,0.615213963,-0.021919983,0.982511785,0.999855157
ENSCAFG00000000238,KIF5A,335.9959986,0.576142384,0.322530258,1.786320413,0.074047394,0.999855157
ENSCAFG00000000239,PDE7B,315.065294,-1.546262369,1.461591223,-1.057930798,0.290086993,0.999855157
ENSCAFG00000000240,NHP2,2808.767376,0.323629237,0.220443872,1.468079985,0.142082498,0.999855157
ENSCAFG00000000241,HNRNPAB,11583.63108,0.319043906,0.143317066,2.226140367,0.026004781,0.999855157
ENSCAFG00000000242,PHYKPL,656.312894,-0.037938689,0.303068781,-0.125181778,0.900379643,0.999855157
ENSCAFG00000000244,MTFR2,1901.781809,0.215770624,0.363412201,0.593735223,0.55268922,0.999855157
ENSCAFG00000000245,BCLAF1,5362.265982,0.226094594,0.147670562,1.531074244,0.125751044,0.999855157
ENSCAFG00000000246,COL23A1,36.61707976,-0.754149304,1.835002316,-0.410980029,0.681087179,0.999855157
ENSCAFG00000000247,MAP7,249.5262147,0.235168433,1.487058124,0.158143404,NA,NA
ENSCAFG00000000248,CLK4,273.0146105,0.246179374,0.213286193,1.154220864,0.248409631,0.999855157
ENSCAFG00000000249,PIP4K2C,1943.527253,0.036850019,0.420910563,0.087548336,0.930235666,0.999855157
ENSCAFG00000000250,ARHGEF25,346.0954279,0.244790905,0.736547992,0.332348887,0.739625829,0.999855157
ENSCAFG00000000251,MAP3K5,472.2247817,1.07266442,0.578854188,1.85308225,0.063870571,0.999855157
ENSCAFG00000000252,SLC26A10,2.037414427,-1.187457224,1.652718052,-0.718487477,0.472456767,0.999855157
ENSCAFG00000000253,PEX7,402.1618229,-0.18028167,0.25786517,-0.699131526,0.484469838,0.999855157
ENSCAFG00000000255,B4GALNT1,116.5636411,1.285295391,1.110968556,1.156914284,0.247307382,0.999855157
ENSCAFG00000000256,SLC35D3,7.855116452,0.921236882,1.021353809,0.901976254,0.367069482,0.999855157
ENSCAFG00000000257,IL20RA,2.752356379,2.185731516,1.646586215,1.327432172,0.184365763,0.999855157
ENSCAFG00000000258,IL22RA2,1.245669815,0.269846038,2.350981983,0.114780139,0.908619392,0.999855157
ENSCAFG00000000259,OS9,5868.399794,0.505452343,0.320184565,1.578628077,0.114421391,0.999855157
ENSCAFG00000000260,IFNGR1,1486.112775,0.865652542,0.643155509,1.345945935,0.178319953,0.999855157
ENSCAFG00000000261,RPA3,26.13448773,0.001850784,0.373883918,0.004950157,0.996050362,0.999855157
ENSCAFG00000000262,OR1X2,0.120638242,-0.948780471,3.11653965,-0.304433948,0.760797307,NA
ENSCAFG00000000263,NA,30.72418381,0.265095589,0.502509073,0.527543886,0.597815949,0.999855157
ENSCAFG00000000265,OLIG3,0.418295347,0.52915794,2.803456024,0.188752003,0.850287191,0.999855157
ENSCAFG00000000267,TNFAIP3,710.0306358,0.666479735,0.900263577,0.740316228,0.459108137,0.999855157
ENSCAFG00000000268,PROP1,0.137985468,0.974789562,3.11653965,0.312779451,0.754448228,NA
ENSCAFG00000000271,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000000272,ARFGEF3,413.6398003,1.133181649,0.918405479,1.233857676,0.217255943,0.999855157
ENSCAFG00000000273,AGAP2,414.985883,-0.392783766,0.88748515,-0.442580662,0.658069074,0.999855157
ENSCAFG00000000274,HEBP2,685.949805,0.854220124,0.770073704,1.109270606,0.267313461,0.999855157
ENSCAFG00000000275,NHSL1,1321.788018,-0.118311379,0.687740761,-0.172029034,0.863414703,0.999855157
ENSCAFG00000000277,CCDC28A,201.2659046,-0.038925398,0.316896562,-0.122833135,0.902239235,0.999855157
ENSCAFG00000000278,TSPAN31,400.3825496,-0.126297633,0.43078671,-0.293179038,0.769385306,0.999855157
ENSCAFG00000000279,REPS1,1921.845278,0.287443764,0.46553556,0.617447492,0.536939605,0.999855157
ENSCAFG00000000280,CDK4,7689.588055,0.23944463,0.363861589,0.658065148,0.510496269,0.999855157
ENSCAFG00000000281,ABRACL,956.1000782,0.266024741,0.902676899,0.294706491,0.768218105,0.999855157
ENSCAFG00000000282,HECA,342.793664,-0.273955906,0.532027518,-0.514928075,0.606603282,0.999855157
ENSCAFG00000000283,TXLNB,13.80666281,-0.789859883,2.310025072,-0.341926974,NA,NA
ENSCAFG00000000285,CITED2,792.4725933,0.529654873,0.670860465,0.789515705,0.429810654,0.999855157
ENSCAFG00000000287,CYP27B1,76.43217103,1.068055139,0.993093155,1.075483336,0.282158389,0.999855157
ENSCAFG00000000289,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000000290,METTL1,638.4318087,0.420121312,0.355919582,1.180382686,0.237848045,0.999855157
ENSCAFG00000000291,NA,34.56234013,0.145613661,0.508787866,0.286197198,0.77472709,0.999855157
ENSCAFG00000000293,TSFM,2459.816929,0.065592448,0.359275923,0.182568448,0.855136643,0.999855157
ENSCAFG00000000294,NMBR,0.902890522,1.949161895,1.379537045,1.412910151,0.157682144,0.999855157
ENSCAFG00000000295,VTA1,771.9055956,0.455728495,0.328570129,1.387005252,0.165440161,0.999855157
ENSCAFG00000000296,ADGRG6,336.0675731,1.93139826,1.320113193,1.46305504,0.143452319,0.999855157
ENSCAFG00000000297,AVIL,7.491589602,0.09930958,0.832786178,0.119249793,0.905077459,0.999855157
ENSCAFG00000000300,HIVEP2,1170.658918,0.246636529,0.437882996,0.56324756,0.573266321,0.999855157
ENSCAFG00000000303,AIG1,680.8277626,-0.157116774,0.377908282,-0.415753719,0.677590228,0.999855157
ENSCAFG00000000304,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000000305,ADAT2,364.1764859,0.312967158,0.359682176,0.8701214,0.384234064,0.999855157
ENSCAFG00000000307,PEX3,345.3685421,-0.11740055,0.293496089,-0.400007206,0.689151209,0.999855157
ENSCAFG00000000308,CTDSP2,2456.089708,0.248354542,0.500080344,0.496629282,0.6194505,0.999855157
ENSCAFG00000000309,FUCA2,1009.433397,-0.087949918,0.314132743,-0.279976921,0.779495212,0.999855157
ENSCAFG00000000310,ATP23,234.1345479,0.163254756,0.543639038,0.300299914,0.763948399,0.999855157
ENSCAFG00000000311,LRIG3,800.6969298,0.674073844,1.684569047,0.400146165,0.689048863,0.999855157
ENSCAFG00000000312,PHACTR2,949.3769626,-0.43504974,0.461929425,-0.941809976,0.346289937,0.999855157
ENSCAFG00000000314,NA,1330.696284,0.251359101,0.286553945,0.877178991,0.380389425,0.999855157
ENSCAFG00000000316,SLC16A7,153.1461018,0.954518535,1.5590515,0.612243107,0.540376925,0.999855157
ENSCAFG00000000317,ZC2HC1B,12.18151462,0.818406765,0.584996982,1.398993139,0.16181504,0.999855157
ENSCAFG00000000318,PLAGL1,747.0932772,-0.431280777,0.348739613,-1.236684222,0.216204339,0.999855157
ENSCAFG00000000320,SERF2,1272.676203,0.189833126,0.366156219,0.518448454,0.604145415,0.999855157
ENSCAFG00000000322,STX11,1129.100642,0.233494095,0.454301381,0.513962987,0.607277869,0.999855157
ENSCAFG00000000323,USP15,1166.111332,0.219136536,0.272860493,0.803108334,0.421912121,0.999855157
ENSCAFG00000000326,UTRN,7641.193921,0.623335163,0.726618636,0.857857385,0.390971218,0.999855157
ENSCAFG00000000327,NA,368.051011,0.539936318,0.343094795,1.57372343,0.115551403,0.999855157
ENSCAFG00000000329,EPM2A,24.88633122,0.146658089,0.508689573,0.288305672,0.773112766,0.999855157
ENSCAFG00000000330,FBXO30,318.8291108,0.25687332,0.281821392,0.911475592,0.362044841,0.999855157
ENSCAFG00000000331,NA,2.544546688,0.85660818,1.18357687,0.723745286,0.469222125,0.999855157
ENSCAFG00000000332,GRM6,0.079313354,-0.46788913,3.11653965,-0.150130973,0.880661284,NA
ENSCAFG00000000333,MON2,2388.251095,0.114372134,0.356632641,0.320700128,0.74843765,0.999855157
ENSCAFG00000000334,ADAMTS2,834.5619933,1.912751708,1.596403688,1.198162922,0.230853597,0.999855157
ENSCAFG00000000335,SHPRH,456.3440367,0.007210754,0.308759058,0.023353983,0.981367912,0.999855157
ENSCAFG00000000336,HNRNPH1,16927.05947,0.344065391,0.162390152,2.11875773,0.034110947,0.999855157
ENSCAFG00000000337,PPM1H,1383.078094,0.595778596,0.949595569,0.62740246,0.530395456,0.999855157
