,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000000478,CCHCR1,2489.154031,-0.474424268,0.436145127,-1.087766981,0.276697989,0.862441668
ENSCAFG00000000479,KCNC2,1.294106839,-0.461963105,1.834840915,-0.251772838,0.801216653,NA
ENSCAFG00000000480,NIPAL2,151.7958306,2.37546634,1.389115549,1.710056691,0.08725539,0.635475559
ENSCAFG00000000481,CAPS2,96.468107,1.180618703,1.582016166,0.74627474,0.455501467,0.93107335
ENSCAFG00000000482,FLT4,715.0396219,0.990768655,1.75194612,0.565524615,0.571716987,0.952810093
ENSCAFG00000000483,TCF19,763.1586893,0.18079919,0.291119984,0.621046992,0.534568705,0.947693397
ENSCAFG00000000484,STK3,521.1960303,0.202946998,0.329261722,0.616369851,0.537650447,0.947693397
ENSCAFG00000000485,NA,0.81940201,-3.223589958,1.95285406,-1.650707046,0.098798408,NA
ENSCAFG00000000487,DLA88,6051.961848,-1.145133769,0.573234618,-1.997670297,0.045752417,0.527654675
ENSCAFG00000000488,KCNS2,0.993394817,1.209631715,2.337641507,0.517458178,0.604836356,NA
ENSCAFG00000000491,NA,101.2876227,0.067407531,0.186335444,0.361753673,0.717536114,0.975282773
ENSCAFG00000000493,OSR2,132.877694,-0.447763629,0.625910171,-0.715380017,0.474374257,0.935757602
ENSCAFG00000000494,OR2AI2,0.072858431,-0.592077603,3.11653965,-0.189979166,0.849325456,NA
ENSCAFG00000000497,NA,15.80432626,-4.303043052,2.263656579,-1.900925738,0.05731174,0.569218337
ENSCAFG00000000498,NA,0.096045102,-0.592077603,3.11653965,-0.189979166,0.849325456,NA
ENSCAFG00000000502,NA,38.77923093,-0.458376801,0.437690409,-1.047262611,0.294978475,0.873171295
ENSCAFG00000000506,MCCD1,11.28690484,-0.462250537,0.65861571,-0.701851671,0.482771671,0.939401498
ENSCAFG00000000507,VPS13B,2145.849538,-0.501839433,0.412731299,-1.21589866,0.224023529,0.814669028
ENSCAFG00000000509,DDX39B,5980.528793,0.212491642,0.360715453,0.589083835,0.555805037,0.950147591
ENSCAFG00000000510,PRR16,173.1384462,0.497920263,2.167286524,0.229743625,0.818290993,0.987716848
ENSCAFG00000000512,SRFBP1,819.5532543,0.987941073,0.34821439,2.837163255,0.004551633,0.201290677
ENSCAFG00000000513,ATP6V1G2,15.83323441,-0.270656593,0.734015103,-0.368734365,0.712325732,0.974882895
ENSCAFG00000000515,LTA,12.86775088,4.019820693,2.099244575,1.914889166,NA,NA
ENSCAFG00000000517,TNF,82.5575317,1.033057025,2.694413498,0.383407011,NA,NA
ENSCAFG00000000519,NA,12.60714765,-2.046909191,1.027125168,-1.992852726,0.046277576,0.53031927
ENSCAFG00000000522,SNCAIP,104.3524539,1.048646601,1.717759649,0.610473417,NA,NA
ENSCAFG00000000525,GLIPR1,1186.455658,0.212696318,0.852425778,0.249518871,0.802959446,0.985396053
ENSCAFG00000000529,RGS22,109.1280019,0.028985068,0.663408737,0.043691116,0.965150621,0.997413925
ENSCAFG00000000530,SNX2,1792.247053,-0.11507662,0.16656891,-0.690864938,0.489650422,0.940066232
ENSCAFG00000000532,NA,86.63528845,0.373405487,0.30306682,1.232089635,0.217915603,0.808950163
ENSCAFG00000000533,PRRC2A,16454.27816,-0.138956239,0.26513585,-0.524094494,0.600212818,0.959033041
ENSCAFG00000000534,SNX24,163.0191598,-0.07593536,0.617597935,-0.122952743,0.90214452,0.992720865
ENSCAFG00000000535,MYCT1,0.192090205,-1.072968943,3.11653965,-0.344282141,0.730634114,NA
ENSCAFG00000000538,VIP,0.121529488,0.85060109,3.11653965,0.272931259,0.784906057,NA
ENSCAFG00000000540,NA,129.3071132,-0.31059023,0.313048651,-0.992146841,0.3211259,0.886382251
ENSCAFG00000000543,CEP120,1448.272035,0.200899731,0.250717987,0.801297639,0.422959357,0.922602508
ENSCAFG00000000544,FBXO43,11.84384222,-1.061559472,1.051970046,-1.009115684,0.312919157,0.882480061
ENSCAFG00000000547,FBXO5,868.2174818,0.013171433,0.164099082,0.080265121,0.936026398,0.994040925
ENSCAFG00000000549,MTRF1L,308.9184403,-0.322478824,0.25031181,-1.28830847,0.197638606,0.791459036
ENSCAFG00000000550,RGS17,138.6367502,0.734876399,0.450656534,1.630679564,0.102957951,0.66273167
ENSCAFG00000000554,NA,401.6490833,0.247717904,0.292376073,0.847257784,0.396851452,0.916498588
ENSCAFG00000000555,RNF19A,2236.248031,-0.471485192,0.424589566,-1.110449312,0.266805459,0.853684652
ENSCAFG00000000557,CSNK1G3,1133.284143,0.342635801,0.421191643,0.813491452,0.415936345,0.920136224
ENSCAFG00000000558,ACR,5.315744082,2.054117468,1.194041008,1.720307305,0.085376596,0.634224927
ENSCAFG00000000561,MIOX,6.765122497,5.671729842,3.007301732,1.885986292,NA,NA
ENSCAFG00000000562,NA,562.69003,-0.617128134,0.633017759,-0.97489861,0.329610556,0.890620171
ENSCAFG00000000563,SNX31,976.7478063,-0.079413571,0.342348677,-0.231966928,0.816563701,0.987589855
ENSCAFG00000000564,SCO2,579.045562,0.130140051,0.281459391,0.462375944,0.643811748,0.966331443
ENSCAFG00000000565,NA,36.81339599,-0.292068711,0.594337083,-0.491419295,0.62312992,0.962626553
ENSCAFG00000000566,ARSA,2525.833027,-0.343746751,0.430087617,-0.799248194,0.424146512,0.923345892
ENSCAFG00000000567,PABPC1,69249.61195,-0.572630928,0.285474183,-2.005893921,0.044867567,0.522708434
