,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000000163,STAT6,3663.77012,0.286752671,0.327963451,0.874343376,0.381931284,0.954987885
ENSCAFG00000000164,SMAD4,947.8811964,-0.360125039,0.311997617,-1.154255737,0.248395337,0.896606303
ENSCAFG00000000165,TNFAIP8,362.160343,-1.152698232,0.83611287,-1.378639505,0.16800593,0.836230304
ENSCAFG00000000166,ELAC1,260.0709552,-0.135922421,0.203305586,-0.668562158,0.503774819,0.982666201
ENSCAFG00000000167,DMXL1,1613.976733,-0.402350775,0.343342332,-1.171864748,0.241251362,0.895024843
ENSCAFG00000000168,ME2,2260.258377,-0.208528825,0.293754592,-0.709874267,0.477782109,0.980666162
ENSCAFG00000000169,MRO,0.347087681,-1.947990149,3.085539841,-0.631328795,0.527825563,NA
ENSCAFG00000000170,MC2R,0,NA,NA,NA,NA,NA
ENSCAFG00000000172,MC5R,647.0037018,-0.073230474,0.271365834,-0.26985886,0.787268838,0.999191357
ENSCAFG00000000173,FAM210A,304.5375991,0.104906981,0.142137941,0.738064589,0.460475201,0.974331287
ENSCAFG00000000175,NA,43.79878782,-0.449143059,0.373616691,-1.20214934,0.229305673,0.888833918
ENSCAFG00000000178,LRP1,14229.55571,2.36067714,1.053450524,2.240899869,0.025032562,0.544906288
ENSCAFG00000000183,NA,23.21842976,0.508471858,0.305930058,1.662052629,0.096502223,0.760745911
ENSCAFG00000000184,MOXD1,182.1845878,0.676033268,1.581856778,0.427366926,0.669112094,0.99527055
ENSCAFG00000000185,STX7,949.6325802,-0.263988156,0.661064647,-0.399337883,NA,NA
ENSCAFG00000000189,SLC18B1,288.5433799,0.158088205,0.326253873,0.484555795,0.627991477,0.9912651
