UniqueCount	AmbigCount
0	0
0	0
0	47
0	39
0	0
0	0
1	0
0	0
0	0
0	53
0	56
0	35
0	56
0	2
0	2
0	56
51	51
0	56
4	0
0	0
1	10
0	10
0	166
0	186
1	152
0	9
0	9
0	13
0	12
0	13
1	13
4395	3
0	0
0	0
4	14
207	0
0	0
1	0
0	0
3	0
5	0
45	0
105	0
0	5
119	0
0	0
0	0
1	0
202	1
2	12
0	12
0	8
0	12
0	12
0	0
0	0
0	0
0	0
0	0
3	72
0	72
0	0
0	0
1	25
0	26
0	26
0	0
0	0
0	0
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
154	0
1	15
0	15
0	13
0	0
0	0
0	0
0	0
0	0
1	19
0	19
10	15
0	0
0	0
0	18
0	18
0	18
0	12
0	12
0	9
0	27
0	0
0	8
2	0
0	8
1	0
11	0
17	75
0	0
0	0
4	450
43	491
989	465
0	2
0	15
0	97
0	96
9	0
4	84
0	84
0	84
0	41
0	35
0	39
0	0
0	0
0	12
4	12
0	2
1	3995
0	0
108	115
2	115
34	0
0	0
0	0
0	0
6	187
0	0
1	263
0	354
1	182
0	347
0	249
0	0
19	62
0	0
0	0
0	0
0	1
0	1
0	1
0	45
45	70
31	113
0	70
35	992
0	952
13411	23922
64	11850
244	20896
0	0
0	0
3	1
0	0
0	0
1	0
0	4
38	0
412	1
290	0
0	407
1	364
2	374
0	436
0	353
1	415
0	32
75	77
0	421
0	421
0	421
1	421
0	0
117	0
0	239
0	5
0	5
0	0
0	0
0	0
0	61
0	56
0	61
37	899
85	899
21	0
0	12
0	12
16	31
0	13
0	16
342	0
41	23
27	235
0	8
0	7
0	7
1	8
0	6
0	7
0	8
0	0
0	0
0	0
0	0
0	0
5	0
4	9
10	5
0	260
3	339
322	1
1082	448
3	447
2	444
2	0
15	160
1	0
0	0
0	0
0	131
1	142
0	136
0	106
0	0
262	0
0	95
0	77
0	93
0	0
1	1329
73	1329
0	11
10	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	210
0	7
0	7
0	7
0	7
96	0
13	4
4	4
0	0
0	0
0	0
0	0
0	0
0	27
0	0
0	27
0	27
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	3
0	3
1	3
0	3
0	0
0	8
0	8
0	11
0	10
0	10
0	11
0	11
6	247
0	321
9	322
0	325
0	24
0	24
0	24
0	24
0	23
0	24
0	10
0	0
