UniqueCount	AmbigCount
0	0
0	0
0	92
0	88
0	0
0	0
0	0
0	0
0	0
0	88
0	79
0	39
0	79
0	1
0	1
0	67
48	58
0	67
10	0
0	0
178	800
7	800
0	1
0	3
0	2
0	0
0	0
0	3
0	3
0	3
0	3
4332	1
0	1
0	1
1	0
246	0
0	0
0	0
0	0
0	0
0	0
40	0
182	1
0	0
605	0
0	0
0	0
0	0
455	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
341	2
0	8
0	8
0	7
0	0
0	0
0	0
0	0
0	0
0	33
0	33
8	25
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	1
0	0
0	2
0	0
0	2
0	0
0	0
1	0
0	0
0	0
1	1510
166	1528
1911	1444
0	0
0	3
0	3
0	3
0	0
10	44
0	44
0	44
0	224
0	194
0	192
0	0
0	0
0	0
1	0
0	0
0	970
0	0
56	102
0	102
224	0
0	1
0	1
0	1
5	339
0	0
0	198
0	272
5	111
0	257
0	183
0	0
13	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
79	86
9	87
0	86
1	1190
0	1190
9623	3639
16	673
741	3545
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	0
251	0
57	0
0	103
0	97
2	94
0	103
2	94
2	60
0	0
0	0
0	0
0	0
0	0
0	0
0	0
98	0
2	1192
0	0
0	0
0	0
0	0
0	0
0	74
0	64
0	74
16	2003
144	2003
1	0
0	1
0	1
4	13
0	12
0	12
0	0
388	349
13	358
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
6	2
0	3
11	133
136	0
717	157
0	157
1	157
0	0
3	19
0	0
0	0
0	0
0	3
0	4
0	4
0	4
0	0
170	0
0	72
2	55
0	66
0	0
0	606
164	606
0	1
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	7
0	0
0	0
0	0
0	0
30	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
1	15
0	13
0	12
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
3	85
0	94
2	97
0	103
0	3
0	3
0	3
0	3
0	3
0	3
0	3
