UniqueCount	AmbigCount
0	0
0	0
0	140
0	128
0	0
0	0
0	0
0	0
0	0
0	139
0	118
0	55
0	118
0	0
0	0
0	73
71	70
0	73
0	0
0	0
3	42
0	42
0	45
0	68
2	62
0	0
0	0
0	6
1	6
0	5
8	5
3258	21
0	0
0	0
8	14
625	0
0	0
0	0
0	0
10	0
1	0
90	0
97	3
0	2
225	0
0	0
0	0
0	0
669	2
18	54
1	54
0	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
46	403
0	403
0	0
0	0
0	30
0	34
0	34
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
20	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
101	0
0	10
0	10
0	9
0	0
0	0
0	0
0	0
0	0
0	4
0	4
3	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	4
0	0
0	4
2	0
3	0
14	16
0	0
0	0
12	430
52	454
916	417
1	1
0	13
0	26
0	26
2	0
5	18
0	18
0	18
0	18
0	18
0	16
0	0
0	0
0	3
0	3
0	1
0	1483
1	0
45	74
0	74
51	2
0	0
0	0
0	0
0	7
0	0
0	144
0	196
1	69
0	186
0	126
0	0
19	15
0	0
0	0
0	0
0	1
0	1
0	1
0	42
20	44
29	59
0	43
37	317
0	284
5351	12167
39	5150
1286	10152
0	0
0	0
2	3
0	0
0	0
32	0
0	11
10	0
170	1
41	1
0	203
1	189
1	194
0	226
1	159
0	214
0	21
1	3
2	9
0	9
0	9
0	9
0	0
72	1
0	145
0	0
0	0
0	0
0	0
0	0
0	34
0	30
0	32
17	350
24	350
11	0
0	0
0	0
1	5
0	5
0	5
1	0
8	4
12	119
2	5
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
2	1
2	10
12	10
1	504
2	64
184	2
188	48
0	47
0	46
2	0
10	45
2	0
0	0
0	0
0	48
0	50
0	48
0	41
0	0
113	0
0	34
0	29
0	34
0	0
1	354
81	356
0	5
11	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	237
1	5
0	5
0	5
0	5
34	0
1	7
1	7
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	4
0	2
0	4
0	3
0	3
4	19
0	27
1	27
0	28
0	4
0	4
0	4
0	4
0	4
0	4
0	1
0	0
0	0
